unique_id,text,language,type,avg_links_len,avg_max_depth,avg_subordinate_chain_len,avg_verb_edges,lexical_density,n_tokens,subordinate_proposition_dist,verbal_head_per_sent
en_polar_147,Is that Microwave that you gave Dan really expensive?,english,polar,0.68,3.00,1.00,0.50,0.56,2.40,3.93,2.00
en_polar_148,Do I need to cross reference the deals in my model to the deals in the system or did you already do that?,english,polar,0.76,4.00,1.00,0.61,0.39,3.22,3.93,3.00
en_polar_149,Are you guys still looking for an analyst?,english,polar,-0.05,2.00,0.00,0.50,0.50,2.30,0.00,1.00
en_polar_150,Should I send the resume to Dawn or you directly?,english,polar,-0.53,3.00,0.00,0.50,0.40,2.48,0.00,1.00
en_polar_151,Have you any thoughts on draft or cover note ?,english,polar,0.31,5.00,0.00,0.33,0.56,2.40,0.00,1.00
en_polar_152,Does that work for you?,english,polar,-0.69,2.00,0.00,0.33,0.20,1.95,0.00,1.00
en_polar_153,And do you want to do it on a Saturday or Sunday?,english,polar,-0.38,4.00,1.00,0.50,0.33,2.64,3.93,2.00
en_polar_154,Should we set a date now?,english,polar,-0.39,2.00,0.00,0.50,0.50,2.08,0.00,1.00
en_polar_155,Am I turning into Mother?,english,polar,-0.69,2.00,0.00,0.33,0.40,1.95,0.00,1.00
en_polar_156,Or is the letter from John an introduction to be included as a lead in to the article?,english,polar,0.39,4.00,1.00,0.50,0.39,3.00,3.93,2.00
en_polar_157,Does she have any interest in meeting one-on-one or is she just looking for a public hanging?,english,polar,0.58,5.00,1.00,0.50,0.37,3.14,3.93,3.00
en_polar_158,Can we get some help on the IBM issues?,english,polar,-0.19,3.00,0.00,0.33,0.44,2.40,0.00,1.00
en_polar_159,it's did you watch your girl on tv last night?,english,polar,0.01,2.00,0.00,0.83,0.45,2.56,0.00,1.00
en_polar_160,"Did you do a deal with National Fuel Marketing purchasing 3,500 mmbtu on May 30th @2.975?",english,polar,0.18,4.00,1.00,0.42,0.53,2.94,3.93,2.00
en_polar_161,Can you give me the Sitara deal #?,english,polar,-0.05,2.00,0.00,0.50,0.38,2.30,0.00,1.00
en_polar_162,"Did you do a deal with National Fuel Marketing purchasing 3,500 mmbtu on May 30th @2.975?",english,polar,0.18,4.00,1.00,0.42,0.53,2.94,3.93,2.00
en_polar_163,Can you give me the Sitara deal #?,english,polar,-0.05,2.00,0.00,0.50,0.38,2.30,0.00,1.00
en_polar_164,"Nancy, can you please reconfirm with Mark the price for the gas at Bondad?",english,polar,0.19,3.00,0.00,0.83,0.43,2.83,0.00,1.00
en_polar_165,Did she ever go to a real doctor?,english,polar,0.09,2.00,0.00,0.50,0.50,2.30,0.00,1.00
en_polar_166,Did she make it?,english,polar,-0.86,1.00,0.00,0.33,0.25,1.79,0.00,1.00
en_polar_167,Should we all get together and make a conference call to Dominion like we did before or should I just call Jeff Davis myself?,english,polar,0.59,4.00,0.00,0.67,0.46,3.26,0.00,3.00
en_polar_168,Can we get together Friday morning July 7 at 800 am at your office?,english,polar,0.73,2.00,0.00,1.00,0.50,2.77,0.00,1.00
en_polar_169,Will you be in Houston on that day or we shall do it over the phone?,english,polar,0.27,3.00,0.00,0.67,0.25,2.89,0.00,1.00
en_polar_170,"P.S. By the way, did you have a chance to take a look at the EOL?",english,polar,-0.06,5.00,1.00,0.50,0.44,2.94,3.93,2.00
en_polar_171,Is that ok with you?,english,polar,-0.69,2.00,0.00,0.00,0.20,1.95,0.00,1.00
en_polar_172,Is this related to the problems he is having getting around (circulatory?)?,english,polar,0.26,5.00,1.50,0.25,0.50,2.83,4.62,3.00
en_polar_173,Are either of you familiar with this project?,english,polar,0.09,3.00,0.00,0.00,0.25,2.30,0.00,1.00
en_polar_174,Under the leadership of Governor Bush and others we have made real progress in Education in Texas over the past decade.?,english,polar,0.41,4.00,0.00,0.83,0.52,3.14,0.00,1.00
en_polar_175,Would you please ck the Oglethorpe deal from July 2000 - Dec 2000?,english,polar,-0.19,3.00,0.00,0.67,0.38,2.71,0.00,1.00
en_polar_176,Is there supposed to be a cashout booked in Sitara for these months?,english,polar,-0.36,5.00,1.00,0.33,0.46,2.71,4.21,3.00
en_polar_177,Can you help out?,english,polar,-0.86,1.00,0.00,0.33,0.25,1.79,0.00,1.00
en_polar_178,Can you please review this additional language to the risk management policy ( or circulate to Jeff Hodge)?,english,polar,0.43,4.00,0.00,0.50,0.53,3.04,0.00,2.00
en_polar_179,Are you in the office to initial signature pages today?,english,polar,0.14,3.00,1.00,0.33,0.50,2.48,3.93,2.00
en_polar_180,"If not, is there someone else that will?",english,polar,-0.62,3.00,0.00,0.50,0.25,2.40,0.00,1.00
en_polar_181,Can you please review this additional language to the risk management policy ( or circulate to Jeff Hodge)?,english,polar,0.43,4.00,0.00,0.50,0.53,3.04,0.00,2.00
en_polar_182,Is the attached form the final final form?,english,polar,0.66,2.00,0.00,0.00,0.62,2.30,0.00,2.00
en_polar_183,Are you in the office to initial signature pages today?,english,polar,0.14,3.00,1.00,0.33,0.50,2.48,3.93,2.00
en_polar_184,"If not, is there someone else that will?",english,polar,-0.62,3.00,0.00,0.50,0.25,2.40,0.00,1.00
en_polar_185,Can you please review this additional language to the risk management policy ( or circulate to Jeff Hodge)?,english,polar,0.43,4.00,0.00,0.50,0.53,3.04,0.00,2.00
en_polar_186,Does that work?,english,polar,-0.69,1.00,0.00,0.17,0.33,1.61,0.00,1.00
en_polar_187,Are you coming for Xmas?,english,polar,-0.69,2.00,0.00,0.33,0.40,1.95,0.00,1.00
en_polar_188,"If you do add all the entities, does that mean that we would not need to put in place a separate agreement for ECCL?",english,polar,0.15,5.00,1.50,0.54,0.38,3.30,4.33,4.00
en_polar_189,Are you really?,english,polar,-0.69,1.00,0.00,0.00,0.33,1.61,0.00,0.00
en_polar_190,Would you come with your parents or separately?,english,polar,-0.48,3.00,0.00,0.33,0.38,2.30,0.00,1.00
en_polar_191,So was Darren there last night to meet her or do you just think they'd make a good match?,english,polar,0.28,4.00,1.00,0.44,0.55,3.09,4.21,4.00
en_polar_192,Is there anyone else we should tell?,english,polar,-0.36,3.00,1.00,0.25,0.43,2.20,3.93,2.00
en_polar_193,I think they'll send us another update once he's out of emergency and into a room.?,english,polar,0.51,4.00,2.00,0.50,0.28,3.00,4.21,3.00
en_polar_194,Then it's real easy to call Ben Taub to find out a room number.? The address is below.?,english,polar,0.42,4.00,1.50,0.50,0.58,3.09,4.33,4.00
en_polar_195,Thanks for the heads up.?,english,polar,0.31,2.00,0.00,0.00,0.60,1.95,0.00,0.00
en_polar_196,"Bobby is a member of a bicycle team, while cycling this weekend, he and other members of his team were injured by a truck.?",english,polar,1.20,5.00,1.00,0.50,0.46,3.33,3.93,3.00
en_polar_197,There was one death in the injured group and the others with major injuries.?,english,polar,0.42,3.00,0.00,0.33,0.50,2.77,0.00,2.00
en_polar_198,Bobby is one of those with major injuries.?,english,polar,-0.48,3.00,0.00,0.00,0.38,2.30,0.00,0.00
en_polar_199,He is currently in the emergency room at Ben Taub Hospital.?,english,polar,0.81,3.00,0.00,0.00,0.55,2.56,0.00,1.00
en_polar_200,"Ben Taub hospital is located at 1504 Taub Loop, Houston, Texas, phone number: 713-793-2000.?",english,polar,0.42,3.00,0.00,0.67,0.71,3.00,0.00,1.00
en_polar_201,"He cannot accept calls, visits or flowers at this time, since he is in the emergency room.?",english,polar,1.45,3.00,1.00,0.83,0.39,3.09,3.93,2.00
en_polar_202,Can you offer comments/concerns/guidelines?,english,polar,-0.48,3.00,0.00,0.33,0.50,2.30,0.00,1.00
en_polar_203,Does it make sense for us to set up a meeting with you participating from Buenos Aires?,english,polar,-0.13,4.00,2.00,0.67,0.41,2.94,4.21,3.00
en_polar_204,Just wanted to know were we stand on the ETA and PA for Argentina?,english,polar,-0.35,5.00,2.00,0.39,0.57,2.77,4.21,3.00
en_polar_205,- Arrv. Nice around noon?,english,polar,-0.53,2.00,0.00,0.33,0.75,1.95,0.00,1.00
en_polar_206,"Fri. Sept. 22 - Stay in same hotel, visit Monaco, Nice?",english,polar,0.25,4.00,0.00,0.25,0.80,2.71,0.00,2.00
en_polar_207,"If you still have it, can you send it to him at ""Mark EI.London Taylor""?",english,polar,0.31,2.00,1.00,0.75,0.40,3.00,3.93,2.00
en_polar_208,"Could you please send an executable version of the contract to Fred, David, John and me tomorrow?",english,polar,1.24,3.00,0.00,0.83,0.47,3.04,0.00,1.00
en_polar_209,Will you pass along to the appropriate person?,english,polar,-0.05,2.00,0.00,0.50,0.50,2.30,0.00,1.00
