unique_id,text,language,type,avg_links_len,avg_max_depth,avg_subordinate_chain_len,avg_verb_edges,lexical_density,n_tokens,subordinate_proposition_dist,verbal_head_per_sent
ar_content_37,لحرب شرق أوسطية؟,arabic,content,-0.72,2.00,0.00,0.00,0.75,1.79,0.00,0.00
ar_content_38,"تحت هذا العنوان نشرت جريدة ""الاتحاد"" تحقيقاً مطولاً جاء فيه: لماذا نشرت إسرائيل خارطة لدمشق ما أسمته مراكز ومكاتب لمنظمات فلسطينية في قلب العاصمة السورية؟",arabic,content,0.94,6.00,1.50,0.60,0.63,3.56,4.33,4.00
ar_content_39,"صديقة قريبة منه باغتته حين أخبرها بإشهاره إسلامه قبل أيام بقولها""حقيقي؟",arabic,content,1.05,4.00,1.00,0.80,0.40,3.14,3.93,2.00
ar_content_40,ما معنى هذا الكلام؟,arabic,content,-0.72,3.00,0.00,0.00,0.50,1.79,0.00,0.00
ar_content_41,غير أن هذا ممكن، في أي بلد، إلا في مصر، التي يقال فيها الوزير، ولا يستقيل، دون أن يعرف أحد لماذا؟!,arabic,content,0.26,6.00,1.00,0.67,0.43,3.43,4.62,3.00
ar_content_42,ماذا سيفعل عندما سيعود إليها باسم الانتقام؟,arabic,content,-0.06,4.00,1.00,0.50,0.36,2.56,3.93,2.00
ar_content_43,إذا وصفوني بالخيانة فهل تستبعد أن أقول إنهم جهلاء؟,arabic,content,-0.14,3.00,1.00,0.60,0.31,2.71,3.93,2.00
ar_content_44,"ورحب شيخ الأزهر بمن ينادون بانتخاب شيخ الأزهر وقال بلغة واثقة: ""مرحباً بالانتخاب""، وعندما سأله المذيع عن حق أي مسلم في العالم أن يرشح نفسه لهذا الموقع قال شيخ الأزهر: ""وأبناء العالم الإسلامي يتدخلوا في مصر ليه؟"".",arabic,content,1.56,8.00,1.00,0.63,0.56,4.06,4.62,6.00
ar_content_45,"ترتيبات للقاء بين مبارك وشارون بعد ""تقارب"" مصري ـ إسرائيلي؟",arabic,content,0.34,4.00,0.00,0.00,0.45,2.77,0.00,0.00
ar_content_46,"وأشار إلى أن ""عصبة الأمم المتحدة اعترفت قبل نحو 70 عاماً بملكية حائط البراق للمسلمين باعتباره وقفاً إسلامياً وجزءاً من الأقصى، ثم يأتي هؤلاء ليسلموه لليهود ويطلقون عليه زوراً وبهتاناً اسم حائط المبكى؟"".",arabic,content,0.74,9.00,3.00,0.44,0.53,3.93,4.62,5.00
ar_content_47,وإذا كان الدولار قد انخفض بنسبة 20% مقابل العملات الأوروبية الأخرى وخاصة اليورو والإسترليني فإن السؤال الذي يدور الآن ما أثر هذا الانخفاض على السوق المصري؟,arabic,content,1.01,7.00,1.50,0.47,0.53,3.53,4.62,3.00
ar_content_48,وهل سيمتد هذا التأثير على الاحتياطي النقدي الدولاري في البنك المركزي المصري؟,arabic,content,-0.13,4.00,0.00,0.60,0.57,2.77,0.00,1.00
ar_content_49,وإذا كنا لا نريد للحوار الفلسطيني أن ينتهي لهذه النتيجة، فإن الفصائل الأثنتى عشرة ليس عليها سوى التفكير في إجابة سؤال واحد فقط هو: كيف تتحول أحرف كتابة البيانات الختامية إلى فعل حقيقي على أرض الواقع؟,arabic,content,0.67,9.00,1.00,0.67,0.49,3.81,4.62,3.00
ar_content_50,"وفي أي عام قدم الصندوق الكويتي قرضاً لتمويل بناء مدارس في جمهورية مصر العربية؟""",arabic,content,-0.12,4.00,0.00,0.80,0.69,2.94,0.00,1.00
ar_content_51,"وطالب الحزب بتنظيم مسابقة مصرية تتضمن الأسئلة التالية: ""كم عدد المدرسين المصريين الذين ساهموا في محو أمية الشعب الكويتي قبل اكتشاف النفط وبعده؟",arabic,content,-0.02,8.00,1.00,0.40,0.67,3.43,4.62,3.00
ar_content_52,وكم عدد العمال المصريين الذين ساهموا في بناء الكويت وتعميرها فتحولت من صحراء جرداء إلى ما هي عليه الآن؟,arabic,content,0.03,7.00,1.00,0.50,0.46,3.26,4.62,2.00
ar_content_53,وكم عدد جنود الجيش المصري الذين ساهموا في تحرير الكويت؟,arabic,content,-0.66,6.00,1.00,0.40,0.64,2.56,4.62,1.00
ar_content_54,"وتساءل: ""أين دعوة المسيح الآن من سيل الهجوم على الإيمان وتحقير أهله وكيل الاتهامات لهم وتزيين الإلحاد والدفاع عنه؟""",arabic,content,0.78,7.00,0.00,0.20,0.50,3.43,0.00,1.00
ar_content_55,فأين ذلك كله مما تعانيه البشرية اليوم من ويلات وحروب؟..,arabic,content,-0.21,6.00,1.00,1.00,0.36,2.89,4.62,1.00
ar_content_56,من بوسعه إيقاف منتخب أستراليا هذا؟,arabic,content,-0.77,4.00,0.00,0.00,0.50,2.30,0.00,0.00
ar_content_57,وماذا عن وضع أستراليا؟,arabic,content,-0.81,2.00,0.00,0.00,0.40,1.95,0.00,0.00
ar_content_58,أم أنها تكلفة قياسية أو تعرفة مسبقة الدفع؟,arabic,content,-0.43,3.00,0.00,0.00,0.56,2.40,0.00,0.00
ar_content_59,من أين تستمد كل هذه الطاقة؟ أو ذلك الصوت الذي يخرج قوياً بحيث يحدث موجة صادمة؟,arabic,content,-0.24,6.00,2.00,0.47,0.53,3.00,4.21,3.00
ar_content_60,من يمكن أن يلوم من يتيح المجال لغليندا كي تؤدي بهذا الشكل الرائع؟,arabic,content,-0.34,6.00,1.50,0.45,0.53,2.83,4.33,4.00
ar_content_61,ما هي القيود التي من شأنها منع التعبير عن المعتقدات الدينية في الشركات الخاصة؟,arabic,content,-0.27,5.00,0.00,0.00,0.53,2.83,0.00,0.00
ar_content_62,"وماذا عن الأحزاب في ماذا, في الحقوق التاريخية؟",arabic,content,-0.31,3.00,0.00,0.00,0.33,2.48,0.00,0.00
