unique_id,text,language,type,avg_links_len,avg_max_depth,avg_subordinate_chain_len,avg_verb_edges,lexical_density,n_tokens,subordinate_proposition_dist,verbal_head_per_sent
id_polar_19,Begitu mudahkah semua itu berdiri di kompleks Regina Pacis?,indonesian,polar,-0.54,3.00,0.00,0.50,0.60,2.48,0.00,1.00
id_polar_20,"Mungkinkah, nama wuku Kuningan mengilhami atau mendorong pemberian nama bagi daerah ini?",indonesian,polar,0.29,4.00,0.00,0.42,0.57,2.83,0.00,2.00
id_polar_21,Apakah ada perkembangan perbaikan?,indonesian,polar,-0.85,2.00,0.00,0.33,0.80,1.95,0.00,1.00
id_polar_22,"Tetapi Abram berkata, ``Allah Tuhanku, aku mempunyai banyak kekayaan dan kepunyaan tetapi apakah gunanya bagiku?",indonesian,polar,0.07,5.00,0.00,0.50,0.53,3.18,0.00,2.00
id_polar_23,Apakah MAT PEI sampai hati menolak cinta SAFINA yang begitu dekat dengan kedua orang tuanya?,indonesian,polar,-0.22,6.00,0.00,0.67,0.65,2.94,0.00,1.00
id_polar_24,"Dan meskipun aku mungkin tidak dimakamkan secara besar-besaran, haruskah aku mati di atas jalan?",indonesian,polar,0.54,3.00,1.00,0.75,0.33,2.89,3.93,2.00
id_polar_25,Bau apakah yang tercium olehku?,indonesian,polar,-0.43,3.00,1.00,0.33,0.43,2.20,4.62,1.00
id_polar_26,Jenis / merk apa?,indonesian,polar,0.40,1.00,0.00,0.00,0.67,1.79,0.00,0.00
id_polar_27,"Mayumi Thyme adalah karakter pendukung dalam Shuffle!, dan salah satu tokoh utama dalam Really?",indonesian,polar,0.13,3.00,0.00,0.00,0.64,2.89,0.00,1.00
id_polar_28,"Titahnya, apakah kabar Juragan?",indonesian,polar,-0.10,3.00,0.00,0.00,0.67,2.20,0.00,0.00
id_polar_29,- agak boros ga kira2?,indonesian,polar,-0.76,1.00,0.00,0.00,0.75,1.95,0.00,0.00
id_polar_30,Apakah Angkatan Balai Pustaka sama dengasn Angkatan Pujangga Baru?,indonesian,polar,-0.32,3.00,0.00,0.00,0.80,2.48,0.00,0.00
id_polar_31,"Ketika ditangkap dan dihadirkannya dalam tenda sang Sheik, dan ditanyai soal namanya, ia menjawabnya dengan kalimat: ``Namaku?",indonesian,polar,0.65,5.00,1.00,0.54,0.48,3.30,3.93,4.00
id_polar_32,"Yesus membuat rujukan pada kalimat-kalimat dari Kitab Kejadian dalam khotbah-khotbahnya mengenai pernikahan di dalam Kitab Matius 19:4-6: ``Tidakkah kamu baca, bahwa Ia yang menciptakan manusia sejak semula menjadikan mereka laki-laki dan perempuan?",indonesian,polar,0.45,7.00,1.00,0.50,0.53,3.66,3.93,4.00
id_polar_33,"Tuh, kamu lupa lagi kan? - Lihat, kamu lupa lagi bukan?",indonesian,polar,0.57,2.00,0.00,0.50,0.50,2.77,0.00,3.00
id_polar_34,Apakah layak sesuatu disebut pengasih akan tetapi sebenarnya merupakan penghukum atau penyiksa?,indonesian,polar,-0.18,4.00,0.00,0.67,0.62,2.71,0.00,2.00
id_polar_35,Apakah yang akan terjadi selanjutnya?,indonesian,polar,-0.30,2.00,1.00,0.33,0.33,2.08,4.62,1.00
id_polar_36,Gimana toh ini?,indonesian,polar,-0.60,1.00,0.00,0.00,0.00,1.61,0.00,0.00
id_polar_37,Berpalingkah engkau dari kepercayaan dan persembahanku?,indonesian,polar,-0.38,3.00,0.00,0.50,0.38,2.30,0.00,1.00
id_polar_38,"Seperti banyak kaum sofis lain, Hippias mencurahkan perhatian terhadap pertanyaan, ``Apakah yang menentukan tingkah laku manusia?",indonesian,polar,-0.22,4.00,1.00,0.50,0.65,3.09,3.93,2.00
id_polar_39,Apakah yang engkau serukan kepada kami?,indonesian,polar,-0.26,3.00,1.00,0.50,0.14,2.20,4.62,1.00
id_polar_40,``Apakah engkau memperhatikan hamba-Ku Ayub?,indonesian,polar,-0.60,2.00,0.00,0.50,0.57,2.30,0.00,1.00
id_polar_41,"-- 180.254.8.5 13 September 2012 14.35 (UTC) Setelah kita melihat dan membaca mengenai penjelasan hak serta jenis-jenisnya, sekarang apakah ada hak yang bersifat absolut?",indonesian,polar,2.78,6.00,1.00,0.29,0.52,3.43,4.62,4.00
id_polar_42,"Apakah pada akhirnya, ia betul-betul bisa mengeluarkan tenaga dalamnya seperti yang diajarkan Sam selama ini?",indonesian,polar,0.28,4.00,1.00,0.58,0.47,3.00,3.93,2.00
id_polar_43,"Martha menanyakan pada Edo, apa benar Kamila keguguran?",indonesian,polar,-0.38,3.00,0.00,0.50,0.75,2.40,0.00,1.00
id_polar_44,Sanggupkah ia mengalahkannya?,indonesian,polar,-0.60,2.00,0.00,0.50,0.40,1.95,0.00,1.00
id_polar_45,Apakah UMMI mampu menghadapi kerasnya hidup di usia senjanya ya yang datang silih berganti tanpa henti?,indonesian,polar,0.24,5.00,3.00,0.38,0.58,3.04,4.33,4.00
id_polar_46,Setelah itu Rianti bermain dalam Inikah Rasanya Cinta?,indonesian,polar,-0.43,3.00,0.00,0.67,0.40,2.48,0.00,1.00
id_polar_47,"Atau, apa Engkau sudah membuang kami sama sekali?",indonesian,polar,0.04,2.00,0.00,0.83,0.50,2.40,0.00,1.00
id_polar_48,"Di hiruk pikuk kemajuan dan keblinger manusia, tidakkah mengucapkan serupa ini merupakan pengucapan yang sangat pedih dan dengan cara sederhana sekalipun, mengingatkan dan mendidik kita akan harga sebuah kehidupan?",indonesian,polar,0.40,6.00,1.00,0.50,0.58,3.56,3.93,4.00
id_polar_49,apakah Alya akan sadar dari komanya?,indonesian,polar,-0.26,2.00,0.00,0.50,0.57,2.20,0.00,1.00
id_polar_50,Lalu kata Yusuf kepada mereka: ``Bukankah Allah yang menerangkan arti mimpi?,indonesian,polar,-0.10,4.00,1.00,0.50,0.50,2.77,3.93,2.00
id_polar_51,"Iye, wah foto kopian-ku, mau kalian lihat saya?",indonesian,polar,-0.10,3.00,0.00,0.50,0.33,2.56,0.00,1.00
id_polar_52,Apakah gelasnya setengah kosong atau setengah penuh?,indonesian,polar,-0.35,4.00,0.00,0.00,0.56,2.40,0.00,0.00
id_polar_53,Akankah Farah tetap bertahan hidup?,indonesian,polar,0.10,1.00,1.00,0.33,0.67,2.08,3.93,2.00
id_polar_54,Akan kah pertemanan sepihak ini dapat berubah menjadi Cinta?,indonesian,polar,0.53,2.00,1.00,0.33,0.56,2.40,4.21,3.00
id_polar_55,Apakah ia akan menjadi ``superstar''?,indonesian,polar,-0.10,2.00,0.00,0.50,0.50,2.30,0.00,1.00
id_polar_56,Akankah dia masih mengingat Ibu dan kampung halamannya?,indonesian,polar,-0.32,4.00,0.00,0.67,0.50,2.48,0.00,1.00
id_polar_57,Sejauh mana ilmu berupaya mencapai perubahan sosial?,indonesian,polar,-0.93,3.00,1.00,0.33,0.71,2.20,3.93,2.00
id_polar_58,``Apakah engkau juga orang Galilea?,indonesian,polar,-0.70,2.00,0.00,0.00,0.50,2.20,0.00,0.00
id_polar_59,``Untuk apakah kamu pergi ke padang gurun?,indonesian,polar,-0.67,2.00,0.00,0.50,0.38,2.40,0.00,1.00
id_polar_60,"Akankah RICHARD, MENEER JAIM dan MARCO terus melawan HERU?",indonesian,polar,1.79,3.00,0.00,0.67,0.70,2.56,0.00,1.00
id_polar_61,ADA apa dengan SMU Kharisma?,indonesian,polar,-0.60,2.00,0.00,0.33,0.60,1.95,0.00,1.00
id_polar_62,"Sekarang, apakah emulation itu legal dan tidak melanggar hukum?",indonesian,polar,-0.21,3.00,0.00,0.50,0.50,2.56,0.00,1.00
id_polar_63,"Berhasilkah Jessy, Jovan dan Titaz mengatasi masalah makhluk gaib tersebut?",indonesian,polar,0.50,4.00,1.00,0.33,0.73,2.64,3.93,2.00
id_polar_64,Akankah pertemanan sepihak ini dapat berubah menjadi Cinta?,indonesian,polar,0.40,3.00,1.00,0.33,0.56,2.40,3.93,2.00
id_polar_65,Apakah kamu hendak menangkap jiwa orang yang termasuk umat - Ku dan membiarkan orang-orang lain hidup untuk kepentinganmu?,indonesian,polar,-0.32,6.00,1.00,0.50,0.68,3.09,3.93,3.00
id_polar_66,Kalian berani menantangku bertaruhan?,indonesian,polar,-0.60,1.00,0.00,0.67,0.60,1.95,0.00,1.00
id_polar_67,"Singel Jepang TVXQ, ``Why?",indonesian,polar,0.24,2.00,0.00,0.00,1.00,2.08,0.00,0.00
id_polar_68,Lalu akankah Maya menyadari gadis yang selama ini selalu jadi bulan-bulanan kekesalannya adalah buah hatinya sendiri?,indonesian,polar,0.35,6.00,1.00,0.75,0.47,3.04,4.21,3.00
id_polar_69,Apakah ini bukan rohmat dari Allah SWT?,indonesian,polar,-0.38,2.00,0.00,0.00,0.50,2.30,0.00,0.00
id_polar_70,Membatu oleh ayahnya?,indonesian,polar,-0.76,2.00,0.00,0.17,0.50,1.79,0.00,1.00
id_polar_71,"Apakah dia tetap akan mempertahankan hubungannya dengan Jelita, ataukah berubah membencinya?",indonesian,polar,0.12,3.00,0.00,0.67,0.47,2.89,0.00,2.00
id_polar_72,Apakah letak kampung Silungkang di sana juga diapit oleh bukit-bukit yang tinggi dan apakah juga hadiah dari Kerajaan di Periangan Padang Pajang?,indonesian,polar,0.29,5.00,0.00,0.83,0.67,3.26,0.00,1.00
id_polar_73,Akankah cinta Melody pada Elang akan berakhir bahagia?,indonesian,polar,1.03,3.00,0.00,0.50,0.56,2.40,0.00,1.00
id_polar_74,Kira kira antara Tadase dan Ikuto mana yang Amu pilih?,indonesian,polar,0.46,3.00,1.00,0.50,0.60,2.48,4.62,1.00
id_polar_75,Akankah Tamon akan kembali kepada Mika?,indonesian,polar,0.07,2.00,0.00,0.50,0.43,2.20,0.00,1.00
id_polar_76,"Sering orang bertanya, apa cita-cita Amek kelak?",indonesian,polar,-0.60,3.00,0.00,0.50,0.86,2.30,0.00,1.00
id_polar_77,"Rasul Paulus dalam Surat Roma melukiskannya demikian: ``Atau tidak tahukah kamu, bahwa kita semua yang telah dibaptis dalam Kristus, telah dibaptis dalam kematian-Nya?",indonesian,polar,0.74,6.00,1.00,0.58,0.38,3.47,4.21,4.00
id_polar_78,"Beras merah dari Hailing akan memenuhi gudang-gudang kita dan begitu bendera-bendera kuning berkibar di tepi Sungai Yangtze, seberapa jauh restorasi akan berlangsung?",indonesian,polar,0.66,4.00,1.00,0.50,0.68,3.22,4.21,3.00
id_polar_79,"Musa bertanya Samiri, seperti diceritakan dalam al-Quran: ``Berkata Musa; apakah yang mendorongmu berbuat demikian Samiri?",indonesian,polar,0.30,4.00,1.00,0.38,0.69,3.09,4.21,4.00
id_polar_80,"``Jadi, apakah Ia berbicara secara rahasia kepada seorang perempuan, dan bukan kepada kita, dan bukan secara terbuka?",indonesian,polar,1.02,3.00,0.00,1.00,0.33,3.18,0.00,1.00
id_polar_81,"Bukankah (keadaannya) sama kami dengan anda, tidak bisa jauh dari air?",indonesian,polar,0.24,3.00,0.00,0.00,0.31,2.89,0.00,0.00
id_polar_82,"Prospero menghadapi dilema yang sulit, apakah ia akan menggunakan kemampuan sihirnya untuk memperoleh kembali jabatannya, atau ia akan membalas dendam kepada musuhnya?",indonesian,polar,0.26,5.00,2.00,0.47,0.54,3.40,4.21,5.00
id_polar_83,Dan apakah sesungguhnya isi koper tersebut?,indonesian,polar,-0.26,2.00,0.00,0.00,0.57,2.20,0.00,0.00
id_polar_84,Apakah Azzam mampu menyelamatkan rumah tangga Husna dan Ilyas?,indonesian,polar,-0.43,4.00,0.00,0.50,0.70,2.48,0.00,1.00
id_polar_85,"``Apakah (Tuhan) berniat mencegah kejahatan, namun tidak dapat?",indonesian,polar,0.28,2.00,1.00,0.39,0.67,2.71,3.93,3.00
id_polar_86,Apakah dapat ahlun nujum mengembalikan balik daripada jin itu?,indonesian,polar,-0.10,2.00,0.00,0.67,0.60,2.48,0.00,1.00
id_polar_87,``Kang mas apa menangis?,indonesian,polar,-0.43,2.00,0.00,0.33,1.00,1.95,0.00,1.00
id_polar_88,Apakah kita semua harus berbalik dan semuanya mendengarkan dia?,indonesian,polar,0.10,3.00,0.00,0.50,0.27,2.56,0.00,2.00
id_polar_89,Dan apakah akhirnya kehidupan bermurah hati pada mereka yang terus berusaha menggapai mimpi?,indonesian,polar,-0.10,4.00,2.00,0.56,0.64,2.77,4.21,3.00
id_polar_90,Apakah Nina rela menjual semua prinsip hidupnya demi popularitas di sekolah?,indonesian,polar,-0.18,3.00,0.00,0.83,0.62,2.71,0.00,1.00
id_polar_91,Dengan berbagai aktivitasnya itu apakah Anin juga berambisi pada jabatan politis?,indonesian,polar,-0.01,2.00,0.00,0.83,0.54,2.71,0.00,1.00
id_polar_92,Apa nama yang mereka akan berikan pada hal malang yang tidak diinginkan?,indonesian,polar,-0.10,5.00,1.00,0.42,0.42,2.64,4.62,2.00
id_polar_93,"MBC berkata, ``Anda, apakah Anda akan menonton 'Home Alone' di rumah lagi?",indonesian,polar,0.82,3.00,1.00,0.58,0.62,3.00,3.93,2.00
id_polar_94,Mampukah Banua menggapai angan-angannya?,indonesian,polar,-0.50,2.00,0.00,0.50,0.50,2.08,0.00,1.00
id_polar_95,Kemunduran atau kemajuankah?,indonesian,polar,-0.76,2.00,0.00,0.00,0.50,1.79,0.00,0.00
id_polar_96,"Bukankah kami ini dianggapnya sebagai orang asing, karena ia telah menjual kami?",indonesian,polar,0.21,2.00,1.00,0.67,0.29,2.83,3.93,2.00
id_polar_97,Apakah Aku mau mereka meminta petunjuk dari pada-Ku?,indonesian,polar,-0.65,4.00,1.00,0.42,0.50,2.48,3.93,2.00
id_polar_98,Apa urusan NU?,indonesian,polar,-1.10,2.00,0.00,0.00,0.67,1.61,0.00,0.00
id_polar_99,Apakah mereka berhasil melakukan 'reformasi sepak bola'?,indonesian,polar,-0.67,4.00,1.00,0.33,0.75,2.48,3.93,2.00
id_polar_100,"Jika seorang mempunyai seratus ekor domba, dan seekor di antaranya sesat, tidakkah ia akan meninggalkan yang sembilan puluh sembilan ekor di pegunungan dan pergi mencari yang sesat itu?",indonesian,polar,0.63,5.00,1.00,0.50,0.37,3.53,4.21,4.00
id_polar_101,Apakah Syilvie nantinya yang akan berjodoh dengan Syamsul ataukah Zizi yang bakal jadi pendamping hidupnya?,indonesian,polar,0.67,5.00,1.00,0.75,0.56,3.00,4.62,2.00
id_polar_102,Jadi apa hubungan antara anarkisme dan sikap tanpa kekerasan?,indonesian,polar,-0.72,5.00,0.00,0.00,0.44,2.40,0.00,0.00
id_polar_103,Akankah hati dan impian mereka bertemu?,indonesian,polar,1.40,3.00,0.00,0.33,0.43,2.20,0.00,1.00
id_polar_104,Mau mendengarkan Rihanna membawakan lagu dengan iringan irama musik latin?,indonesian,polar,-0.88,6.00,1.00,0.25,0.80,2.48,3.93,2.00
id_polar_105,Kisah ini di akhiri dengan hilangnya Superman?,indonesian,polar,-0.53,2.00,0.00,0.50,0.50,2.30,0.00,1.00
id_polar_106,Akankah Niki dan Gio dapat bersatu di tengah begitu banyak pertentangan diantara mereka?,indonesian,polar,0.52,3.00,0.00,0.83,0.50,2.77,0.00,1.00
id_polar_107,Bukankah lebih baik mengatur langsung dari master?,indonesian,polar,-0.38,2.00,0.00,0.67,0.62,2.30,0.00,1.00
id_polar_108,"Ia bertanya, “Bisakah kita membuat sebuah mobil mewah terbaik di dunia?” Pertanyaan Eiji ini membuat Toyota memulai sebuah proyek super - rahasia yang diberi kode F1 (“Flagship” (Unggulan) + “No. 1 vehicle” (Mobil No. 1)).",indonesian,polar,0.81,10.00,1.33,0.40,0.66,3.99,4.39,5.00
id_polar_109,Atau cinta membuat Aril terus bertahan hidup?,indonesian,polar,-0.60,2.00,1.00,0.50,0.86,2.20,3.93,2.00
id_polar_110,Apakah benar ada rahasia terpendam di balik kekalahan King dari Rudy Hartono dalam final All England 1976 itu?,indonesian,polar,0.12,5.00,0.00,0.25,0.68,3.04,0.00,2.00
id_polar_111,Lalu berkatalah Yakub kepada Laban: ``Apakah yang kauperbuat terhadap aku ini?,indonesian,polar,-0.01,4.00,1.00,0.58,0.31,2.83,3.93,2.00
id_polar_112,"Ketika Kapten (Francis) Light tiba, apakah dia menemukan orang Melayu, atau kampung Melayu?",indonesian,polar,0.59,3.00,1.00,0.50,0.71,3.00,3.93,2.00
id_polar_113,Bukankah dia yang menyangkal bahwa Yesus adalah Kristus?,indonesian,polar,-0.10,3.00,1.00,0.33,0.33,2.40,4.62,1.00
id_polar_114,"Kemudian ia kembali bertanya, apakah mungkin membangkitkan Islam kembali?",indonesian,polar,0.01,2.00,1.00,0.39,0.60,2.56,4.21,3.00
id_polar_115,Apakah Neo benar-benar tak akan pernah jatuh cinta pada Aurelie?,indonesian,polar,1.20,2.00,1.00,0.00,0.73,2.56,4.62,1.00
id_polar_116,Apakah dia akan mengalahkan Kegelapan sebagai Tarrant lakukan?,indonesian,polar,-0.10,2.00,1.00,0.50,0.56,2.40,3.93,2.00
id_polar_117,Bisakah kita memilikinya?,indonesian,polar,-0.35,1.00,0.00,0.50,0.20,1.95,0.00,1.00
id_polar_118,"Masakan Aku membiarkan engkau seperti Adma, membuat engkau seperti Zeboim?",indonesian,polar,-0.10,3.00,1.00,0.58,0.50,2.56,3.93,2.00
id_polar_119,"Yaksa: Hal apakah yang jika ditinggalkan membuat seseorang dicintai, bahagia dan kaya?",indonesian,polar,-0.26,6.00,1.50,0.33,0.54,2.83,4.62,3.00
id_polar_120,Kemudian muridnya itu bertanya: ``Didaerah mana Mama ingin mendirikan Pesantren itu?,indonesian,polar,0.54,3.00,1.00,0.58,0.42,2.77,3.93,2.00
id_polar_121,"Akankah sepatu berhak tinggi-nya berubah menjadi pantofel, riasan glitter-nya menjadi debu, atau celana kulit-nya jadi celana kain?",indonesian,polar,0.38,5.00,1.00,0.50,0.70,3.18,3.93,4.00
id_polar_122,"Apakah yang akan terjadi selanjutnya dengan hubungan Saffa, Arjuna, Luna dan Bagas?",indonesian,polar,0.15,5.00,1.00,0.50,0.54,2.83,4.62,1.00
id_polar_123,"Setelah Moon pingsan untuk kedua kalinya, Townshend bertanya kepada penonton, ``Ada di sini yang bisa main drum?",indonesian,polar,0.02,4.00,1.00,0.42,0.61,3.14,4.33,4.00
id_polar_124,Dapatkan mereka semua lolos dan berhasil memenangkan pertandingan tersebut?,indonesian,polar,-0.60,4.00,1.00,0.33,0.56,2.40,3.93,3.00
id_polar_125,Bagus kan? - Bagus bukan?,indonesian,polar,-0.10,2.00,0.00,0.00,0.50,2.08,0.00,0.00
id_polar_126,Tapi bisakah Anda hidup tanpa cinta dari semua orang?,indonesian,polar,0.24,2.00,0.00,0.83,0.40,2.48,0.00,1.00
id_polar_127,"Hei, Jack tidak selalu kalah oleh Wilson kan?",indonesian,polar,0.33,2.00,0.00,1.00,0.50,2.40,0.00,1.00
id_polar_128,Apakah kamu ini hendak membalas perbuatan-Ku?,indonesian,polar,-0.24,2.00,0.00,0.67,0.50,2.30,0.00,1.00
id_polar_129,"Jika ramalan itu benar, apakah Jesse adalah cinta sejatinya?",indonesian,polar,0.10,2.00,0.00,0.00,0.55,2.64,0.00,1.00
id_polar_130,"Pinnock bertanya: ``Apakah Ia terperdaya sendiri (deluded'') oleh kebesaran-Nya, seorang paranoid, seorang penipu yang tidak sengaja melakukannya, seorang skizoprenik?",indonesian,polar,1.86,4.00,1.00,0.33,0.57,3.47,4.21,3.00
id_polar_131,Dan apakah benar tebakan Tiara kalau damar anak orang kaya?,indonesian,polar,-0.30,3.00,0.00,0.00,0.64,2.56,0.00,0.00
id_polar_132,"Atau kamu mengira bahwa orang-orang yang mendiami gua dan (yang mempunyai) raqim itu, mereka termasuk tanda-tanda kekuasaan Kami yang mengherankan?",indonesian,polar,1.64,5.00,1.00,0.40,0.50,3.22,4.39,5.00
id_polar_133,Lalu berhasilkah Toyib mempelajari silat di padepokan Perisai Suci demi melindungi ibunya?,indonesian,polar,-0.33,4.00,2.00,0.50,0.71,2.77,4.21,3.00
id_polar_134,``Apakah orang yang banyak bicara tidak harus dijawab?,indonesian,polar,0.90,3.00,1.00,0.42,0.56,2.48,3.93,2.00
id_polar_135,``Kalau begitu kamu memang bermaksud membohongiku?,indonesian,polar,-0.10,2.00,1.00,0.50,0.57,2.30,3.93,2.00
id_polar_136,"Bukankah Mar Efraim adalah Efraim Patriark Antiokhia yang menjabat tahun 539-545, yang tentunya bukan seorang Monofisit?",indonesian,polar,0.14,3.00,1.00,0.42,0.50,3.04,4.62,2.00
id_polar_137,Apakah Wati Cs dapat menyelamatkan Rin Bombom?,indonesian,polar,-0.24,2.00,0.00,0.50,0.75,2.30,0.00,1.00
id_polar_138,"Schopenhauer juga menegaskan jika tidak ada keinginan bebas, haruskah kejahatan dihukum?",indonesian,polar,0.36,3.00,1.00,0.50,0.67,2.71,3.93,3.00
id_polar_139,Apa pengaruhnya terhadap konflik cinta segitiga Cinta-Dante-Cahaya?,indonesian,polar,-0.67,5.00,0.00,0.00,0.62,2.30,0.00,0.00
id_polar_140,Apa hendak patik salahkan lagi?,indonesian,polar,-0.35,1.00,0.00,0.67,0.80,1.95,0.00,1.00
id_polar_141,"Dennett kemudian bertanya, ``begitu mesin kita ada di Panama, haruskah kita mengatakan bahwa keadaan yang biasa kita sebut Q masih terjadi?",indonesian,polar,1.43,5.00,1.00,0.57,0.64,3.30,4.33,5.00
id_polar_142,Salahkah jika ia melakukannya?,indonesian,polar,-0.30,2.00,1.00,0.50,0.33,2.08,4.62,1.00
id_polar_143,"Beliau bertanya lagi, ``Maukah ku tuliskan surat untukmu kepada gubernur Kuffah agar melayanimu?",indonesian,polar,-0.03,4.00,1.00,0.50,0.44,3.00,4.21,3.00
id_polar_144,Apakah ia bukan kaisar Kristen yang loyalitas penuhnya adalah untuk Allah?,indonesian,polar,0.49,5.00,0.00,0.00,0.46,2.71,0.00,0.00
id_polar_145,"Seandainya pikirku: Ada harapan bagiku, dan sekalipun malam ini aku bersuami, bahkan sekalipun aku masih melahirkan anak laki-laki, masakan kamu menanti sampai mereka dewasa?",indonesian,polar,1.72,4.00,2.00,0.75,0.54,3.53,4.21,4.00
id_polar_146,Lalu setelah mengendap selama itu di studio apa sebenarnya yang akan ditawarkan Axl Rose yang notabene tinggal satu-satunya personel awal Guns N Roses?,indonesian,polar,0.31,6.00,2.00,0.75,0.57,3.22,4.62,2.00
id_polar_147,Apakah Siera berhasil membujuk Tristan untuk kembali bermain basket?,indonesian,polar,-0.43,3.00,2.00,0.44,0.80,2.48,4.21,3.00
id_polar_148,"Apa hubungan Rena, Mion, Rika, dan Satoko dengan pembunuhan 5 tahun lalu?",indonesian,polar,0.72,4.00,0.00,0.00,0.67,2.83,0.00,0.00
id_polar_149,Apakah cinta ALIF dan ANISSA bisa bertahan dalam menghadapi semua rintangan ini?,indonesian,polar,-0.01,4.00,1.00,0.42,0.54,2.71,3.93,2.00
id_polar_150,Mereka berkata kepada Nabi Yunus: ``Apakah kata-kata yang engkau ucapkan itu dan kedustaan apakah yang engkau anjurkan kepada kami tentang agama barumu itu?,indonesian,polar,0.18,6.00,1.00,0.56,0.38,3.40,4.21,3.00
id_polar_151,"Saya suka tampilan halaman utama versi Kenrick, sayangnya kotak pencarian yang sebelumnya ada koq dihilangkan ya?",indonesian,polar,1.04,5.00,1.00,0.33,0.75,2.94,4.21,3.00
id_polar_152,Haruskah Heinz mendobrak toko untuk mencuri obat tersebut demi istrinya?,indonesian,polar,-0.37,3.00,1.00,0.58,0.50,2.64,3.93,2.00
id_polar_153,"Bisa saja kita memilih berdasarkan iklan di TV, radio, internet atau media lainnya, tapi apakah pasti benda atau jasa tersebut benar seperti yang terlihat di iklan?",indonesian,polar,0.71,4.00,1.00,0.58,0.56,3.47,3.93,2.00
id_polar_154,Rapatnya mulai jam delapan ya? - Apakah benar rapatnya mulai jam delapan?,indonesian,polar,0.44,3.00,0.00,0.67,0.57,2.89,0.00,2.00
id_polar_155,Apakah kedua orang tua mereka akan diam saja saat menyadari bahwa kedua anak mereka mulai muncul benih-benih asmara?,indonesian,polar,0.01,5.00,3.00,0.42,0.63,3.04,4.33,4.00
id_polar_156,"Pergulatan sengit berlangsung, akankah Geng Red CobeX keluar sebagai pemenang?",indonesian,polar,0.60,4.00,1.00,0.42,0.73,2.64,3.93,2.00
