unique_id,text,language,type,avg_links_len,avg_max_depth,avg_subordinate_chain_len,avg_verb_edges,lexical_density,n_tokens
korean_content_24,세계 최초의 온라인 쇼핑몰은 무엇인가?,korean,content,1.25,3.0,0,1.0,1.0,6
korean_content_25,임진왜란은 언제 끝나나요?,korean,content,1.5,1.0,0,2.0,1.0,4
korean_content_26,2018년 일본에서 가장 많이 판매된 음료수는 무엇인가?,korean,content,2.0,4.0,1.0,2.0,1.0,8
korean_content_27,세계 은행의 위치는 어디인가?,korean,content,1.0,3.0,0,1.0,1.0,5
korean_content_28,맷 스톤은 어느 나라 사람인가?,korean,content,1.5,2.0,0,2.0,0.8,6
korean_content_29,중화인민공화국의 수도는 어디인가요?,korean,content,1.0,2.0,0,1.0,1.0,4
korean_content_30,동아시아에서 가장 인구밀도가 높은 나라는 무엇인가?,korean,content,1.6,3.0,0,1.0,1.0,7
korean_content_31,중국의 전통악기는 몇 개가 있는가?,korean,content,1.5,2.0,0,0,1.0,6
korean_content_32,사우스 파크는 몇 년도에 방영을 시작했는가?,korean,content,1.8,2.0,0,3.0,1.0,7
korean_content_33,건담 시리즈의 주인공 이름은 무엇인가?,korean,content,1.25,3.0,0,1.0,1.0,6
korean_content_34,2019년 기준 세상에서 가장 많은 직업을 가진 사람은 누구인가?,korean,content,1.875,5.0,1.0,2.0,1.0,10
korean_content_35,"2019년 기준, 가장 많은 동성부부가 있는 나라는 어디인가?",korean,content,1.8571428571428572,5.0,0,2.0,1.0,10
korean_content_36,"2019년 5월 기준, 가장 많이 사용되고있는 소셜 미디어는 무엇인가?",korean,content,2.0,4.0,1.0,1.5,1.0,11
korean_content_37,당태종의 업적은 무엇인가?,korean,content,1.0,2.0,0,1.0,1.0,4
korean_content_38,이스라엘 민족의 역사적인 내용들이 기록되어 있는 역사서는 무엇인가요?,korean,content,1.2857142857142858,5.0,1.0,0.6666666666666666,0.875,9
korean_content_39,일본 역사상 가장 큰 전쟁은 무엇인가?,korean,content,1.2,4.0,0,1.0,1.0,7
korean_content_40,가장 많은 잠수함을 보유한 국가는 무엇인가?,korean,content,1.0,5.0,1.0,1.0,1.0,7
korean_content_41,지구와 가장 가까운 행성은 무엇인가요?,korean,content,1.75,4.0,0,1.0,0.8,6
korean_content_42,피드나 전투는 언제 종결되나요?,korean,content,1.3333333333333333,2.0,0,2.0,1.0,5
korean_content_43,G단백질은 인체에 어떤 영향을 미치는가?,korean,content,2.25,2.0,0,3.0,0.8,6
korean_content_44,유전자 가위를 처음 개발한 국가는 어디인가?,korean,content,1.2,4.0,1.0,1.5,1.0,7
korean_content_45,존 스튜어트 밀은 언제 사망했나요?,korean,content,1.5,3.0,0,2.0,1.0,6
korean_content_46,최초의 원자력 발전소는 무엇인가?,korean,content,1.3333333333333333,2.0,0,1.0,1.0,5
korean_content_47,벨기에의 GDP는 무엇인가?,korean,content,1.0,2.0,0,1.0,1.0,4
korean_content_48,스페인의 국화는 무엇인가?,korean,content,1.0,2.0,0,1.0,1.0,4
korean_content_49,세상에서 가장 큰 사막은 어디인가?,korean,content,1.25,3.0,0,1.0,1.0,6
korean_content_50,한국 전쟁은 언제 일어났나요?,korean,content,1.3333333333333333,2.0,0,2.0,1.0,5
korean_content_51,방사능의 치사 수치는 얼마인가?,korean,content,1.3333333333333333,2.0,0,1.0,1.0,5
korean_content_52,프랑스의 제 1대 대통령은 누구인가요?,korean,content,1.5,3.0,0,1.0,1.0,6
korean_content_53,오스만 제국은 언제 세워졌는가?,korean,content,1.3333333333333333,2.0,0,2.0,1.0,5
korean_content_54,2018년 캐나다에서 영주권을 취득한 한국인은 몇명인가?,korean,content,1.6,3.0,1.0,2.0,1.0,7
korean_content_55,쿠바에서 가장 높은 산은 무엇인가?,korean,content,1.25,3.0,0,1.0,1.0,6
korean_content_56,한국에서 가장 많은 전력을 생산하는 발전소는 어디인가?,korean,content,1.5,5.0,1.0,1.5,1.0,8
korean_content_57,미국헌법 효력일은 언제인가요?,korean,content,1.0,2.0,0,1.0,1.0,4
korean_content_58,2018년 가장 많은 관광객이 방문한 국립공원은 어디인가?,korean,content,1.5,5.0,1.0,1.5,1.0,8
korean_content_59,쿠바는 역사상 몇 개국의 식민지배를 받았는가?,korean,content,2.4,3.0,0,3.0,1.0,7
korean_content_60,일본의 최초 천황은 누구인가?,korean,content,1.3333333333333333,2.0,0,1.0,1.0,5
korean_content_61,역사상 가장 규모가 큰 전투는 무엇인가?,korean,content,1.6,3.0,0,1.0,1.0,7
korean_content_62,한국에서 가장 큰 예식장은 무엇인가?,korean,content,1.25,3.0,0,1.0,1.0,6
korean_content_63,한국의 법적 상속세는 몇프로인가?,korean,content,1.3333333333333333,2.0,0,1.0,1.0,5
korean_content_64,2018년 하와이에서 가장 높은 빌딩은 무엇인가?,korean,content,1.2,4.0,0,1.0,1.0,7
korean_content_65,여섯점의 나폴레옹 상의 내용은 무엇인가?,korean,content,1.5,3.0,0,1.0,0.8,6
korean_content_66,독일의 최대 도시는 어디인가요?,korean,content,1.3333333333333333,2.0,0,1.0,1.0,5
korean_content_67,메소포타미아 문명은 어느지역에서 발생하였는가?,korean,content,1.3333333333333333,2.0,0,2.0,1.0,5
korean_content_68,지구 대기권에서 지표면에 가장 인접한 대기의 층은 무엇인가요?,korean,content,1.4285714285714286,5.0,1.0,2.0,1.0,9
korean_content_69,한국에 가장 많은 성씨는 무엇인가?,korean,content,1.25,3.0,0,1.0,1.0,6
korean_content_70,독일에서 가장 인구밀도가 낮은 도시는 어디인가?,korean,content,1.6,3.0,0,1.0,1.0,7
korean_content_71,불가리아에는 몇개의 도시가 있나요?,korean,content,1.6666666666666667,2.0,0,2.0,0.75,5
korean_content_72,세상에서 가장 많은 개채수를 가진 동물은 무엇인가?,korean,content,1.5,5.0,1.0,1.5,1.0,8
korean_content_73,아프리카의 총 인구는 얼마인가?,korean,content,1.3333333333333333,2.0,0,1.0,1.0,5
korean_content_74,심령주의에 영향을 준 인물인 스웨덴 출신 사상가는 누구인가요?,korean,content,1.4285714285714286,4.0,2.0,1.3333333333333333,1.0,9
korean_content_75,소련의 표어는 무엇인가요?,korean,content,1.0,2.0,0,1.0,1.0,4
korean_content_76,히브리어를 공용어로 쓰는 나라는 몇개인가요?,korean,content,1.25,3.0,1.0,1.5,1.0,6
korean_content_77,인체에는 몇 개의 눈물샘이 있는가?,korean,content,1.75,3.0,0,0,1.0,6
korean_content_78,신라 제 1대 왕은 누구인가요?,korean,content,1.5,3.0,0,1.0,1.0,6
korean_content_79,그리스에서 가장 높은 건물은 어디인가?,korean,content,1.25,3.0,0,1.0,1.0,6
korean_content_80,한국에서 가장 큰 계곡은 무엇인가?,korean,content,1.25,3.0,0,1.0,1.0,6
korean_content_81,지문 인식을 가장 먼저 도입한 스마트폰은 무엇인가?,korean,content,1.5,4.0,1.0,1.5,1.0,8
korean_content_82,메모리 관리 기법을 처음 고안한 사람은 누구인가?,korean,content,1.1666666666666667,5.0,1.0,1.5,1.0,8
korean_content_83,역사상 가장 오랜기간 치뤄진 전투는 무엇인가?,korean,content,1.6,3.0,1.0,2.0,1.0,7
korean_content_84,몽골에서 가장 인구밀도가 높은 도시는 어디인가?,korean,content,1.6,3.0,0,1.0,1.0,7
korean_content_85,세계에서 제일 높은 산은 무엇인가요?,korean,content,1.25,3.0,0,1.0,1.0,6
korean_content_86,독일의 함부르크에서 베를린까지의 거리는 얼마나 되나요?,korean,content,1.8,2.0,0,3.0,1.0,7
korean_content_87,나치당을 창립한 창립자는 누구인가요?,korean,content,1.0,3.0,1.0,1.0,1.0,5
korean_content_88,한국에서 가장 규모가 큰 과학 대학교는 어디인가?,korean,content,1.6666666666666667,3.0,0,1.0,1.0,8
korean_content_89,프랑스에서 영국까지의 거리는 얼마나 되나요?,korean,content,2.0,2.0,0,3.0,1.0,6
korean_content_90,오버워치 출시일은 언제인가요?,korean,content,1.0,2.0,0,1.0,1.0,4
korean_content_91,세바스토폴 포위전은 언제 일어났나요?,korean,content,1.3333333333333333,2.0,0,2.0,1.0,5
korean_content_92,칼 셔즈의 첫 기사는 무엇인가?,korean,content,1.5,3.0,0,1.0,1.0,6
korean_content_93,호텔이라고 라틴어로 어떻게 하지?,korean,content,2.0,1.0,0,3.0,0.5,5
korean_content_94,이탈리아에서 가장 작은 도시는 어디인가?,korean,content,1.25,3.0,0,1.0,1.0,6
korean_content_95,비트코인은 몇 년도에 시작되었는가?,korean,content,1.6666666666666667,2.0,0,2.0,1.0,5
korean_content_96,세상에서 가장 역사가 긴 나라는 어디인가?,korean,content,1.6,3.0,0,1.0,1.0,7
korean_content_97,영국의 현재 총리는 누구인가요?,korean,content,1.3333333333333333,2.0,0,1.0,1.0,5
korean_content_98,한국어 사용 국가는 몇개인가요?,korean,content,1.0,3.0,0,1.0,1.0,5
korean_content_99,세상에서 가장 큰 성당은 어디 있는가?,korean,content,1.4,3.0,0,0,0.8333333333333334,7
korean_content_100,티베트에서 가장 큰 사찰은 어디인가?,korean,content,1.25,3.0,0,1.0,1.0,6
korean_content_101,한국에서 가장 많은 성씨는 무엇인가,korean,content,1.25,3.0,0,1.0,1.0,5
korean_content_102,한국에는 몇 개의 다리가 있는가?,korean,content,1.75,3.0,0,0,1.0,6
korean_content_103,북한군이 남한을 침공할 때 처음 공격한 도시는 어디인가?,korean,content,1.2857142857142858,5.0,1.0,1.6666666666666667,1.0,9
korean_content_104,러시아의 총리는 누구인가요?,korean,content,1.0,2.0,0,1.0,1.0,4
korean_content_105,가장 치사율이 높은 바이러스는 무엇인가?,korean,content,1.25,3.0,0,1.0,1.0,6
korean_content_106,2019년 말레이시아의 술탄은 총 몇명인가?,korean,content,2.0,2.0,0,3.0,1.0,6
korean_content_107,2018년 프랑스에서 가장 높은 빌딩은 무엇인가?,korean,content,2.0,3.0,0,2.0,1.0,7
korean_content_108,미국에는 신학 대학이 몇개 있나요?,korean,content,2.0,2.0,0,3.0,1.0,6
korean_content_109,이탈리아에서 가장 작은 주는 어디인가?,korean,content,1.25,3.0,0,1.0,1.0,6
korean_content_110,다저스 구단주는 누구인가요?,korean,content,1.0,2.0,0,1.0,1.0,4
korean_content_111,한국에서 가장 작은 섬은 무엇인가?,korean,content,1.25,3.0,0,1.0,1.0,6
korean_content_112,세상에서 가장 빨리 자라는 식물은 무엇인가?,korean,content,1.6,4.0,1.0,1.5,1.0,7
korean_content_113,발해는 언제 건립되었나요?,korean,content,1.5,1.0,0,2.0,1.0,4
korean_content_114,제2차 세계 대전은 언제 발발했나요?,korean,content,1.25,3.0,0,2.0,0.8,6
korean_content_115,막탄 섬은 어느 나라의 섬인가?,korean,content,1.5,2.0,0,2.0,0.8,6
korean_content_116,가장 많은 신을 섬기는 종교는 무엇인가?,korean,content,1.0,5.0,1.0,1.0,1.0,7
korean_content_117,모기로 인해 옮겨질 수 있는 질병은 몇가지 인가?,korean,content,1.4285714285714286,4.0,1.0,2.0,0.875,9
korean_content_118,게이세이 전철 주식회사의 대표이사는 누구인가요?,korean,content,1.25,3.0,0,1.0,1.0,6
korean_content_119,세상에서 가장 큰 비닐하우스는 어디인가?,korean,content,1.25,3.0,0,1.0,1.0,6
korean_content_120,나폴레옹이 전쟁을 일으킨 이유는 무엇인가?,korean,content,1.25,3.0,1.0,1.5,1.0,6
korean_content_121,중국에서 두번째로 큰 도시는 어디인가?,korean,content,1.25,3.0,0,1.0,1.0,6
korean_content_122,동아시아에서 가장 작은 나라는 무엇인가?,korean,content,1.25,3.0,0,1.0,1.0,6
korean_content_123,2019년 세상에서 가장 많이 쓰이는 메신저는 무엇인가?,korean,content,2.0,4.0,1.0,2.0,1.0,8
korean_content_124,이순신의 고향은 어디인가?,korean,content,1.0,2.0,0,1.0,1.0,4
korean_content_125,2018년 노숙자가 가장 많은 나라는 어디인가?,korean,content,2.0,3.0,0,2.0,1.0,7
korean_content_126,녹는점이 가장 낮은 금속은 무엇인가?,korean,content,1.25,3.0,0,1.0,1.0,6
korean_content_127,세계 최초의 극장은 어느 나라에서 처음 생겨났나요?,korean,content,1.6666666666666667,3.0,0,3.0,0.8571428571428571,8
korean_content_128,심즈3를 유통한 회사는 어디인가?,korean,content,1.0,3.0,1.0,1.0,0.75,5
korean_content_129,2019년 미국의 지도자는 누구인가?,korean,content,1.6666666666666667,2.0,0,2.0,1.0,5
korean_content_130,동아시아에서 가장 작은 나라는 어디인가?,korean,content,1.25,3.0,0,1.0,1.0,6
korean_content_131,명나라는 언제 무너졌는가?,korean,content,1.5,1.0,0,2.0,1.0,4
korean_content_132,2018년 한국에서 가장 많이 소비된 어류는 무엇인가?,korean,content,2.0,4.0,1.0,2.0,1.0,8
korean_content_133,소설 야성시대는 언제 출간되었는가?,korean,content,1.3333333333333333,2.0,0,2.0,1.0,5
korean_content_134,태양계에서 가장 빠른 위성은 무엇인가?,korean,content,1.25,3.0,0,1.0,1.0,6
korean_content_135,동아시아에는 총 몇개의 나라가 있나요?,korean,content,1.75,3.0,0,2.0,0.8,6
korean_content_136,아일랜드에서 가장 높은 산은 무엇인가?,korean,content,1.25,3.0,0,1.0,1.0,6
korean_content_137,워마드의 사이트 관리자는 어느 나라에서 운영하고 있는가?,korean,content,1.5,2.0,0,2.0,0.7142857142857143,8
korean_content_138,전주에서 가장 높은 건축물은 무엇인가?,korean,content,1.25,3.0,0,1.0,1.0,6
korean_content_139,일본의 화폐 단위는 무엇인가?,korean,content,1.3333333333333333,2.0,0,1.0,1.0,5
korean_content_140,한국이 수도 서울을 다시 찾은 날은 언제인가?,korean,content,1.6666666666666667,4.0,1.0,2.0,1.0,8
korean_content_141,승려는 어느 종교에 종사하고 있는가?,korean,content,1.5,2.0,0,2.0,0.6,6
korean_content_142,프랑스에 요리 학교는 몇개인가요?,korean,content,1.6666666666666667,2.0,0,2.0,1.0,5
korean_content_143,르네 데카르트는 언제 태어났나요?,korean,content,1.6666666666666667,2.0,0,2.0,1.0,5
korean_content_144,2019년 일본에서 활동하고 있는 한국 야구선수는 몇 명인가?,korean,content,1.5714285714285714,3.0,1.0,2.0,0.875,9
korean_content_145,별자리 중 가장 많은 별로 이루어진 별자리는 무엇인가?,korean,content,1.4285714285714286,5.0,1.0,1.5,1.0,9
korean_content_146,스페인의 첫번째 식민지는 어디인가요?,korean,content,1.3333333333333333,2.0,0,1.0,1.0,5
korean_content_147,초상권이 처음 인정된 때는 언제인가?,korean,content,1.25,3.0,1.0,1.5,1.0,6
korean_content_148,인간에 의해 나타나지 않은 모든 자연현상에 대해 다룬 과학을 무엇이라고 부르나요?,korean,content,1.2,7.0,1.0,1.0,0.7272727272727273,12
korean_content_149,케냐의 수도는 어디인가?,korean,content,1.0,2.0,0,1.0,1.0,4
korean_content_150,유네스코 세계유산이 가장 많은 나라는 어디인가?,korean,content,1.2,4.0,0,1.0,1.0,7
korean_content_151,중국에서 가장 인구밀도가 낮은 도시는 어디인가?,korean,content,1.6,3.0,0,1.0,1.0,7
korean_content_152,아메리카 원주민들은 몇 개국으로 흩어졌는가?,korean,content,1.5,2.0,0,2.0,1.0,6
korean_content_153,2010년 스위스 대통령은 누구인가요?,korean,content,1.6666666666666667,2.0,0,2.0,1.0,5
korean_content_154,"2019년 5월 기준, 가장 많은 단지를 보유하고있는 아파트는 무엇인가?",korean,content,1.75,5.0,1.0,1.5,1.0,11
korean_content_155,일본군이 키스카섬 탈출당시 그들을 이끈 사람은 누구인가?,korean,content,1.6666666666666667,4.0,1.0,2.0,0.8571428571428571,8
korean_content_156,"2019년 기준, 아직 치료제가 개발되지 않은 질병은 몇 개인가?",korean,content,2.25,3.0,1.0,2.5,0.8888888888888888,11
korean_content_157,우라늄의 원자 번호는 무엇인가?,korean,content,1.3333333333333333,2.0,0,1.0,1.0,5
korean_content_158,소련은 언제 설립 되었나요?,korean,content,2.0,1.0,0,3.0,1.0,5
korean_content_159,"2019년 기준, 군대의 규모가 가장 큰 나라는 어디인가?",korean,content,2.0,4.0,0,2.0,1.0,10
korean_content_160,블리자드 엔터테인먼트 주식회사의 웹사이트는 무엇인가요?,korean,content,1.0,4.0,0,1.0,1.0,6
korean_content_161,항생제를 발명한 사람은 누구인가?,korean,content,1.0,3.0,1.0,1.0,1.0,5
korean_content_162,프랑스에는 총 몇개의 고등학교가 있나요?,korean,content,1.75,3.0,0,2.0,0.8,6
korean_content_163,도요토미 히데요시는 몇 년도에 죽었는가?,korean,content,1.75,2.0,0,2.0,1.0,6
korean_content_164,태양에서 목성까지의 거리는 얼마나 되나요?,korean,content,1.25,3.0,0,2.0,1.0,6
korean_content_165,한스키의 첫 야구구단은 어디인가?,korean,content,1.3333333333333333,2.0,0,1.0,1.0,5
korean_content_166,태양계에서 지구보다 큰 행성은 몇 개인가?,korean,content,1.4,3.0,0,2.0,1.0,7
korean_content_167,세상에서 가장 무거운 컴퓨터는 무엇인가?,korean,content,1.25,3.0,0,1.0,1.0,6
korean_content_168,나치가 무너진 년도는 언제인가?,korean,content,1.0,3.0,1.0,1.0,1.0,5
korean_content_169,피핀의 제일큰 업적은 무엇인가?,korean,content,1.3333333333333333,2.0,0,1.0,1.0,5
korean_content_170,최초의 최저임금 제도는 어느 나라에서 시작되었나요?,korean,content,1.6,2.0,0,2.0,0.8333333333333334,7
korean_content_171,세상에서 가장 큰 우체통은 무엇인가?,korean,content,1.25,3.0,0,1.0,1.0,6
korean_content_172,세상에서 가장 큰 늑대 종은 무엇인가?,korean,content,1.4,3.0,0,1.0,1.0,7
korean_content_173,일본 가수 중가장 멤버가 많은 그룹은 어디인가?,korean,content,1.1666666666666667,5.0,0,1.0,1.0,8
korean_content_174,은하수에서 은하는 무엇을 뜻하나요?,korean,content,2.0,1.0,0,3.0,0.75,5
korean_content_175,세가는 언제 창립되었는가?,korean,content,1.5,1.0,0,2.0,1.0,4
korean_content_176,거대 예수상이 있는 도시는 어디인가?,korean,content,1.25,3.0,0,1.0,1.0,6
korean_content_177,2019년 노르웨이의 지도지는 누구인가?,korean,content,1.6666666666666667,2.0,0,2.0,1.0,5
korean_content_178,에펠탑이 완공 된 때는 언제인가?,korean,content,1.25,3.0,1.0,1.5,1.0,6
korean_content_179,프란츠 카프카의 데뷔작은 무엇인가?,korean,content,1.3333333333333333,3.0,0,1.0,1.0,5
korean_content_180,페니실린이 발견된 해는 언제인가?,korean,content,1.0,3.0,1.0,1.0,1.0,5
korean_content_181,일본의 시대는 몇 년에 한번 바뀌는가?,korean,content,1.8,2.0,0,3.0,1.0,7
korean_content_182,여순항 포위는 언제 일어난 전투인가요?,korean,content,1.5,2.0,1.0,1.5,1.0,6
korean_content_183,2019년까지 닌텐도를 가장 많이 수입한 나라는 어디인가?,korean,content,2.0,4.0,1.0,2.0,1.0,8
korean_content_184,오스만 제국의 1대 왕은 누구인가요?,korean,content,1.25,3.0,0,1.0,1.0,6
korean_content_185,하와이주는 대한민국의 총 몇퍼센트를 차지하고 있나요?,korean,content,1.8,2.0,0,2.0,0.8333333333333334,7
korean_content_186,시오자키 데쓰야의 첫출장은 언제인가요?,korean,content,1.3333333333333333,3.0,0,1.0,1.0,5
korean_content_187,세상에서 뇌가 가장 큰 동물은 무엇인가?,korean,content,1.6,3.0,0,1.0,1.0,7
korean_content_188,로마의 첫번째 교황은 누구인가요?,korean,content,1.3333333333333333,2.0,0,1.0,1.0,5
korean_content_189,판다를 가장 많이 보유한 국가는 어디인가?,korean,content,1.6,4.0,1.0,1.5,1.0,7
korean_content_190,중국에서 제일 높은 산은 무엇인가요?,korean,content,1.25,3.0,0,1.0,1.0,6
korean_content_191,가마쿠라 막부의 국교는 무엇인가요?,korean,content,1.0,3.0,0,1.0,1.0,5
korean_content_192,역사상 가장 오래 방영된 드라마는 무엇인가?,korean,content,1.6,4.0,1.0,1.5,1.0,7
korean_content_193,중국에서 가장 인구밀도가 높은 도시는 어디인가?,korean,content,1.6,3.0,0,1.0,1.0,7
korean_content_194,한국 표준과학연구원의 기관장은 누구인가요?,korean,content,1.0,3.0,0,1.0,1.0,5
korean_content_195,남북 전쟁은 언제 종식하였는가?,korean,content,1.3333333333333333,2.0,0,2.0,1.0,5
korean_content_196,2019년 핀란드의 지도자는 누구인가?,korean,content,1.6666666666666667,2.0,0,2.0,1.0,5
korean_content_197,세상에서 가장 오래된 넥타이 브랜드는 무엇인가?,korean,content,1.4,3.0,1.0,1.5,1.0,7
korean_content_198,미국에는 몇 개의 법원이 있는가?,korean,content,1.75,3.0,0,0,1.0,6
korean_content_199,헐리우드는 몇 년도에 설립되었는가?,korean,content,1.6666666666666667,2.0,0,2.0,1.0,5
korean_content_200,프시타코사우루스의 평균수명은 얼마인가?,korean,content,1.0,2.0,0,1.0,1.0,4
korean_content_201,첫번째 시계는 어디서 발명되었는가?,korean,content,1.3333333333333333,2.0,0,2.0,1.0,5
korean_content_202,석유수출이 가장 많은 나라는 어디인가?,korean,content,1.25,3.0,0,1.0,1.0,6
korean_content_203,오스트리아는 언제 건국되었는가?,korean,content,1.5,1.0,0,2.0,1.0,4
korean_content_204,유럽연맹에 등록된 나라는 몇개국인가?,korean,content,1.0,3.0,1.0,1.0,1.0,5
korean_content_205,메카 성지순례는 몇 년도에 시작되었는가?,korean,content,1.5,2.0,0,2.0,1.0,6
korean_content_206,워싱턴 기념탑은 몇피트인가요?,korean,content,1.0,2.0,0,1.0,1.0,4
korean_content_207,워너브라더스는 언제 설립되었는가?,korean,content,1.5,1.0,0,2.0,1.0,4
korean_content_208,언제 멕시코 혁명이 일어났나요?,korean,content,1.6666666666666667,2.0,0,2.0,1.0,5
korean_content_209,조선의 왕 중에 살해당한 왕은 몇 명인가?,korean,content,1.1666666666666667,5.0,1.0,1.5,1.0,8
korean_content_210,바그너는 언제 사망했나요?,korean,content,1.5,1.0,0,2.0,1.0,4
korean_content_211,올랜도의 GDP는 얼마인가?,korean,content,1.0,2.0,0,1.0,1.0,4
korean_content_212,오사마 빈라덴을 제거한 조직은 어디인가?,korean,content,1.25,4.0,1.0,1.0,1.0,6
korean_content_213,2018년 영국은 몇개의 정당이 존재하는가?,korean,content,2.25,2.0,0,3.0,1.0,6
korean_content_214,일본어는 누가 창제했는가?,korean,content,1.5,1.0,0,2.0,0.6666666666666666,4
korean_content_215,세상에서 가장 오래된 우표는 무엇인가?,korean,content,1.25,3.0,1.0,1.5,1.0,6
korean_content_216,알제리에서 가장 높은 건물은 무엇인가?,korean,content,1.25,3.0,0,1.0,1.0,6
korean_content_217,제임스 웡 감독의 첫번째 감독한 영화는 무엇인가요?,korean,content,1.5,4.0,1.0,1.0,1.0,8
korean_content_218,뉴질랜드에는 몇 개의 국제공항이 있는가?,korean,content,1.75,3.0,0,0,1.0,6
korean_content_219,야구를 처음 시작한 나라는 어디인가?,korean,content,1.25,3.0,1.0,1.5,1.0,6
korean_content_220,2019년 5월 기준 티베트에는 몇 명의 승려가 있는가?,korean,content,2.0,3.0,0,0,1.0,9
korean_content_221,멕시코의 수도는 어디인가요?,korean,content,1.0,2.0,0,1.0,1.0,4
korean_content_222,한글의 원래 이름은 무엇인가요?,korean,content,1.3333333333333333,2.0,0,1.0,1.0,5
korean_content_223,2019년까지 일본에서 가장 많은 곡을 작곡한 사람은 누구인가?,korean,content,2.0,5.0,1.0,2.0,1.0,9
korean_content_224,세상에서 가장 많은 전철을 생산한 나라는 어디인가?,korean,content,1.5,5.0,1.0,1.5,1.0,8
korean_content_225,태양의 평균 지름은 몇인가요?,korean,content,1.3333333333333333,2.0,0,1.0,1.0,5
korean_content_226,아일랜드의 1990년대 총리는 누구인가요?,korean,content,1.3333333333333333,2.0,0,1.0,1.0,5
korean_content_227,배반포는 몇미리미터의 직경을 갖나요?,korean,content,1.6666666666666667,2.0,0,2.0,1.0,5
korean_content_228,한국에서 제한속도가 가장 높은 고속도로는 무엇인가?,korean,content,1.6,3.0,0,1.0,1.0,7
korean_content_229,세상에서 가장 긴 시집은 무엇인가?,korean,content,1.25,3.0,0,1.0,1.0,6
korean_content_230,2018년 가장 많이 판매된 넥타이 브랜드는 무엇인가?,korean,content,1.6666666666666667,4.0,1.0,1.5,1.0,8
korean_content_231,연극의 3요소는 무엇인가요?,korean,content,1.0,2.0,0,1.0,0.6666666666666666,4
korean_content_232,영국에서 가장 작은 도시는 어디인가?,korean,content,1.25,3.0,0,1.0,1.0,6
korean_content_233,세상에서 가장 높은 산이 있는 나라는 어디인가?,korean,content,1.5,5.0,0,1.0,1.0,8
korean_content_234,처음 만들어진 한국 지도는 무엇인가?,korean,content,1.25,3.0,1.0,1.0,1.0,6
korean_content_235,벨라루스 공화국의 국어는 무엇인가?,korean,content,1.0,3.0,0,1.0,1.0,5
korean_content_236,한국은 세계지적재산권기구에 언제 처음 정식으로 가입하였나요?,korean,content,3.0,1.0,0,5.0,1.0,7
korean_content_237,에도 시대는 언제 끝나나요?,korean,content,1.3333333333333333,2.0,0,2.0,1.0,5
