unique_id,text,language,avg_links_len,avg_max_depth,avg_subordinate_chain_len,avg_verb_edges,lexical_density,n_tokens,question_type,complexity_score
finnish_content_5241,Kuka voitti ensimmäisen mitalin Japanille talviolympiakisoissa?,fi,0.207,0.167,0.0,0.667,0.792,0.176,0,2.009
finnish_polar_501,Onko Kanada kuulunut Yhdysvalloille?,fi,0.063,0.0,0.0,0.333,0.625,0.077,1,1.099
finnish_polar_564,Onko Mäkiluodolla linnaa?,fi,0.0,0.0,0.0,0.0,0.5,0.0,1,0.5
finnish_polar_1781,Puhutaanko jossain maassa pelkästään latinaa?,fi,0.19,0.25,0.0,0.333,0.7,0.154,1,1.627
finnish_polar_1227,Voiko maalämpöjärjestelmällä lämmittää rakennuksia ja käyttövettä?,fi,0.076,0.5,0.0,0.333,0.5,0.231,1,1.64
finnish_content_3399,Missä Gerald Durrell syntyi?,fi,0.173,0.167,0.0,0.333,0.688,0.059,0,1.419
finnish_polar_2132,Liittyikö Kongon kriisiin sotia?,fi,0.19,0.25,0.0,0.333,1.0,0.077,1,1.85
finnish_content_12048,Mihin maahan monarkia on perustettu ensimmäisen kerran?,fi,0.115,0.167,0.0,0.667,0.643,0.235,0,1.827
finnish_polar_2076,Onko Díalla asutusta?,fi,0.0,0.0,0.0,0.0,0.5,0.0,1,0.5
finnish_content_11463,Kuka näyttelee Frendit -sarjassa Ross Eustace Gelleriä?,fi,0.058,0.333,0.0,0.5,0.821,0.235,0,1.948
finnish_content_7801,Milloin valmistui ensimmäinen Deadpool elokuva?,fi,0.13,0.167,0.0,0.333,1.0,0.118,0,1.747
finnish_polar_161,Onko Jerusalemissa aavikkoa?,fi,0.0,0.0,0.0,0.0,0.5,0.0,1,0.5
finnish_content_11878,Kuka loi sarjan Buffy vampyyrintappaja?,fi,0.086,0.167,0.0,0.5,0.75,0.118,0,1.621
finnish_polar_429,Voiko liuos olla myös kaasua?,fi,0.285,0.0,0.0,0.0,0.4,0.154,1,0.839
finnish_content_12200,Mihin levy-yhtiöön Vuohi kuuluu?,fi,0.058,0.167,0.0,0.333,0.688,0.059,0,1.304
finnish_polar_904,Kasvaako pyökki luonnonvaraisena Suomessa?,fi,0.19,0.0,0.0,0.5,1.0,0.077,1,1.767
finnish_content_9915,Milloin Maanpuolustuskorkeakoulun on perustettu?,fi,0.173,0.0,0.0,0.5,0.688,0.059,0,1.419
finnish_polar_687,Onko hyönteisten syönti edelleen yleistä ja laajasti hyväksyttyä Latinalaisessa Amerikassa?,fi,0.232,0.25,0.0,0.333,0.7,0.538,1,2.054
finnish_content_9766,Kuinka monta luontomatkailukohdetta on Suomessa?,fi,0.043,0.333,0.0,0.0,0.5,0.118,0,0.994
finnish_content_15201,Kuinka monta ihmistä kuoli Kauhajoen taistelussa?,fi,0.035,0.333,0.0,0.333,0.792,0.176,0,1.669
finnish_content_11784,Miksi ESO perustettiin?,fi,0.086,0.0,0.0,0.333,1.0,0.0,0,1.42
finnish_content_476,Missä sijaitsee Tornator Oyj:n pääkonttori?,fi,0.13,0.333,0.0,0.333,0.75,0.118,0,1.664
finnish_content_9355,Milloin akselivaltojen eteneminen itärintamalla pysähtyi?,fi,0.173,0.167,0.0,0.333,1.0,0.118,0,1.79
finnish_polar_1203,Onko Suursaarella asutusta?,fi,0.0,0.0,0.0,0.0,0.5,0.0,1,0.5
finnish_content_5940,Kuinka pitkää Liu-suku hallitsi Kiinaa?,fi,0.0,0.333,0.0,0.333,1.0,0.118,0,1.784
finnish_polar_1282,Onko Delfiini valaslaji?,fi,0.095,0.0,0.0,0.0,0.5,0.0,1,0.595
finnish_polar_2270,Oliko Matti Arvo Armas Laurila naimisissa?,fi,0.38,0.25,0.0,0.0,0.75,0.231,1,1.611
finnish_polar_1602,Onko Suomessa temppeliä?,fi,0.0,0.0,0.0,0.0,0.5,0.0,1,0.5
finnish_polar_1202,Onko Walt Disneylle myönnetty 26 henkilökohtaista Oscar-palkintoa?,fi,0.19,0.25,0.0,0.5,0.571,0.308,1,1.819
finnish_polar_109,Onko Suomessa toiminut tutkimusreaktori?,fi,0.063,0.0,0.0,0.333,0.625,0.077,1,1.099
finnish_polar_413,Onko Ylen toimisto Pasilassa?,fi,0.127,0.25,0.0,0.0,0.625,0.077,1,1.079
finnish_content_13416,Kuka löysi Forselvin kalliopiirrokset?,fi,0.058,0.167,0.0,0.333,0.688,0.059,0,1.304
finnish_polar_873,Onko muskimolilla dissosiatiivisia ominaisuuksia?,fi,0.063,0.25,0.0,0.0,0.625,0.077,1,1.015
finnish_content_6397,Mitkä ovat Bangladeshin rajanaapurit?,fi,0.115,0.167,0.0,0.0,0.375,0.059,0,0.716
finnish_polar_1086,Oliko ilmasto keskiajalla lämpimämpi kuin nykyään?,fi,0.152,0.25,0.0,0.0,0.5,0.231,1,1.133
finnish_polar_32,Monesko planeetta maa on auringosta?,fi,0.142,0.0,0.0,0.0,0.4,0.154,1,0.696
finnish_content_2457,Milloin kuulakärki kynä on keksitty?,fi,0.173,0.167,0.0,0.5,0.75,0.118,0,1.707
finnish_content_7718,Milloin Andy Murray voitti olympiakultaa?,fi,0.13,0.167,0.0,0.5,1.0,0.118,0,1.914
finnish_polar_2286,Onko Suomessa tunnettua Jazz-artistia?,fi,0.063,0.25,0.0,0.0,0.625,0.077,1,1.015
finnish_polar_360,Onko Tampereen rantatunneli Suomen pisin maantietunneli?,fi,0.228,0.25,0.0,0.0,0.75,0.231,1,1.459
finnish_content_77,Miksi huippukokoukset on aloitettu?,fi,0.173,0.0,0.0,0.5,0.688,0.059,0,1.419
finnish_polar_794,Onko venäläisellä kulttuurissa jälkiä butovon kulttuurista?,fi,0.076,0.5,0.0,0.0,0.75,0.231,1,1.557
finnish_content_6090,Mikä oli ninjojen tehtävä Japanin historiassa?,fi,0.207,0.167,0.0,0.0,0.583,0.176,0,1.134
finnish_polar_2187,Oliko Arvo Aalto jatkosodan ajan evakossa Ruotsissa?,fi,0.222,0.25,0.0,0.0,0.786,0.308,1,1.565
finnish_polar_638,Vaikuttaako syklitsiini aivoissa?,fi,0.095,0.0,0.0,0.333,1.0,0.0,1,1.428
finnish_polar_1625,Oliko Stan Laurelin äiti näyttelijä?,fi,0.19,0.5,0.0,0.0,0.7,0.154,1,1.544
finnish_polar_949,Käytetäänkö hasista lääketieteessä?,fi,0.095,0.0,0.0,0.333,1.0,0.0,1,1.428
finnish_polar_1557,Onko poro sukua peuralle?,fi,0.063,0.0,0.0,0.0,0.625,0.077,1,0.765
finnish_content_2255,Mikä oli maailman ensimmäinen labyrintti?,fi,0.13,0.333,0.0,0.0,0.5,0.118,0,1.081
finnish_polar_151,Onko bacha posh -perinteelle sosiaaliset ja taloudelliset syyt?,fi,0.353,0.5,0.0,0.0,0.438,0.385,1,1.675
finnish_content_3482,Kuka oli Boeing 747 -koneen pääsuunnittelija?,fi,0.173,0.5,0.0,0.0,0.583,0.176,0,1.433
finnish_polar_1017,Onko Eddie Van Halen perustanut EVH-nimisen sähkökitaroita valmistavan yrityksen?,fi,0.214,0.75,0.5,0.25,0.833,0.462,1,3.008
finnish_content_8500,Mikä Kuninkaiden laakso on?,fi,0.173,0.167,0.0,0.0,0.375,0.059,0,0.773
finnish_content_414,Kuka oli Puolan ensimmäinen presidentti vuoden 1990 jälkeen?,fi,0.198,0.333,0.0,0.0,0.375,0.294,0,1.2
finnish_content_10802,Missä Charles Liindbergh II syntyi?,fi,0.259,0.167,0.0,0.333,0.75,0.118,0,1.627
finnish_polar_1426,Voidaanko laittomasti maassa oleskeleva pidättää?,fi,0.237,0.25,0.5,0.25,0.7,0.154,1,2.091
finnish_polar_1362,Onko maailmassa ollut jo öljyhuippu?,fi,0.142,0.0,0.0,0.0,0.4,0.154,1,0.696
finnish_content_4924,Kuinka valasta pyydetään?,fi,0.086,0.0,0.0,0.333,1.0,0.0,0,1.42
finnish_content_11167,Mitä kuohitseminen tarkoittaa?,fi,0.086,0.0,0.0,0.333,0.583,0.0,0,1.003
finnish_content_2612,Milloin HMHS Britannic teki neitsytmatkansa?,fi,0.13,0.167,0.0,0.5,1.0,0.118,0,1.914
finnish_polar_390,"Tarkoittaako Baltian maat Viroa, Latviaa ja Liettuaa?",fi,0.222,0.5,0.0,0.333,0.786,0.385,1,2.225
finnish_content_9520,Mistä kendō-miekka on valmistettu?,fi,0.173,0.0,0.0,0.5,0.375,0.059,0,1.107
finnish_content_7100,Milloin Preussin-Tanskan sota käytiin?,fi,0.115,0.167,0.0,0.333,1.0,0.059,0,1.674
finnish_polar_1240,Tuleeko aseluvan hakijan olla 18-vuotias?,fi,0.19,0.5,0.5,0.167,0.7,0.154,1,2.21
finnish_content_9300,Mihin Gordianus I kuoli?,fi,0.173,0.167,0.0,0.333,0.688,0.059,0,1.419
finnish_polar_1733,Onko Saku Salinilla epilepsia?,fi,0.19,0.25,0.0,0.0,0.625,0.077,1,1.142
finnish_polar_1501,Onko Miikka Sakari Kiprusoff pelannut jääkiekkoa ulkomailla?,fi,0.222,0.25,0.0,0.5,0.786,0.308,1,2.065
finnish_content_7786,Mikä on Mikael Johansson lempinimi?,fi,0.173,0.333,0.0,0.0,0.5,0.118,0,1.124
finnish_polar_816,Onko Brian O’Neill pelannut NHL:ssä?,fi,0.228,0.25,0.0,0.333,0.75,0.231,1,1.792
finnish_content_14704,Montako ammattilaisnyrkkeilyn maailmanmestaruutta George Foreman voitti?,fi,0.138,0.167,0.0,0.333,0.792,0.176,0,1.606
finnish_polar_922,Voiko kaupungin nimeä muuttaa?,fi,0.127,0.25,0.0,0.167,0.625,0.077,1,1.245
finnish_polar_610,Onko Triton Neptunuksen suurin kuu?,fi,0.237,0.25,0.0,0.0,0.7,0.154,1,1.341
finnish_content_10198,Miksi vesi on joskus sinistä ja joskus ruskea-vihertävää?,fi,0.222,0.167,0.0,0.0,0.688,0.294,0,1.371
finnish_content_14460,Missä televisiosarjassa Salatut elämät tapahtuu?,fi,0.086,0.167,0.0,0.333,0.75,0.118,0,1.454
finnish_content_11157,Milloin Stephen Hawking syntyi?,fi,0.173,0.167,0.0,0.333,1.0,0.059,0,1.732
finnish_polar_104,Onko Lillehammer Ruotsin kaupunki?,fi,0.19,0.0,0.0,0.0,0.625,0.077,1,0.892
finnish_polar_489,Onko Lemony Snicketin oikea nimi Daniel Handler?,fi,0.19,0.5,0.0,0.0,0.786,0.308,1,1.783
finnish_polar_1639,Onko Matka maailman ympäri -piirrossarja uskollinen alkuperäisteokselle?,fi,0.19,0.25,0.0,0.0,0.571,0.308,1,1.319
finnish_polar_1540,Voiko hevosta ohjailla äänellä?,fi,0.063,0.0,0.0,0.333,0.625,0.077,1,1.099
finnish_polar_287,Onko Mount Rushmore -patsaiden takana vuoreen kaivettu huone?,fi,0.271,0.5,0.5,0.167,0.625,0.385,1,2.448
finnish_polar_950,Onko Kellon Lyönti -seurassa mahdollista harrastaa salibandya?,fi,0.127,0.25,0.5,0.167,0.786,0.308,1,2.137
finnish_polar_139,Onko ajan mittaaminen fysiikan tutkimusta?,fi,0.19,0.25,0.0,0.0,0.7,0.154,1,1.294
finnish_polar_418,Onko valaanpyynti sallitua Norjassa?,fi,0.063,0.0,0.0,0.0,0.625,0.077,1,0.765
finnish_polar_560,Oliko Ukrainan–Neuvosto-Venäjän sota osana Venäjän osaa?,fi,0.114,0.25,0.0,0.0,0.75,0.231,1,1.345
finnish_polar_519,Onko Bill Skarsgård mukana Se -elokuvassa?,fi,0.304,0.25,0.0,0.0,0.25,0.231,1,1.035
finnish_content_2027,Kuka kehitti Deadpool hahmon?,fi,0.058,0.167,0.0,0.333,0.688,0.059,0,1.304
finnish_content_1704,Missä Suomessa aloitettiin käyttämään valokuitua ensimmäisenä?,fi,0.035,0.167,0.5,0.333,0.792,0.176,0,2.003
finnish_polar_1718,Oliko Eerik XIV taiteellinen?,fi,0.19,0.25,0.0,0.0,0.625,0.077,1,1.142
finnish_content_12633,Milloin Alfred Hitchcock kuoli?,fi,0.173,0.167,0.0,0.333,1.0,0.059,0,1.732
finnish_content_1305,Missä Halikarnassos sijaitsi?,fi,0.086,0.0,0.0,0.333,0.583,0.0,0,1.003
finnish_content_14758,Milloin Aleksis Kivi syntyi?,fi,0.173,0.167,0.0,0.333,1.0,0.059,0,1.732
finnish_polar_437,Onko sarvikuono uhanalainen laji?,fi,0.19,0.0,0.0,0.0,0.625,0.077,1,0.892
finnish_polar_1117,Onko Suomessa myrkyllisiä käärmeitä?,fi,0.063,0.25,0.0,0.0,0.625,0.077,1,1.015
finnish_content_13732,Mitä tarkoittaa emeritusprofessori?,fi,0.0,0.0,0.0,0.333,0.583,0.0,0,0.917
finnish_content_653,Milloin muukalaislegioona on perustettu?,fi,0.173,0.0,0.0,0.5,0.688,0.059,0,1.419
finnish_content_928,Kuinka paljon tuatara painaa?,fi,0.058,0.167,0.0,0.333,1.0,0.059,0,1.616
finnish_content_9493,Milloin David Sánchez aloitti pelaamaan jalkapalloa?,fi,0.104,0.167,0.5,0.333,1.0,0.176,0,2.28
finnish_content_3212,Kuka Bobby Moore oli?,fi,0.115,0.167,0.0,0.0,0.375,0.059,0,0.716
finnish_polar_10,Onko Eldorado oikea kaupunki?,fi,0.19,0.0,0.0,0.0,0.625,0.077,1,0.892
finnish_content_833,Milloin Bernard Montgomerystä tuli marsalkka?,fi,0.13,0.167,0.0,0.5,1.0,0.118,0,1.914
finnish_content_652,Mitä diskurssianalyysi tarkoittaa?,fi,0.086,0.0,0.0,0.333,0.583,0.0,0,1.003
finnish_polar_128,Voiko ihminen tehdä hopeaa?,fi,0.063,0.0,0.0,0.333,0.625,0.077,1,1.099
finnish_polar_640,Onko sijoitusrahasto yksityinen?,fi,0.095,0.0,0.0,0.0,0.5,0.0,1,0.595
finnish_polar_2026,Onko Napakymppi Daredevilin arkkivihollinen?,fi,0.19,0.0,0.0,0.0,0.625,0.077,1,0.892
finnish_content_2117,Mikä on magnesiumin kemiallinen merkki?,fi,0.173,0.167,0.0,0.0,0.5,0.118,0,0.957
finnish_polar_1336,"Onko totta, että S-bahn kulki myös Länsi-Berliiniin, Berliinin ollessa jaettu?",fi,0.232,0.5,1.0,0.5,0.55,0.692,1,3.474
finnish_polar_970,Onko Espania edelleen kuningas kunta?,fi,0.285,0.0,0.0,0.0,0.7,0.154,1,1.139
finnish_content_14646,Milloin MAC osotteita aloitettiin käyttämään?,fi,0.173,0.167,0.5,0.333,1.0,0.118,0,2.29
finnish_polar_553,Onko Utajärven kirkko valmistunut vuonna 1762?,fi,0.076,0.25,0.0,0.333,0.5,0.231,1,1.39
finnish_polar_329,Onko Tukholma aina ollut Ruotsin pääkaupunki?,fi,0.38,0.0,0.0,0.0,0.5,0.231,1,1.111
finnish_polar_510,Onko rintasyöpä periytyvää?,fi,0.095,0.0,0.0,0.333,0.5,0.0,1,0.928
finnish_polar_1217,Onko arabian kielessä kurkkuäänteitä?,fi,0.063,0.0,0.0,0.0,0.625,0.077,1,0.765
finnish_content_13146,Milloin HMS Castleton tilattiin?,fi,0.173,0.167,0.0,0.333,1.0,0.059,0,1.732
finnish_content_8388,Missä Pietro Deiro syntyi?,fi,0.173,0.167,0.0,0.333,0.688,0.059,0,1.419
finnish_polar_494,Onko Amerikan Samoa asutettu?,fi,0.127,0.25,0.0,0.333,0.625,0.077,1,1.412
finnish_content_14876,Mikä painamo painoi Perillinen -kirjasarjan kirjat?,fi,0.104,0.167,0.0,0.333,0.792,0.176,0,1.572
finnish_polar_2054,Onko Half-Life 2: Episode Two -pelissä zombeja?,fi,0.316,0.25,0.0,0.0,0.571,0.385,1,1.522
finnish_content_3741,Montako poroa Suomen Lapissa saa olla?,fi,0.069,0.167,0.0,0.5,0.583,0.176,0,1.496
finnish_content_3319,Honkalalle on myönnetty vuonna 2015?,fi,0.043,0.167,0.0,0.5,0.5,0.118,0,1.328
finnish_polar_21,Onko tunkioliero vaarallinen ihmiselle?,fi,0.063,0.0,0.0,0.0,0.625,0.077,1,0.765
finnish_content_7092,Mikä on Japanin nykyinen väkiluku?,fi,0.173,0.167,0.0,0.0,0.5,0.118,0,0.957
finnish_content_6057,Kuka kehitti ensimmäisen tietokoneen?,fi,0.058,0.167,0.0,0.333,0.688,0.059,0,1.304
finnish_content_4160,Minä vuonna KELA perustettiin?,fi,0.173,0.0,0.0,0.5,0.688,0.059,0,1.419
finnish_content_7299,Mikä on Aleppon väkiluku?,fi,0.115,0.167,0.0,0.0,0.375,0.059,0,0.716
finnish_polar_116,Onko Shin Megami Tensei: Persona 4 japanilainen peli?,fi,0.217,0.75,0.0,0.0,0.625,0.462,1,2.054
finnish_content_13969,Kuka oli Tampereen teatterin ensimmäinen johtaja?,fi,0.138,0.5,0.0,0.0,0.583,0.176,0,1.398
finnish_content_1686,Kuka oli Japanin pääministeri ennen Yasuo Fukuda?,fi,0.173,0.167,0.0,0.0,0.464,0.235,0,1.039
finnish_polar_1619,Ovatko hopeaionit hopean myrkyllisin muoto?,fi,0.285,0.0,0.0,0.0,0.7,0.154,1,1.139
finnish_content_9396,Tekken pelissä on?,fi,0.058,0.0,0.0,0.0,0.375,0.059,0,0.491
finnish_polar_1479,Onko McFly yhtye eronnut?,fi,0.19,0.0,0.0,0.333,0.625,0.077,1,1.225
finnish_polar_547,Asuuko Etelänavalla ihmisiä?,fi,0.095,0.0,0.0,0.333,1.0,0.0,1,1.428
finnish_content_6980,Miten monen oppositiovuoden jälkeen kokoomus palasi hallitukseen vuoden 1987 eduskuntavaalien jälkeen?,fi,0.173,0.333,0.0,0.833,0.545,0.471,0,2.356
finnish_content_1806,Mikä on Etelä-Amerikan suurin vuori?,fi,0.13,0.333,0.0,0.0,0.5,0.118,0,1.081
finnish_polar_876,Onko Lesbos saarella asutusta?,fi,0.063,0.0,0.0,0.0,0.625,0.077,1,0.765
finnish_polar_1044,Oliko Hong Kongin väkiluku vuonna 2018 suurempi kuin Suomen väkiluku?,fi,0.253,0.5,0.0,0.0,0.55,0.538,1,1.842
finnish_content_6986,Millainen sarjakuvahahmo April O'Neil on?,fi,0.104,0.167,0.0,0.0,0.792,0.176,0,1.239
finnish_content_6726,Miten kierteisgalaksi määritellään?,fi,0.086,0.0,0.0,0.333,1.0,0.0,0,1.42
finnish_content_12914,Minä vuonna William Henry Fox Talbot on syntynyt?,fi,0.444,0.167,0.0,0.5,0.688,0.294,0,2.093
finnish_polar_1637,Elääkö gorillat puissa?,fi,0.095,0.0,0.0,0.333,1.0,0.0,1,1.428
finnish_content_14922,Mikä on Afrikan pisin joki?,fi,0.13,0.333,0.0,0.0,0.5,0.118,0,1.081
finnish_polar_1321,Ovatko kaikki Rooman keisarit samasta suvusta?,fi,0.152,0.25,0.0,0.0,0.25,0.231,1,0.883
finnish_polar_2142,Onko SUomen jääkäriliike vieläkin käytössä?,fi,0.19,0.25,0.0,0.0,0.7,0.154,1,1.294
finnish_content_1491,Kuka oli Brunein ensimmäinen hallitsija?,fi,0.13,0.333,0.0,0.0,0.5,0.118,0,1.081
finnish_content_391,Mitä adenokarsinooma tarkoittaa?,fi,0.086,0.0,0.0,0.333,0.583,0.0,0,1.003
finnish_polar_1829,Onko Skotlannilla saaria?,fi,0.0,0.0,0.0,0.0,0.5,0.0,1,0.5
finnish_content_11011,Mikä on Tampere–Pori-radan suurin sallittu nopeus henkilöliikenteelle?,fi,0.144,0.333,0.0,0.0,0.643,0.235,0,1.356
finnish_content_12431,Mihin Nicolae Ceaușesc kuoli?,fi,0.173,0.167,0.0,0.333,0.688,0.059,0,1.419
finnish_content_866,Milloin DDR3 muisti tuli markkinoille?,fi,0.13,0.0,0.0,0.667,1.0,0.118,0,1.914
finnish_content_3201,Miksi neuroblastooma on tavallisin pienillä lapsilla?,fi,0.346,0.0,0.0,0.0,0.792,0.176,0,1.314
finnish_content_1455,Missä Hannover sijaitsee?,fi,0.086,0.0,0.0,0.333,0.583,0.0,0,1.003
finnish_content_11508,Kuinka monta peliä The King of Fighters pelisarjasta on julkaistu?,fi,0.25,0.333,0.0,0.5,0.75,0.412,0,2.245
finnish_polar_530,Onko Keralassa sademetsää?,fi,0.0,0.0,0.0,0.0,0.5,0.0,1,0.5
finnish_polar_30,Oliko Martin Heidegger Hannah Arendtin opettajana?,fi,0.304,0.25,0.0,0.0,0.75,0.231,1,1.535
finnish_content_5105,Mikä on Arrajärven pinta-ala?,fi,0.115,0.167,0.0,0.0,0.375,0.059,0,0.716
finnish_polar_1238,Onko juutalainen kulttuuri kokenut uuden nousukauden Latviassa?,fi,0.158,0.25,0.0,0.5,0.786,0.308,1,2.002
finnish_polar_22,Onko Seeley Booth erikoisagentti Bones -sarjassa?,fi,0.304,0.25,0.0,0.0,0.75,0.231,1,1.535
finnish_content_2525,Kuka keksi käsitteen eliminatiivinen materialismi?,fi,0.086,0.167,0.0,0.5,0.75,0.118,0,1.621
finnish_polar_72,Onko sunnuntai länsimaissa lakisääteinen vapaapäivä?,fi,0.285,0.0,0.0,0.0,0.7,0.154,1,1.139
finnish_polar_1621,Onko kenkänokka uhanalainen laji?,fi,0.19,0.0,0.0,0.0,0.625,0.077,1,0.892
