unique_id,text,language,avg_links_len,avg_max_depth,avg_subordinate_chain_len,avg_verb_edges,lexical_density,n_tokens,question_type,complexity_score
russian_polar_715,Клод Э́лвуд Ше́ннон был аполитичным человеком?,ru,0.48,0.2,0.0,0.0,0.833,0.167,1,1.68
russian_polar_1234,"Упоминается ли термин ""обход закона"" в важнейших официальных нормативных документах Европейского Союза?",ru,0.691,0.4,0.0,0.6,0.833,0.611,1,3.135
russian_polar_1563,Есть ледники в Йосе́митском национа́льном па́рке?,ru,0.48,0.4,0.0,0.2,0.833,0.167,1,2.08
russian_polar_966,Была попытка индустриализации при Петре Первом?,ru,0.16,0.4,0.0,0.2,0.833,0.167,1,1.76
russian_polar_1424,"Можно ли увидеть метеорит, упавший в Челябинске на видео?",ru,0.3,0.8,0.5,0.333,0.667,0.389,1,2.989
russian_content_1812,Где учился Мишель Фуко?,ru,0.0,0.125,0.0,0.333,1.0,0.024,0,1.483
russian_polar_1030,Стал сын Эдуарда I Длинноногого королем?,ru,0.32,0.4,0.0,0.2,1.0,0.167,1,2.087
russian_content_7637,Когда был основан город Ясного́рск?,ru,0.056,0.125,0.0,0.5,0.8,0.049,0,1.53
russian_content_5990,В каком году был организован детский центр «Орлёнок»?,ru,0.128,0.125,0.0,0.5,0.625,0.171,0,1.549
russian_polar_1155,Стал сын Стефана королем Англии?,ru,0.1,0.4,0.0,0.2,1.0,0.111,1,1.811
russian_content_8524,На каком языке писал стихи Кади Бурханеддин Ахмед?,ru,0.096,0.125,0.0,0.5,0.75,0.122,0,1.593
russian_polar_798,«Джойнт» помогла евреям России в 2018?,ru,0.32,0.2,0.0,0.6,0.833,0.278,1,2.231
russian_content_8816,Когда был построен Карлов мост в Праге?,ru,0.112,0.25,0.0,0.5,0.714,0.098,0,1.674
russian_content_5981,Как погиб Троцкий?,ru,0.0,0.0,0.0,0.333,1.0,0.0,0,1.333
russian_polar_1588,Можно ли найти работу в Москве без знания английского языка?,ru,0.311,0.6,0.5,0.4,0.7,0.389,1,2.9
russian_polar_510,Входят ли Голанские высоты в состав Палестины?,ru,0.4,0.2,0.0,0.6,0.714,0.222,1,2.137
russian_polar_1311,Можно ли ускорить метаболизм человека?,ru,0.1,0.4,0.5,0.3,0.8,0.111,1,2.211
russian_content_8219,Когда был открыт Свято-Филаретовский православно-христианский институт?,ru,0.261,0.125,0.0,0.5,0.857,0.098,0,1.841
russian_polar_1097,Брайан Джеральд О’Дрисколл был капитаном?,ru,0.667,0.2,0.5,0.0,0.571,0.222,1,2.16
russian_content_5370,Кем была разработана 2С9 или «Нона-С»?,ru,0.187,0.25,0.0,0.5,0.571,0.171,0,1.679
russian_content_8581,Какая среднегодовая температура в Абхазии?,ru,0.112,0.125,0.0,0.0,0.6,0.049,0,0.886
russian_polar_61,Принимают ли в Польше рубли?,ru,0.5,0.2,0.0,0.6,0.6,0.111,1,2.011
russian_content_2269,Где находится самая древняя деревянная церковь России на март 2019?,ru,0.249,0.25,0.0,0.5,0.8,0.171,0,1.969
russian_content_11412,Когда была основана Ирландия?,ru,0.075,0.0,0.0,0.5,0.75,0.024,0,1.349
russian_content_9649,Как зовут мужа Ксении Собчак?,ru,0.0,0.25,0.0,0.333,1.0,0.049,0,1.632
russian_content_6109,В каком городе была основана компания Sun Microsystems?,ru,0.064,0.25,0.0,0.5,0.375,0.122,0,1.311
russian_content_6,"Как долго существовало британское телевизионное игровое шоу ""Хрустальный лабиринт""?",ru,0.224,0.25,0.0,0.333,1.0,0.195,0,2.002
russian_polar_995,Есть ли дети у Евгении Чудновец?,ru,0.32,0.2,0.0,0.6,0.667,0.167,1,1.953
russian_polar_433,Работает ли Эммилу Харрис в обществе по защите животных?,ru,0.3,0.4,0.0,0.6,0.667,0.333,1,2.3
russian_content_2902,Когда был основан город Сарапул?,ru,0.056,0.125,0.0,0.5,0.8,0.049,0,1.53
russian_polar_655,Был ли Гай Саллю́стий Крисп членом римского сената?,ru,0.629,0.2,0.0,0.0,0.75,0.278,1,1.856
russian_polar_906,Были ли женщины руководителями Триад Гонконга?,ru,0.24,0.2,0.0,0.0,0.667,0.167,1,1.273
russian_polar_1537,Есть ли в России либерализм?,ru,0.5,0.2,0.0,0.6,0.6,0.111,1,2.011
russian_content_1945,Какое животное обитает только на Сахалине?,ru,0.134,0.125,0.0,0.333,0.5,0.073,0,1.166
russian_content_2730,Где проходило Евровидение 2018 года?,ru,0.056,0.25,0.0,0.333,1.0,0.049,0,1.688
russian_polar_1201,Является ли примордиа́льная тради́ция религиозным течением?,ru,0.48,0.2,0.0,0.6,0.833,0.167,1,2.28
russian_polar_1518,Дми́трий Константи́нович Киселёв выступает против геев?,ru,0.32,0.2,0.0,0.4,0.833,0.167,1,1.92
russian_polar_1206,Россия каждый год переходит на летнее время?,ru,0.333,0.2,0.0,0.6,0.714,0.222,1,2.07
russian_polar_470,Играл ли Э́ндрю Стю́арт Ма́ррей Макко́лл на чемпионате мира по футболу?,ru,0.48,0.4,0.0,0.6,0.727,0.444,1,2.652
russian_polar_273,Рафаэ́ль Нада́ль Паре́ра выигрывал Олимпиаду?,ru,0.3,0.2,0.0,0.4,1.0,0.111,1,2.011
russian_content_6265,В каких веках существовало государство Чампа?,ru,0.045,0.125,0.0,0.333,0.667,0.073,0,1.243
russian_content_11007,Какая средняя температура в Антарктиде зимой по данным на 2019 год?,ru,0.246,0.25,0.0,0.0,0.636,0.195,0,1.328
russian_polar_150,Есть ли ветер на Луне?,ru,0.2,0.4,0.0,0.4,0.6,0.111,1,1.711
russian_content_11508,Когда началось Протестное движение в России?,ru,0.09,0.25,0.0,0.333,0.833,0.073,0,1.579
russian_content_3685,Как стать монахом Вознесенского монастыря?,ru,0.056,0.25,0.0,0.333,1.0,0.049,0,1.688
russian_content_1270,С какого года женщины могут носить брюки?,ru,0.075,0.125,0.333,0.333,0.714,0.098,0,1.678
russian_polar_1045,Режим правления Ильха́м Гейда́р оглы́ Али́ев диктаторский?,ru,0.6,0.4,0.0,0.0,1.0,0.222,1,2.222
russian_content_1743,Сколько раз «Бо́стон Се́лтикс» был чемпионом НБА?,ru,0.299,0.125,0.0,0.0,0.714,0.146,0,1.284
russian_content_11470,Где родился Ма́ксвелл?,ru,0.0,0.0,0.0,0.333,1.0,0.0,0,1.333
russian_polar_1075,Нужна ли русским виза в Истонию в 2019 году?,ru,0.6,0.4,0.0,0.0,0.667,0.333,1,2.0
russian_content_2965,"Сколько главных героев в фильме ""Бригада""?",ru,0.134,0.25,0.0,0.0,0.667,0.122,0,1.173
russian_content_5135,Сколько улиц в городе Владимир на сегодняшний день?,ru,0.16,0.375,0.0,0.0,0.625,0.122,0,1.282
russian_content_1705,Какой основной язык индийских фильмов?,ru,0.112,0.125,0.0,0.0,0.8,0.049,0,1.086
russian_content_8372,Когда Дарвин выдвинул свою теорию происхождения человека?,ru,0.075,0.25,0.0,0.5,0.857,0.098,0,1.779
russian_polar_1435,Red Bull Racing была чемпионом мира?,ru,0.32,0.2,0.0,0.0,0.333,0.167,1,1.02
russian_polar_988,Билл Клинтон был замешан в сексуальном скандале?,ru,0.333,0.2,0.0,0.0,0.714,0.222,1,1.47
russian_content_10249,Сколько лет длилась Русско-японская война?,ru,0.056,0.125,0.0,0.333,0.8,0.049,0,1.363
russian_polar_1411,"Существует ли на самом деле кафе, где собирались главные герои сериала ""Друзья""?",ru,0.436,0.8,0.5,0.5,0.75,0.667,1,3.653
russian_polar_206,Когда родился Михаи́л Алекса́ндрович Ли́фшиц?,ru,0.1,0.2,0.0,0.4,1.0,0.111,1,1.811
russian_polar_475,Играют ли в Ирландии в крикет?,ru,0.48,0.2,0.0,0.6,0.5,0.167,1,1.947
russian_content_6061,Кто был соперником Путина на выборах 4 марта 2012 года?,ru,0.124,0.375,0.0,0.0,0.7,0.171,0,1.37
russian_content_1254,Как звали мужа королевы Виктории?,ru,0.0,0.25,0.0,0.333,1.0,0.049,0,1.632
russian_polar_1640,Ницше изучал теологию?,ru,0.0,0.0,0.0,0.4,1.0,0.0,1,1.4
russian_polar_111,Жил Лермонтов на Поварской у́лице?,ru,0.4,0.2,0.0,0.4,0.8,0.111,1,1.911
russian_polar_1202,Михаи́л Васи́льевич Ломоно́сов открыл наличие атмосферы у Венеры?,ru,0.286,0.4,0.0,0.4,0.875,0.278,1,2.238
russian_polar_706,Росиия демократическое государство?,ru,0.2,0.0,0.0,0.0,1.0,0.0,1,1.2
russian_content_9085,Кто является главным героем манги Brynhildr in the Darkness?,ru,0.112,0.375,0.0,0.333,0.444,0.146,0,1.411
russian_polar_414,Джорда́но Бру́но был монахом?,ru,0.267,0.2,0.0,0.0,0.75,0.056,1,1.272
russian_polar_117,Был пересмотр по Делу «Кировлеса» в 2016?,ru,0.4,0.6,0.0,0.2,0.714,0.333,1,2.248
russian_content_2255,Когда появился Лжедми́трий I?,ru,0.0,0.125,0.0,0.333,0.75,0.024,0,1.233
russian_polar_1657,Снят ли «Мертве́ц» в черно-белом формате?,ru,0.8,0.2,0.0,0.6,0.714,0.333,1,2.648
russian_content_3198,Валенти́н Петро́вич Глушко́ посещать США?,ru,0.168,0.125,0.0,0.333,1.0,0.049,0,1.675
russian_content_484,Когда был установлен памятник Русалочке в Копенгагене?,ru,0.112,0.25,0.0,0.5,0.714,0.098,0,1.674
russian_polar_1297,AKB48 выступала в России?,ru,0.133,0.2,0.0,0.4,0.5,0.056,1,1.289
russian_polar_460,Есть ли экранизации по романам Э́дгара А́ллана По?,ru,0.171,0.6,0.0,0.4,0.75,0.278,1,2.199
russian_content_10388,Когда появился первый банк в России?,ru,0.09,0.25,0.0,0.333,0.833,0.073,0,1.579
russian_content_2978,Когда первый куст хризантемы корейской был завезен в Россию?,ru,0.252,0.25,0.0,0.667,0.667,0.146,0,1.982
russian_polar_1339,Корабль «Айо́ва» принимал участие в войне в Персидском заливе?,ru,0.4,0.6,0.0,0.4,0.778,0.444,1,2.622
russian_polar_467,Была ли Ангола португальской колонией?,ru,0.6,0.0,0.0,0.0,0.6,0.111,1,1.311
russian_polar_923,Может ли студент получить доступ в библиотеку Академии наук в Санкт-Петербурге?,ru,0.28,0.8,0.5,0.4,0.727,0.444,1,3.152
russian_content_6560,Что изображено на гербе Солика́мска?,ru,0.056,0.125,0.0,0.333,0.6,0.049,0,1.163
russian_polar_1073,Ла́на Тёрнер получила Оскар?,ru,0.133,0.2,0.0,0.4,1.0,0.056,1,1.789
russian_content_2719,Какой знак увидел во сне император Константин и нанес на щиты своих воинов?,ru,0.224,0.25,0.0,0.583,0.615,0.244,0,1.917
russian_content_5353,Джейн Грей была блондинкой?,ru,0.149,0.125,0.0,0.0,0.75,0.024,0,1.049
russian_polar_772,Есть в армянском языке падежи?,ru,0.6,0.2,0.0,0.4,0.8,0.111,1,2.111
russian_polar_375,Чеченская Республика - субъект Российской Федерации?,ru,0.2,0.2,0.0,0.0,1.0,0.167,1,1.567
russian_content_262,Когда Троцкий уехал из СССР?,ru,0.112,0.125,0.0,0.5,0.6,0.049,0,1.386
russian_content_7678,"Кто первым ввел определение ""неопо́знанный лета́ющий объе́кт""?",ru,0.187,0.25,0.0,0.25,0.857,0.146,0,1.69
russian_polar_1605,Может ли Wi-Fi вызывать рак?,ru,0.3,0.2,0.5,0.4,0.6,0.111,1,2.111
russian_polar_870,Э́двард Джо́зеф Сно́уден объявлен в международный розыск?,ru,0.4,0.2,0.0,0.4,0.857,0.222,1,2.079
russian_polar_880,Был Фёдор Фёдорович Радецкий женат?,ru,0.6,0.2,0.0,0.0,0.8,0.111,1,1.711
russian_polar_1195,Является ли дворцово-парковый ансамбль Качановка заповедником?,ru,0.48,0.2,0.0,0.6,0.833,0.167,1,2.28
russian_polar_76,Существует ли обряд самосожжения вдов в Индии в 2019 году?,ru,0.4,0.6,0.0,0.4,0.7,0.389,1,2.489
russian_content_8400,Как звали мать Джона Александра Макдональда?,ru,0.045,0.25,0.0,0.333,1.0,0.073,0,1.701
russian_content_1804,Когда была территория нынешних Нидерландов под властью Испании?,ru,0.224,0.25,0.0,0.0,0.75,0.122,0,1.346
russian_polar_1730,У Археопте́рикса был сильные маховые перья?,ru,0.32,0.2,0.0,0.0,0.667,0.167,1,1.353
russian_polar_1325,Есть дочерняя компания у ОАО «Инженерный центр энергетики Урала» на апрель 2019?,ru,0.4,0.8,0.0,0.2,0.833,0.611,1,2.844
russian_content_3208,Когда было построено первое поселение в местности Кумран?,ru,0.096,0.25,0.0,0.5,0.75,0.122,0,1.718
russian_polar_1519,Делают из рапса масло?,ru,0.4,0.2,0.0,0.4,0.75,0.056,1,1.806
russian_content_12520,Что такое биосенсор?,ru,0.112,0.0,0.0,0.0,0.333,0.0,0,0.445
russian_content_2552,Какая высота самой высокой горы Памира?,ru,0.09,0.25,0.0,0.0,0.667,0.073,0,1.079
russian_polar_543,Была ли женщина-персиянка послом Ирана в других странах по данным 2019?,ru,0.582,0.4,0.5,0.0,0.583,0.556,1,2.621
russian_polar_59,Поставлялся М46 на экспорт?,ru,0.267,0.2,0.0,0.4,0.75,0.056,1,1.672
russian_polar_311,Есть ли белок в рыбе?,ru,0.2,0.4,0.0,0.4,0.6,0.111,1,1.711
russian_content_1923,Сколько воспитанниц учились в Смольном институте?,ru,0.134,0.125,0.0,0.333,0.667,0.073,0,1.332
russian_polar_1677,Тунец -мигрирующая рыба?,ru,0.2,0.0,0.0,0.0,1.0,0.0,1,1.2
russian_content_9246,Как называется первый роман Бориса Акунина?,ru,0.045,0.25,0.0,0.333,1.0,0.073,0,1.701
russian_content_9940,Когда родилась Рины Зелёная?,ru,0.0,0.125,0.0,0.333,1.0,0.024,0,1.483
russian_content_10197,Какой завод производит поезда TGV?,ru,0.0,0.125,0.0,0.333,0.6,0.049,0,1.107
russian_content_12600,Где хранится картина «Отравленные газами»?,ru,0.056,0.25,0.333,0.25,1.0,0.098,0,1.987
russian_polar_207,Науру-это самая маленькая независимая республика мира?,ru,0.6,0.2,0.0,0.0,0.714,0.278,1,1.792
russian_content_7990,Кто придумал Бэтмена?,ru,0.0,0.0,0.0,0.333,0.667,0.0,0,1.0
