unique_id,text,language,avg_links_len,avg_max_depth,avg_subordinate_chain_len,avg_verb_edges,lexical_density,n_tokens,question_type,complexity_score
indonesian_polar_401,Apakah Learning Management System memerlukan jaringan internet?,id,0.337,0.25,0.0,0.75,0.792,0.5,1,2.629
indonesian_content_8507,Ada berapa dewa yang dipercaya oleh masyrakat Hindu ?,id,0.079,0.333,0.5,0.25,0.667,0.294,0,2.123
indonesian_content_9759,Berapa jenis Asteroid?,id,0.0,0.0,0.0,0.0,1.0,0.0,0,1.0
indonesian_content_6925,siapakah karakter utama pada Naamkarann ?,id,0.111,0.222,0.0,0.0,0.333,0.176,0,0.843
indonesian_content_10017,Kapan Adobe Illustrator dirilis?,id,0.184,0.111,0.0,0.333,1.0,0.059,0,1.687
indonesian_polar_375,apakah ospek di indonesia pernah memakan korban?,id,0.458,0.5,0.0,1.0,0.583,0.5,1,3.041
indonesian_polar_33,apakah Teori modernisasi adalah teori dari Ilmu sosial?,id,0.285,0.25,0.0,0.0,0.444,0.6,1,1.579
indonesian_content_3199,Dimanakah Formula Satu pertama diadakan ?,id,0.258,0.111,0.0,0.333,0.556,0.176,0,1.434
indonesian_content_4795,berapakah luas Tivoli ?,id,0.061,0.111,0.0,0.0,0.667,0.059,0,0.898
indonesian_content_1950,siapakah orang tua Saleh Partaonan Daulay?,id,0.061,0.333,0.0,0.0,0.619,0.235,0,1.249
indonesian_polar_220,Apakah penyakit Herpes bisa disembuhkan ?,id,0.422,0.25,0.0,0.5,0.444,0.3,1,1.916
indonesian_content_5027,Kapan musik pop-punk masuk ke Indonesia?,id,0.147,0.111,0.0,0.5,0.778,0.176,0,1.713
indonesian_polar_108,Apakah internet sudah digunakan sebagai medium pembelajaran di sekolah dasar?,id,0.211,0.5,0.0,0.75,0.394,0.8,1,2.655
indonesian_content_2516,Kapan agama kristen masuk ke kota Medan ?,id,0.123,0.111,0.0,0.5,0.81,0.235,0,1.779
indonesian_polar_419,Apakah sampah yang tidak dikelola penyebab utama banjir?,id,0.179,0.75,0.5,0.75,0.259,0.6,1,3.038
indonesian_content_11810,Berapa jumlah siswa SMK Negeri 1 Cikampek tahun pertama didirikan?,id,0.307,0.333,0.0,0.167,0.867,0.412,0,2.085
indonesian_content_7948,kapankah Serikat Yesus didirikan?,id,0.184,0.111,0.0,0.333,0.733,0.118,0,1.48
indonesian_polar_210,Apakah Myanmar dulunya disebut Burma ?,id,0.337,0.5,0.0,0.75,0.524,0.4,1,2.511
indonesian_polar_422,apakah sastra Jawa Kuno ditulis menggunakan Sanskerta?,id,0.277,0.5,0.5,0.5,0.792,0.5,1,3.069
indonesian_content_7363,berapakah umur Konstantinus Agung saat dia meninggal?,id,0.158,0.111,0.5,0.333,0.5,0.294,0,1.896
indonesian_content_4616,Berapakah suhu planet Mars ?,id,0.046,0.111,0.0,0.0,0.467,0.118,0,0.741
indonesian_polar_120,Pernahkah Michael Gerard Tyson kalah dalam pertarungan tinju ?,id,0.285,0.5,0.0,0.75,0.63,0.6,1,2.764
indonesian_content_3146,Siapakah yang dikenal sebagai bapak ekonomi ?,id,0.092,0.222,0.5,0.333,0.238,0.235,0,1.621
indonesian_polar_100,apakah Plutarkhos nama seorang dewa?,id,0.084,0.75,0.0,0.0,0.167,0.3,1,1.301
indonesian_polar_121,Apakah Jepara menghasilkan kayu jati?,id,0.084,0.25,0.0,0.75,0.722,0.3,1,2.107
indonesian_polar_169,apakah seorang detektif harus mempelajari dasar ilmu Kimia forensik?,id,0.15,0.75,0.0,0.75,0.5,0.7,1,2.85
indonesian_polar_349,Apakah Pemasaran Internasional dapat menyebabkan inflasi?,id,0.337,0.25,0.0,0.75,0.524,0.4,1,2.261
indonesian_polar_229,apakah Prof. Dr. Sutan Remy Sjahdeini mempunyai anak?,id,0.864,0.75,0.0,0.75,0.815,0.8,1,3.979
indonesian_polar_161,Apakah keris termasuk senjata?,id,0.127,0.25,0.0,0.75,0.667,0.2,1,1.993
indonesian_content_11288,Kapan Crest Animation Productions berdiri ?,id,0.23,0.222,0.0,0.333,1.0,0.118,0,1.903
indonesian_content_11618,Siapakah ketua Mahkamah Konstitusi Republik Indonesia yang pertama?,id,0.138,0.444,0.0,0.0,0.556,0.353,0,1.491
indonesian_polar_400,apakah cahaya lebih cepat dari suara?,id,0.267,0.5,0.0,0.0,0.286,0.4,1,1.453
indonesian_content_6995,berapakah jumlah kecamatan yang ada di Yogyakarta?,id,0.105,0.222,0.5,0.333,0.5,0.294,0,1.955
indonesian_polar_340,Apakah Buster dan Babs sejenis binatang ?,id,0.197,0.25,0.0,0.0,0.524,0.4,1,1.371
indonesian_content_6549,Berapa panjang usus besar manusia dewasa,id,0.037,0.222,0.0,0.0,1.0,0.118,0,1.377
indonesian_content_11747,Kapan Karavan pertama Amerika Tengah terjadi?,id,0.295,0.222,0.0,0.333,1.0,0.176,0,2.027
indonesian_content_2873,Siapakah yang memproduksi kapal U-Boot?,id,0.074,0.222,0.5,0.333,0.333,0.176,0,1.639
indonesian_polar_436,Apakah Yesus seorang nabi dalam Islam?,id,0.127,0.5,0.0,0.0,0.286,0.4,1,1.312
indonesian_content_4484,Kapan Christopher Johnson lulus perguruan tinggi ?,id,0.111,0.111,0.0,0.5,1.0,0.176,0,1.898
indonesian_polar_418,Apakah Alkitab Ibrani adalah Alkitab Yahudi?,id,0.337,0.25,0.0,0.0,0.524,0.4,1,1.511
indonesian_content_7519,Kapan karya pertama yang ditulis Fujiko F. Fujio ?,id,0.079,0.333,0.5,0.333,0.833,0.353,0,2.432
indonesian_content_345,kapankah Sugondo Djojopuspito dilahirkan?,id,0.184,0.111,0.0,0.333,0.733,0.118,0,1.48
indonesian_content_2298,Ada berapa cara pemrosesan transaksi kartu debit?,id,0.031,0.444,0.0,0.167,1.0,0.235,0,1.877
indonesian_content_2283,Kapan senter pertama kali diciptakan ?,id,0.23,0.111,0.0,0.5,1.0,0.118,0,1.959
indonesian_content_10656,kapankah grup musik Disturbed mengeluarkan album pertama nya?,id,0.138,0.222,0.0,0.5,0.704,0.353,0,1.917
indonesian_content_6305,Berapakah luas wilayah Pompeii ?,id,0.046,0.111,0.0,0.0,0.733,0.118,0,1.008
indonesian_content_3167,Vitamin apa yang dapat membantu saluran pencernaan ?,id,0.123,0.222,0.5,0.333,0.429,0.235,0,1.842
indonesian_content_1993,Siapakah nama presiden Israel tahun 2010 ?,id,0.092,0.222,0.0,0.0,0.429,0.235,0,0.978
indonesian_polar_410,apakah Syi'ah legal di Indonesia?,id,0.478,0.25,0.0,0.0,0.524,0.5,1,1.752
indonesian_content_9275,tahun berapakah Belanda menginvasi Indonesia?,id,0.184,0.111,0.0,0.667,0.778,0.176,0,1.916
indonesian_content_11501,Kapan Sunan Ampel meninggal?,id,0.184,0.111,0.0,0.333,1.0,0.059,0,1.687
indonesian_polar_158,Apakah buah kosambi bisa dimakan ?,id,0.422,0.25,0.0,0.5,0.444,0.3,1,1.916
indonesian_content_1736,Siapa istri kedua Kaisar Gojong?,id,0.046,0.222,0.0,0.0,0.733,0.118,0,1.119
indonesian_content_8491,Sejak kapan tradisi penamaan dalam suku bali dimulai?,id,0.289,0.222,0.0,0.333,0.667,0.294,0,1.806
indonesian_content_6309,siapakah raja pertama Kasunanan Kartasura?,id,0.074,0.222,0.0,0.0,0.556,0.176,0,1.028
indonesian_polar_8,"apakah Joseph Patrick ""Joe"" Kennedy masih hidup?",id,0.699,0.25,0.5,0.25,0.792,0.7,1,3.19
indonesian_content_10788,Kapan majalah Saikyou Jump berdiri ?,id,0.23,0.222,0.0,0.333,1.0,0.118,0,1.903
indonesian_content_763,Kapan Gardner Fox pertama ditulis?,id,0.23,0.111,0.0,0.5,1.0,0.118,0,1.959
indonesian_polar_156,Apakah ada upacara untuk memperingati Hari Anzac?,id,0.096,0.5,0.5,0.625,0.583,0.5,1,2.805
indonesian_polar_273,Apakah Hindu mempercayai Kehidupan setelah kematian?,id,0.127,0.5,0.0,0.75,0.524,0.4,1,2.3
indonesian_polar_336,Apakah Anikonisme bertentangan dengan ajaran agama Islam?,id,0.096,0.5,0.0,0.75,0.583,0.5,1,2.43
indonesian_content_318,berapakah luas kota jepara?,id,0.046,0.111,0.0,0.0,0.733,0.118,0,1.008
indonesian_polar_407,Apakah asam deoksiribonukleat terdapat ditubuh manusia?,id,0.197,0.25,0.5,0.5,0.762,0.4,1,2.609
indonesian_polar_425,apakah Ehud Olmert pernah menikah?,id,0.422,0.25,0.0,0.75,0.722,0.3,1,2.444
indonesian_polar_243,Apakah komik sama dengan manga?,id,0.169,0.25,0.0,0.0,0.444,0.3,1,1.163
indonesian_polar_408,Apakah Freiherr von Münchhausen pernah menikah ?,id,0.478,0.5,0.0,0.75,0.762,0.4,1,2.89
indonesian_polar_279,apakah Garuda Indonesia mempunyai kerja sama dengan Airbus S.A.S?,id,0.244,0.25,0.0,1.0,0.667,0.7,1,2.86
indonesian_content_7667,Dimana Albatros pertama ditemukan?,id,0.184,0.111,0.0,0.333,1.0,0.059,0,1.687
indonesian_polar_12,apakah Kriptografi digunakan untuk sistem firewall sebuah situs web?,id,0.15,0.5,0.0,0.75,0.5,0.7,1,2.6
indonesian_polar_104,apakah Karabin banyak digunakan pada PD II?,id,0.217,0.25,0.0,1.0,0.375,0.5,1,2.342
indonesian_polar_170,apakah John Winston Lennon mempunyai anak?,id,0.337,0.5,0.0,0.75,0.762,0.4,1,2.749
indonesian_content_807,Dimana kantor pusat Partai Demokrasi Rakyat Afganistan?,id,0.0,0.556,0.0,0.0,0.81,0.235,0,1.6
indonesian_content_4446,Siapa yang membawa islam pertama kali ke Yunani ?,id,0.184,0.222,0.5,0.667,0.5,0.294,0,2.367
indonesian_content_4617,berapakah jumlah bahasa daerah di Filipina?,id,0.123,0.111,0.0,0.0,0.619,0.235,0,1.088
indonesian_polar_432,apakah Koko Liem seorang muallaf?,id,0.169,0.25,0.0,0.0,0.444,0.3,1,1.163
indonesian_content_11627,Kapan Katolik masuk ke Roma ?,id,0.092,0.111,0.0,0.5,0.733,0.118,0,1.554
indonesian_polar_417,Apakah tumbuhan Gambir dapat dimakan?,id,0.422,0.25,0.0,0.5,0.444,0.3,1,1.916
indonesian_polar_134,apakah kerajaan tertua di kepulauan maluku?,id,0.127,0.5,0.0,0.0,0.286,0.4,1,1.312
indonesian_content_10322,Siapa raja Raja Hongaria pertama?,id,0.0,0.333,0.0,0.0,0.733,0.118,0,1.184
indonesian_content_7335,Kapan Komputer ditemukan ?,id,0.092,0.0,0.0,0.333,1.0,0.0,0,1.425
indonesian_content_3780,siapakah orang tua Vishal Karwal?,id,0.074,0.222,0.0,0.0,0.556,0.176,0,1.028
indonesian_content_7828,dari manakah asal kata sakramental?,id,0.074,0.222,0.0,0.0,0.333,0.176,0,0.806
indonesian_polar_167,bisakah ratu inggris mendeklarasikan perang?,id,0.422,0.25,0.0,0.75,0.444,0.3,1,2.166
indonesian_polar_376,pernahkah Putri Di Dalam Petung menikah?,id,0.689,0.5,0.0,0.5,0.286,0.4,1,2.374
indonesian_content_9255,Kapan Nani Wartabone lahir ?,id,0.184,0.111,0.0,0.333,1.0,0.059,0,1.687
indonesian_content_4932,Dimana Kazimierz II meninggal?,id,0.184,0.111,0.0,0.333,0.667,0.059,0,1.354
indonesian_content_3826,berapakah jumlah korban Peristiwa Kapal Tujuh Provinsi?,id,0.026,0.444,0.0,0.0,0.667,0.294,0,1.432
indonesian_polar_50,apakah Clair Cameron Patterson masih hidup?,id,0.478,0.5,0.0,0.75,0.762,0.4,1,2.89
indonesian_polar_296,Apakah serial gundam merupakan tokoh robot ?,id,0.197,0.25,0.0,0.75,0.762,0.4,1,2.359
indonesian_content_3218,Berapa luas Nigeria?,id,0.0,0.0,0.0,0.0,1.0,0.0,0,1.0
indonesian_content_4413,berapakah jenis kecipir?,id,0.061,0.111,0.0,0.0,0.667,0.059,0,0.898
indonesian_content_9213,kapankah Love Nikki-Dress Up Queen dirilis pertama kali?,id,0.207,0.333,0.0,0.5,0.852,0.353,0,2.245
indonesian_content_4507,Siapa pewaris tunggal Britania Romawi?,id,0.046,0.222,0.0,0.0,0.733,0.118,0,1.119
indonesian_content_11977,siapakah pembalap Lotus Cars di formula1 tahun 2016?,id,0.184,0.222,0.0,0.0,0.407,0.353,0,1.167
indonesian_content_7246,Kapan Peristiwa Woyla terjadi ?,id,0.184,0.111,0.0,0.333,1.0,0.059,0,1.687
indonesian_polar_320,Apakah The Flash bercerita tentang superhero ?,id,0.267,0.25,0.0,0.75,0.524,0.4,1,2.191
indonesian_polar_110,Apakah HBx terdapat dalam tubuh manusia?,id,0.127,0.25,0.0,0.75,0.524,0.4,1,2.05
indonesian_polar_415,apakah bahasa Ibrani bahasa asli Alkitab?,id,0.127,0.5,0.0,0.0,0.524,0.4,1,1.55
indonesian_content_8211,Kapan kerajaan Negeri Sembilan terbentuk ?,id,0.23,0.222,0.0,0.333,0.733,0.118,0,1.637
indonesian_polar_20,Apakah Skizofrenia bisa diturunkan melalui gen ?,id,0.267,0.25,0.0,0.75,0.286,0.4,1,1.953
indonesian_content_173,Siapakah tokoh logaritma?,id,0.061,0.111,0.0,0.0,0.333,0.059,0,0.565
indonesian_polar_358,apakah Plutarkhos masih hidup?,id,0.337,0.25,0.5,0.5,0.333,0.2,1,2.121
indonesian_polar_319,Apakah Seoul dilalui Sungai Han?,id,0.084,0.25,0.0,0.75,0.722,0.3,1,2.107
indonesian_content_11831,Berapa halaman kitab Bhagawad Gita?,id,0.0,0.222,0.0,0.0,1.0,0.118,0,1.34
indonesian_content_1,Dari manakah asal Dr. H. Shofwan Karim Elha?,id,0.115,0.444,0.0,0.0,0.556,0.471,0,1.586
indonesian_polar_470,Apakah Balon Lebaran Ponorogo berbahaya?,id,0.422,0.5,0.0,0.5,0.722,0.3,1,2.444
indonesian_polar_191,apakah gastronomi mempelajari sejarah?,id,0.127,0.25,0.0,0.75,0.667,0.2,1,1.993
indonesian_polar_405,Apakah bakteri Bacillus thuringiensis berbaya pada manusia?,id,0.337,0.5,0.0,0.75,0.583,0.5,1,2.671
indonesian_polar_11,apakah Spam termasuk tindakan kriminal?,id,0.084,0.25,0.0,0.75,0.722,0.3,1,2.107
indonesian_polar_79,apakah spam dapat dihindari?,id,0.337,0.25,0.0,0.5,0.333,0.2,1,1.621
indonesian_polar_332,Apakah PES sama dengan FIFA ?,id,0.169,0.25,0.0,0.0,0.444,0.3,1,1.163
indonesian_polar_46,apakah teh mengandung kafein?,id,0.127,0.25,0.0,0.75,0.667,0.2,1,1.993
indonesian_content_7113,siapakah penulis cerita Harry Potter?,id,0.037,0.333,0.0,0.0,0.556,0.176,0,1.102
indonesian_polar_150,Adakah bendungan dapat digunakan untuk PLTA?,id,0.267,0.5,0.5,0.5,0.286,0.4,1,2.453
indonesian_polar_69,apakah Bianca Maria Visconti keturunan Raja?,id,0.127,0.5,0.0,0.0,0.762,0.4,1,1.788
indonesian_polar_350,Apakah Ya’juj dan Ma’juj manusia?,id,0.084,0.25,0.0,0.0,0.444,0.3,1,1.079
indonesian_polar_216,Apakah hepatitis B dapat disembuhkan?,id,0.422,0.25,0.0,0.5,0.444,0.3,1,1.916
indonesian_content_5820,jenis kucing domestik apakah yang paling kecil?,id,0.158,0.222,0.0,0.0,0.5,0.294,0,1.174
indonesian_polar_143,Apakah sistem kasta berlaku di India?,id,0.267,0.25,0.0,0.75,0.524,0.4,1,2.191
indonesian_polar_277,apakah Wasabi pedas?,id,0.056,0.25,0.0,0.0,0.583,0.1,1,0.99
indonesian_content_5908,Kapan Galileo Galilei lahir?,id,0.184,0.111,0.0,0.333,1.0,0.059,0,1.687
indonesian_content_11323,mata uang apakah yang digunakan di jepang?,id,0.158,0.222,0.5,0.333,0.333,0.294,0,1.841
indonesian_content_12019,Siapa yang menemukan paham Reduksionisme?,id,0.046,0.222,0.5,0.333,0.467,0.118,0,1.686
indonesian_content_3347,bisakah manusia melihat wujud elektron valensi?,id,0.092,0.222,0.0,0.5,0.619,0.235,0,1.669
indonesian_content_2241,Dimanakah kota suci agama Yahudi ?,id,0.074,0.222,0.0,0.0,0.556,0.176,0,1.028
indonesian_content_6816,Siapakah libretto oleh Lorenzo da Ponte?,id,0.061,0.333,0.0,0.0,0.429,0.235,0,1.059
indonesian_content_7557,Berapa lama Kerusuhan Poso terjadi?,id,0.276,0.111,0.0,0.5,1.0,0.118,0,2.005
indonesian_polar_444,Apakah gunung Bromo terletak di kota Malang?,id,0.217,0.25,0.0,0.75,0.583,0.5,1,2.3
indonesian_content_1179,berapakah jumlah orangutan yang amsih ada tahun 2015?,id,0.23,0.222,0.0,0.5,0.556,0.353,0,1.861
indonesian_polar_372,Adakah Kashmir dilalui oleh Sungai Indus?,id,0.127,0.5,0.5,0.5,0.524,0.4,1,2.55
indonesian_content_10246,Berapa lama Belanda menjajah Indonesia?,id,0.138,0.0,0.0,0.667,1.0,0.118,0,1.922
indonesian_content_10063,dimanakah radio pertama kali diciptakan?,id,0.221,0.111,0.0,0.5,0.778,0.176,0,1.786
indonesian_polar_183,apakah Telepon video bisa dilakukan dengan koneksi 3G?,id,0.285,0.25,0.0,0.75,0.444,0.6,1,2.329
indonesian_polar_235,apakah malin kundang berasal dari minangkabau?,id,0.267,0.25,0.0,0.75,0.524,0.4,1,2.191
indonesian_content_9086,Berapa kerajaan Perlak I berlangsung?,id,0.23,0.222,0.0,0.333,1.0,0.118,0,1.903
indonesian_content_11958,berapakah jumlah kecamatan di Nusa Tenggara Timur?,id,0.079,0.222,0.0,0.0,0.667,0.294,0,1.262
indonesian_polar_395,pernahkah Raja Rama IX menikah?,id,0.422,0.5,0.0,0.5,0.444,0.3,1,2.166
indonesian_polar_141,Adakah tank menggunakan peluru?,id,0.127,0.25,0.5,0.5,0.667,0.2,1,2.243
indonesian_content_4363,Apa yang mempengaruhi kecepatan CPU?,id,0.046,0.222,0.5,0.333,0.467,0.118,0,1.686
indonesian_content_5114,Kapan Guglielmo I lahir?,id,0.184,0.111,0.0,0.333,0.667,0.059,0,1.354
indonesian_content_3830,dimanakah Osias Beert dilahirkan?,id,0.184,0.111,0.0,0.333,0.733,0.118,0,1.48
indonesian_polar_455,Apakah Sukra seorang dewa dalam mitologi Hindu?,id,0.096,0.5,0.0,0.0,0.375,0.5,1,1.471
indonesian_content_1488,berapakah tinggi Patung Buddha Mengshan?,id,0.258,0.111,0.0,0.5,0.778,0.176,0,1.823
indonesian_polar_144,Apakah Salat Witir boleh dikerjakan setelah solat fardu?,id,0.285,0.25,0.0,0.75,0.444,0.6,1,2.329
indonesian_content_10913,siapakah dewa utama dalam agama Buddha ?,id,0.092,0.222,0.0,0.0,0.429,0.235,0,0.978
indonesian_polar_307,Apakah Krustasea dapat dikonsumsi manusia?,id,0.253,0.25,0.0,0.75,0.444,0.3,1,1.997
indonesian_polar_212,Apakah Buddha mempercayai Kehidupan setelah kematian?,id,0.127,0.5,0.0,0.75,0.524,0.4,1,2.3
indonesian_content_6597,Kapan Zainal Sabaruddin Nasution lahir ?,id,0.23,0.222,0.0,0.333,1.0,0.118,0,1.903
indonesian_polar_181,Apakah Perusahaan Jawatan Kereta Api termasuk BUMN?,id,0.398,0.75,0.0,0.75,0.792,0.5,1,3.189
indonesian_content_11316,siapakah istri George Herbert Walker Bush?,id,0.031,0.444,0.0,0.0,0.619,0.235,0,1.329
indonesian_polar_371,Apakah dewa brahmana berasal dari kepercayaan Hindu ?,id,0.217,0.25,0.0,0.75,0.583,0.5,1,2.3
indonesian_polar_178,Adakah minum bir dapat menyebabkan kecanduan?,id,0.337,0.5,0.5,0.5,0.524,0.4,1,2.761
indonesian_content_10536,Kapan Raden Mas Soewardi Soerjaningrat lahir?,id,0.258,0.333,0.0,0.333,1.0,0.176,0,2.101
indonesian_polar_356,apakah ada populasi manusia di Pulau Selaru?,id,0.096,0.5,0.0,0.5,0.583,0.5,1,2.18
indonesian_polar_218,apakah Dana desa masuk dalam Undang-Undang Desa?,id,0.217,0.25,0.0,0.75,0.583,0.5,1,2.3
indonesian_content_343,tahun berapakah Indonesia merdeka?,id,0.23,0.111,0.0,0.5,0.733,0.118,0,1.692
indonesian_polar_397,Adakah Yesus Kristus disalib?,id,0.337,0.5,0.5,0.375,0.667,0.2,1,2.579
indonesian_content_9326,Siapakah Julie Brown?,id,0.061,0.111,0.0,0.0,0.333,0.059,0,0.565
indonesian_polar_190,apakah Baitul Maqdis tempat Ibadah umat Yahudi?,id,0.036,0.75,0.0,0.0,0.792,0.5,1,2.078
indonesian_polar_84,bisakah kita bertani di pinggir pantai?,id,0.197,0.25,0.0,0.75,0.048,0.4,1,1.644
indonesian_polar_76,Apakah smartphone adalah telepon genggam?,id,0.253,0.25,0.0,0.0,0.444,0.3,1,1.247
indonesian_content_4478,Berapa luas Kepulauan Masalembo?,id,0.0,0.111,0.0,0.0,1.0,0.059,0,1.17
