unique_id,text,language,avg_links_len,avg_subordinate_chain_len,avg_verb_edges,lexical_density,n_tokens,question_type,complexity_score
indonesian_content_9458,Dimana Paus Fransiskus lahir ?,id,0.364,0.0,0.333,1.0,1.792,0,3.489
indonesian_content_7457,berapakah luas Kabupaten Sekadau?,id,-0.386,0.0,0.0,0.8,1.946,0,2.36
russian_polar_1498,Получил Оскар «Чужой» Ридли Скотта?,ru,-0.422,0.0,0.2,1.0,2.197,1,2.975
arabic_polar_357,هل يحتوي الفول على البروتين ؟,ar,-0.125,0.0,0.333,0.6,1.946,1,2.754
japanese_content_1795,全天周囲モニター・リニアシートの開発に初めて着手した会社は何？,ja,-0.037,1.0,0.333,0.533,2.833,0,4.662
korean_content_2915,애드호크라시가 처음 조직된 해는 언제인가?,ko,-0.223,1.0,0.3,1.0,1.946,0,4.023
korean_content_11221,한국예탁결제원과 고려신용등급은 어떤 관계인가?,ko,0.194,0.0,0.2,0.75,1.792,0,2.936
arabic_content_10660,متى وقعت معركة بلاتيا؟,ar,-0.349,0.0,0.333,0.5,1.792,0,2.276
english_polar_443,Are there any surviving members of the Norwegian Paus family?,en,0.535,0.0,0.2,0.6,2.485,1,3.82
indonesian_polar_247,apakah Raja Anund Jacob mempunyai anak?,id,0.209,0.0,0.75,0.857,2.197,1,4.013
finnish_polar_318,Oliko Robert Walker näyttelijä?,fi,0.207,0.0,0.0,0.75,1.792,1,2.749
english_content_8944,How is the flamenco guitar different from a regular guitar?,en,0.408,0.0,0.0,0.6,2.485,0,3.493
indonesian_content_1298,Kapan NEONOMORA lahir?,id,-0.136,0.0,0.333,1.0,1.609,0,2.806
arabic_content_13349,متى توفى كريستوفر كولومبوس؟,ar,-0.349,0.0,0.333,0.25,1.792,0,2.026
english_content_4905,When was Lou Lombardo born?,en,0.352,0.0,0.5,0.8,1.946,0,3.598
arabic_content_5536,كيف يعرف الذكاء في علم النفس ؟,ar,0.051,0.0,0.5,0.667,2.079,0,3.297
japanese_polar_1030,イタリアに現在でもモスクはある？,ja,0.765,1.0,0.6,0.5,2.303,1,5.168
russian_content_8436,Где было самое масштабное по жертвам землетрясение в 2018?,ru,0.547,0.0,0.0,0.556,2.398,0,3.501
english_polar_195,Has the Georgia Bulldogs football team won more games than the Georgia Tech Yellow Jackets?,en,0.623,0.0,0.4,0.733,2.833,1,4.589
korean_content_3386,덴포의 개혁은 언제 끝났나요?,ko,-0.14,0.0,0.4,1.0,1.792,0,3.052
finnish_polar_261,Onko Nicklas Bäckström pelannut Oulun Kärpissä?,fi,0.007,0.0,0.333,0.833,2.079,1,3.252
english_content_2346,Who was the first Holy Roman Emperor?,en,0.685,0.0,0.0,0.571,2.197,0,3.453
russian_content_6166,Год постройки здания Морского вокзала?,ru,-0.328,0.0,0.0,1.0,1.946,0,2.618
japanese_polar_191,鍼灸師に資格はあるか？,ja,-0.282,0.0,0.6,0.571,2.197,1,3.086
finnish_polar_1658,Oliko Italia Saksan liittolainen toisessa maailmansodassa?,fi,0.007,0.0,0.0,0.833,2.079,1,2.919
arabic_content_15241,ما هي الخوارزمية ؟,ar,0.151,0.0,0.0,0.333,1.609,0,2.093
indonesian_content_2241,Dimanakah kota suci agama Yahudi ?,id,-0.236,0.0,0.0,0.667,2.079,0,2.51
arabic_content_9433,متى استلم البابا فرنسيس البابوية الكاثوليكية؟,ar,-0.149,0.0,0.333,0.5,2.079,0,2.763
english_polar_256,Can all Grasshoppers fly?,en,-0.353,0.0,0.2,0.5,1.792,1,2.139
english_content_7734,When did Romans first occupy Israel?,en,0.052,0.0,0.667,0.833,2.079,0,3.631
finnish_polar_873,Onko muskimolilla dissosiatiivisia ominaisuuksia?,fi,-0.46,0.0,0.0,0.75,1.792,1,2.082
finnish_polar_2248,Onko tuuli aaltoliikettä ilmassa?,fi,0.207,0.0,0.0,0.75,1.792,1,2.749
english_polar_175,Are there long term side effects of antihistamine usage?,en,-0.02,0.0,0.4,0.778,2.398,1,3.556
indonesian_content_578,Berapakah populasi penduduk Kepulauan Sunda Kecil tahun 2010 ??,id,-0.011,0.0,0.0,0.778,2.485,0,3.252
english_polar_186,Is the Canadian government similar to England?,en,-0.187,0.0,0.0,0.571,2.197,1,2.581
english_content_3209,Where is Walt Disney?,en,-0.815,0.0,0.0,0.75,1.792,0,1.727
japanese_content_758,日本最大のリサイクル・ショップは何？,ja,-0.251,0.0,0.0,0.5,2.303,0,2.552
english_content_2171,What's the half-life of uranium?,en,0.185,0.0,0.0,0.429,2.303,0,2.917
arabic_polar_173,هل للقنب قابلية امتصاص جيدة؟,ar,-0.125,0.0,0.0,0.8,1.946,1,2.621
arabic_content_21470,متى عين إسماعيل ولد الشيخ أحمد مبعوث الأمم المتحدة الخاص إلى ليبيا؟,ar,0.196,0.0,0.333,0.417,2.639,0,3.585
arabic_content_17779,متى نهضت المملكة الفرنجية ؟,ar,-0.349,0.0,0.333,0.75,1.792,0,2.526
english_content_2967,What was the purpose of Cold War?,en,-0.315,0.0,0.0,0.429,2.197,0,2.311
finnish_polar_1038,Onko Suomessa työosuuskuntia?,fi,-0.793,0.0,0.0,0.667,1.609,1,1.483
finnish_polar_682,Käytetäänkö tutkimusreaktoria neutronien tuottamiseen?,fi,-0.127,0.0,0.333,1.0,1.792,1,2.998
arabic_content_2976,من هي وزيرة المرأة في تونس حاليا؟,ar,0.484,0.0,0.0,0.429,2.197,0,3.11
finnish_content_14876,Mikä painamo painoi Perillinen -kirjasarjan kirjat?,fi,-0.156,0.0,0.333,0.833,2.079,0,3.089
english_polar_283,Are diets with 800 or less calories dangerous?,en,1.98,0.0,0.0,0.5,2.303,1,4.783
english_content_189,Where was Louise-Marie-Madeleine Guillaume de Fontaine born?,en,4.227,0.0,0.5,0.889,2.565,0,8.181
russian_polar_858,Был ли представлен фильм «Я шагаю по Москве» на 17-м Каннском кинофестивале ?,ru,0.26,1.0,0.6,0.583,2.773,1,5.216
english_polar_902,Did Ion Călugăru live in Romania all his life?,en,0.105,0.0,0.6,0.556,2.398,1,3.659
russian_polar_1232,Захватил ли голод 1932 года Белоруссию?,ru,0.278,0.0,0.6,0.833,2.079,1,3.79
arabic_polar_151,هل أقرّت روسيا زواج المثليين؟,ar,-0.375,0.0,0.333,0.6,1.946,1,2.504
english_polar_1131,Can you survive a crucifixion?,en,-0.52,0.0,0.4,0.4,1.946,1,2.226
indonesian_polar_463,Apakah proses sedimentasi terjadi pada Estuari?,id,0.043,0.0,0.75,0.714,2.197,1,3.704
japanese_content_1941,初代アニメ版ドラえもんでノビタの声優を務めたのは誰？,ja,0.265,1.0,0.667,0.5,2.773,0,5.205
japanese_polar_284,軍艦エルトゥールル号は日本に到着した？,ja,-0.199,0.0,0.4,0.556,2.398,1,3.155
russian_content_8550,Сколько альбомов записано группой Limp Bizkit на сегодняшний день?,ru,0.172,0.0,0.5,0.556,2.398,0,3.626
english_polar_66,Does Punjab still exist?,en,-0.02,0.0,0.4,0.75,1.792,1,2.922
japanese_content_3139,ブリュール の主要産業は何？,ja,-0.365,0.0,0.0,0.5,2.079,0,2.214
indonesian_content_1799,berapakah luas wilayah Kesultanan Utsmaniyah?,id,-0.436,0.0,0.0,0.833,2.079,0,2.476
arabic_polar_1394,هل اللينكس نظام تشغيل؟,ar,-0.291,0.0,0.0,0.5,1.792,1,2.001
english_content_6692,What is the culture of Asia?,en,-0.548,0.0,0.0,0.333,2.079,0,1.864
english_polar_559,Are humans considered carnivores?,en,-0.687,0.0,0.6,0.75,1.792,1,2.455
japanese_polar_442,阪神・淡路大震災の時、東灘区は被害を受けましたか？,ja,0.384,0.0,0.8,0.562,2.944,1,4.69
korean_polar_292,감정표현규칙은 특히 감정노동이 수반되는 서비스 직종에서 중요한 개념인가요?,ko,0.777,1.0,0.417,1.0,2.303,1,5.497
indonesian_polar_217,Apakah Jamur kuping bisa dimakan ?,id,0.409,0.0,0.5,0.667,2.079,1,3.655
english_content_4186,Best ways to help with domestic violence issues?,en,-0.291,1.0,0.333,0.75,2.303,0,4.095
english_polar_773,Can Muslims drink alcohol?,en,-0.687,0.0,0.4,0.75,1.792,1,2.255
korean_content_4859,지토 천황 전임자는 누구인가요?,ko,-0.473,0.0,0.2,1.0,1.792,0,2.519
finnish_polar_329,Onko Tukholma aina ollut Ruotsin pääkaupunki?,fi,1.207,0.0,0.0,0.667,2.079,1,3.953
korean_content_1074,누가 자기장을 발견하는가?,ko,0.027,0.0,0.4,0.333,1.609,0,2.369
finnish_content_5115,Milloin Helsingfors Simsällskap -seura on perustettu?,fi,0.444,0.0,0.5,0.833,2.079,0,3.856
korean_polar_31,러시안 룰렛은 2명이 하는 게임인가요?,ko,-0.58,1.0,0.375,0.8,1.946,1,3.541
english_polar_478,Are there any endangered species in Ireland?,en,-0.187,0.0,0.4,0.571,2.197,1,2.981
korean_content_7419,일본 원자력 위원회는 언제 설립 되었나요?,ko,0.127,0.0,0.6,1.0,2.079,0,3.806
russian_polar_1010,Джефферсон Финис Дэвис был женат?,ru,0.078,0.0,0.0,0.8,1.946,1,2.824
english_content_4463,When was evidence of the Catopsbaatar first found?,en,1.423,0.0,0.667,0.625,2.303,0,5.018
japanese_content_5591,鹿児島県の県庁所在地はどこ,ja,-0.251,0.0,0.0,0.625,2.197,0,2.571
finnish_polar_1862,Onko Boúrtzin saarella linna?,fi,-0.46,0.0,0.0,0.75,1.792,1,2.082
indonesian_polar_116,Apakah Yamcha adalah tokoh antagonis ?,id,0.009,0.0,0.0,0.667,2.079,1,2.755
finnish_content_519,Kuinka moneen maakuntaan Katalonia on jaettu?,fi,0.644,0.0,0.667,0.667,2.079,0,4.057
korean_content_3372,정여립은 언제 사망했나요?,ko,0.027,0.0,0.4,1.0,1.609,0,3.036
english_content_8029,What is the longest book in the world?,en,-0.148,0.0,0.0,0.375,2.303,0,2.53
japanese_polar_302,アダム・スミスは小さな政府を提唱した？,ja,-0.171,0.0,0.4,0.5,2.485,1,3.214
korean_content_9801,교황과 추기경의 차이점은 무엇인가?,ko,-0.14,0.0,0.2,0.75,1.792,0,2.602
russian_polar_1732,Есть ли у Та́йсон Лю́к Фью́ри двоюродный брат-боксёр?,ru,0.65,0.0,0.8,0.75,2.303,1,4.503
russian_polar_1556,Есть карта приключений в игре Heroes of Might and Magic IV?,ru,0.278,0.0,0.2,0.455,2.565,1,3.498
finnish_polar_1877,Asuuko Kiinan vuoristossa ihmisiä?,fi,0.207,0.0,0.333,1.0,1.792,1,3.332
japanese_content_5346,名勝エクステルンシュタイネとは何？,ja,-0.165,0.0,0.0,0.5,2.079,0,2.414
arabic_polar_912,هل قلب السمكة يشتمل على حجرتين ؟,ar,0.175,0.0,0.5,0.667,2.079,1,3.421
english_content_3002,Who is the oldest gymnast to compete in the Olympics?,en,-0.259,1.0,0.333,0.4,2.485,0,3.959
indonesian_polar_295,Apakah pertunjukan Reog menggunakan musik latar?,id,-0.124,0.0,0.75,0.857,2.197,1,3.68
english_polar_447,Are cows sacred in Hindu?,en,-0.52,0.0,0.0,0.6,1.946,1,2.026
english_content_585,How many national parks are in Portugal?,en,-0.481,0.0,0.0,0.714,2.197,0,2.43
korean_polar_216,워싱턴 DC는 계획 도시인가요?,ko,-0.413,0.0,0.5,1.0,1.792,1,2.879
russian_polar_20,Бесконечна ли игра The Sims?,ru,-0.672,0.0,0.0,0.4,1.946,1,1.674
finnish_content_1359,Milloin Leonid Brezhnev syntyi?,fi,0.244,0.0,0.333,1.0,1.792,0,3.369
english_content_5611,When did the legend of the Excalibur sword originate?,en,1.727,0.0,0.333,0.556,2.398,0,5.014
arabic_polar_2311,هل حشرة الجراد غنية بالبروتين؟,ar,0.125,0.0,0.0,0.8,1.946,1,2.871
finnish_content_12566,Mikä oli Suomen ensimmäinen panimo?,fi,-0.006,0.0,0.0,0.6,1.946,0,2.54
english_content_766,How many seasons does Breaking Bad have?,en,-0.315,0.0,0.333,0.857,2.197,0,3.072
english_content_5037,How much is an Atari currently worth?,en,0.185,0.0,0.0,0.714,2.197,0,3.096
russian_content_12851,Где происходит действие игры Assassin’s Creed?,ru,-0.149,0.0,0.333,0.5,2.303,0,2.987
english_polar_977,Did the Havana hurricane make landfall in the US?,en,-0.02,0.0,0.6,0.556,2.398,1,3.534
arabic_polar_549,هل هناك علاج لمرض حمى الضنك؟,ar,-0.625,0.0,0.0,0.667,2.079,1,2.121
indonesian_polar_282,Apakah Theodore Beza pernah menulis buku?,id,0.209,0.0,1.0,0.857,2.197,1,4.263
english_content_7454,In what episode of Home and Away did the character Ruby Buckton first appear?,en,0.467,0.0,0.5,0.571,2.773,0,4.311
russian_content_3844,Какая масса «Могами»?,ru,-0.078,0.0,0.0,0.667,1.946,0,2.535
finnish_polar_457,Kasvaako valkosipulia Suomessa?,fi,-0.293,0.0,0.333,1.0,1.609,1,2.649
finnish_content_4026,Mihin machetea käytetään?,fi,-0.256,0.0,0.333,0.667,1.609,0,2.353
russian_content_9387,Когда был создан Международный Дельфийский комитет?,ru,0.222,0.0,0.5,0.833,2.079,0,3.634
finnish_polar_77,Onko Jani Keinänen pelannut jääkiekko Tanskassa?,fi,0.007,0.0,0.5,0.833,2.079,1,3.419
russian_content_7562,Чем говор отличается от произношения?,ru,-0.078,0.0,0.5,0.6,1.946,0,2.968
english_polar_97,Do you win money on fantasy football?,en,-0.187,0.0,0.6,0.571,2.197,1,3.181
russian_content_12658,Когда была основана КНА?,ru,-0.244,0.0,0.5,0.75,1.792,0,2.798
finnish_polar_1859,Onko PerkinElmer Inc.,fi,-0.793,0.0,0.167,1.0,1.609,1,1.983
russian_content_2588,Где живет Янукович в 2019 году?,ru,0.222,0.0,0.5,0.833,2.079,0,3.634
russian_content_1673,Кто руководил первой экспедицией на шхуне «Фрам»?,ru,0.256,0.0,0.5,0.714,2.398,0,3.868
finnish_content_14922,Mikä on Afrikan pisin joki?,fi,-0.006,0.0,0.0,0.6,1.946,0,2.54
arabic_polar_1936,هل تسقط بؤرة الضوء أمام الشبكية في الحسر؟,ar,0.518,0.0,0.5,0.625,2.303,1,3.946
russian_polar_233,Смогли ли предотвратить взрыв при аварии на АЭС Три-Майл-Айленд?,ru,-0.422,1.0,0.4,0.667,2.398,1,4.043
english_content_2621,What have the Montana Vigilantes done?,en,0.452,0.0,0.333,0.5,2.079,0,3.364
finnish_polar_749,Onko pullokuonodelfiinin selkäevässä luuta tai lihasta?,fi,-0.393,0.0,0.0,0.667,2.079,1,2.353
korean_polar_278,프리드리히 2세는 신성 로마 제국의 황제인가요?,ko,-0.28,0.0,0.5,0.833,2.079,1,3.132
russian_content_10713,Когда был открыт первый спутник Юпитера?,ru,-0.178,0.0,0.5,0.833,2.079,0,3.234
finnish_polar_1780,Onko tammi lautapeli?,fi,-0.293,0.0,0.0,0.667,1.609,1,1.983
japanese_content_4630,日本最古の野球漫画は何,ja,-0.565,0.0,0.0,0.667,2.079,0,2.181
korean_content_8997,유언자가 손으로 직접 쓰는 형식의 유언은 어떤 유언을 말하나요?,ko,0.277,1.0,0.333,1.0,2.398,0,5.008
arabic_polar_606,هل إستعمرت فرنسا مصر؟,ar,-0.291,0.0,0.333,0.5,1.792,1,2.334
english_content_2450,How many victims of human trafficking were reported in 2017 in Argentina?,en,-0.148,0.0,0.667,0.583,2.639,0,3.741
finnish_content_9484,Mikä on Suomen syvin järvi?,fi,-0.006,0.0,0.0,0.6,1.946,0,2.54
korean_polar_242,디젤 기관은 실린더 안에 공기를 압축해서 온도를 높인 후 연료를 실린더 안에 분출하면서 스스로 점화되도록 하는 장치인가요?,ko,0.67,1.0,0.5,0.824,2.944,1,5.938
arabic_content_18067,ما هي فترة أسوكا؟,ar,-0.016,0.0,0.0,0.25,1.792,0,2.026
finnish_content_7596,Mikä on Intian itsenäisyys päivä?,fi,-0.006,0.0,0.0,0.6,1.946,0,2.54
japanese_polar_787,ガス式のライターはある？,ja,-0.549,0.0,0.2,0.667,2.079,1,2.397
finnish_content_2457,Milloin kuulakärki kynä on keksitty?,fi,0.244,0.0,0.5,0.8,1.946,0,3.49
japanese_polar_1188,ベネディクト・アーノルド5世に子どもはいる？,ja,0.301,0.0,0.4,0.556,2.398,1,3.655
english_polar_603,Is it bad to eat gum?,en,-0.62,1.0,0.4,0.5,2.079,1,3.359
russian_content_4177,Какая зарплата у Ангелы Меркель в 2019 году?,ru,0.422,0.0,0.0,0.625,2.303,0,3.35
english_polar_1065,Did Empire fire Jessie?,en,-0.687,0.0,0.4,0.75,1.792,1,2.255
indonesian_polar_97,Apakah Yesus memiliki Ibu?,id,-0.291,0.0,0.75,0.8,1.946,1,3.205
japanese_content_1164,普仏戦争当時のフランスのトップは誰？,ja,-0.215,0.0,0.0,0.556,2.398,0,2.739
russian_polar_596,Был Па́вел Ива́нович Ме́льников женат?,ru,0.578,0.0,0.0,0.8,1.946,1,3.324
russian_polar_973,Имеет фотон массу?,ru,-0.422,0.0,0.4,1.0,1.609,1,2.587
japanese_polar_657,髪の色は遺伝子で決定する？,ja,-0.199,0.0,0.4,0.556,2.398,1,3.155
japanese_polar_335,潜水艦スレッシャーは戦争に参加した？,ja,-0.199,0.0,0.4,0.556,2.398,1,3.155
korean_polar_195,산스크리트어는 베다 산스크리트어의 발전형인가요?,ko,-0.413,0.0,0.5,1.0,1.792,1,2.879
arabic_content_9084,متى تأسست شركة نظام تيرنر للبث؟,ar,-0.149,0.0,0.333,0.5,2.079,0,2.763
indonesian_polar_115,Apakah Blok Cepu merupakah ladang penghasil minyak tertua di dunia?,id,0.028,0.0,1.0,0.75,2.639,1,4.417
indonesian_content_9650,Dimana Robert Guiscard lahir ?,id,0.364,0.0,0.333,1.0,1.792,0,3.489
finnish_content_6746,Missä oli Suomen ensimmäinen jääkiekko kenttä?,fi,0.044,0.0,0.0,0.667,2.079,0,2.79
indonesian_polar_240,apakah Sunan Kudus pernah menikah?,id,0.409,0.0,0.75,0.833,2.079,1,4.071
russian_content_281,Кто первым в мире совершил Ка́минг-а́ут?,ru,0.589,0.0,0.5,0.714,2.197,0,4.0
japanese_content_6153,プロレスの起源はどこ？,ja,-0.465,0.0,0.0,0.4,1.946,0,1.881
japanese_polar_995,ウガンダに独裁政権は存在した？,ja,-0.092,0.0,0.4,0.5,2.303,1,3.111
arabic_content_7735,ما النظام السياسي في العراق؟,ar,0.151,0.0,0.0,0.6,1.946,0,2.697
korean_content_7483,장수말벌이 가장 많은 나라는 어디인가?,ko,-0.223,0.0,0.2,1.0,1.946,0,2.923
finnish_polar_489,Onko Lemony Snicketin oikea nimi Daniel Handler?,fi,0.207,0.0,0.0,0.857,2.197,1,3.261
russian_content_11009,Кто был главным художником игры Freelancer?,ru,0.022,0.0,0.0,0.5,2.079,0,2.601
japanese_content_5542,Twelve Years a Slaveが映画化されたのはいつ,ja,0.701,0.0,0.0,0.462,2.639,0,3.802
finnish_content_10174,Kuka on luonut internetin?,fi,-0.423,0.0,0.333,0.5,1.792,0,2.202
english_content_8621,What style of music does Karolina Gočeva produce?,en,0.138,0.0,0.333,0.625,2.303,0,3.399
indonesian_content_9888,Kapan novel We Need to Talk About Kevin dirilis?,id,0.989,0.0,0.333,1.0,2.398,0,4.72
