unique_id,text,language,avg_links_len,avg_max_depth,avg_subordinate_chain_len,lexical_density,n_tokens,question_type,complexity_score
arabic_polar_691,هل تمنع أنسداد قناة فالوب حدوث الحمل عند المرأة؟,ar,0.0,0.175,0.0,0.667,2.398,1,3.24
arabic_content_6707,من هم الشوايا؟,ar,-0.349,-1.8,0.0,0.333,1.609,0,-0.207
arabic_content_16313,من بنى مسجد صلاح الدين الايوبي ؟,ar,-0.149,0.2,0.0,0.5,2.079,0,2.63
arabic_polar_870,هل يعتبرالكودين هو المركب الأساسي للافيونات الضعيفة؟,ar,0.042,-0.825,0.0,0.429,2.197,1,1.843
arabic_content_2909,كيف تتم عملية غسل الرأي العام؟,ar,-0.349,1.2,0.0,0.833,2.079,0,3.763
arabic_content_11079,من قام برسم لوحة عودة الولد الضال؟,ar,-0.206,2.2,0.0,0.75,2.303,0,5.047
arabic_polar_479,هل نجحت عملية نجم سهيل ؟,ar,-0.625,0.175,0.0,0.6,1.946,1,2.096
arabic_content_6995,متى ولدت الممثلة أودري هيبورن ؟,ar,-0.099,0.2,0.0,0.4,1.946,0,2.447
arabic_content_7294,كم عدد المنظمات اليهودية المناهضة للسلوك الاسرائيلي؟,ar,-0.064,2.2,0.0,0.75,2.303,0,5.189
arabic_polar_1936,هل تسقط بؤرة الضوء أمام الشبكية في الحسر؟,ar,0.518,-0.825,0.0,0.625,2.303,1,2.621
arabic_polar_1087,هل السعودية عضو في الأمم المتحدة ؟,ar,-0.225,-0.825,0.0,0.667,2.079,1,1.696
arabic_content_8618,من هو مؤسس حركة حقوق الآباء ؟,ar,-0.149,0.2,0.0,0.667,2.079,0,2.797
arabic_content_17271,ما هو عدد حروف العطف في اللغة العربية ؟,ar,0.222,0.2,0.0,0.625,2.303,0,3.35
arabic_polar_1412,هل يأكل فرس النهر اللحوم؟,ar,-0.425,0.175,0.0,0.5,2.079,1,2.329
arabic_polar_2053,هل يجب تنظيم ندوات في المدارس وأماكن العمل بخصوص الإهتمام بالنظافة الشخصية ؟,ar,-0.24,5.175,0.0,0.786,2.773,1,8.494
arabic_polar_2127,هل يمكن إزالة الندوب؟,ar,-0.625,-0.825,0.0,0.75,1.792,1,1.092
arabic_content_14669,ما هي المصالح المرسلة في علم أصول الفقه؟,ar,0.026,2.2,0.0,0.556,2.398,0,5.18
arabic_content_7207,ماهى آلة مرطب الهواء ؟,ar,-0.349,0.2,0.0,0.75,1.792,0,2.393
arabic_polar_2285,هل حصل البرتغال على كأس العالم عام 2004؟,ar,0.233,-0.825,0.0,0.5,2.303,1,2.211
arabic_polar_2405,هل يعتمد بناء المساجد الزخارف الإسلامية؟,ar,-0.225,-0.825,0.0,0.833,2.079,1,1.862
arabic_polar_2187,هل من الممكن ان يحدث سرطان الثدي عند الرجال؟,ar,0.0,0.175,1.0,0.556,2.398,1,4.129
arabic_content_5533,من أكثر ذكر في القرآن؟,ar,-0.099,0.2,0.0,0.6,1.946,0,2.647
arabic_content_19393,ماهو سبب حرب صيف 1994 ؟,ar,-0.349,1.2,0.0,0.6,1.946,0,3.397
arabic_polar_514,هل قبيلة مذحج كانت تابعة لمملكة سبأ ؟,ar,0.209,-0.825,0.0,0.571,2.197,1,2.152
arabic_content_10139,أين ولد جان سيبيليوس ؟,ar,-0.016,-0.8,0.0,0.25,1.792,0,1.226
arabic_polar_151,هل أقرّت روسيا زواج المثليين؟,ar,-0.375,-0.825,0.0,0.6,1.946,1,1.346
arabic_content_19455,ما هو أكبر جيش في العالم؟,ar,0.251,0.2,0.0,0.5,2.079,0,3.03
arabic_polar_1973,هل البوذية ديانة سماوية؟,ar,-0.291,-1.825,0.0,0.75,1.792,1,0.426
arabic_polar_1308,هل القديس أنطونيوس الكبير هو مؤسس الحركة الرهبانية في العالم ؟,ar,0.487,0.175,0.0,0.6,2.485,1,3.747
arabic_content_15750,متى انضمت ايطاليا للاتحاد الأوربي؟,ar,0.051,-0.8,0.0,0.5,2.079,0,1.83
arabic_content_19067,ما هي الريجفدا؟,ar,0.151,-1.8,0.0,0.0,1.609,0,-0.04
arabic_polar_74,هل يساعد الكالسيوم في تقوية العظام؟,ar,-0.225,-0.825,0.0,0.5,2.079,1,1.529
arabic_polar_1279,هل تم تطوير لقاح للوقاية من فيروس سارس؟,ar,-0.375,2.175,0.0,0.556,2.398,1,4.754
arabic_polar_1797,هل تطل أفغانستان على بحر؟,ar,-0.125,-0.825,0.0,0.6,1.946,1,1.596
arabic_polar_309,هل يمكن إستغلال الطاقة الكهرومائية في دول العالم الثالث ؟,ar,-0.25,1.175,0.0,0.778,2.398,1,4.101
arabic_polar_1432,هل تعد دولة (جزر القمر) من الدول العربية؟,ar,0.375,0.175,0.0,0.75,2.485,1,3.785
arabic_polar_2245,هل مات الرئيس أنور السادات بمرض السرطان؟,ar,0.09,0.175,0.0,0.5,2.303,1,3.068
arabic_polar_2115,هل تمتلك الصومال اكبر ثروة حيوانية على مستوى الدول العربية؟,ar,0.042,0.175,0.0,0.7,2.485,1,3.402
arabic_content_8592,كم استمرت الحرب الباردة ؟,ar,-0.349,-0.8,0.0,0.75,1.792,0,1.393
arabic_polar_1250,هل سبق وحكم أي رئيس الأمريكي الولايات المتحدة لأكثر من ولايتين؟,ar,0.292,1.175,0.0,0.692,2.708,1,4.867
arabic_polar_468,هل غالبية سكان في تركمانستان هم مسلمون؟,ar,1.042,1.175,0.0,0.571,2.197,1,4.985
arabic_content_6635,من هو الرئيس الثاني والثلاثين للولايات المتحدة؟,ar,0.401,0.2,0.0,0.444,2.398,0,3.443
arabic_polar_1163,هل الإحصاء هو طريقة لمعالجة المعلومات؟,ar,0.042,-0.825,0.0,0.571,2.197,1,1.985
arabic_content_13478,من هو ابو الاسود الدؤلي ؟,ar,0.151,-0.8,0.0,0.2,1.946,0,1.497
arabic_content_7257,ما هو أحسن هدّاف في المنتخب الكويتي لكرة القدم في التاريخ؟,ar,0.833,1.2,0.0,0.583,2.639,0,5.255
arabic_polar_697,هل النكت المهينة تعتبر من ضمن التحرش الجنسي ؟,ar,0.233,0.175,0.0,0.625,2.303,1,3.336
arabic_polar_107,هل تعد الحشرات من ذوات الدم البارد؟,ar,-0.291,0.175,0.0,0.714,2.197,1,2.795
arabic_polar_412,هل تستعمل المصطلحات التشريحية اللغة اللاتينية ؟,ar,-0.125,-0.825,0.0,0.714,2.197,1,1.961
arabic_polar_1189,هل إستقت مليلة من حكم إسبانيا؟,ar,-0.225,-0.825,0.0,0.5,2.079,1,1.529
arabic_content_2126,في أي عامٍ أعلنة اليابان إستسلامها خلال الحرب العالمية الثانية ؟,ar,0.151,0.2,0.0,0.727,2.565,0,3.643
arabic_polar_756,هل شاركت كندا في الحرب العالمية الأولى؟,ar,-0.125,-0.825,0.0,0.571,2.197,1,1.818
arabic_polar_1885,هل يمكن صنع النبيذ من فواكه أخرى غير العنب؟,ar,-0.25,1.175,0.0,0.778,2.398,1,4.101
arabic_content_20897,متى تم تعيين سواريث أدولفو رئيساً لإسبانيا ؟,ar,-0.016,0.2,0.0,0.571,2.197,0,2.952
arabic_content_11600,في أي عام تشكل الاتحاد الدولي للكيمياء البحتة والتطبيقية؟,ar,0.026,0.2,0.0,0.889,2.398,0,3.513
arabic_content_21660,ماهو تصلب الشرايين ؟,ar,-0.349,-0.8,0.0,0.667,1.609,0,1.127
arabic_content_14144,كم يبلغ قطر الأرض؟,ar,-0.349,-0.8,0.0,0.75,1.792,0,1.393
arabic_content_15105,كم عدد الحروف في اللغة الصينية؟,ar,0.251,-0.8,0.0,0.667,2.079,0,2.197
arabic_polar_1208,هل توجد رابطة حقوق الإنسان في البحرين؟,ar,0.042,0.175,0.0,0.714,2.197,1,3.128
arabic_content_15547,متى دارت أحداث معركة رأس العش؟,ar,-0.349,1.2,0.0,0.833,2.079,0,3.763
arabic_content_11883,متى تأسست جمعية الاتحاد العثماني؟,ar,-0.349,0.2,0.0,0.8,1.946,0,2.597
arabic_content_9927,من إكتشف القارّة الأمريكية؟,ar,-0.349,-0.8,0.0,0.75,1.792,0,1.393
arabic_content_3766,اين يوجد معبر رفح؟,ar,-0.349,-0.8,0.0,0.75,1.792,0,1.393
arabic_polar_702,هل القسم الشرقي من الأناضول يسمى هضبة أرمينيا ؟,ar,0.661,0.175,0.0,0.625,2.303,1,3.764
arabic_content_5343,كم عدد تكبيرات صلاة العيد ؟,ar,-0.349,1.2,0.0,0.8,1.946,0,3.597
arabic_content_9333,متى ولد الممثل جوني ديب؟,ar,-0.099,0.2,0.0,0.4,1.946,0,2.447
arabic_content_7053,متي تأسست شركة والت ديزني ؟,ar,-0.349,0.2,0.0,0.4,1.946,0,2.197
arabic_content_16821,بماذا تختص دراسة علم ميكانيكا التربة ؟,ar,-0.349,1.2,0.0,0.571,2.197,0,3.619
arabic_polar_1532,هل المستقبلات التي توجد في الجلد هي أعصاب صاعدة ؟,ar,1.0,1.175,1.0,0.556,2.398,1,6.129
arabic_content_931,كم متر في 100 كيلومتر؟,ar,-0.099,0.2,0.0,0.4,1.946,0,2.447
arabic_polar_376,هل العيد الذي يتلو شهر رمضان هو عي,ar,1.09,1.175,1.0,0.625,2.197,1,6.087
arabic_polar_494,هل غرينلاند هي أكبر جزيرة في العالم؟,ar,0.209,-0.825,0.0,0.429,2.197,1,2.01
arabic_polar_1086,هل تستخدم طاقة الرياح في شمال أفريقيا ؟,ar,-0.125,-0.825,0.0,0.571,2.197,1,1.818
arabic_content_19627,ماهو أرخص نوع ماشية في الشرق الاوسط في عام 2005؟,ar,0.651,-0.8,0.0,0.6,2.485,0,2.936
arabic_polar_100,هل يوجد جزء اقوى في الدماغ فعلاً؟,ar,0.542,-0.825,0.0,0.714,2.197,1,2.628
arabic_content_3797,ما هي عاصمة ولاية ماساشوستس؟,ar,-0.099,0.2,0.0,0.4,1.946,0,2.447
arabic_polar_1259,هل يسمح تملك الاراضي للاجانب في الجزائر؟,ar,0.375,0.175,0.0,0.625,2.303,1,3.478
arabic_content_14275,متي ولد حمود بن عبد الله بن عقلاء؟,ar,0.508,1.2,0.0,0.375,2.303,0,4.386
arabic_content_8090,كم قيمة جائزة عبد العزيز سعود البابطين للإبداع الشعري سنة 2018؟,ar,1.251,1.2,0.0,0.545,2.565,0,5.561
arabic_content_5830,ما هو النقد الالكتروني ؟,ar,-0.016,-0.8,0.0,0.5,1.792,0,1.476
arabic_polar_2286,هل الببر السومطري مهدد بلانقراض ؟,ar,0.125,-0.825,0.0,0.8,1.946,1,2.046
arabic_polar_389,هل قصبة الجزائرهي مكان سياحي؟,ar,0.125,-0.825,0.0,0.6,1.946,1,1.846
arabic_content_17136,من هو الهداف التاريخي للفريق الانجليزي لكرة القدم ؟,ar,0.206,1.2,0.0,0.6,2.485,0,4.491
arabic_polar_513,هل من الممكن إعادة تدوير الفولاذ؟,ar,-0.425,0.175,0.0,0.667,2.079,1,2.496
arabic_content_8007,كم عدد الدول التي تملك حدوداً برية مع اليمن؟,ar,0.026,3.2,1.0,0.667,2.398,0,7.291
arabic_polar_433,هل توفي اللاعب الهادي بالرخيصة على أرض ملعب كرة القدم؟,ar,0.042,1.175,0.0,0.7,2.485,1,4.402
arabic_content_20859,من الممثلة التي تزوّجها براد بيت ؟,ar,0.151,0.2,1.0,0.286,2.197,0,3.834
arabic_polar_1251,هل فيسبوك شركة مساهمة مسهمة؟,ar,-0.125,-1.825,0.0,0.6,1.946,1,0.596
arabic_polar_664,هل الكيراتين بروتين؟,ar,-0.125,-1.825,0.0,0.667,1.609,1,0.326
arabic_content_6210,متي بدأ عصر النهضة في أوروبا؟,ar,0.251,-0.8,0.0,0.5,2.079,0,2.03
arabic_content_9069,من هو أول عالم فيزياء فاز بجائزة نوبل ؟,ar,-0.064,2.2,1.0,0.75,2.303,0,6.189
arabic_polar_1632,هل تعتبر إسرائيل دولة إحتلال لدى الأمم المتحدة؟,ar,0.09,-0.825,0.0,0.75,2.303,1,2.318
arabic_polar_59,هل تنتج سلمونيلا كبريت الهيدروجين؟,ar,-0.625,0.175,0.0,0.2,1.946,1,1.696
arabic_content_9522,من هو اول امبراطور روماني ؟,ar,-0.099,0.2,0.0,0.4,1.946,0,2.447
arabic_polar_16,هل الحكم للأقليّة في النظام الديكتاتوري؟,ar,-0.225,-0.825,0.0,0.667,2.079,1,1.696
arabic_content_18059,متى ولدت الممثلة شرادها كابور؟,ar,0.051,0.2,0.0,0.5,2.079,0,2.83
arabic_content_7610,متى إستقلت كوبا من إسبانيا ؟,ar,0.151,-0.8,0.0,0.2,1.946,0,1.497
arabic_content_13350,ما هي عاصمة بولندا؟,ar,-0.016,-0.8,0.0,0.25,1.792,0,1.226
arabic_content_12113,من هو آية الله الخميني ؟,ar,-0.099,0.2,0.0,0.2,1.946,0,2.247
arabic_polar_284,هل سرعة الريح تساعد على تشكل الصقيع؟,ar,0.042,-0.825,0.0,0.714,2.197,1,2.128
arabic_polar_1878,هل يعد جورج واشنطن من مؤسسي الولايات المتحدة الأميركية؟,ar,-0.125,0.175,0.0,0.556,2.398,1,3.004
arabic_content_5407,ما آخر مؤلفات باروخ سبينوزا ؟,ar,-0.099,1.2,0.0,0.4,1.946,0,3.447
arabic_content_6695,ما هي اللغة الحميرية؟,ar,-0.016,-0.8,0.0,0.5,1.792,0,1.476
arabic_polar_2194,هل كانت المجر متحالفة مع دول المحور في الحرب العالمية الثانية؟,ar,0.275,0.175,0.0,0.636,2.565,1,3.651
arabic_polar_1668,هل مجنب الكويكبات حقيقي ؟,ar,-0.291,-1.825,0.0,0.25,1.792,1,-0.074
arabic_polar_933,هل ظهر أبراهام لينكولن في قصص لاكي لوك؟,ar,-0.053,0.175,0.0,0.25,2.303,1,2.675
arabic_polar_2058,هل سبق ولعب اللاعب زلاتان ابراهيموفيتش لنادي يوفنتوس ؟,ar,0.0,1.175,0.0,0.333,2.398,1,3.906
arabic_content_158,متى استقلت لبنان ؟,ar,-0.349,-1.8,0.0,0.667,1.609,0,0.127
arabic_content_9084,متى تأسست شركة نظام تيرنر للبث؟,ar,-0.149,0.2,0.0,0.5,2.079,0,2.63
arabic_content_6345,ما هي دراسة الجدوى؟,ar,-0.016,-0.8,0.0,0.5,1.792,0,1.476
arabic_content_18667,في أي عام تم بناء جدار برلين ؟,ar,-0.183,0.2,0.0,0.714,2.197,0,2.928
arabic_content_2984,كم عدد أسنان الانسان؟,ar,-0.349,0.2,0.0,0.75,1.792,0,2.393
arabic_polar_85,هل التبرع بالدم ينقذ المريض من الموت ؟,ar,0.518,0.175,0.0,0.5,2.303,1,3.496
arabic_polar_205,هل السمنة مرض وراثي؟,ar,-0.291,-1.825,0.0,0.75,1.792,1,0.426
arabic_polar_2006,هل يمكن إضافة خاصية الألوان في لغة الاتش تي ام ال؟,ar,-0.125,1.175,0.0,0.455,2.565,1,4.07
arabic_content_8032,كم يبلغ امتداد سلسلة سييرا نيفادا؟,ar,-0.149,1.2,0.0,0.5,2.079,0,3.63
arabic_polar_811,هل يعتبر الخفاش من الثدييَّات ؟,ar,-0.125,-0.825,0.0,0.6,1.946,1,1.596
arabic_polar_480,هل يعتبر الشيعة اغلبية في البحرين؟,ar,-0.225,0.175,0.0,0.667,2.079,1,2.696
arabic_polar_1884,هل الأذن من الأعضاء الدائمة النمو في جسم الإنسان؟,ar,-0.375,2.175,0.0,0.667,2.398,1,4.865
arabic_content_8548,ما مساحة جمهورية البوسنة والهرسك ؟,ar,-0.349,1.2,0.0,0.6,1.946,0,3.397
arabic_polar_1248,هل خير الدين بربروس باشا عثماني الأصل؟,ar,0.375,0.175,0.0,0.571,2.197,1,3.318
arabic_polar_443,هل برتبط جهاز المخابرات بمجلس الامن القومي؟,ar,-0.053,-0.825,0.0,0.75,2.303,1,2.175
arabic_polar_983,هل يسبب عقارالاكستاسي الإدمان؟,ar,-0.291,-1.825,0.0,0.5,1.792,1,0.176
arabic_polar_536,هل النزيف في العين من أعراض التنكس البقعي؟,ar,0.518,0.175,0.0,0.625,2.303,1,3.621
arabic_polar_2390,هل إسبدلت شبكات التواصل الإجتماعي التسويق التقليدي ؟,ar,0.125,0.175,0.0,0.778,2.398,1,3.476
arabic_content_4344,من هو مدير قناة روتانا الفضائية ؟,ar,0.051,-0.8,0.0,0.5,2.079,0,1.83
arabic_polar_62,هل هناك علاج لي حمي ماربور؟,ar,-0.025,0.175,0.0,0.333,2.079,1,2.562
arabic_polar_1188,هل الكريات البيضاء قادرة على مقاومة مواد معينة ضارة مثل البكتيريا والفيروسات؟,ar,0.125,2.175,0.0,0.615,2.708,1,5.623
arabic_polar_1690,هل تستخرج بعض الأدوية من سمّ الأفاعي؟,ar,-0.196,0.175,0.0,0.625,2.303,1,2.907
arabic_polar_2319,هل زراعة الارز شبه المائي صالحة في نهر النيل؟,ar,0.375,1.175,0.0,0.778,2.398,1,4.726
arabic_content_21871,من هو مؤسس جامعة العلوم والتكنولوجيا الأردنية ؟,ar,0.365,1.2,0.0,0.625,2.303,0,4.493
arabic_polar_634,هل اسطنبول هي عاصمة تركيا ؟,ar,0.125,-1.825,0.0,0.2,1.946,1,0.446
arabic_polar_775,هل يمكن طي الحديد يدوياً؟,ar,-0.125,-0.825,0.0,0.8,1.946,1,1.796
arabic_polar_84,هل سبق وفرضت روسيا عقوبات على الولايات المتحدة الأميركية؟,ar,0.042,0.175,0.0,0.6,2.485,1,3.302
arabic_content_13208,ما هو العصر الجليدي؟,ar,-0.016,-0.8,0.0,0.5,1.792,0,1.476
arabic_polar_2172,هل روسيا البيضاء آمنة للسياح ؟,ar,0.125,-0.825,0.0,0.6,1.946,1,1.846
arabic_content_15262,"متى صدر فيلم ""اميستاد""؟",ar,-0.016,-0.8,0.0,0.5,2.079,0,1.763
arabic_polar_51,هل توجد قبائل طوراق في المغرب؟,ar,-0.025,-0.825,0.0,0.667,2.079,1,1.896
arabic_polar_1068,هل الزئبق معدن ؟,ar,-0.125,-1.825,0.0,0.667,1.609,1,0.326
arabic_polar_495,هل توصّل الكنعانيون إلى بناء الخزانات الأرضية (الصهاريج) فوق السطوح؟,ar,0.487,0.175,0.0,0.6,2.639,1,3.901
arabic_content_1031,من هو سقراط؟,ar,0.151,-0.8,0.0,0.333,1.609,0,1.293
arabic_polar_1954,هل تولى الرئيس حسني الزعيم رئاسة سوريا بإنقلاب عسكري؟,ar,0.5,0.175,0.0,0.444,2.398,1,3.517
arabic_polar_653,هل دمر هتلر بولندا أثناء الحرب؟,ar,-0.025,-0.825,0.0,0.333,2.079,1,1.562
