unique_id,text,language,avg_max_depth,avg_subordinate_chain_len,avg_verb_edges,lexical_density,n_tokens,question_type,complexity_score
fi_content_134,Miten saada nainen nauttimaan arkiseksistä?,fi,-0.743,1.0,0.4,1.0,1.946,0,3.603
fi_polar_14,"Ovatko naiset siis todella mustasukkaisia toisistaan, vaan yrittävätkö he vain selvitä kuolaavien käpyaivojensa kanssa minimaalisella häpeän määrällä?",fi,1.336,1.0,0.4,0.706,2.996,1,6.438
fi_polar_53,Onko Granfeltilta tilattu tutkimustulos vai tutkimustyö?,fi,0.336,0.0,0.4,0.667,2.079,1,3.482
fi_content_44,Miten sitä enää jaksaa?,fi,-1.743,0.0,0.6,1.0,1.792,0,1.649
fi_content_61,"Jos roolit ovat toisinpäin, ajattelee ""Mitä vittua?""",fi,-0.743,1.0,0.4,0.571,2.485,0,3.713
fi_content_55,"”Tietävätköhän Jumalat nyt, mitä ovat tekemässä?”",fi,-0.743,1.0,0.4,0.667,2.398,0,3.722
fi_content_88,"Kysyipä joku epähienotunteisesti, että miten lienee sosialidemokraattien laita?",fi,0.257,1.0,0.6,0.75,2.398,0,5.005
fi_polar_80,Onko tosiaan näin?,fi,-1.664,0.0,0.0,0.667,1.609,1,0.612
fi_polar_59,Taruako lienee vai totta?,fi,-0.664,0.0,0.0,0.5,1.792,1,1.628
fi_polar_15,Mutta uskaltaako se mennä yksin jossain metroasemalla poistamaan oksennukseensa sammuneen nistin?,fi,2.336,1.5,0.4,0.727,2.565,1,7.528
fi_polar_93,Onko kaikki se odottaminen sitten tarpeellista?,fi,-0.664,0.0,0.0,0.5,2.079,1,1.915
fi_polar_63,Vieläkö Bosniaan pystyy antamaan avustusta?,fi,-0.664,1.0,0.4,1.0,1.946,1,3.682
fi_content_131,Miten nainen voisi viljellä sitten sitä arkiromantiikkaa vähän enemmän?,fi,-0.743,0.0,1.0,0.778,2.398,0,3.433
fi_content_93,Ei kai kukaan kaipaa sinne takaisin?,fi,-0.743,0.0,0.6,0.667,2.079,0,2.603
fi_polar_81,Onko lainan ottamiseen varaa?,fi,0.336,0.0,0.2,1.0,1.792,1,3.328
fi_content_97,Mutta mitä ihmettä?,fi,-1.743,0.0,0.0,0.333,1.609,0,0.199
fi_content_7,Mitä jos uudistuisimme kevään kynnyksellä juuri näin?,fi,-0.743,0.0,0.8,0.714,2.197,0,2.968
fi_polar_57,Suostutteko keskustapuolueen uudeksi puheenjohtajaksi?,fi,-0.664,0.0,0.2,1.0,1.792,1,2.328
fi_content_19,Kuinka se on mahdollista?,fi,-1.743,0.0,0.0,0.5,1.792,0,0.549
fi_content_110,Miten oppiminen toimi valtion ja kirkon intressien välineenä?,fi,2.257,0.0,0.6,0.875,2.303,0,6.035
fi_content_113,Mihin niitä kelaatteja sitten käytetään?,fi,-0.743,0.0,0.6,0.6,1.946,0,2.403
fi_content_126,Mikä on sitä arkiromantiikkaa sitten?,fi,-0.743,0.0,0.0,0.4,1.946,0,1.603
fi_content_52,"”Miksi Carla sitten sanoo, että se on maanpäällinen Helvetti?”",fi,-0.743,1.0,0.8,0.667,2.639,0,4.363
fi_content_1,Mitä minä ihan oikeasti puhun?,fi,-0.743,0.0,0.6,0.6,1.946,0,2.403
fi_content_46,"Miksi pitää kiinni kenestäkään, kun myöhemmin pakotetaan kuitenkin päästämään irti?",fi,0.257,2.0,0.6,0.8,2.565,0,6.222
fi_polar_0,Onko ammatillinen uskottavuuteni noin pientä..?,fi,-0.664,0.0,0.0,0.8,2.079,1,2.215
fi_polar_17,PIKKUVAIMO: Saadaanko sitten varmasti pronssia?,fi,-0.664,0.0,0.6,1.0,2.079,1,3.015
fi_content_122,"Kuka niihin pystyy vaikuttamaan, jos ei ministeri?",fi,-0.743,1.0,0.4,0.571,2.303,0,3.531
fi_polar_103,Olisiko se toisen passaaminen osa sitä arkiromantiikkaa?,fi,-0.664,0.0,0.0,0.429,2.197,1,1.962
fi_polar_108,- Sinäkö kilpailisit ylimysten rikkauksien kanssa sienilläsi?,fi,-0.664,0.0,0.6,0.667,2.197,1,2.8
fi_content_47,”Kuka muka pakottaa?,fi,-1.743,0.0,0.4,0.667,1.792,0,1.116
fi_content_26,PIKKUVAIMO: Mitä sä naurat?,fi,-0.743,0.0,0.4,0.5,1.946,0,2.103
fi_content_54,"Miksi Jumalat olisivat sinne matkalla, ellei se olisi paratiisi?”",fi,-0.743,1.0,0.0,0.5,2.639,0,3.396
fi_polar_74,"Eikö tahdossa löytää itse se tapa, jolla eläminen tekee kaikkein onnellisimmaksi, ole kunnianhimoa kerrakseen?",fi,2.336,1.0,0.4,0.714,2.89,1,7.34
fi_polar_21,Oliko Helsingissä tehty päätös sittenkin hätiköity?,fi,0.336,1.0,0.4,0.833,2.079,1,4.648
fi_content_17,"Miksi tyydymme vähään ja odotamme, että se paranisi itsestään sitten joskus?",fi,1.257,1.0,0.6,0.727,2.639,0,6.223
fi_polar_50,Onko tämän asian tiimoilta tullut teille valituksia?,fi,-0.664,0.0,0.6,0.429,2.197,1,2.562
fi_polar_114,Ratkaiseeko puitesopimus kaikki ongelmat?,fi,-0.664,0.0,0.4,0.75,1.792,1,2.278
fi_polar_64,Tuleeko hän varmasti?,fi,-1.664,0.0,0.4,0.667,1.609,1,1.012
fi_content_34,"Miten komissio suhtautuu siihen, mitkä ovat sen näkemykset asiasta?",fi,0.257,0.0,0.8,0.556,2.485,0,4.098
fi_polar_27,Olenko minä se väärin pukeutunut?,fi,-1.664,0.0,0.8,0.4,1.946,1,1.482
fi_polar_26,Pitäisikö niistä olla jotenkin erityisen huolissaan juuri siksi?,fi,-0.664,0.0,0.0,0.625,2.303,1,2.264
fi_content_5,"Mitä saadaan, kun purkitetaan sata naista?",fi,0.257,1.0,0.4,0.5,2.197,0,4.354
fi_content_136,Miten saamme kansalaiset hyväksymään Euroopan yhdentymishankkeen?,fi,0.257,1.0,0.4,1.0,2.079,0,4.736
fi_content_112,Mitä ihmettä tämä tarkoittaa?,fi,-0.743,0.0,0.4,0.5,1.792,0,1.949
fi_content_36,"Miksi minun täytyi elää kylmyydessä, miksi minä en koskaan edes elänyt?",fi,-0.743,0.0,0.8,0.636,2.639,0,3.332
fi_polar_24,"Palasin, kaipasitko minua?",fi,-0.664,0.0,0.2,0.667,1.792,1,1.995
fi_polar_69,Voiko äiti olla omin päin ottanut sen käyttöönsä?,fi,-0.664,0.0,0.8,0.625,2.303,1,3.064
fi_content_109,Mikä mahtaa olla tilanne jälkimodernissa länsimaalaisessa yhteiskunnassa?,fi,-0.743,0.0,0.0,0.571,2.197,0,2.025
fi_polar_29,Pitäisikö minun mennä sisälle johonkin taloista?,fi,-0.664,0.0,0.4,0.333,2.079,1,2.148
fi_polar_125,Oletteko ehkä kotoisin Raumalta?,fi,-1.664,0.0,0.0,0.75,1.792,1,0.878
fi_polar_31,"Kääntäisikö Se mahtavan Ahterinsa Nielun kansalle, ja siunaisi sitä ruskealla sukkulalla ja kultaisella sateella, vai laskisiko Se alas kauhistuttavan Kätensä mukanaan sininen kaikentuhoava tulva?",fi,1.336,0.0,0.867,0.708,3.332,1,6.243
fi_content_12,Miten sitten saavuttaisimme tämän seksuaalisen itseluottamuksen?,fi,-0.743,0.0,0.6,0.833,2.079,0,2.769
fi_content_23,- ... Mutta miten ne ei ole vieläkään saanut rakennettua sitä Lepuskin tornia?,fi,0.257,1.0,0.6,0.545,2.708,0,5.11
fi_content_30,"Mitä tapahtuu, jos itäeurooppalaiset ja keskieurooppalaiset vallan keskukset kerran siirtyvät?",fi,2.257,1.0,0.5,0.7,2.565,0,7.022
fi_content_128,Ja mikä olisi sitten sitä juhlaromantiikkaa?,fi,-0.743,0.0,0.0,0.333,2.079,0,1.669
fi_content_89,Kuka oli Ison-Britannian kuningatar Viktorian aviomies?,fi,1.257,0.0,0.0,0.667,2.079,0,4.003
fi_content_133,"Kuitenkin se on jotain, mitä nainen ei tunne passaukseksi, jos asia olisi päinvastoin - miksiköhän?",fi,0.257,2.0,0.8,0.5,2.944,0,6.501
fi_polar_18,"(DE) Arvoisa puhemies, voisitteko pyytää hakemaan teknikon?",fi,-0.664,1.0,0.4,0.857,2.485,1,4.078
fi_polar_13,Tekeekö netti meistä tyhmiä?,fi,-1.664,0.0,0.6,0.75,1.792,1,1.478
fi_polar_107,– Etkö usko?,fi,-1.664,0.0,0.0,0.5,1.609,1,0.445
fi_polar_45,- Piilotitko veneen hyvin?  Juho kysyi.,fi,-0.664,0.0,0.4,1.0,2.197,1,2.933
fi_polar_5,Osaavatko ihmiset lukea toistensa silmistä tällaista itseluottamusta?,fi,0.336,1.0,0.4,0.857,2.197,1,4.79
fi_polar_43,– Semmoisen paperisenko?,fi,-1.664,0.0,0.0,1.0,1.609,1,0.945
fi_content_92,Ymmärrätkö mitä yritän selittää?,fi,-0.743,2.0,0.2,1.0,1.792,0,4.249
fi_polar_7,Osaako nainen lukea miehen käytöksestä tämän?,fi,0.336,1.0,0.4,0.833,2.079,1,4.648
fi_content_64,tuu takas mikä sua vaivaa?,fi,-0.743,0.0,0.4,0.6,1.946,0,2.203
fi_content_14,Miksi emme pidä seksuaalielämäämme usein kovinkaan hyvänä?,fi,-0.743,0.0,0.8,0.857,2.197,0,3.111
fi_polar_4,”Osaanko nauttia seksistä?”,fi,-0.664,1.0,0.2,1.0,1.946,1,3.482
fi_polar_113,Päästäänkö kolmanteen pilariin kuuluvaa tietosuojaa koskevasta puitepäätöksestä poliittiseen yhteisymmärrykseen tämän vuoden loppuun mennessä?,fi,4.336,1.0,0.267,0.846,2.708,1,9.157
fi_polar_62,Tulisiko tästä yhtään mitään?,fi,-0.664,0.0,0.4,0.5,1.792,1,2.028
fi_content_27,"Tämä setti toimi, sillä siinä vaiheessa kun avaimet oli vaihdettu, uskalsin jo kysyä, että ”mitä sä musta ajattelit, kun ekan kerran näit?”.",fi,3.257,3.0,0.6,0.545,3.434,0,10.836
fi_polar_48,Entä olinko jo ostanut jotain jouluruokia?,fi,-0.664,0.0,0.6,0.667,2.079,1,2.682
fi_polar_111,"”Voisiko vaimosi paremmin jos pyytäisit tätä lupaa tai kertoisit, että harrastat seksiä toisen naisen kanssa?",fi,2.336,1.0,0.55,0.6,2.944,1,7.43
fi_content_15,"Miksi emme hae itsellemme sitä nautintoa, jota kaipaamme?",fi,0.257,1.0,0.4,0.5,2.398,0,4.555
fi_polar_38,"""Eikö ole kaunis päivä?""",fi,-0.664,0.0,0.2,0.75,2.079,1,2.365
fi_polar_44,- Eikö se ole selvää?  parrakas ryöväri ärähti.,fi,0.336,0.0,0.2,0.571,2.398,1,3.505
fi_content_59,Oliko hän varmasti tietoinen mitä teki?,fi,-0.743,1.0,0.2,0.5,2.079,0,3.036
fi_content_103,Mikä siis avuksi?,fi,-1.743,0.0,0.0,0.667,1.609,0,0.533
fi_polar_109,Pitäisikö varsinaissuomalaisia ammattioppilaitoksia yhdistää?,fi,-0.664,0.0,0.2,0.75,1.792,1,2.078
fi_content_80,Mitä se tähän kuuluu?,fi,-1.743,0.0,0.6,0.25,1.792,0,0.899
fi_content_140,Miksi et nauttisi ja harrastaisi seksiä näistä tuntemuksista huolimatta?,fi,-0.743,0.0,0.5,0.556,2.398,0,2.711
fi_polar_105,"Onko arkiseksi nopea tyydytys ennen nukkumaanmenoa, tai nopea tyydytys ennen ylösnousua aamulla?",fi,0.336,0.0,0.0,0.667,2.708,1,3.711
fi_polar_82,Entä: onko kookkaiden lainojen ottaminen epävakaina talousaikoina järkevää?,fi,0.336,0.0,0.0,0.875,2.398,1,3.609
fi_polar_46,- Haluatteko tupakkia?,fi,-1.664,0.0,0.2,1.0,1.609,1,1.145
fi_polar_112,"Voisitko itse paremmin, jos seksielämäsi jatkuisi?”",fi,-0.664,1.0,0.5,0.833,2.303,1,3.972
fi_content_42,"On vain yksi, miksi?",fi,-0.743,0.0,0.4,0.75,1.946,0,2.353
fi_content_68,- Keitä te olette ja miksi tungette tänne iltamyöhällä?,fi,-0.743,0.0,0.8,0.5,2.398,0,2.955
fi_content_95,"Mikä mieli, järki tai merkitys tällä hirvittävän kokoisella maailmankaikkeudella on?",fi,0.257,0.0,0.0,0.6,2.565,0,3.422
fi_content_119,"Kuinka sitten tiedät, onko sinut bannattu?",fi,-0.743,1.0,0.5,0.667,2.197,0,3.621
fi_polar_75,"Mistä tiedetään, paljonko työtä tietty kurssi on opiskelijalta vaatinut?",fi,0.336,1.0,0.5,0.778,2.485,1,5.099
