unique_id,text,language,avg_links_len,avg_max_depth,avg_subordinate_chain_len,avg_verb_edges,lexical_density,question_type,complexity_score
ru_polar_131,Готов ли организм девочки к сексу в таком возрасте?,ru,-0.164,-0.603,0.0,0.0,0.556,1,-0.211
ru_polar_39,Посадят ли его на самолёт? и что его ждёт по прилёту?,ru,0.436,-0.603,0.0,0.8,0.364,1,0.997
ru_polar_142,"И правилен ли перевод предложения ""Я бегу на помощь подруге""?",ru,-0.164,-0.603,0.0,0.6,0.6,1,0.433
ru_content_52,Куда можно пойти в Сочи?,ru,-0.545,-0.955,1.0,0.25,0.8,0,0.55
ru_content_274,Или какая прическа мне подойдет?,ru,-0.045,-0.955,0.0,0.5,0.4,0,-0.1
ru_polar_5,Есть ли крыша над головой?,ru,-0.664,-0.603,0.0,0.4,0.6,1,-0.267
ru_content_464,"В общем как вы считаете, это нормально?",ru,-0.212,-0.955,0.0,0.667,0.571,0,0.071
ru_content_529,Что мне сделать если даже запахи и остались?,ru,0.24,0.045,1.0,0.5,0.375,0,2.16
ru_polar_34,"Скажите пожалуйста, стоит ли мне идти к врачу, и чем нужно это лечить?",ru,0.252,0.397,1.5,0.45,0.462,1,3.061
ru_polar_12,Подскажите нужно ли обращаться за помощью?,ru,-0.764,0.397,1.0,0.2,0.667,1,1.5
ru_polar_105,Могу ли я выходить на работу если результаты еще не пришли?,ru,0.736,-0.603,1.0,0.6,0.545,1,2.278
ru_content_635,"Если польский, украинский и русский можно сказать, что славянские языки, а японский, китайский и корейский - восточные, то как можно обьяденить французский, немецкий и английский языки?",ru,2.121,4.045,1.5,0.333,0.72,0,8.719
ru_content_96,"- Значит, что же -- они нас даже и не заметили?",ru,1.205,-0.955,0.0,0.5,0.222,0,0.972
ru_polar_182,Будет ли счастье в семье разлучницы или разлучника?,ru,-0.164,-0.603,0.0,0.0,0.5,1,-0.267
ru_content_623,Прислужником кого был Саурон?,ru,-0.045,-1.955,0.0,0.0,0.5,0,-1.5
ru_content_85,"""Что с тобой случится?— сказали ему.",ru,-0.245,-0.955,0.0,0.333,0.333,0,-0.534
ru_content_605,Что это значит и почему это так?,ru,0.121,-0.955,0.0,0.5,0.429,0,0.095
ru_polar_167,Можно ли прийти в турагентство и спросить набирают ли они группу для такого полета?,ru,-0.087,1.397,1.0,0.5,0.5,1,3.31
ru_content_392,Кто на алиэкспрессе продаёт алмазную мозаику на подрамнике?,ru,-0.188,-0.955,0.0,0.667,0.625,0,0.149
ru_content_652,"Знаете, где можно научиться мнемотехнике?",ru,-0.295,0.045,2.0,0.222,1.0,0,2.972
ru_polar_103,"Есть ли в сети полноценная статья, где указывается, что можно?",ru,-0.053,0.397,2.0,0.4,0.7,1,3.444
ru_polar_2,"Ты помнишь ли, что я Еще живу в сем мире?",ru,0.058,-0.603,1.0,0.7,0.4,1,1.555
ru_polar_50,Нормально ли будет в нём спать без палатки?,ru,-0.307,-0.603,1.0,0.4,0.375,1,0.865
ru_polar_140,Вопрос такой: можно ли с ней не гулять?,ru,-0.164,0.397,1.0,0.4,0.375,1,2.008
ru_content_516,Подскажите как называется эта модель кроссовок adidas?,ru,-0.712,1.045,0.0,0.25,0.714,0,1.297
ru_content_51,А что для вас настоящее счастье?,ru,0.555,-0.955,0.0,0.0,0.333,0,-0.067
ru_polar_54,Обязаны ли меня поселить по ксероксу?,ru,-0.564,-0.603,1.0,0.4,0.5,1,0.733
ru_content_339,"И да, почему длина стельки почти больше на 1 см чем длина стопы?",ru,0.871,-0.955,0.0,0.0,0.615,0,0.531
ru_content_340,"Я ничего не понял, как понять, обучили меня смешарики чему-то?",ru,0.288,-0.955,0.0,0.5,0.5,0,0.333
ru_content_359,Что это за фигня?,ru,-0.045,-1.955,0.0,0.0,0.25,0,-1.75
ru_polar_22,Можно ли лечить пищевую аллергию?,ru,-0.664,-0.603,1.0,0.3,0.8,1,0.833
ru_polar_117,Сюда же вопрос: часто ли машинисты переходят с работы на пассажирском поезде к работе на грузовом и наоборот?,ru,-0.047,2.397,0.0,0.8,0.611,1,3.761
ru_polar_91,Есть ли еще грибы в лесу?,ru,-0.564,-0.603,0.0,0.4,0.667,1,-0.1
ru_polar_24,Так можно ли это все назвать аллергией?,ru,-0.498,-0.603,1.0,0.5,0.571,1,0.97
ru_polar_83,"Рост 168 см, какой размер свитшота будет выбрать правильнее, и подойдёт ли размер 44/46 RUS?",ru,-0.093,1.397,2.0,0.4,0.533,1,4.237
ru_polar_164,"Если мне будет мастурбировать чувак, пока я буду смотреть на нюдесы его девушки, будет ли он считаться куколдом?",ru,0.365,-0.603,1.0,0.8,0.389,1,1.951
ru_content_612,"Кто придумал, как создали и кто поет в песне гобафон?",ru,-0.045,0.045,0.0,0.389,0.6,0,0.989
ru_content_458,Есть идеи как поймать ее?,ru,-0.795,0.045,1.0,0.25,0.8,0,1.3
ru_content_282,Кто собирается лететь за рубеж?,ru,-0.795,0.045,1.0,0.25,0.6,0,1.1
ru_content_555,Как можно узнать еще больше информации?,ru,-0.445,1.045,1.0,0.25,0.833,0,2.683
ru_content_258,"Везде одна синтетика и понты, почему люди забывают классическую одежду?",ru,0.177,0.045,0.0,0.5,0.8,0,1.522
ru_content_486,Что вы думаете на счет моего мышления?,ru,-0.045,0.045,0.0,0.5,0.429,0,0.929
ru_polar_63,Будут ли трудности поездкой?,ru,-0.831,-2.603,0.0,0.0,0.5,1,-2.934
ru_content_25,и самое главное для кого?,ru,-0.045,-0.955,0.0,0.0,0.2,0,-0.8
ru_polar_130,Есть ли польза от секса в 13 лет?,ru,-0.45,0.397,0.0,0.2,0.5,1,0.647
ru_polar_93,"Можно ли в The division начать дополнение ""выживание"" без прохождения компании?",ru,-0.064,-0.603,1.0,0.5,0.545,1,1.378
ru_content_270,Где близлежайший христианский православный храм?,ru,0.455,-0.955,0.0,0.0,1.0,0,0.5
ru_content_144,"Может быть есть какие-нибудь чаи или таблетки, которые вызывают аппетит?",ru,-0.268,0.045,1.0,0.208,0.7,0,1.685
ru_content_591,И что со всем этим делать?,ru,0.555,-0.955,0.0,0.5,0.167,0,0.267
ru_polar_155,Не нужно ли мне будет сидеть потом 2х недельный карантин дома?,ru,0.236,-0.603,1.0,0.6,0.545,1,1.778
ru_content_409,А как мне помириться то с ней после этого?,ru,0.08,-0.955,0.0,1.0,0.222,0,0.347
ru_content_79,— Что?— Петино лицо показалось из-за журнала.,ru,-0.045,0.045,0.0,0.333,0.667,0,1.0
ru_polar_124,Можно ли писать знак корня над интегралом?,ru,-0.498,-0.603,1.0,0.4,0.714,1,1.013
ru_content_507,Может кто знает что это за грибы?,ru,-0.545,0.045,0.0,0.25,0.429,0,0.179
ru_content_492,Кто-нибудь знает что случилось с Paper Manufacturing?,ru,-0.712,0.045,1.0,0.417,0.286,0,1.036
ru_polar_20,Опасно ли если ребёнок откусил яблочного червя с яблоком?,ru,-0.164,-0.603,1.0,0.8,0.667,1,1.7
ru_polar_184,Имел ли кто-нибудь такое оружие (пусть даже травматическое)?,ru,0.55,-1.603,0.0,0.8,0.375,1,0.122
ru_content_311,Чем опасны волны на море в Австралии?,ru,-0.545,0.045,0.0,0.0,0.571,0,0.071
ru_polar_187,Выпарится ли влага из всего этого при включении кабеля?,ru,0.336,-1.603,0.0,0.8,0.444,1,-0.023
ru_polar_157,Пустят ли меня если мне нет данного возраста?,ru,-0.164,-0.603,1.0,0.6,0.5,1,1.333
ru_content_562,В чем причина может быть?,ru,-0.795,-0.955,1.0,0.25,0.6,0,0.1
ru_content_64,— Что?— глухо в подушку отозвался он.,ru,0.355,0.045,0.0,0.5,0.5,0,1.4
ru_content_32,А сейчас что?,ru,-0.545,-1.955,0.0,0.0,0.333,0,-2.167
ru_content_332,Вот сыллка на фрагмент этот: vm.tiktok.com/ZSxje1xw/ Какая это серия?,ru,0.705,0.045,0.0,0.0,0.333,0,1.083
ru_polar_49,Легко ли найти жилье и работу?,ru,-0.764,0.397,1.0,0.2,0.667,1,1.5
ru_polar_191,Будем ли мы вместе несмотря на запрет?,ru,-0.164,-0.603,0.0,0.0,0.429,1,-0.338
ru_polar_173,"Правда ли то, что если мужчина не готов бесцельно тратить свои жизненные силы и ресурсы на паразитов, женщинам для отношений он будет не интересен?",ru,2.401,3.397,1.0,0.6,0.5,1,7.898
ru_polar_7,"""От волка, что ли?""— Ирина округлила глаза.",ru,0.169,-1.603,0.0,0.4,0.571,1,-0.463
ru_content_349,Что значит ДЕЛАТЬ ЭТО?,ru,-1.045,-0.955,1.0,0.25,0.5,0,-0.25
