unique_id,text,language,avg_links_len,avg_subordinate_chain_len,avg_verb_edges,lexical_density,n_tokens,question_type,complexity_score
id_polar_18,Apakah SAFIRA akan berhasil dengan segala rencana liciknya?,id,-0.321,0.0,0.5,0.5,2.485,1,3.164
id_polar_27,"Mayumi Thyme adalah karakter pendukung dalam Shuffle!, dan salah satu tokoh utama dalam Really?",id,0.132,0.0,0.0,0.643,2.89,1,3.665
id_content_119,Bagaimana pula jika peristiwa ``kehabisan cita'' dalam hidup pasangan suami-istri?,id,0.567,1.0,0.4,0.8,2.639,0,5.406
id_polar_106,Akankah Niki dan Gio dapat bersatu di tengah begitu banyak pertentangan diantara mereka?,id,0.517,0.0,0.833,0.5,2.773,1,4.623
id_polar_258,Alternatif apa lagi selain itu?,id,0.402,0.0,0.0,0.4,1.946,1,2.748
id_content_268,Di manakah harta raja itu sekarang?,id,-0.211,0.0,0.0,0.429,2.197,0,2.415
id_content_107,Maka bagaimana sebuah sistem prosesor tunggal dapat menjalankan multi-proses?,id,0.872,0.0,0.8,0.667,2.398,0,4.737
id_content_220,"Allahku, Allahku, mengapa Engkau meninggalkan aku?",id,0.837,0.0,1.0,0.5,2.485,0,4.822
id_polar_139,Apa pengaruhnya terhadap konflik cinta segitiga Cinta-Dante-Cahaya?,id,-0.67,0.0,0.0,0.625,2.303,1,2.258
id_polar_111,Lalu berkatalah Yakub kepada Laban: ``Apakah yang kauperbuat terhadap aku ini?,id,-0.015,1.0,0.583,0.308,2.833,1,4.709
id_content_39,Berfirmanlah TUHAN kepada Samuel: ``Berapa lama lagi engkau berdukacita karena Saul?,id,0.668,1.0,0.7,0.583,2.773,0,5.724
id_polar_19,Begitu mudahkah semua itu berdiri di kompleks Regina Pacis?,id,-0.543,0.0,0.5,0.6,2.485,1,3.042
id_polar_150,Mereka berkata kepada Nabi Yunus: ``Apakah kata-kata yang engkau ucapkan itu dan kedustaan apakah yang engkau anjurkan kepada kami tentang agama barumu itu?,id,0.182,1.0,0.556,0.385,3.401,1,5.524
id_polar_34,Apakah layak sesuatu disebut pengasih akan tetapi sebenarnya merupakan penghukum atau penyiksa?,id,-0.182,0.0,0.667,0.615,2.708,1,3.808
id_content_114,Bagaimanakah cara Sultan dan Atikah mengatasi semua rintangan yang menghadang hubungan cinta mereka?,id,0.122,1.0,0.5,0.6,2.833,0,5.055
id_polar_57,Sejauh mana ilmu berupaya mencapai perubahan sosial?,id,-0.932,1.0,0.333,0.714,2.197,1,3.312
id_polar_56,Akankah dia masih mengingat Ibu dan kampung halamannya?,id,-0.321,0.0,0.667,0.5,2.485,1,3.331
id_content_223,"Berapa perkiraan omzet penjualan dari seorang marketing yang memiliki pengalaman kerjanya 3,5 tahun?",id,-0.185,1.0,0.4,0.643,2.773,0,4.631
id_content_188,Mengapa Ibu Pertiwi belum juga bisa menjadi mercusuar dunia?,id,0.622,0.0,1.0,0.778,2.398,0,4.798
id_content_49,Mengapa Indonesia tidak mampu berbuat seperti negara-negara tesebut?,id,0.122,0.0,0.8,0.5,2.303,0,3.725
id_content_117,Fadil bilang apa benar Kamila belum ditemukan?,id,-0.211,1.0,0.2,0.857,2.197,0,4.043
id_polar_31,"Ketika ditangkap dan dihadirkannya dalam tenda sang Sheik, dan ditanyai soal namanya, ia menjawabnya dengan kalimat: ``Namaku?",id,0.652,1.0,0.542,0.476,3.296,1,5.966
id_polar_114,"Kemudian ia kembali bertanya, apakah mungkin membangkitkan Islam kembali?",id,0.013,1.0,0.389,0.6,2.565,1,4.567
id_content_80,"Kalo Nadya sakit, siapa yang akan mengurus mereka?",id,-0.163,1.0,0.4,0.375,2.398,0,4.01
id_polar_12,Dia lalu bertanya apakah negeri kita pernah berperang?,id,0.402,1.0,0.5,0.667,2.398,1,4.967
id_polar_88,Apakah kita semua harus berbalik dan semuanya mendengarkan dia?,id,0.102,0.0,0.5,0.273,2.565,1,3.44
id_polar_76,"Sering orang bertanya, apa cita-cita Amek kelak?",id,-0.598,0.0,0.5,0.857,2.303,1,3.062
id_content_6,"Bagaimana nasib Maya, Naomy dan Ryan?",id,-0.078,0.0,0.0,0.833,2.197,0,2.952
id_content_79,"Apabila didengarnya segala kedursilaan yang dilakukan anak-anaknya, berkatalah ia kepada mereka: ``Mengapa kamu melakukan hal-hal yang begitu, sehingga kudengar dari segenap bangsa ini tentang perbuatan-perbuatanmu yang jahat itu?",id,0.435,1.0,0.68,0.394,3.664,0,6.173
id_content_252,Jika elektron tidak jadi jatuh ke-pusatnya apa yang terjadi?,id,0.122,1.0,0.6,0.444,2.398,0,4.564
id_content_28,Apa saja 3 ranah berbeda warna itu?,id,-0.378,0.0,0.0,0.571,2.197,0,2.39
id_content_121,Mengapa hal ini tidak terjadi dalam Protestanisme?,id,0.122,0.0,0.8,0.571,2.197,0,3.69
id_content_10,Bagaimana manusia sebagai individu dapat masuk ke dalam suatu hubungan dengan Allah?,id,0.486,0.0,0.6,0.5,2.639,0,4.225
id_polar_210,"Lalu yang menjadi pertanyaan besar adalah, mungkinkah Yesus berdua-duaan dengan wanita pezina?",id,0.152,1.0,0.583,0.538,2.773,1,5.046
id_polar_189,Bait kedua juga bertanya... dan adakah engkau percaya kepada Tuhan di atas sana?,id,-0.021,0.0,0.583,0.643,2.833,1,4.038
id_polar_261,"Lagi apakah sangkut pautmu dengan Aku, hai Tirus dan Sidon dan seluruh wilayah Filistin?",id,0.102,0.0,0.0,0.5,2.944,1,3.546
id_polar_87,``Kang mas apa menangis?,id,-0.432,0.0,0.333,1.0,1.946,1,2.847
id_polar_262,Dan apakah lagi yang harus aku sebut?,id,1.33,0.0,0.833,0.375,2.303,1,4.841
id_polar_169,Kakak perempuan yang manis dan baik hati?,id,-0.432,0.0,0.0,0.714,2.197,1,2.479
id_content_93,Berapakah harga emas 3 bulan mendatang?,id,-0.378,0.0,0.0,0.571,2.197,0,2.39
id_polar_195,Akankah Heru tetap baik hati menghadapi mereka?,id,-0.241,1.0,0.417,0.625,2.303,1,4.104
id_content_157,Indy bertanya memang siapa yang sakit?,id,-0.478,0.0,0.6,0.667,2.079,0,2.868
id_content_218,Kapankah kalian bisa menang?,id,0.122,0.0,0.4,0.4,1.946,0,2.868
id_polar_51,"Iye, wah foto kopian-ku, mau kalian lihat saya?",id,-0.098,0.0,0.5,0.333,2.565,1,3.3
id_polar_54,Akan kah pertemanan sepihak ini dapat berubah menjadi Cinta?,id,0.527,1.0,0.333,0.556,2.398,1,4.814
id_polar_238,Akankah dia menemukan kebahagiaan yang selama ini dia dambakan?,id,0.346,1.0,0.583,0.3,2.485,1,4.714
id_content_266,Siapa namanya dan siapa nama anaknya?,id,-0.449,0.0,0.0,0.375,2.303,0,2.229
id_polar_81,"Bukankah (keadaannya) sama kami dengan anda, tidak bisa jauh dari air?",id,0.235,0.0,0.0,0.308,2.89,1,3.433
id_polar_118,"Masakan Aku membiarkan engkau seperti Adma, membuat engkau seperti Zeboim?",id,-0.098,1.0,0.583,0.5,2.565,1,4.55
id_content_48,"Berkata Ibrahim kepada Namrud itu: ``Jika demikian halnya, mengapa kamu sembah patung-patung itu, yang tidak dapat berkata, tidak dapat melihat dan tidak dapat mendengar, tidak dapat membawa manfaat atau menolak mudharat, bahkan tidak dapat menolong dirinya dari kehancuran dan kebinasaan?",id,1.073,1.0,0.625,0.405,3.932,0,7.035
id_polar_187,"apakah artinya tidak beroperasi hari sabtu, minggu / libur?",id,-0.098,0.0,0.333,0.7,2.639,1,3.574
id_polar_208,Berhasilkah Ali memperjuangkan rasa cintanya kepada Jamilah?,id,-0.321,1.0,0.417,0.6,2.485,1,4.181
id_content_132,"Sebuah pertanyaan, mengapa dipahatkan relief Garudeya?",id,-0.478,0.0,0.6,0.833,2.197,0,3.152
id_content_122,Bagaimana perjuangan hidup Isabella?,id,-0.878,0.0,0.0,1.0,1.792,0,1.914
id_polar_223,"Kemudian pada satu titik, dua belahan jiwa ini tersadar; Apakah cinta mereka akan bisa terus abadi?",id,0.652,0.0,0.667,0.529,3.045,1,4.893
id_content_59,Mengapa Kanade ada lebih dulu di dunia Afterlife?,id,-0.163,0.0,0.8,0.875,2.303,0,3.815
id_content_158,Indy bilang ada apa mereka menyuruhnya datang?,id,-0.592,1.5,0.3,0.625,2.303,0,4.136
id_polar_52,Apakah gelasnya setengah kosong atau setengah penuh?,id,-0.348,0.0,0.0,0.556,2.398,1,2.606
id_polar_85,"``Apakah (Tuhan) berniat mencegah kejahatan, namun tidak dapat?",id,0.277,1.0,0.389,0.667,2.708,1,5.041
id_polar_127,"Hei, Jack tidak selalu kalah oleh Wilson kan?",id,0.33,0.0,1.0,0.5,2.398,1,4.228
id_polar_143,"Beliau bertanya lagi, ``Maukah ku tuliskan surat untukmu kepada gubernur Kuffah agar melayanimu?",id,-0.032,1.0,0.5,0.438,2.996,1,4.902
id_content_141,Apa yang terjadi jika Yellowstone meletus?,id,-0.078,2.0,0.4,0.5,2.079,0,4.901
id_content_228,Mengapa engkau lari diam-diam dan mengakali aku?,id,-0.378,0.0,0.6,0.571,2.197,0,2.99
id_content_54,"Persoalan berikutnya, bagaimana menentukan mana pelaku dan mana korban?",id,-0.003,1.0,0.4,0.667,2.485,0,4.549
id_content_82,"Dan pada siapakah Siera akhirnya jatuh cinta, Tristan atau Rian?",id,0.222,0.0,1.0,0.545,2.639,0,4.406
id_polar_245,Apa juga yang akan terjadi dengan perseteruan keluarga mereka?,id,-0.223,1.0,0.5,0.444,2.398,1,4.119
