unique_id,text,language,avg_links_len,avg_max_depth,avg_subordinate_chain_len,avg_verb_edges,lexical_density,question_type,complexity_score
indonesian_polar_120,Pernahkah Michael Gerard Tyson kalah dalam pertarungan tinju ?,id,0.084,0.518,0.0,0.75,0.778,1,2.13
indonesian_content_3146,Siapakah yang dikenal sebagai bapak ekonomi ?,id,-0.136,0.219,1.0,0.333,0.429,0,1.845
indonesian_polar_100,apakah Plutarkhos nama seorang dewa?,id,-0.391,1.518,0.0,0.0,0.5,1,1.627
indonesian_polar_121,Apakah Jepara menghasilkan kayu jati?,id,-0.391,-0.482,0.0,0.75,0.833,1,0.71
indonesian_polar_169,apakah seorang detektif harus mempelajari dasar ilmu Kimia forensik?,id,-0.235,1.518,0.0,0.75,0.7,1,2.733
indonesian_polar_349,Apakah Pemasaran Internasional dapat menyebabkan inflasi?,id,0.209,-0.482,0.0,0.75,0.714,1,1.191
indonesian_polar_229,apakah Prof. Dr. Sutan Remy Sjahdeini mempunyai anak?,id,1.459,1.518,0.0,0.75,0.889,1,4.616
indonesian_polar_161,Apakah keris termasuk senjata?,id,-0.291,-0.482,0.0,0.75,0.8,1,0.777
indonesian_content_11288,Kapan Crest Animation Productions berdiri ?,id,0.614,0.219,0.0,0.333,1.0,0,2.166
indonesian_content_11618,Siapakah ketua Mahkamah Konstitusi Republik Indonesia yang pertama?,id,0.114,2.219,0.0,0.0,0.667,0,3.0
indonesian_polar_400,apakah cahaya lebih cepat dari suara?,id,0.043,0.518,0.0,0.0,0.571,1,1.132
indonesian_content_6995,berapakah jumlah kecamatan yang ada di Yogyakarta?,id,-0.065,0.219,1.0,0.333,0.625,0,2.112
indonesian_polar_340,Apakah Buster dan Babs sejenis binatang ?,id,-0.124,-0.482,0.0,0.0,0.714,1,0.108
indonesian_content_6549,Berapa panjang usus besar manusia dewasa,id,-0.436,0.219,0.0,0.0,1.0,0,0.783
indonesian_content_11747,Kapan Karavan pertama Amerika Tengah terjadi?,id,0.964,0.219,0.0,0.333,1.0,0,2.516
indonesian_content_2873,Siapakah yang memproduksi kapal U-Boot?,id,-0.236,0.219,1.0,0.333,0.5,0,1.816
indonesian_polar_436,Apakah Yesus seorang nabi dalam Islam?,id,-0.291,0.518,0.0,0.0,0.571,1,0.798
indonesian_content_4484,Kapan Christopher Johnson lulus perguruan tinggi ?,id,-0.036,-0.781,0.0,0.5,1.0,0,0.683
indonesian_polar_418,Apakah Alkitab Ibrani adalah Alkitab Yahudi?,id,0.209,-0.482,0.0,0.0,0.714,1,0.441
indonesian_content_7519,Kapan karya pertama yang ditulis Fujiko F. Fujio ?,id,-0.208,1.219,1.0,0.333,0.875,0,3.219
indonesian_content_345,kapankah Sugondo Djojopuspito dilahirkan?,id,0.364,-0.781,0.0,0.333,0.8,0,0.716
indonesian_content_2298,Ada berapa cara pemrosesan transaksi kartu debit?,id,-0.47,2.219,0.0,0.167,1.0,0,2.916
indonesian_content_2283,Kapan senter pertama kali diciptakan ?,id,0.614,-0.781,0.0,0.5,1.0,0,1.333
indonesian_content_10656,kapankah grup musik Disturbed mengeluarkan album pertama nya?,id,0.114,0.219,0.0,0.5,0.778,0,1.611
indonesian_content_6305,Berapakah luas wilayah Pompeii ?,id,-0.386,-0.781,0.0,0.0,0.8,0,-0.367
indonesian_content_3167,Vitamin apa yang dapat membantu saluran pencernaan ?,id,0.03,0.219,1.0,0.333,0.571,0,2.153
indonesian_content_1993,Siapakah nama presiden Israel tahun 2010 ?,id,-0.136,0.219,0.0,0.0,0.571,0,0.654
indonesian_polar_410,apakah Syi'ah legal di Indonesia?,id,0.543,-0.482,0.0,0.0,0.714,1,0.775
indonesian_content_9275,tahun berapakah Belanda menginvasi Indonesia?,id,0.364,-0.781,0.0,0.667,0.833,0,1.083
indonesian_content_11501,Kapan Sunan Ampel meninggal?,id,0.364,-0.781,0.0,0.333,1.0,0,0.916
indonesian_polar_158,Apakah buah kosambi bisa dimakan ?,id,0.409,-0.482,0.0,0.5,0.667,1,1.094
indonesian_content_1736,Siapa istri kedua Kaisar Gojong?,id,-0.386,0.219,0.0,0.0,0.8,0,0.633
indonesian_content_8491,Sejak kapan tradisi penamaan dalam suku bali dimulai?,id,0.935,0.219,0.0,0.333,0.75,0,2.237
indonesian_content_6309,siapakah raja pertama Kasunanan Kartasura?,id,-0.236,0.219,0.0,0.0,0.667,0,0.65
indonesian_polar_8,"apakah Joseph Patrick ""Joe"" Kennedy masih hidup?",id,1.066,-0.482,1.0,0.25,0.875,1,2.709
indonesian_content_10788,Kapan majalah Saikyou Jump berdiri ?,id,0.614,0.219,0.0,0.333,1.0,0,2.166
indonesian_content_763,Kapan Gardner Fox pertama ditulis?,id,0.614,-0.781,0.0,0.5,1.0,0,1.333
indonesian_polar_156,Apakah ada upacara untuk memperingati Hari Anzac?,id,-0.362,0.518,1.0,0.625,0.75,1,2.531
indonesian_polar_273,Apakah Hindu mempercayai Kehidupan setelah kematian?,id,-0.291,0.518,0.0,0.75,0.714,1,1.691
indonesian_polar_336,Apakah Anikonisme bertentangan dengan ajaran agama Islam?,id,-0.362,0.518,0.0,0.75,0.75,1,1.656
indonesian_content_318,berapakah luas kota jepara?,id,-0.386,-0.781,0.0,0.0,0.8,0,-0.367
indonesian_polar_407,Apakah asam deoksiribonukleat terdapat ditubuh manusia?,id,-0.124,-0.482,1.0,0.5,0.857,1,1.751
indonesian_polar_425,apakah Ehud Olmert pernah menikah?,id,0.409,-0.482,0.0,0.75,0.833,1,1.51
indonesian_polar_243,Apakah komik sama dengan manga?,id,-0.191,-0.482,0.0,0.0,0.667,1,-0.006
indonesian_polar_408,Apakah Freiherr von Münchhausen pernah menikah ?,id,0.543,0.518,0.0,0.75,0.857,1,2.668
indonesian_polar_279,apakah Garuda Indonesia mempunyai kerja sama dengan Airbus S.A.S?,id,-0.013,-0.482,0.0,1.0,0.8,1,1.305
indonesian_content_7667,Dimana Albatros pertama ditemukan?,id,0.364,-0.781,0.0,0.333,1.0,0,0.916
indonesian_polar_12,apakah Kriptografi digunakan untuk sistem firewall sebuah situs web?,id,-0.235,0.518,0.0,0.75,0.7,1,1.733
indonesian_polar_104,apakah Karabin banyak digunakan pada PD II?,id,-0.076,-0.482,0.0,1.0,0.625,1,1.067
indonesian_polar_170,apakah John Winston Lennon mempunyai anak?,id,0.209,0.518,0.0,0.75,0.857,1,2.334
indonesian_content_807,Dimana kantor pusat Partai Demokrasi Rakyat Afganistan?,id,-0.636,3.219,0.0,0.0,0.857,0,3.44
indonesian_content_4446,Siapa yang membawa islam pertama kali ke Yunani ?,id,0.364,0.219,1.0,0.667,0.625,0,2.875
indonesian_content_4617,berapakah jumlah bahasa daerah di Filipina?,id,0.03,-0.781,0.0,0.0,0.714,0,-0.037
indonesian_polar_432,apakah Koko Liem seorang muallaf?,id,-0.191,-0.482,0.0,0.0,0.667,1,-0.006
indonesian_content_11627,Kapan Katolik masuk ke Roma ?,id,-0.136,-0.781,0.0,0.5,0.8,0,0.383
indonesian_polar_417,Apakah tumbuhan Gambir dapat dimakan?,id,0.409,-0.482,0.0,0.5,0.667,1,1.094
indonesian_polar_134,apakah kerajaan tertua di kepulauan maluku?,id,-0.291,0.518,0.0,0.0,0.571,1,0.798
indonesian_content_10322,Siapa raja Raja Hongaria pertama?,id,-0.636,1.219,0.0,0.0,0.8,0,1.383
indonesian_content_7335,Kapan Komputer ditemukan ?,id,-0.136,-1.781,0.0,0.333,1.0,0,-0.584
indonesian_content_3780,siapakah orang tua Vishal Karwal?,id,-0.236,0.219,0.0,0.0,0.667,0,0.65
indonesian_content_7828,dari manakah asal kata sakramental?,id,-0.236,0.219,0.0,0.0,0.5,0,0.483
indonesian_polar_167,bisakah ratu inggris mendeklarasikan perang?,id,0.409,-0.482,0.0,0.75,0.667,1,1.344
indonesian_polar_376,pernahkah Putri Di Dalam Petung menikah?,id,1.043,0.518,0.0,0.5,0.571,1,2.632
indonesian_content_9255,Kapan Nani Wartabone lahir ?,id,0.364,-0.781,0.0,0.333,1.0,0,0.916
indonesian_content_4932,Dimana Kazimierz II meninggal?,id,0.364,-0.781,0.0,0.333,0.75,0,0.666
indonesian_content_3826,berapakah jumlah korban Peristiwa Kapal Tujuh Provinsi?,id,-0.494,2.219,0.0,0.0,0.75,0,2.475
indonesian_polar_50,apakah Clair Cameron Patterson masih hidup?,id,0.543,0.518,0.0,0.75,0.857,1,2.668
indonesian_polar_296,Apakah serial gundam merupakan tokoh robot ?,id,-0.124,-0.482,0.0,0.75,0.857,1,1.001
indonesian_content_3218,Berapa luas Nigeria?,id,-0.636,-1.781,0.0,0.0,1.0,0,-1.417
indonesian_content_4413,berapakah jenis kecipir?,id,-0.303,-0.781,0.0,0.0,0.75,0,-0.334
indonesian_content_9213,kapankah Love Nikki-Dress Up Queen dirilis pertama kali?,id,0.489,1.219,0.0,0.5,0.889,0,3.097
indonesian_content_4507,Siapa pewaris tunggal Britania Romawi?,id,-0.386,0.219,0.0,0.0,0.8,0,0.633
indonesian_content_11977,siapakah pembalap Lotus Cars di formula1 tahun 2016?,id,0.364,0.219,0.0,0.0,0.556,0,1.139
indonesian_content_7246,Kapan Peristiwa Woyla terjadi ?,id,0.364,-0.781,0.0,0.333,1.0,0,0.916
indonesian_polar_320,Apakah The Flash bercerita tentang superhero ?,id,0.043,-0.482,0.0,0.75,0.714,1,1.025
indonesian_polar_110,Apakah HBx terdapat dalam tubuh manusia?,id,-0.291,-0.482,0.0,0.75,0.714,1,0.691
indonesian_polar_415,apakah bahasa Ibrani bahasa asli Alkitab?,id,-0.291,0.518,0.0,0.0,0.714,1,0.941
indonesian_content_8211,Kapan kerajaan Negeri Sembilan terbentuk ?,id,0.614,0.219,0.0,0.333,0.8,0,1.966
indonesian_polar_20,Apakah Skizofrenia bisa diturunkan melalui gen ?,id,0.043,-0.482,0.0,0.75,0.571,1,0.882
indonesian_content_173,Siapakah tokoh logaritma?,id,-0.303,-0.781,0.0,0.0,0.5,0,-0.584
indonesian_polar_358,apakah Plutarkhos masih hidup?,id,0.209,-0.482,1.0,0.5,0.6,1,1.827
indonesian_polar_319,Apakah Seoul dilalui Sungai Han?,id,-0.391,-0.482,0.0,0.75,0.833,1,0.71
indonesian_content_11831,Berapa halaman kitab Bhagawad Gita?,id,-0.636,0.219,0.0,0.0,1.0,0,0.583
indonesian_content_1,Dari manakah asal Dr. H. Shofwan Karim Elha?,id,-0.011,2.219,0.0,0.0,0.667,0,2.875
indonesian_polar_470,Apakah Balon Lebaran Ponorogo berbahaya?,id,0.409,0.518,0.0,0.5,0.833,1,2.26
indonesian_polar_191,apakah gastronomi mempelajari sejarah?,id,-0.291,-0.482,0.0,0.75,0.8,1,0.777
indonesian_polar_405,Apakah bakteri Bacillus thuringiensis berbaya pada manusia?,id,0.209,0.518,0.0,0.75,0.75,1,2.227
indonesian_polar_11,apakah Spam termasuk tindakan kriminal?,id,-0.391,-0.482,0.0,0.75,0.833,1,0.71
indonesian_polar_79,apakah spam dapat dihindari?,id,0.209,-0.482,0.0,0.5,0.6,1,0.827
indonesian_polar_332,Apakah PES sama dengan FIFA ?,id,-0.191,-0.482,0.0,0.0,0.667,1,-0.006
indonesian_polar_46,apakah teh mengandung kafein?,id,-0.291,-0.482,0.0,0.75,0.8,1,0.777
indonesian_content_7113,siapakah penulis cerita Harry Potter?,id,-0.436,1.219,0.0,0.0,0.667,0,1.45
indonesian_polar_150,Adakah bendungan dapat digunakan untuk PLTA?,id,0.043,0.518,1.0,0.5,0.571,1,2.632
indonesian_polar_69,apakah Bianca Maria Visconti keturunan Raja?,id,-0.291,0.518,0.0,0.0,0.857,1,1.084
indonesian_polar_350,Apakah Ya’juj dan Ma’juj manusia?,id,-0.391,-0.482,0.0,0.0,0.667,1,-0.206
indonesian_polar_216,Apakah hepatitis B dapat disembuhkan?,id,0.409,-0.482,0.0,0.5,0.667,1,1.094
indonesian_content_5820,jenis kucing domestik apakah yang paling kecil?,id,0.221,0.219,0.0,0.0,0.625,0,1.065
indonesian_polar_143,Apakah sistem kasta berlaku di India?,id,0.043,-0.482,0.0,0.75,0.714,1,1.025
indonesian_polar_277,apakah Wasabi pedas?,id,-0.457,-0.482,0.0,0.0,0.75,1,-0.189
indonesian_content_5908,Kapan Galileo Galilei lahir?,id,0.364,-0.781,0.0,0.333,1.0,0,0.916
indonesian_content_11323,mata uang apakah yang digunakan di jepang?,id,0.221,0.219,1.0,0.333,0.5,0,2.273
indonesian_content_12019,Siapa yang menemukan paham Reduksionisme?,id,-0.386,0.219,1.0,0.333,0.6,0,1.766
indonesian_content_3347,bisakah manusia melihat wujud elektron valensi?,id,-0.136,0.219,0.0,0.5,0.714,0,1.297
indonesian_content_2241,Dimanakah kota suci agama Yahudi ?,id,-0.236,0.219,0.0,0.0,0.667,0,0.65
indonesian_content_6816,Siapakah libretto oleh Lorenzo da Ponte?,id,-0.303,1.219,0.0,0.0,0.571,0,1.487
indonesian_content_7557,Berapa lama Kerusuhan Poso terjadi?,id,0.864,-0.781,0.0,0.5,1.0,0,1.583
indonesian_polar_444,Apakah gunung Bromo terletak di kota Malang?,id,-0.076,-0.482,0.0,0.75,0.75,1,0.942
indonesian_content_1179,berapakah jumlah orangutan yang amsih ada tahun 2015?,id,0.614,0.219,0.0,0.5,0.667,0,2.0
indonesian_polar_372,Adakah Kashmir dilalui oleh Sungai Indus?,id,-0.291,0.518,1.0,0.5,0.714,1,2.441
indonesian_content_10246,Berapa lama Belanda menjajah Indonesia?,id,0.114,-1.781,0.0,0.667,1.0,0,0.0
indonesian_content_10063,dimanakah radio pertama kali diciptakan?,id,0.564,-0.781,0.0,0.5,0.833,0,1.116
indonesian_polar_183,apakah Telepon video bisa dilakukan dengan koneksi 3G?,id,0.084,-0.482,0.0,0.75,0.667,1,1.019
indonesian_polar_235,apakah malin kundang berasal dari minangkabau?,id,0.043,-0.482,0.0,0.75,0.714,1,1.025
indonesian_content_9086,Berapa kerajaan Perlak I berlangsung?,id,0.614,0.219,0.0,0.333,1.0,0,2.166
indonesian_content_11958,berapakah jumlah kecamatan di Nusa Tenggara Timur?,id,-0.208,0.219,0.0,0.0,0.75,0,0.761
indonesian_polar_395,pernahkah Raja Rama IX menikah?,id,0.409,0.518,0.0,0.5,0.667,1,2.094
indonesian_polar_141,Adakah tank menggunakan peluru?,id,-0.291,-0.482,1.0,0.5,0.8,1,1.527
indonesian_content_4363,Apa yang mempengaruhi kecepatan CPU?,id,-0.386,0.219,1.0,0.333,0.6,0,1.766
indonesian_content_5114,Kapan Guglielmo I lahir?,id,0.364,-0.781,0.0,0.333,0.75,0,0.666
indonesian_content_3830,dimanakah Osias Beert dilahirkan?,id,0.364,-0.781,0.0,0.333,0.8,0,0.716
indonesian_polar_455,Apakah Sukra seorang dewa dalam mitologi Hindu?,id,-0.362,0.518,0.0,0.0,0.625,1,0.781
indonesian_content_1488,berapakah tinggi Patung Buddha Mengshan?,id,0.764,-0.781,0.0,0.5,0.833,0,1.316
indonesian_polar_144,Apakah Salat Witir boleh dikerjakan setelah solat fardu?,id,0.084,-0.482,0.0,0.75,0.667,1,1.019
indonesian_content_10913,siapakah dewa utama dalam agama Buddha ?,id,-0.136,0.219,0.0,0.0,0.571,0,0.654
indonesian_polar_307,Apakah Krustasea dapat dikonsumsi manusia?,id,0.009,-0.482,0.0,0.75,0.667,1,0.944
indonesian_polar_212,Apakah Buddha mempercayai Kehidupan setelah kematian?,id,-0.291,0.518,0.0,0.75,0.714,1,1.691
indonesian_content_6597,Kapan Zainal Sabaruddin Nasution lahir ?,id,0.614,0.219,0.0,0.333,1.0,0,2.166
indonesian_polar_181,Apakah Perusahaan Jawatan Kereta Api termasuk BUMN?,id,0.352,1.518,0.0,0.75,0.875,1,3.495
indonesian_content_11316,siapakah istri George Herbert Walker Bush?,id,-0.47,2.219,0.0,0.0,0.714,0,2.463
indonesian_polar_371,Apakah dewa brahmana berasal dari kepercayaan Hindu ?,id,-0.076,-0.482,0.0,0.75,0.75,1,0.942
indonesian_polar_178,Adakah minum bir dapat menyebabkan kecanduan?,id,0.209,0.518,1.0,0.5,0.714,1,2.941
indonesian_content_10536,Kapan Raden Mas Soewardi Soerjaningrat lahir?,id,0.764,1.219,0.0,0.333,1.0,0,3.316
indonesian_polar_356,apakah ada populasi manusia di Pulau Selaru?,id,-0.362,0.518,0.0,0.5,0.75,1,1.406
indonesian_polar_218,apakah Dana desa masuk dalam Undang-Undang Desa?,id,-0.076,-0.482,0.0,0.75,0.75,1,0.942
indonesian_content_343,tahun berapakah Indonesia merdeka?,id,0.614,-0.781,0.0,0.5,0.8,0,1.133
indonesian_polar_397,Adakah Yesus Kristus disalib?,id,0.209,0.518,1.0,0.375,0.8,1,2.902
indonesian_content_9326,Siapakah Julie Brown?,id,-0.303,-0.781,0.0,0.0,0.5,0,-0.584
indonesian_polar_190,apakah Baitul Maqdis tempat Ibadah umat Yahudi?,id,-0.505,1.518,0.0,0.0,0.875,1,1.888
indonesian_polar_84,bisakah kita bertani di pinggir pantai?,id,-0.124,-0.482,0.0,0.75,0.429,1,0.573
indonesian_polar_76,Apakah smartphone adalah telepon genggam?,id,0.009,-0.482,0.0,0.0,0.667,1,0.194
indonesian_content_4478,Berapa luas Kepulauan Masalembo?,id,-0.636,-0.781,0.0,0.0,1.0,0,-0.417
indonesian_polar_48,Apakah Konversi dibolehkan di dalam Islam?,id,0.043,-0.482,0.0,0.75,0.571,1,0.882
indonesian_content_1444,siapakah yang menemukan ilmu Epistemologi?,id,-0.236,0.219,1.0,0.333,0.5,0,1.816
indonesian_content_9230,Kapan The Art Of War pertama kali dicetak?,id,0.935,1.219,0.0,0.5,1.0,0,3.654
indonesian_content_976,kapankah Amalric meninggal?,id,0.03,-0.781,0.0,0.333,0.75,0,0.332
indonesian_polar_338,Apakah kata dengan kalimat sama ?,id,-0.391,0.518,0.0,0.0,0.667,1,0.794
indonesian_polar_217,Apakah Jamur kuping bisa dimakan ?,id,0.409,-0.482,0.0,0.5,0.667,1,1.094
indonesian_content_11464,Di daerah bersuhu berapa tanaman temu mangga bisa hiup ?,id,0.989,0.219,1.0,0.25,0.778,0,3.236
indonesian_content_3160,Pernahkah Hamka dipenjara ?,id,0.03,-0.781,0.0,0.333,0.75,0,0.332
indonesian_content_8690,berapakah jumlah Gereja Katolik di Indonesia?,id,0.03,-0.781,0.0,0.0,0.714,0,-0.037
indonesian_content_413,Apa yang dimaksud dengan perangkat lunak?,id,-0.236,0.219,1.0,0.333,0.5,0,1.816
