unique_id,text,language,avg_max_depth,avg_subordinate_chain_len,avg_verb_edges,lexical_density,n_tokens,question_type,complexity_score
indonesian_polar_50,apakah Clair Cameron Patterson masih hidup?,id,0.518,0.0,0.75,0.857,2.197,1,4.322
indonesian_polar_296,Apakah serial gundam merupakan tokoh robot ?,id,-0.482,0.0,0.75,0.857,2.197,1,3.322
indonesian_content_3218,Berapa luas Nigeria?,id,-1.781,0.0,0.0,1.0,1.609,0,0.828
indonesian_content_4413,berapakah jenis kecipir?,id,-0.781,0.0,0.0,0.75,1.792,0,1.761
indonesian_content_9213,kapankah Love Nikki-Dress Up Queen dirilis pertama kali?,id,1.219,0.0,0.5,0.889,2.398,0,5.006
indonesian_content_4507,Siapa pewaris tunggal Britania Romawi?,id,0.219,0.0,0.0,0.8,1.946,0,2.965
indonesian_content_11977,siapakah pembalap Lotus Cars di formula1 tahun 2016?,id,0.219,0.0,0.0,0.556,2.398,0,3.173
indonesian_content_7246,Kapan Peristiwa Woyla terjadi ?,id,-0.781,0.0,0.333,1.0,1.792,0,2.344
indonesian_polar_320,Apakah The Flash bercerita tentang superhero ?,id,-0.482,0.0,0.75,0.714,2.197,1,3.179
indonesian_polar_110,Apakah HBx terdapat dalam tubuh manusia?,id,-0.482,0.0,0.75,0.714,2.197,1,3.179
indonesian_polar_415,apakah bahasa Ibrani bahasa asli Alkitab?,id,0.518,0.0,0.0,0.714,2.197,1,3.429
indonesian_content_8211,Kapan kerajaan Negeri Sembilan terbentuk ?,id,0.219,0.0,0.333,0.8,1.946,0,3.298
indonesian_polar_20,Apakah Skizofrenia bisa diturunkan melalui gen ?,id,-0.482,0.0,0.75,0.571,2.197,1,3.036
indonesian_content_173,Siapakah tokoh logaritma?,id,-0.781,0.0,0.0,0.5,1.792,0,1.511
indonesian_polar_358,apakah Plutarkhos masih hidup?,id,-0.482,1.0,0.5,0.6,1.946,1,3.564
indonesian_polar_319,Apakah Seoul dilalui Sungai Han?,id,-0.482,0.0,0.75,0.833,2.079,1,3.18
indonesian_content_11831,Berapa halaman kitab Bhagawad Gita?,id,0.219,0.0,0.0,1.0,1.946,0,3.165
indonesian_content_1,Dari manakah asal Dr. H. Shofwan Karim Elha?,id,2.219,0.0,0.0,0.667,2.565,0,5.451
indonesian_polar_470,Apakah Balon Lebaran Ponorogo berbahaya?,id,0.518,0.0,0.5,0.833,2.079,1,3.93
indonesian_polar_191,apakah gastronomi mempelajari sejarah?,id,-0.482,0.0,0.75,0.8,1.946,1,3.014
indonesian_polar_405,Apakah bakteri Bacillus thuringiensis berbaya pada manusia?,id,0.518,0.0,0.75,0.75,2.303,1,4.321
indonesian_polar_11,apakah Spam termasuk tindakan kriminal?,id,-0.482,0.0,0.75,0.833,2.079,1,3.18
indonesian_polar_79,apakah spam dapat dihindari?,id,-0.482,0.0,0.5,0.6,1.946,1,2.564
indonesian_polar_332,Apakah PES sama dengan FIFA ?,id,-0.482,0.0,0.0,0.667,2.079,1,2.264
indonesian_polar_46,apakah teh mengandung kafein?,id,-0.482,0.0,0.75,0.8,1.946,1,3.014
indonesian_content_7113,siapakah penulis cerita Harry Potter?,id,1.219,0.0,0.0,0.667,2.079,0,3.965
indonesian_polar_150,Adakah bendungan dapat digunakan untuk PLTA?,id,0.518,1.0,0.5,0.571,2.197,1,4.786
indonesian_polar_69,apakah Bianca Maria Visconti keturunan Raja?,id,0.518,0.0,0.0,0.857,2.197,1,3.572
indonesian_polar_350,Apakah Ya’juj dan Ma’juj manusia?,id,-0.482,0.0,0.0,0.667,2.079,1,2.264
indonesian_polar_216,Apakah hepatitis B dapat disembuhkan?,id,-0.482,0.0,0.5,0.667,2.079,1,2.764
indonesian_content_5820,jenis kucing domestik apakah yang paling kecil?,id,0.219,0.0,0.0,0.625,2.303,0,3.147
indonesian_polar_143,Apakah sistem kasta berlaku di India?,id,-0.482,0.0,0.75,0.714,2.197,1,3.179
indonesian_polar_277,apakah Wasabi pedas?,id,-0.482,0.0,0.0,0.75,1.792,1,2.06
indonesian_content_5908,Kapan Galileo Galilei lahir?,id,-0.781,0.0,0.333,1.0,1.792,0,2.344
indonesian_content_11323,mata uang apakah yang digunakan di jepang?,id,0.219,1.0,0.333,0.5,2.303,0,4.355
indonesian_content_12019,Siapa yang menemukan paham Reduksionisme?,id,0.219,1.0,0.333,0.6,1.946,0,4.098
indonesian_content_3347,bisakah manusia melihat wujud elektron valensi?,id,0.219,0.0,0.5,0.714,2.197,0,3.63
indonesian_content_2241,Dimanakah kota suci agama Yahudi ?,id,0.219,0.0,0.0,0.667,2.079,0,2.965
indonesian_content_6816,Siapakah libretto oleh Lorenzo da Ponte?,id,1.219,0.0,0.0,0.571,2.197,0,3.987
indonesian_content_7557,Berapa lama Kerusuhan Poso terjadi?,id,-0.781,0.0,0.5,1.0,1.946,0,2.665
indonesian_polar_444,Apakah gunung Bromo terletak di kota Malang?,id,-0.482,0.0,0.75,0.75,2.303,1,3.321
indonesian_content_1179,berapakah jumlah orangutan yang amsih ada tahun 2015?,id,0.219,0.0,0.5,0.667,2.398,0,3.784
indonesian_polar_372,Adakah Kashmir dilalui oleh Sungai Indus?,id,0.518,1.0,0.5,0.714,2.197,1,4.929
indonesian_content_10246,Berapa lama Belanda menjajah Indonesia?,id,-1.781,0.0,0.667,1.0,1.946,0,1.832
indonesian_content_10063,dimanakah radio pertama kali diciptakan?,id,-0.781,0.0,0.5,0.833,2.079,0,2.631
indonesian_polar_183,apakah Telepon video bisa dilakukan dengan koneksi 3G?,id,-0.482,0.0,0.75,0.667,2.398,1,3.333
indonesian_polar_235,apakah malin kundang berasal dari minangkabau?,id,-0.482,0.0,0.75,0.714,2.197,1,3.179
indonesian_content_9086,Berapa kerajaan Perlak I berlangsung?,id,0.219,0.0,0.333,1.0,1.946,0,3.498
indonesian_content_11958,berapakah jumlah kecamatan di Nusa Tenggara Timur?,id,0.219,0.0,0.0,0.75,2.303,0,3.272
indonesian_polar_395,pernahkah Raja Rama IX menikah?,id,0.518,0.0,0.5,0.667,2.079,1,3.764
indonesian_polar_141,Adakah tank menggunakan peluru?,id,-0.482,1.0,0.5,0.8,1.946,1,3.764
indonesian_content_4363,Apa yang mempengaruhi kecepatan CPU?,id,0.219,1.0,0.333,0.6,1.946,0,4.098
indonesian_content_5114,Kapan Guglielmo I lahir?,id,-0.781,0.0,0.333,0.75,1.792,0,2.094
indonesian_content_3830,dimanakah Osias Beert dilahirkan?,id,-0.781,0.0,0.333,0.8,1.946,0,2.298
indonesian_polar_455,Apakah Sukra seorang dewa dalam mitologi Hindu?,id,0.518,0.0,0.0,0.625,2.303,1,3.446
indonesian_content_1488,berapakah tinggi Patung Buddha Mengshan?,id,-0.781,0.0,0.5,0.833,2.079,0,2.631
indonesian_polar_144,Apakah Salat Witir boleh dikerjakan setelah solat fardu?,id,-0.482,0.0,0.75,0.667,2.398,1,3.333
indonesian_content_10913,siapakah dewa utama dalam agama Buddha ?,id,0.219,0.0,0.0,0.571,2.197,0,2.987
indonesian_polar_307,Apakah Krustasea dapat dikonsumsi manusia?,id,-0.482,0.0,0.75,0.667,2.079,1,3.014
indonesian_polar_212,Apakah Buddha mempercayai Kehidupan setelah kematian?,id,0.518,0.0,0.75,0.714,2.197,1,4.179
indonesian_content_6597,Kapan Zainal Sabaruddin Nasution lahir ?,id,0.219,0.0,0.333,1.0,1.946,0,3.498
indonesian_polar_181,Apakah Perusahaan Jawatan Kereta Api termasuk BUMN?,id,1.518,0.0,0.75,0.875,2.303,1,5.446
indonesian_content_11316,siapakah istri George Herbert Walker Bush?,id,2.219,0.0,0.0,0.714,2.197,0,5.13
indonesian_polar_371,Apakah dewa brahmana berasal dari kepercayaan Hindu ?,id,-0.482,0.0,0.75,0.75,2.303,1,3.321
indonesian_polar_178,Adakah minum bir dapat menyebabkan kecanduan?,id,0.518,1.0,0.5,0.714,2.197,1,4.929
indonesian_content_10536,Kapan Raden Mas Soewardi Soerjaningrat lahir?,id,1.219,0.0,0.333,1.0,2.079,0,4.631
indonesian_polar_356,apakah ada populasi manusia di Pulau Selaru?,id,0.518,0.0,0.5,0.75,2.303,1,4.071
indonesian_polar_218,apakah Dana desa masuk dalam Undang-Undang Desa?,id,-0.482,0.0,0.75,0.75,2.303,1,3.321
indonesian_content_343,tahun berapakah Indonesia merdeka?,id,-0.781,0.0,0.5,0.8,1.946,0,2.465
indonesian_polar_397,Adakah Yesus Kristus disalib?,id,0.518,1.0,0.375,0.8,1.946,1,4.639
indonesian_content_9326,Siapakah Julie Brown?,id,-0.781,0.0,0.0,0.5,1.792,0,1.511
indonesian_polar_190,apakah Baitul Maqdis tempat Ibadah umat Yahudi?,id,1.518,0.0,0.0,0.875,2.303,1,4.696
indonesian_polar_84,bisakah kita bertani di pinggir pantai?,id,-0.482,0.0,0.75,0.429,2.197,1,2.894
indonesian_polar_76,Apakah smartphone adalah telepon genggam?,id,-0.482,0.0,0.0,0.667,2.079,1,2.264
indonesian_content_4478,Berapa luas Kepulauan Masalembo?,id,-0.781,0.0,0.0,1.0,1.792,0,2.011
indonesian_polar_48,Apakah Konversi dibolehkan di dalam Islam?,id,-0.482,0.0,0.75,0.571,2.197,1,3.036
indonesian_content_1444,siapakah yang menemukan ilmu Epistemologi?,id,0.219,1.0,0.333,0.5,2.079,0,4.131
indonesian_content_9230,Kapan The Art Of War pertama kali dicetak?,id,1.219,0.0,0.5,1.0,2.303,0,5.022
indonesian_content_976,kapankah Amalric meninggal?,id,-0.781,0.0,0.333,0.75,1.792,0,2.094
indonesian_polar_338,Apakah kata dengan kalimat sama ?,id,0.518,0.0,0.0,0.667,2.079,1,3.264
indonesian_polar_217,Apakah Jamur kuping bisa dimakan ?,id,-0.482,0.0,0.5,0.667,2.079,1,2.764
indonesian_content_11464,Di daerah bersuhu berapa tanaman temu mangga bisa hiup ?,id,0.219,1.0,0.25,0.778,2.398,0,4.645
indonesian_content_3160,Pernahkah Hamka dipenjara ?,id,-0.781,0.0,0.333,0.75,1.792,0,2.094
indonesian_content_8690,berapakah jumlah Gereja Katolik di Indonesia?,id,-0.781,0.0,0.0,0.714,2.197,0,2.13
indonesian_content_413,Apa yang dimaksud dengan perangkat lunak?,id,0.219,1.0,0.333,0.5,2.079,0,4.131
indonesian_polar_378,Apakah penyembuhan ambien memerlukan operasi ?,id,-0.482,0.0,0.75,0.833,2.079,1,3.18
indonesian_content_5854,dimanakah letak Bioskop terbesar di Indoensia?,id,0.219,0.0,0.0,0.571,2.197,0,2.987
