unique_id,text,language,avg_links_len,avg_max_depth,avg_subordinate_chain_len,avg_verb_edges,lexical_density,question_type,complexity_score
ja_content_3,また、目標についてどんなイメージをお持ちでしょうか。,ja,0.424,-0.39,1.0,0.5,0.417,0,1.951
ja_polar_60,お皿は全て重ねてたのですが、しばらくすると女性の従業員が来て、こちらのトロ刺身のお皿はお取りになられましたか?,ja,0.703,0.727,1.667,0.8,0.472,1,4.369
ja_polar_43,一番希望するのは?,ja,-0.462,-2.273,0.0,0.75,0.4,1,-1.585
ja_content_37,しかし、グレンダに素晴らしい技を披露させたとして、誰がそれを咎めることができるだろうか。,ja,0.924,0.61,2.0,0.733,0.304,0,4.571
ja_content_30,"いったい,“次世紀ファーム研究所”とは何なのか。",ja,0.879,-1.39,0.0,0.0,0.5,0,-0.011
ja_polar_12,日本の高野山カフェや坊主バーは大丈夫でしょうか。,ja,-0.484,0.727,0.0,0.0,0.583,1,0.826
ja_polar_22,今後もこの教団に所属していたいですか?,ja,0.425,-1.273,1.0,0.5,0.333,1,0.985
ja_polar_1,疲労回復では他に譲るか?,ja,-0.355,-1.273,0.0,0.75,0.5,1,-0.378
ja_content_25,"どういう人のどういう夢かはさておき,夢の中に出てくる寺社って,こんな感じなんじゃないだろうか?",ja,-0.009,1.61,1.0,0.2,0.481,0,3.282
ja_polar_53,陳述書に“現在も通っている”と書いてあるが?,ja,0.372,-0.273,1.0,0.438,0.538,1,2.075
ja_polar_46,横浜市近辺で英会話を習いたいという人にはかなりいいのではないでしょうか?,ja,0.026,0.727,1.0,0.375,0.455,1,2.583
ja_polar_21,それで生き方、変わりますか?,ja,-0.212,-1.273,1.0,0.375,0.429,1,0.319
ja_polar_61,その時からのだから?,ja,-0.412,-1.273,0.0,0.0,0.167,1,-1.518
ja_polar_32,他だとkawara cafeくらいでしょうか?,ja,-0.212,-1.273,1.0,0.0,0.375,1,-0.11
ja_content_0,犯人は一体誰なのか?,ja,-0.56,-1.39,0.0,0.0,0.286,0,-1.664
ja_content_1,どうするか?,ja,-1.394,-2.39,0.0,0.4,0.667,0,-2.717
ja_polar_0,そんなことで許されるのでしょうか?,ja,-0.497,-1.273,0.0,0.75,0.25,1,-0.77
ja_content_6,これがどれだけすごいことなのか。,ja,-0.519,-0.39,0.0,0.0,0.222,0,-0.687
ja_content_20,削除しないのはなぜだろう?,ja,0.273,-1.39,1.0,0.4,0.286,0,0.569
ja_polar_59,って言ってる年齢不詳?,ja,-0.712,-1.273,1.0,0.25,0.6,1,-0.135
ja_content_38,警官は私に作者Günter de Bruynを知っているか？同業者なのか？と、極めて言葉少なに質問した。,ja,1.731,0.61,1.5,0.467,0.48,0,4.788
ja_content_23,じゃあ次はどうなるのか?,ja,-0.394,-1.39,0.0,1.0,0.429,0,-0.355
ja_polar_11,天ざるではちょっと多いかな?,ja,-0.497,-1.273,0.0,0.0,0.5,1,-1.27
ja_polar_47,でも、リニューアルしたゲストハウス風のロビー?,ja,0.913,-1.273,1.0,0.0,0.333,1,0.973
ja_polar_6,自分たちが所属する組織の構造や社会的布置を知ることができるのではないでしょうか。,ja,0.243,2.727,1.0,0.625,0.391,1,4.986
ja_polar_66,労働者たちは、机の上に宗教関係の物を置くことが許容されているか？,ja,0.312,1.727,1.0,0.5,0.545,1,4.084
ja_content_29,そのモサは今何をしているか。,ja,-0.616,-1.39,1.0,0.4,0.4,0,-0.206
ja_content_18,"信者の人権を守るために身体の自由をどの程度侵してもやむを得ないと言えるのか,という議論ではないでしょうか。",ja,0.058,2.61,2.5,0.5,0.375,0,6.043
ja_polar_23,調達先はUK拠点のDFJ EspritとフランスのSofinnovaだとか。,ja,-0.212,-0.273,0.0,0.0,0.533,1,0.048
ja_content_12,ではどのような行動によって「細かい男」だと思われるのでしょうか。,ja,0.783,-0.39,1.0,0.5,0.333,0,2.226
ja_polar_10,"では,霊芝は免疫システムの病気であるリューマチにもよいのでしょうか?",ja,0.726,0.727,1.0,0.0,0.412,1,2.865
ja_polar_39,値段の安さも含め、この周辺では一番では無いでしょうか。,ja,0.122,0.727,1.0,0.25,0.312,1,2.411
ja_polar_5,ホームページもキレイな感じで女性向けなのかな?,ja,-0.212,-0.273,0.0,0.0,0.462,1,-0.023
ja_content_40,党内のどこに歴史的正当性があるのだろうか？,ja,0.19,-0.39,0.0,0.8,0.385,0,0.985
ja_polar_29,関西ではスタンダードな部類の味ではないでしょうか。,ja,0.205,-0.273,0.0,0.0,0.308,1,0.24
ja_polar_49,地区予選で敗者復活戦に回った雪辱を果たせるか。,ja,-0.462,0.727,1.0,0.5,0.615,1,2.38
ja_content_28,中日の次期監督に決まっている高木守道氏からラブコールを送られている福留に、巨人も再び手を伸ばすことになるかどうか。,ja,-0.175,4.61,1.0,0.367,0.606,0,6.408
ja_content_13,いったいどんな話になったのでしょうか。,ja,-0.394,-1.39,0.0,0.8,0.333,0,-0.651
ja_polar_48,これでも関係がないと言えるのか?,ja,-0.101,-0.273,0.0,1.0,0.3,1,0.926
ja_content_15,「12星座別キーワード」では、あなたがどんな人か?,ja,0.243,-1.39,0.0,0.0,0.417,0,-0.73
ja_polar_45,本気で譲ってほしいという人はいるのかしらん?,ja,-0.394,0.727,1.0,0.5,0.417,1,2.25
ja_polar_19,私を犯罪の構成要件を満たす刑法犯として告発するために110番通報したんじゃなかったのか?,ja,0.603,2.727,1.0,0.833,0.321,1,5.484
ja_polar_2,"貴市および貴財団では,本申入にかかる事実が判っても,今後もAPTFによる使用を許可し続けるのですか。",ja,0.681,1.727,1.0,0.2,0.517,1,4.125
ja_polar_55,"まさか松田氏は,男性が倒れる前から消防に通報していたとでもいうつもりだったのでしょうか。",ja,1.748,2.727,1.333,0.562,0.423,1,6.793
