unique_id,text,language,avg_links_len,avg_subordinate_chain_len,avg_verb_edges,lexical_density,n_tokens,question_type,complexity_score
en_content_8,What's going on with the UBS weather position?,en,0.156,0.0,0.5,0.444,2.398,0,3.498
en_polar_84,Name of specific Hibachi restaurant in Chicago?,en,-0.027,0.0,0.0,0.714,2.197,1,2.884
en_polar_453,"I've stayed in a more expensive hotel there, but you can check some travelguides or tripadvisor?",en,0.682,0.0,0.583,0.471,2.996,1,4.732
en_polar_478,Have I just fallen victim in a cultural trap?,en,0.057,0.0,0.667,0.556,2.398,1,3.678
en_polar_481,*gasps* So I wouldn't make a good prostitute?,en,0.557,0.0,0.417,0.556,2.565,1,4.095
en_polar_358,If you can?,en,-0.693,0.0,0.0,0.0,1.609,1,0.916
en_content_138,"Thinking about that, what's your title?",en,-0.344,1.0,0.167,0.286,2.303,0,3.412
en_content_367,"What is the nearest National Park to Birmingham, UK?",en,-0.219,0.0,0.0,0.556,2.485,0,2.822
en_polar_392,Do I need a protein skimmer or any other equipment?,en,-0.082,0.0,0.333,0.5,2.485,1,3.236
en_content_395,whose better looking ?,en,-0.344,0.0,0.0,0.5,1.792,0,1.948
en_content_195,Blue Planet: Who's afraid of Big Bad Wolf?,en,-0.094,0.0,0.0,0.667,2.485,0,3.058
en_polar_283,Do you think we need to do more?,en,-0.765,2.0,0.333,0.5,2.303,1,4.371
en_content_14,Which wonderful contact of mine is thumbs upping all my best answers ^^?,en,0.073,0.0,0.667,0.462,2.708,0,3.91
en_content_331,"Hmmm, she says, Then why are you calling here, we don't go past broad?",en,0.656,0.0,0.222,0.467,2.996,0,4.341
en_content_270,what are some unique customs in ireland?,en,-0.511,0.0,0.0,0.429,2.197,0,2.115
en_content_24,how do you mold silicone or rubber into a mermaid tail?,en,-0.044,0.0,0.667,0.545,2.565,0,3.733
en_content_305,When you feed him how many pinkies do you feed him?,en,-0.344,1.0,0.583,0.545,2.565,0,4.349
en_content_177,What are you doing to the least of the people?,en,-0.344,0.0,0.5,0.3,2.485,0,2.941
en_content_152,What do I need to do?,en,-0.144,1.0,0.333,0.333,2.079,0,3.601
en_polar_323,Has the disaster affected the way other countries view the US?,en,-0.593,1.0,0.333,0.636,2.565,1,3.941
en_polar_497,3. Is there too much mineral in the water?,en,-0.318,0.0,0.5,0.556,2.485,1,3.223
en_content_358,Is this how your clients usually evaluate these properties?,en,-0.594,1.0,0.5,0.556,2.398,0,3.86
en_polar_96,That he didn’t show up for duty in Alabama?,en,0.14,0.0,1.0,0.3,2.485,1,3.925
en_polar_278,Are we ready to execute?,en,-0.693,1.0,0.167,0.4,1.946,1,2.82
en_content_181,I say why not?,en,-1.011,0.0,0.333,0.5,1.792,0,1.614
en_content_251,What are good places to eat brunch at? ?,en,-0.63,1.0,0.5,0.5,2.398,0,3.768
en_content_300,I have tryed to give him water but he wont take it.. what should i do?,en,0.781,1.0,0.542,0.294,2.996,0,5.613
en_polar_567,Have you had any knowledgement about pearl pigment.?,en,-0.479,0.0,0.333,0.5,2.303,1,2.657
en_polar_228,"With regard to our annual review of this list of laws we need to comply with, do we not want to add the Canadian provinces new ""eligible swap participant"" equivalant rules?",en,0.807,1.5,0.417,0.548,3.584,1,6.856
en_content_262,What could be the issue and can I try some home remedies first?,en,0.156,0.0,0.667,0.385,2.708,0,3.916
en_polar_422,Please help with my cats bladder issue?,en,0.378,0.0,0.333,0.5,2.303,1,3.514
en_polar_200,"Ben Taub hospital is located at 1504 Taub Loop, Houston, Texas, phone number: 713-793-2000.?",en,0.422,0.0,0.667,0.714,2.996,1,4.799
en_polar_569,cos ill be going to baguio alone and i have tight?,en,0.17,0.0,0.667,0.417,2.639,1,3.893
en_content_204,"We have the technology; if you are going to spend billions of dollars touting ""FREEDOM"" why not spend those billions making all of us free?",en,0.614,2.0,0.472,0.52,3.401,0,7.007
en_polar_370,The Canadian Regenesis actress Mayko Nguyen has Japanese connection or is it her fake name?,en,0.449,0.0,0.5,0.667,2.833,1,4.449
en_polar_173,Are either of you familiar with this project?,en,0.092,0.0,0.0,0.25,2.303,1,2.645
en_content_185,You who like the tough talk of Tough on Crime?,en,-0.677,1.0,0.333,0.5,2.485,0,3.641
en_content_298,what are you having problems with?,en,0.256,0.0,0.333,0.333,2.079,0,3.001
en_content_171,"Where is the ""simple"" explanation of the transportation piece?",en,0.531,0.0,0.0,0.556,2.565,0,3.652
en_content_370,I have hundreds of VHS movies lying around... what should I do with them?,en,0.195,1.0,0.389,0.5,2.833,0,4.917
en_polar_147,Is that Microwave that you gave Dan really expensive?,en,0.682,1.0,0.5,0.556,2.398,1,5.136
en_polar_110,Does this reappropriation lead to or originate from the same place?,en,-0.093,0.0,0.5,0.455,2.565,1,3.427
en_content_310,What is the best time of year?,en,-0.511,0.0,0.0,0.429,2.197,0,2.115
en_polar_204,Just wanted to know were we stand on the ETA and PA for Argentina?,en,-0.347,2.0,0.389,0.571,2.773,1,5.386
en_polar_463,Is there any tricks I could use?,en,-0.36,1.0,0.25,0.429,2.197,1,3.516
en_polar_474,Did your vet take radiographs (x-rays)?,en,-0.193,0.0,0.333,0.714,2.485,1,3.339
en_content_75,"so, enemy, what's your point?",en,1.256,0.0,0.0,0.5,2.303,0,4.059
en_content_67,"""Can you name the general who is in charge of Pakistan?""",en,-0.444,1.0,0.333,0.364,2.708,0,3.961
en_content_398,how can you get wifi anywhere 24/7 on your apple ipod 8gb?,en,0.887,0.0,1.0,0.5,2.833,0,5.22
en_content_59,Which airlines should I look into and when should I buy my ticket?,en,0.156,0.0,0.583,0.385,2.708,0,3.832
en_content_105,"Do we have a sense for how many we can reach, how many we can't and where they are?",en,0.077,1.0,0.583,0.4,3.135,0,5.195
en_content_90,What mosques exactly did they visit and who did they meet?,en,0.056,0.0,0.5,0.364,2.565,0,3.485
en_polar_271,Is there anyone else in EGM that could participate?,en,-0.068,1.0,0.25,0.444,2.398,1,4.024
en_polar_582,Was the iPhone the first Smart Phone?,en,0.64,0.0,0.0,0.571,2.197,1,3.408
en_polar_159,it's did you watch your girl on tv last night?,en,0.007,0.0,0.833,0.455,2.565,1,3.86
en_polar_310,Anyone know a release date?,en,-0.443,0.0,0.333,0.6,1.946,1,2.436
en_polar_503,would You like going for *coffee* with him?,en,0.092,1.0,0.333,0.375,2.485,1,4.285
en_polar_33,Could you run those additional post-id's?,en,0.64,0.0,0.333,0.571,2.303,1,3.847
en_content_192,How much money does the USA give NASA per year?,en,-0.566,0.0,0.667,0.7,2.485,0,3.286
en_polar_389,my Tom cat will not eat meat just the juice in the can.?,en,-0.277,0.0,0.667,0.538,2.708,1,3.636
en_content_348,What's going on dude?,en,-0.844,0.0,0.5,0.4,1.946,0,2.002
en_content_287,Where in the states could I go?,en,0.156,0.0,0.333,0.429,2.197,0,3.115
en_polar_80,you live in NZ and you eat McDonalds ice cream?,en,-0.093,0.0,0.5,0.545,2.565,1,3.517
en_polar_560,PS- Were you having phone system problems this morning?,en,0.057,0.0,0.667,0.667,2.485,1,3.876
en_polar_393,NOOK Color or NOOK Tablet?,en,-0.443,0.0,0.0,0.8,1.946,1,2.303
en_content_265,"I'm American and I am going to the UK for the first time, what should I expect?",en,0.833,0.0,0.5,0.333,3.045,0,4.711
en_polar_261,Are you selling burgers up and down the east coast?,en,0.251,0.0,0.5,0.4,2.485,1,3.636
en_polar_245,Can we have a meeting this week (maybe Thursday at 3:30) to discuss this?,en,-0.04,1.0,0.333,0.429,2.89,1,4.612
en_content_269,What do you think of these photos?,en,-0.344,0.0,0.5,0.286,2.197,0,2.639
en_polar_589,air asia flight attendant?,en,-0.86,0.0,0.0,1.0,1.792,1,1.932
en_polar_366,Travelers guide - For the young and unknowledgeable?,en,-0.336,0.0,0.0,0.5,2.398,1,2.562
en_content_147,"What correlation are you assuming, 15% flat for twenty years?",en,-0.444,0.0,0.5,0.364,2.639,0,3.059
en_content_46,how many ounces in a pint in ireland?,en,-0.344,0.0,0.0,0.625,2.303,0,2.584
en_polar_612,Want a great burger?,en,-0.193,0.0,0.167,0.75,1.792,1,2.516
en_content_154,What do you think?,en,-0.344,0.0,0.333,0.25,1.792,0,2.031
en_content_380,Erm ya How can I watch Fair City Online in England lols?,en,0.656,0.0,0.0,0.5,2.639,0,3.795
en_polar_601,they will talk to me if i am mexican?,en,0.057,1.0,0.5,0.222,2.398,1,4.177
en_polar_77,need help finding irish music?,en,-0.943,1.0,0.167,1.0,1.946,1,3.17
en_polar_364,"Canadian student visa, can I used for other schools?",en,-0.193,0.0,0.333,0.667,2.485,1,3.292
en_polar_334,Would you recommend living in Limerick as a student?,en,-0.318,1.0,0.333,0.444,2.398,1,3.857
en_content_362,What influenced Picasso's cubism style of painting?,en,-0.487,0.0,0.333,0.625,2.303,0,2.774
en_content_165,How are you making out on the revised version of the LOC?,en,-0.162,0.0,0.333,0.417,2.639,0,3.227
en_content_25,"In the Episode ""So in Louvre Are We Two"", How many diffrent painting/scupltures are their and who are the artists?",en,0.037,0.0,0.667,0.5,3.296,0,4.5
en_content_297,where can I find the best tours to the Mekong Delta at reasonable prices?,en,0.348,0.0,0.667,0.571,2.773,0,4.359
en_polar_454,"a degu, a rat, a mouse, a hamster or a guinea pig?",en,1.534,0.0,0.0,0.5,2.833,1,4.867
