unique_id,text,language,avg_links_len,avg_subordinate_chain_len,avg_verb_edges,lexical_density,n_tokens,question_type,complexity_score
ru_content_392,Кто на алиэкспрессе продаёт алмазную мозаику на подрамнике?,ru,-0.188,0.0,0.667,0.625,2.303,0,3.407
ru_content_652,"Знаете, где можно научиться мнемотехнике?",ru,-0.295,2.0,0.222,1.0,2.079,0,5.006
ru_polar_103,"Есть ли в сети полноценная статья, где указывается, что можно?",ru,-0.053,2.0,0.4,0.7,2.639,1,5.686
ru_polar_2,"Ты помнишь ли, что я Еще живу в сем мире?",ru,0.058,1.0,0.7,0.4,2.565,1,4.723
ru_polar_50,Нормально ли будет в нём спать без палатки?,ru,-0.307,1.0,0.4,0.375,2.303,1,3.771
ru_polar_140,Вопрос такой: можно ли с ней не гулять?,ru,-0.164,1.0,0.4,0.375,2.398,1,4.009
ru_content_516,Подскажите как называется эта модель кроссовок adidas?,ru,-0.712,0.0,0.25,0.714,2.197,0,2.449
ru_content_51,А что для вас настоящее счастье?,ru,0.555,0.0,0.0,0.333,2.079,0,2.967
ru_polar_54,Обязаны ли меня поселить по ксероксу?,ru,-0.564,1.0,0.4,0.5,2.079,1,3.415
ru_content_339,"И да, почему длина стельки почти больше на 1 см чем длина стопы?",ru,0.871,0.0,0.0,0.615,2.773,0,4.259
ru_content_340,"Я ничего не понял, как понять, обучили меня смешарики чему-то?",ru,0.288,0.0,0.5,0.5,2.639,0,3.927
ru_content_359,Что это за фигня?,ru,-0.045,0.0,0.0,0.25,1.792,0,1.997
ru_polar_22,Можно ли лечить пищевую аллергию?,ru,-0.664,1.0,0.3,0.8,1.946,1,3.382
ru_polar_117,Сюда же вопрос: часто ли машинисты переходят с работы на пассажирском поезде к работе на грузовом и наоборот?,ru,-0.047,0.0,0.8,0.611,3.045,1,4.409
ru_polar_91,Есть ли еще грибы в лесу?,ru,-0.564,0.0,0.4,0.667,2.079,1,2.582
ru_polar_24,Так можно ли это все назвать аллергией?,ru,-0.498,1.0,0.5,0.571,2.197,1,3.77
ru_polar_83,"Рост 168 см, какой размер свитшота будет выбрать правильнее, и подойдёт ли размер 44/46 RUS?",ru,-0.093,2.0,0.4,0.533,2.944,1,5.784
ru_polar_164,"Если мне будет мастурбировать чувак, пока я буду смотреть на нюдесы его девушки, будет ли он считаться куколдом?",ru,0.365,1.0,0.8,0.389,3.091,1,5.645
ru_content_612,"Кто придумал, как создали и кто поет в песне гобафон?",ru,-0.045,0.0,0.389,0.6,2.565,0,3.509
ru_content_458,Есть идеи как поймать ее?,ru,-0.795,1.0,0.25,0.8,1.946,0,3.201
ru_content_282,Кто собирается лететь за рубеж?,ru,-0.795,1.0,0.25,0.6,1.946,0,3.001
ru_content_555,Как можно узнать еще больше информации?,ru,-0.445,1.0,0.25,0.833,2.079,0,3.717
ru_content_258,"Везде одна синтетика и понты, почему люди забывают классическую одежду?",ru,0.177,0.0,0.5,0.8,2.565,0,4.042
ru_content_486,Что вы думаете на счет моего мышления?,ru,-0.045,0.0,0.5,0.429,2.197,0,3.081
ru_polar_63,Будут ли трудности поездкой?,ru,-0.831,0.0,0.0,0.5,1.792,1,1.461
ru_content_25,и самое главное для кого?,ru,-0.045,0.0,0.0,0.2,1.946,0,2.101
ru_polar_130,Есть ли польза от секса в 13 лет?,ru,-0.45,0.0,0.2,0.5,2.303,1,2.553
ru_polar_93,"Можно ли в The division начать дополнение ""выживание"" без прохождения компании?",ru,-0.064,1.0,0.5,0.545,2.708,1,4.689
ru_content_270,Где близлежайший христианский православный храм?,ru,0.455,0.0,0.0,1.0,1.946,0,3.401
ru_content_144,"Может быть есть какие-нибудь чаи или таблетки, которые вызывают аппетит?",ru,-0.268,1.0,0.208,0.7,2.565,0,4.205
ru_content_591,И что со всем этим делать?,ru,0.555,0.0,0.5,0.167,2.079,0,3.301
ru_polar_155,Не нужно ли мне будет сидеть потом 2х недельный карантин дома?,ru,0.236,1.0,0.6,0.545,2.565,1,4.946
ru_content_409,А как мне помириться то с ней после этого?,ru,0.08,0.0,1.0,0.222,2.398,0,3.7
ru_content_79,— Что?— Петино лицо показалось из-за журнала.,ru,-0.045,0.0,0.333,0.667,2.398,0,3.353
ru_polar_124,Можно ли писать знак корня над интегралом?,ru,-0.498,1.0,0.4,0.714,2.197,1,3.813
ru_content_507,Может кто знает что это за грибы?,ru,-0.545,0.0,0.25,0.429,2.197,0,2.331
ru_content_492,Кто-нибудь знает что случилось с Paper Manufacturing?,ru,-0.712,1.0,0.417,0.286,2.197,0,3.188
ru_polar_20,Опасно ли если ребёнок откусил яблочного червя с яблоком?,ru,-0.164,1.0,0.8,0.667,2.398,1,4.701
ru_polar_184,Имел ли кто-нибудь такое оружие (пусть даже травматическое)?,ru,0.55,0.0,0.8,0.375,2.485,1,4.21
ru_content_311,Чем опасны волны на море в Австралии?,ru,-0.545,0.0,0.0,0.571,2.197,0,2.223
ru_polar_187,Выпарится ли влага из всего этого при включении кабеля?,ru,0.336,0.0,0.8,0.444,2.398,1,3.978
ru_polar_157,Пустят ли меня если мне нет данного возраста?,ru,-0.164,1.0,0.6,0.5,2.303,1,4.239
ru_content_562,В чем причина может быть?,ru,-0.795,1.0,0.25,0.6,1.946,0,3.001
ru_content_64,— Что?— глухо в подушку отозвался он.,ru,0.355,0.0,0.5,0.5,2.398,0,3.753
ru_content_32,А сейчас что?,ru,-0.545,0.0,0.0,0.333,1.609,0,1.397
ru_content_332,Вот сыллка на фрагмент этот: vm.tiktok.com/ZSxje1xw/ Какая это серия?,ru,0.705,0.0,0.0,0.333,2.485,0,3.523
ru_polar_49,Легко ли найти жилье и работу?,ru,-0.764,1.0,0.2,0.667,2.079,1,3.182
ru_polar_191,Будем ли мы вместе несмотря на запрет?,ru,-0.164,0.0,0.0,0.429,2.197,1,2.462
ru_polar_173,"Правда ли то, что если мужчина не готов бесцельно тратить свои жизненные силы и ресурсы на паразитов, женщинам для отношений он будет не интересен?",ru,2.401,1.0,0.6,0.5,3.332,1,7.833
ru_polar_7,"""От волка, что ли?""— Ирина округлила глаза.",ru,0.169,0.0,0.4,0.571,2.639,1,3.779
ru_content_349,Что значит ДЕЛАТЬ ЭТО?,ru,-1.045,1.0,0.25,0.5,1.792,0,2.497
