unique_id,text,language,avg_links_len,avg_max_depth,avg_subordinate_chain_len,avg_verb_edges,lexical_density,question_type,complexity_score
russian_polar_1615,В городе Иркутске бывает лето?,ru,-0.672,-0.5,0.0,0.4,0.8,1,0.028
russian_content_7526,На скольких островах был построен Санкт-Петербург?,ru,-0.178,-0.51,0.0,0.5,0.667,0,0.479
russian_content_3481,Самарка́нд был внесен в список наследия ЮНЕСКО?,ru,-0.244,0.49,0.0,0.5,0.714,0,1.46
russian_content_7215,Как называется столица Осетии?,ru,-0.578,-0.51,0.0,0.333,1.0,0,0.245
russian_content_4603,"В скольких странах есть отделения ""Сбербанка""?",ru,-0.178,-0.51,0.0,0.0,0.667,0,-0.021
russian_content_4428,Сколько было снято эпизодов канадского фантастического телесериала «Земля:,ru,0.279,0.49,0.0,0.333,0.75,0,1.852
russian_content_11343,В каком сражении участвовал Алексе́й Петро́вич Ермо́лов?,ru,-0.244,-0.51,0.0,0.333,0.714,0,0.293
russian_polar_769,Рей Аянами был пилотом в манге «Евангелион»?,ru,-0.255,-0.5,0.0,0.0,0.714,1,-0.041
russian_content_5453,Сколько стран участвовало в Холодной войне?,ru,0.022,-0.51,0.0,0.333,0.667,0,0.512
russian_content_3083,"Какая длина самого длинного нильского крокодила, живущего в неволе на март 2019?",ru,0.241,2.49,1.0,0.333,0.667,0,4.731
russian_polar_850,Есть ли семейные врачи в России на март 2019?,ru,0.578,-0.5,0.0,0.8,0.667,1,1.545
russian_content_11838,Что является простейшим одноразрядным двоичным аналого-цифровой преобразователем?,ru,1.089,-0.51,0.0,0.333,0.857,0,1.769
russian_polar_1026,Можно ли детям смотреть мультсериал «Футура́ма»?,ru,-0.122,0.5,1.0,0.4,0.833,1,2.611
russian_content_4039,Из чего был построен первый мост через Неву?,ru,-0.149,0.49,0.0,0.5,0.5,0,1.341
russian_polar_1094,M16 выпускается в США на март 2019?,ru,-0.255,-0.5,0.0,0.6,0.571,1,0.416
russian_content_8321,Когда открылся музей Mercedes в Штуттгарте?,ru,-0.178,0.49,0.0,0.333,0.667,0,1.312
russian_polar_571,Была Кондоли́за Райс замужем?,ru,0.078,-0.5,0.0,0.0,0.75,1,0.328
russian_polar_814,Описан ли в романе «1984» тоталитаризм?,ru,0.878,-0.5,0.0,0.6,0.667,1,1.645
russian_polar_992,«Джойнт» была отмечена премией государства Израиль?,ru,-0.522,0.5,0.0,0.6,0.833,1,1.411
russian_polar_827,Был ли Евге́ний Алексе́евич Фёдоров отличником в школе?,ru,0.65,-0.5,0.0,0.0,0.625,1,0.775
russian_polar_1255,Есть ли скалы в долине Тимна?,ru,-0.522,0.5,0.0,0.4,0.667,1,1.045
russian_polar_636,Был у Ла́кшми сын?,ru,0.078,-0.5,0.0,0.4,0.75,1,0.728
russian_content_1329,С какого возраста призывают на военную службу в Россию?,ru,0.422,-0.51,0.0,0.5,0.556,0,0.968
russian_content_5896,Сколько островов в Японии на март 2019?,ru,0.256,0.49,0.0,0.0,0.571,0,1.317
russian_polar_141,Принцесса Диана была родственницей Сэра Уи́нстона Спе́нсер-Че́рчилля?,ru,-0.422,-0.5,0.0,0.0,0.857,1,-0.065
russian_content_2588,Где живет Янукович в 2019 году?,ru,0.222,-0.51,0.0,0.5,0.833,0,1.045
russian_content_2812,Сколько больных псориазом в России на март 2019?,ru,0.565,-0.51,0.0,0.0,0.625,0,0.68
russian_content_8243,Когда был основан город Ки́мры?,ru,-0.328,-0.51,0.0,0.5,0.8,0,0.462
russian_polar_1065,Изучают ли русский язык в школах Эстонии в 2019 году?,ru,0.745,-0.5,0.0,0.8,0.7,1,1.745
russian_content_3239,Сколько детей было у Генриха Восьмого?,ru,0.222,-0.51,0.0,0.0,0.5,0,0.212
russian_content_2754,Когда была выпущена Super Nintendo Entertainment System ?,ru,0.089,-0.51,0.0,0.5,0.286,0,0.365
russian_polar_352,Продолжает ли дело Жака Ифа Кусто его сын?,ru,0.221,0.5,0.0,0.6,0.75,1,2.071
russian_content_4257,Когда был выпущен первый Chevrolet Camaro?,ru,-0.178,-0.51,0.0,0.5,0.5,0,0.312
russian_polar_1245,Существует мужское синхронное плавание в России?,ru,-0.122,0.5,0.0,0.2,0.833,1,1.411
russian_content_8736,Когда была открыта станция метро Горьковская в Санкт-Петербурге?,ru,-0.006,0.49,0.0,0.5,0.75,0,1.734
russian_content_2691,Когда зародился кинемато́граф Герма́нии?,ru,-0.578,-0.51,0.0,0.333,1.0,0,0.245
russian_polar_277,Изначально компьютерная игра была популярна среди населения?,ru,-0.088,-0.5,0.0,0.0,0.714,1,0.126
russian_polar_1069,Вытяжной парашю́т имеет пружину?,ru,-0.922,-0.5,0.0,0.4,1.0,1,-0.022
russian_content_7661,Сколько лет Ге́нрих II Плантагене́т был королем?,ru,0.756,-0.51,0.0,0.0,0.714,0,0.96
russian_content_4273,Сколько всего сезонов «Доктор Кто» вышло на 2019 год?,ru,0.547,0.49,0.0,0.333,0.556,0,1.926
russian_polar_1506,Максимилиан I лично участвовал в войнах?,ru,-0.322,-0.5,0.0,0.6,0.833,1,0.611
russian_content_9666,Сколько альбомов было записано группой My Bloody Valentine по данным на 2019 год?,ru,0.256,0.49,0.0,0.667,0.462,0,1.875
russian_polar_782,Сохранился ли оригинал книги пророка Давида?,ru,-0.722,1.5,0.0,0.4,0.833,1,2.011
russian_content_11803,"Когда впервые были упомянуты в литературе ""Скифские монахи""?",ru,0.565,-0.51,0.0,0.833,0.75,0,1.638
russian_content_9718,Сколько официальных языков в Албании?,ru,-0.078,0.49,0.0,0.0,0.6,0,1.012
russian_content_8862,В каком возрасте Ричард Стоддерт Юэлл стал военным?,ru,0.422,-0.51,0.0,0.5,0.75,0,1.162
russian_content_11946,Какая площадь Папуа — Новой Гвинеи?,ru,-0.078,0.49,0.0,0.0,0.8,0,1.212
russian_content_11009,Кто был главным художником игры Freelancer?,ru,0.022,-0.51,0.0,0.0,0.5,0,0.012
russian_polar_764,Был ли «Rurouni Kenshin» показан в России?,ru,1.078,-0.5,0.0,0.8,0.286,1,1.664
russian_content_12375,В каком году вышла игра The Last of Us?,ru,-0.078,0.49,0.0,0.333,0.333,0,1.078
russian_polar_808,Принудительные меры медицинского характера прописаны в законодательстве России?,ru,-0.35,0.5,0.0,0.4,0.875,1,1.425
russian_polar_1684,Есть ли герб у Южной Осетии?,ru,0.278,-0.5,0.0,0.6,0.667,1,1.045
russian_polar_282,Гу́бки обладают способностью к регенерации?,ru,-0.672,0.5,0.0,0.4,0.8,1,1.028
russian_polar_722,Арабский халифат вел торговлю с Киевской Русью?,ru,-0.422,0.5,0.0,0.4,0.857,1,1.335
russian_polar_72,Христо́дулос Цига́нтес посещал Россию?,ru,-0.588,-0.5,0.0,0.4,1.0,1,0.312
russian_content_6464,Кто создал первую видеокарту?,ru,-0.244,-0.51,0.0,0.333,0.75,0,0.329
russian_content_11458,Когда зародилась Парапсихоло́гия?,ru,-0.578,-1.51,0.0,0.333,1.0,0,-0.755
russian_polar_1653,Правил ли Птолемей VIII Эвергет II в Александрии?,ru,0.507,-0.5,0.0,0.6,0.75,1,1.357
russian_polar_715,Клод Э́лвуд Ше́ннон был аполитичным человеком?,ru,0.278,-0.5,0.0,0.0,0.833,1,0.611
russian_polar_1234,"Упоминается ли термин ""обход закона"" в важнейших официальных нормативных документах Европейского Союза?",ru,0.805,0.5,0.0,0.6,0.833,1,2.738
russian_polar_1563,Есть ледники в Йосе́митском национа́льном па́рке?,ru,0.278,0.5,0.0,0.2,0.833,1,1.811
russian_polar_966,Была попытка индустриализации при Петре Первом?,ru,-0.522,0.5,0.0,0.2,0.833,1,1.011
russian_polar_1424,"Можно ли увидеть метеорит, упавший в Челябинске на видео?",ru,-0.172,2.5,1.0,0.333,0.667,1,4.328
russian_content_1812,Где учился Мишель Фуко?,ru,-0.578,-0.51,0.0,0.333,1.0,0,0.245
russian_polar_1030,Стал сын Эдуарда I Длинноногого королем?,ru,-0.122,0.5,0.0,0.2,1.0,1,1.578
russian_content_7637,Когда был основан город Ясного́рск?,ru,-0.328,-0.51,0.0,0.5,0.8,0,0.462
russian_content_5990,В каком году был организован детский центр «Орлёнок»?,ru,-0.006,-0.51,0.0,0.5,0.625,0,0.609
russian_polar_1155,Стал сын Стефана королем Англии?,ru,-0.672,0.5,0.0,0.2,1.0,1,1.028
russian_content_8524,На каком языке писал стихи Кади Бурханеддин Ахмед?,ru,-0.149,-0.51,0.0,0.5,0.75,0,0.591
russian_polar_798,«Джойнт» помогла евреям России в 2018?,ru,-0.122,-0.5,0.0,0.6,0.833,1,0.811
russian_content_8816,Когда был построен Карлов мост в Праге?,ru,-0.078,0.49,0.0,0.5,0.714,0,1.626
russian_content_5981,Как погиб Троцкий?,ru,-0.578,-1.51,0.0,0.333,1.0,0,-0.755
russian_polar_1588,Можно ли найти работу в Москве без знания английского языка?,ru,-0.144,1.5,1.0,0.4,0.7,1,3.456
russian_polar_510,Входят ли Голанские высоты в состав Палестины?,ru,0.078,-0.5,0.0,0.6,0.714,1,0.892
russian_polar_1311,Можно ли ускорить метаболизм человека?,ru,-0.672,0.5,1.0,0.3,0.8,1,1.928
russian_content_8219,Когда был открыт Свято-Филаретовский православно-христианский институт?,ru,0.589,-0.51,0.0,0.5,0.857,0,1.436
russian_polar_1097,Брайан Джеральд О’Дрисколл был капитаном?,ru,0.745,-0.5,1.0,0.0,0.571,1,1.816
russian_content_5370,Кем была разработана 2С9 или «Нона-С»?,ru,0.256,0.49,0.0,0.5,0.571,0,1.817
russian_content_8581,Какая среднегодовая температура в Абхазии?,ru,-0.078,-0.51,0.0,0.0,0.6,0,0.012
russian_polar_61,Принимают ли в Польше рубли?,ru,0.328,-0.5,0.0,0.6,0.6,1,1.028
russian_content_2269,Где находится самая древняя деревянная церковь России на март 2019?,ru,0.533,0.49,0.0,0.5,0.8,0,2.323
russian_content_11412,Когда была основана Ирландия?,ru,-0.244,-1.51,0.0,0.5,0.75,0,-0.504
russian_content_9649,Как зовут мужа Ксении Собчак?,ru,-0.578,0.49,0.0,0.333,1.0,0,1.245
russian_content_6109,В каком городе была основана компания Sun Microsystems?,ru,-0.292,0.49,0.0,0.5,0.375,0,1.073
russian_content_6,"Как долго существовало британское телевизионное игровое шоу ""Хрустальный лабиринт""?",ru,0.422,0.49,0.0,0.333,1.0,0,2.245
russian_polar_995,Есть ли дети у Евгении Чудновец?,ru,-0.122,-0.5,0.0,0.6,0.667,1,0.645
russian_polar_433,Работает ли Эммилу Харрис в обществе по защите животных?,ru,-0.172,0.5,0.0,0.6,0.667,1,1.595
russian_content_2902,Когда был основан город Сарапул?,ru,-0.328,-0.51,0.0,0.5,0.8,0,0.462
russian_polar_655,Был ли Гай Саллю́стий Крисп членом римского сената?,ru,0.65,-0.5,0.0,0.0,0.75,1,0.9
russian_polar_906,Были ли женщины руководителями Триад Гонконга?,ru,-0.322,-0.5,0.0,0.0,0.667,1,-0.155
russian_polar_1537,Есть ли в России либерализм?,ru,0.328,-0.5,0.0,0.6,0.6,1,1.028
russian_content_1945,Какое животное обитает только на Сахалине?,ru,0.022,-0.51,0.0,0.333,0.5,0,0.345
russian_content_2730,Где проходило Евровидение 2018 года?,ru,-0.328,0.49,0.0,0.333,1.0,0,1.495
russian_polar_1201,Является ли примордиа́льная тради́ция религиозным течением?,ru,0.278,-0.5,0.0,0.6,0.833,1,1.211
russian_polar_1518,Дми́трий Константи́нович Киселёв выступает против геев?,ru,-0.122,-0.5,0.0,0.4,0.833,1,0.611
russian_polar_1206,Россия каждый год переходит на летнее время?,ru,-0.088,-0.5,0.0,0.6,0.714,1,0.726
russian_polar_470,Играл ли Э́ндрю Стю́арт Ма́ррей Макко́лл на чемпионате мира по футболу?,ru,0.278,0.5,0.0,0.6,0.727,1,2.105
russian_polar_273,Рафаэ́ль Нада́ль Паре́ра выигрывал Олимпиаду?,ru,-0.172,-0.5,0.0,0.4,1.0,1,0.728
russian_content_6265,В каких веках существовало государство Чампа?,ru,-0.378,-0.51,0.0,0.333,0.667,0,0.112
russian_content_11007,Какая средняя температура в Антарктиде зимой по данным на 2019 год?,ru,0.522,0.49,0.0,0.0,0.636,0,1.648
russian_polar_150,Есть ли ветер на Луне?,ru,-0.422,0.5,0.0,0.4,0.6,1,1.078
russian_content_11508,Когда началось Протестное движение в России?,ru,-0.178,0.49,0.0,0.333,0.833,0,1.478
russian_content_3685,Как стать монахом Вознесенского монастыря?,ru,-0.328,0.49,0.0,0.333,1.0,0,1.495
russian_content_1270,С какого года женщины могут носить брюки?,ru,-0.244,-0.51,1.0,0.333,0.714,0,1.293
russian_polar_1045,Режим правления Ильха́м Гейда́р оглы́ Али́ев диктаторский?,ru,0.578,0.5,0.0,0.0,1.0,1,2.078
russian_content_1743,Сколько раз «Бо́стон Се́лтикс» был чемпионом НБА?,ru,0.756,-0.51,0.0,0.0,0.714,0,0.96
russian_content_11470,Где родился Ма́ксвелл?,ru,-0.578,-1.51,0.0,0.333,1.0,0,-0.755
russian_polar_1075,Нужна ли русским виза в Истонию в 2019 году?,ru,0.578,0.5,0.0,0.0,0.667,1,1.745
russian_content_2965,"Сколько главных героев в фильме ""Бригада""?",ru,0.022,0.49,0.0,0.0,0.667,0,1.179
russian_content_5135,Сколько улиц в городе Владимир на сегодняшний день?,ru,0.137,1.49,0.0,0.0,0.625,0,2.252
russian_content_1705,Какой основной язык индийских фильмов?,ru,-0.078,-0.51,0.0,0.0,0.8,0,0.212
russian_content_8372,Когда Дарвин выдвинул свою теорию происхождения человека?,ru,-0.244,0.49,0.0,0.5,0.857,0,1.603
russian_polar_1435,Red Bull Racing была чемпионом мира?,ru,-0.122,-0.5,0.0,0.0,0.333,1,-0.289
russian_polar_988,Билл Клинтон был замешан в сексуальном скандале?,ru,-0.088,-0.5,0.0,0.0,0.714,1,0.126
russian_content_10249,Сколько лет длилась Русско-японская война?,ru,-0.328,-0.51,0.0,0.333,0.8,0,0.295
russian_polar_1411,"Существует ли на самом деле кафе, где собирались главные герои сериала ""Друзья""?",ru,0.169,2.5,1.0,0.5,0.75,1,4.919
russian_polar_206,Когда родился Михаи́л Алекса́ндрович Ли́фшиц?,ru,-0.672,-0.5,0.0,0.4,1.0,1,0.228
russian_polar_475,Играют ли в Ирландии в крикет?,ru,0.278,-0.5,0.0,0.6,0.5,1,0.878
russian_content_6061,Кто был соперником Путина на выборах 4 марта 2012 года?,ru,-0.022,1.49,0.0,0.0,0.7,0,2.168
russian_content_1254,Как звали мужа королевы Виктории?,ru,-0.578,0.49,0.0,0.333,1.0,0,1.245
russian_polar_1640,Ницше изучал теологию?,ru,-0.922,-1.5,0.0,0.4,1.0,1,-1.022
russian_polar_111,Жил Лермонтов на Поварской у́лице?,ru,0.078,-0.5,0.0,0.4,0.8,1,0.778
russian_polar_1202,Михаи́л Васи́льевич Ломоно́сов открыл наличие атмосферы у Венеры?,ru,-0.207,0.5,0.0,0.4,0.875,1,1.568
russian_polar_706,Росиия демократическое государство?,ru,-0.422,-1.5,0.0,0.0,1.0,1,-0.922
russian_content_9085,Кто является главным героем манги Brynhildr in the Darkness?,ru,-0.078,1.49,0.0,0.333,0.444,0,2.189
russian_polar_414,Джорда́но Бру́но был монахом?,ru,-0.255,-0.5,0.0,0.0,0.75,1,-0.005
russian_polar_117,Был пересмотр по Делу «Кировлеса» в 2016?,ru,0.078,1.5,0.0,0.2,0.714,1,2.492
russian_content_2255,Когда появился Лжедми́трий I?,ru,-0.578,-0.51,0.0,0.333,0.75,0,-0.005
russian_polar_1657,Снят ли «Мертве́ц» в черно-белом формате?,ru,1.078,-0.5,0.0,0.6,0.714,1,1.892
russian_content_3198,Валенти́н Петро́вич Глушко́ посещать США?,ru,0.172,-0.51,0.0,0.333,1.0,0,0.995
russian_content_484,Когда был установлен памятник Русалочке в Копенгагене?,ru,-0.078,0.49,0.0,0.5,0.714,0,1.626
russian_polar_1297,AKB48 выступала в России?,ru,-0.588,-0.5,0.0,0.4,0.5,1,-0.188
russian_polar_460,Есть ли экранизации по романам Э́дгара А́ллана По?,ru,-0.493,1.5,0.0,0.4,0.75,1,2.157
russian_content_10388,Когда появился первый банк в России?,ru,-0.178,0.49,0.0,0.333,0.833,0,1.478
russian_content_2978,Когда первый куст хризантемы корейской был завезен в Россию?,ru,0.547,0.49,0.0,0.667,0.667,0,2.371
russian_polar_1339,Корабль «Айо́ва» принимал участие в войне в Персидском заливе?,ru,0.078,1.5,0.0,0.4,0.778,1,2.756
russian_polar_467,Была ли Ангола португальской колонией?,ru,0.578,-1.5,0.0,0.0,0.6,1,-0.322
russian_polar_923,Может ли студент получить доступ в библиотеку Академии наук в Санкт-Петербурге?,ru,-0.222,2.5,1.0,0.4,0.727,1,4.405
russian_content_6560,Что изображено на гербе Солика́мска?,ru,-0.328,-0.51,0.0,0.333,0.6,0,0.095
russian_polar_1073,Ла́на Тёрнер получила Оскар?,ru,-0.588,-0.5,0.0,0.4,1.0,1,0.312
russian_content_2719,Какой знак увидел во сне император Константин и нанес на щиты своих воинов?,ru,0.422,0.49,0.0,0.583,0.615,0,2.11
russian_content_5353,Джейн Грей была блондинкой?,ru,0.089,-0.51,0.0,0.0,0.75,0,0.329
russian_polar_772,Есть в армянском языке падежи?,ru,0.578,-0.5,0.0,0.4,0.8,1,1.278
russian_polar_375,Чеченская Республика - субъект Российской Федерации?,ru,-0.422,-0.5,0.0,0.0,1.0,1,0.078
russian_content_262,Когда Троцкий уехал из СССР?,ru,-0.078,-0.51,0.0,0.5,0.6,0,0.512
russian_content_7678,"Кто первым ввел определение ""неопо́знанный лета́ющий объе́кт""?",ru,0.256,0.49,0.0,0.25,0.857,0,1.853
russian_polar_1605,Может ли Wi-Fi вызывать рак?,ru,-0.172,-0.5,1.0,0.4,0.6,1,1.328
russian_polar_870,Э́двард Джо́зеф Сно́уден объявлен в международный розыск?,ru,0.078,-0.5,0.0,0.4,0.857,1,0.835
russian_polar_880,Был Фёдор Фёдорович Радецкий женат?,ru,0.578,-0.5,0.0,0.0,0.8,1,0.878
russian_polar_1195,Является ли дворцово-парковый ансамбль Качановка заповедником?,ru,0.278,-0.5,0.0,0.6,0.833,1,1.211
russian_polar_76,Существует ли обряд самосожжения вдов в Индии в 2019 году?,ru,0.078,1.5,0.0,0.4,0.7,1,2.678
russian_content_8400,Как звали мать Джона Александра Макдональда?,ru,-0.378,0.49,0.0,0.333,1.0,0,1.445
russian_content_1804,Когда была территория нынешних Нидерландов под властью Испании?,ru,0.422,0.49,0.0,0.0,0.75,0,1.662
russian_polar_1730,У Археопте́рикса был сильные маховые перья?,ru,-0.122,-0.5,0.0,0.0,0.667,1,0.045
russian_polar_1325,Есть дочерняя компания у ОАО «Инженерный центр энергетики Урала» на апрель 2019?,ru,0.078,2.5,0.0,0.2,0.833,1,3.611
russian_content_3208,Когда было построено первое поселение в местности Кумран?,ru,-0.149,0.49,0.0,0.5,0.75,0,1.591
russian_polar_1519,Делают из рапса масло?,ru,0.078,-0.5,0.0,0.4,0.75,1,0.728
russian_content_12520,Что такое биосенсор?,ru,-0.078,-1.51,0.0,0.0,0.333,0,-1.255
russian_content_2552,Какая высота самой высокой горы Памира?,ru,-0.178,0.49,0.0,0.0,0.667,0,0.979
russian_polar_543,Была ли женщина-персиянка послом Ирана в других странах по данным 2019?,ru,0.533,0.5,1.0,0.0,0.583,1,2.616
russian_polar_59,Поставлялся М46 на экспорт?,ru,-0.255,-0.5,0.0,0.4,0.75,1,0.395
russian_polar_311,Есть ли белок в рыбе?,ru,-0.422,0.5,0.0,0.4,0.6,1,1.078
russian_content_1923,Сколько воспитанниц учились в Смольном институте?,ru,0.022,-0.51,0.0,0.333,0.667,0,0.512
russian_polar_1677,Тунец -мигрирующая рыба?,ru,-0.422,-1.5,0.0,0.0,1.0,1,-0.922
russian_content_9246,Как называется первый роман Бориса Акунина?,ru,-0.378,0.49,0.0,0.333,1.0,0,1.445
russian_content_9940,Когда родилась Рины Зелёная?,ru,-0.578,-0.51,0.0,0.333,1.0,0,0.245
russian_content_10197,Какой завод производит поезда TGV?,ru,-0.578,-0.51,0.0,0.333,0.6,0,-0.155
russian_content_12600,Где хранится картина «Отравленные газами»?,ru,-0.328,0.49,1.0,0.25,1.0,0,2.412
russian_polar_207,Науру-это самая маленькая независимая республика мира?,ru,0.578,-0.5,0.0,0.0,0.714,1,0.792
russian_content_7990,Кто придумал Бэтмена?,ru,-0.578,-1.51,0.0,0.333,0.667,0,-1.088
russian_polar_1365,Верил в Бога Ньютон?,ru,0.078,-0.5,0.0,0.4,0.75,1,0.728
russian_content_2776,Какая протяженность мертвого моря?,ru,-0.244,-0.51,0.0,0.0,0.75,0,-0.004
russian_polar_878,Был ли взломан код Пентагона на 2019?,ru,-0.255,-0.5,0.0,0.8,0.571,1,0.616
russian_content_6068,Каких деревьев больше всего в манговых лесах?,ru,0.089,-0.51,0.0,0.0,0.429,0,0.008
russian_polar_243,Можно излечить Рассе́янный склеро́з?,ru,-0.588,0.5,1.0,0.133,1.0,1,2.045
russian_content_2390,На каком заводе производили СУ-152 в России во время Второй Мировой войны?,ru,0.756,0.49,0.0,0.667,0.615,0,2.528
russian_polar_1132,Индейцы живут в резервациях в современных США?,ru,-0.255,0.5,0.0,0.4,0.714,1,1.359
russian_content_5506,Где начали применять Порошковое пожаротушение впервые?,ru,0.022,0.49,1.0,0.333,1.0,0,2.845
russian_polar_485,Поставлялись советские самолеты в Сирию в годы СССР?,ru,0.364,-0.5,0.0,0.6,0.75,1,1.214
russian_content_5095,Используют язык Фортра́н на апрель 2019?,ru,0.022,-0.51,0.0,0.333,0.833,0,0.678
