unique_id,text,language,avg_max_depth,avg_subordinate_chain_len,avg_verb_edges,lexical_density,n_tokens,question_type,complexity_score
id_polar_76,"Sering orang bertanya, apa cita-cita Amek kelak?",id,-0.362,0.0,0.5,0.857,2.303,1,3.298
id_content_6,"Bagaimana nasib Maya, Naomy dan Ryan?",id,-0.226,0.0,0.0,0.833,2.197,0,2.804
id_content_79,"Apabila didengarnya segala kedursilaan yang dilakukan anak-anaknya, berkatalah ia kepada mereka: ``Mengapa kamu melakukan hal-hal yang begitu, sehingga kudengar dari segenap bangsa ini tentang perbuatan-perbuatanmu yang jahat itu?",id,2.774,1.0,0.68,0.394,3.664,0,8.512
id_content_252,Jika elektron tidak jadi jatuh ke-pusatnya apa yang terjadi?,id,-1.226,1.0,0.6,0.444,2.398,0,3.216
id_content_28,Apa saja 3 ranah berbeda warna itu?,id,-0.226,0.0,0.0,0.571,2.197,0,2.542
id_content_121,Mengapa hal ini tidak terjadi dalam Protestanisme?,id,-1.226,0.0,0.8,0.571,2.197,0,2.342
id_content_10,Bagaimana manusia sebagai individu dapat masuk ke dalam suatu hubungan dengan Allah?,id,-0.226,0.0,0.6,0.5,2.639,0,3.513
id_polar_210,"Lalu yang menjadi pertanyaan besar adalah, mungkinkah Yesus berdua-duaan dengan wanita pezina?",id,0.638,1.0,0.583,0.538,2.773,1,5.532
id_polar_189,Bait kedua juga bertanya... dan adakah engkau percaya kepada Tuhan di atas sana?,id,0.638,0.0,0.583,0.643,2.833,1,4.697
id_polar_261,"Lagi apakah sangkut pautmu dengan Aku, hai Tirus dan Sidon dan seluruh wilayah Filistin?",id,-0.362,0.0,0.0,0.5,2.944,1,3.082
id_polar_87,``Kang mas apa menangis?,id,-1.362,0.0,0.333,1.0,1.946,1,1.917
id_polar_262,Dan apakah lagi yang harus aku sebut?,id,-1.362,0.0,0.833,0.375,2.303,1,2.149
id_polar_169,Kakak perempuan yang manis dan baik hati?,id,0.638,0.0,0.0,0.714,2.197,1,3.549
id_content_93,Berapakah harga emas 3 bulan mendatang?,id,-1.226,0.0,0.0,0.571,2.197,0,1.542
id_polar_195,Akankah Heru tetap baik hati menghadapi mereka?,id,-1.362,1.0,0.417,0.625,2.303,1,2.983
id_content_157,Indy bertanya memang siapa yang sakit?,id,-0.226,0.0,0.6,0.667,2.079,0,3.12
id_content_218,Kapankah kalian bisa menang?,id,-1.226,0.0,0.4,0.4,1.946,0,1.52
id_polar_51,"Iye, wah foto kopian-ku, mau kalian lihat saya?",id,-0.362,0.0,0.5,0.333,2.565,1,3.036
id_polar_54,Akan kah pertemanan sepihak ini dapat berubah menjadi Cinta?,id,-1.362,1.0,0.333,0.556,2.398,1,2.925
id_polar_238,Akankah dia menemukan kebahagiaan yang selama ini dia dambakan?,id,-0.362,1.0,0.583,0.3,2.485,1,4.006
id_content_266,Siapa namanya dan siapa nama anaknya?,id,0.774,0.0,0.0,0.375,2.303,0,3.452
id_polar_81,"Bukankah (keadaannya) sama kami dengan anda, tidak bisa jauh dari air?",id,-0.362,0.0,0.0,0.308,2.89,1,2.836
id_polar_118,"Masakan Aku membiarkan engkau seperti Adma, membuat engkau seperti Zeboim?",id,-0.362,1.0,0.583,0.5,2.565,1,4.286
id_content_48,"Berkata Ibrahim kepada Namrud itu: ``Jika demikian halnya, mengapa kamu sembah patung-patung itu, yang tidak dapat berkata, tidak dapat melihat dan tidak dapat mendengar, tidak dapat membawa manfaat atau menolak mudharat, bahkan tidak dapat menolong dirinya dari kehancuran dan kebinasaan?",id,3.774,1.0,0.625,0.405,3.932,0,9.736
id_polar_187,"apakah artinya tidak beroperasi hari sabtu, minggu / libur?",id,0.638,0.0,0.333,0.7,2.639,1,4.31
id_polar_208,Berhasilkah Ali memperjuangkan rasa cintanya kepada Jamilah?,id,0.638,1.0,0.417,0.6,2.485,1,5.14
id_content_132,"Sebuah pertanyaan, mengapa dipahatkan relief Garudeya?",id,-1.226,0.0,0.6,0.833,2.197,0,2.404
id_content_122,Bagaimana perjuangan hidup Isabella?,id,-1.226,0.0,0.0,1.0,1.792,0,1.566
id_polar_223,"Kemudian pada satu titik, dua belahan jiwa ini tersadar; Apakah cinta mereka akan bisa terus abadi?",id,-0.362,0.0,0.667,0.529,3.045,1,3.879
id_content_59,Mengapa Kanade ada lebih dulu di dunia Afterlife?,id,-1.226,0.0,0.8,0.875,2.303,0,2.752
id_content_158,Indy bilang ada apa mereka menyuruhnya datang?,id,0.774,1.5,0.3,0.625,2.303,0,5.502
id_polar_52,Apakah gelasnya setengah kosong atau setengah penuh?,id,0.638,0.0,0.0,0.556,2.398,1,3.592
id_polar_85,"``Apakah (Tuhan) berniat mencegah kejahatan, namun tidak dapat?",id,-1.362,1.0,0.389,0.667,2.708,1,3.402
id_polar_127,"Hei, Jack tidak selalu kalah oleh Wilson kan?",id,-1.362,0.0,1.0,0.5,2.398,1,2.536
id_polar_143,"Beliau bertanya lagi, ``Maukah ku tuliskan surat untukmu kepada gubernur Kuffah agar melayanimu?",id,0.638,1.0,0.5,0.438,2.996,1,5.572
id_content_141,Apa yang terjadi jika Yellowstone meletus?,id,-0.226,2.0,0.4,0.5,2.079,0,4.753
id_content_228,Mengapa engkau lari diam-diam dan mengakali aku?,id,-1.226,0.0,0.6,0.571,2.197,0,2.142
id_content_54,"Persoalan berikutnya, bagaimana menentukan mana pelaku dan mana korban?",id,0.774,1.0,0.4,0.667,2.485,0,5.326
id_content_82,"Dan pada siapakah Siera akhirnya jatuh cinta, Tristan atau Rian?",id,0.774,0.0,1.0,0.545,2.639,0,4.958
id_polar_245,Apa juga yang akan terjadi dengan perseteruan keluarga mereka?,id,0.638,1.0,0.5,0.444,2.398,1,4.98
