unique_id,text,language,avg_links_len,avg_subordinate_chain_len,avg_verb_edges,lexical_density,n_tokens,question_type,complexity_score
ar_polar_15,وأبدى شيخ الأزهر دهشته ممن يقولون إنه لا يؤمن بالرأي الآخر وقال: إن بابي مفتوح يدخله العامل والشحات وإنني قلت لمكتبي: لا تمنعوا أحداً من الدخول، وقال ساخراً من هؤلاء: هل هناك حرية رأي أكثر من ذلك؟,ar,1.007,2.0,0.533,0.451,4.043,1,8.034
en_content_275,"My Snake's meal is TOO big, what can I do?",en,-0.244,0.0,0.333,0.455,2.639,0,3.183
ar_content_9, ما هي طبيعة المحكمة الخاصة التي شكلها مجلس الحكم لمحاكمة صدام حسين وأعضاء النظام السابق؟,ar,-0.644,1.0,0.6,0.556,3.045,0,4.557
en_polar_503,would You like going for *coffee* with him?,en,0.092,1.0,0.333,0.375,2.485,1,4.285
en_content_305,When you feed him how many pinkies do you feed him?,en,-0.344,1.0,0.583,0.545,2.565,0,4.349
ru_polar_46,"И видел ли хоть кто-то, что кого-то не пускают из-за температуры?",ru,0.136,1.0,0.8,0.273,2.639,1,4.848
ja_content_20,削除しないのはなぜだろう?,ja,0.273,1.0,0.4,0.286,2.197,0,4.156
en_content_19,Who is artist Gunther Uecker;explain?,en,0.056,0.0,0.0,0.667,2.197,0,2.92
en_content_46,how many ounces in a pint in ireland?,en,-0.344,0.0,0.0,0.625,2.303,0,2.584
en_polar_442,Can rabbits and chickens live together?,en,0.007,0.0,0.333,0.667,2.079,1,3.086
en_content_75,"so, enemy, what's your point?",en,1.256,0.0,0.0,0.5,2.303,0,4.059
en_polar_370,The Canadian Regenesis actress Mayko Nguyen has Japanese connection or is it her fake name?,en,0.449,0.0,0.5,0.667,2.833,1,4.449
id_polar_135,``Kalau begitu kamu memang bermaksud membohongiku?,id,-0.098,1.0,0.5,0.571,2.303,1,4.276
en_polar_200,"Ben Taub hospital is located at 1504 Taub Loop, Houston, Texas, phone number: 713-793-2000.?",en,0.422,0.0,0.667,0.714,2.996,1,4.799
fi_polar_0,Onko ammatillinen uskottavuuteni noin pientä..?,fi,-0.008,0.0,0.0,0.8,2.079,1,2.871
ru_polar_121,"В интернете это написано, но правда ли это?",ru,-0.021,0.0,0.6,0.375,2.398,1,3.352
id_polar_81,"Bukankah (keadaannya) sama kami dengan anda, tidak bisa jauh dari air?",id,0.235,0.0,0.0,0.308,2.89,1,3.433
fi_content_88,"Kysyipä joku epähienotunteisesti, että miten lienee sosialidemokraattien laita?",fi,0.022,1.0,0.6,0.75,2.398,0,4.77
ar_content_45,"ترتيبات للقاء بين مبارك وشارون بعد ""تقارب"" مصري ـ إسرائيلي؟",ar,0.345,0.0,0.0,0.455,2.773,0,3.573
id_content_216,Isteri yang cakap siapakah akan mendapatkannya?,id,0.265,0.0,0.6,0.375,2.303,0,3.543
id_polar_34,Apakah layak sesuatu disebut pengasih akan tetapi sebenarnya merupakan penghukum atau penyiksa?,id,-0.182,0.0,0.667,0.615,2.708,1,3.808
fi_polar_80,Onko tosiaan näin?,fi,-0.508,0.0,0.0,0.667,1.609,1,1.768
id_polar_111,Lalu berkatalah Yakub kepada Laban: ``Apakah yang kauperbuat terhadap aku ini?,id,-0.015,1.0,0.583,0.308,2.833,1,4.709
en_content_367,"What is the nearest National Park to Birmingham, UK?",en,-0.219,0.0,0.0,0.556,2.485,0,2.822
fi_content_42,"On vain yksi, miksi?",fi,0.213,0.0,0.4,0.75,1.946,0,3.309
fi_polar_64,Tuleeko hän varmasti?,fi,-0.508,0.0,0.4,0.667,1.609,1,2.168
id_content_268,Di manakah harta raja itu sekarang?,id,-0.211,0.0,0.0,0.429,2.197,0,2.415
ru_polar_20,Опасно ли если ребёнок откусил яблочного червя с яблоком?,ru,-0.164,1.0,0.8,0.667,2.398,1,4.701
ja_polar_30,そんな夏にぴったり?,ja,-0.878,0.0,0.0,0.5,1.792,1,1.414
ar_polar_2,رئيس الجمعية موافق وقسم هام من الاعضاء رافضون والاختلاف محوره هذه المرة قضية التطبيع وتداعياتها المعقدة المحمولة على اجنحة متعددة بين السياسي والثقافي والفكري والعلمي مشدودة الى الاشكال الحارق الوحيد: هل نقبل باسرائيل ام نصمد على خط القطيعة؟,ar,0.537,0.0,0.0,0.596,3.912,1,5.045
fi_content_55,"”Tietävätköhän Jumalat nyt, mitä ovat tekemässä?”",fi,0.279,1.0,0.4,0.667,2.398,0,4.744
fi_content_30,"Mitä tapahtuu, jos itäeurooppalaiset ja keskieurooppalaiset vallan keskukset kerran siirtyvät?",fi,0.99,1.0,0.5,0.7,2.565,0,5.755
fi_polar_31,"Kääntäisikö Se mahtavan Ahterinsa Nielun kansalle, ja siunaisi sitä ruskealla sukkulalla ja kultaisella sateella, vai laskisiko Se alas kauhistuttavan Kätensä mukanaan sininen kaikentuhoava tulva?",fi,1.079,0.0,0.867,0.708,3.332,1,5.986
ar_content_14, ربما أم مؤكد؟,ar,-0.555,0.0,0.0,0.333,1.792,0,1.57
en_polar_582,Was the iPhone the first Smart Phone?,en,0.64,0.0,0.0,0.571,2.197,1,3.408
ko_content_14,과연 이럴 때 우리 성도들은 어떻게 처신해야 좋겠습니까?,ko,0.084,0.0,0.0,0.625,2.303,0,3.012
fi_content_23,- ... Mutta miten ne ei ole vieläkään saanut rakennettua sitä Lepuskin tornia?,fi,0.679,1.0,0.6,0.545,2.708,0,5.532
ko_content_144,고령화 사회가 도래하면 우리사회에는 어떤 문제가 발생할 것인가?,ko,-0.487,1.0,0.333,0.625,2.303,0,3.774
fi_content_41,"Miten mies voisikaan tietää, ettei Pekulla enää edes ole puhelintaan?",fi,0.179,0.0,0.6,0.636,2.639,0,4.054
ja_polar_35,未来の英雄?,ja,-0.712,0.0,0.0,0.667,1.609,1,1.564
ko_content_197,우주에 관해서 우리는 무엇을 알고 있으며 또 어떻게 그것을 알게 되었을까?,ko,0.799,1.0,0.056,0.364,2.565,0,4.784
ko_content_81,도대체 왜 고르비는 리슈꼬프와 빠블로프 등 매우 단견적인 인물들에 의해 경제정책을 입안하게 했는가?,ko,0.632,1.0,0.417,0.769,2.708,0,5.526
ru_polar_167,Можно ли прийти в турагентство и спросить набирают ли они группу для такого полета?,ru,-0.087,1.0,0.5,0.5,2.773,1,4.686
ja_content_26,一連の事態をどのように理解すればいいのでしょうか。,ja,-0.24,1.0,1.0,0.286,2.773,0,4.819
ru_content_340,"Я ничего не понял, как понять, обучили меня смешарики чему-то?",ru,0.288,0.0,0.5,0.5,2.639,0,3.927
id_polar_87,``Kang mas apa menangis?,id,-0.432,0.0,0.333,1.0,1.946,1,2.847
en_polar_204,Just wanted to know were we stand on the ETA and PA for Argentina?,en,-0.347,2.0,0.389,0.571,2.773,1,5.386
en_content_38,Which Compact System Camera Should I Get...?,en,-0.511,0.0,0.333,0.571,2.303,0,2.696
fi_polar_75,"Mistä tiedetään, paljonko työtä tietty kurssi on opiskelijalta vaatinut?",fi,0.742,1.0,0.5,0.778,2.485,1,5.505
ja_polar_16,知恵とアイディアを結集させたこの「推し面メーカー」は、最初から公開予定だったのだろうか。,ja,0.312,1.0,0.125,0.409,3.296,1,5.142
ru_content_377,И почему друзей разрешается иметь только до десяти тысяч включительно?,ru,0.066,1.0,0.417,0.6,2.485,0,4.568
ja_content_39,民間企業において宗教的信念に関する発言を妨げる危険のある制限は何であるか？,ja,-0.203,1.0,0.08,0.545,3.178,0,4.6
fi_content_103,Mikä siis avuksi?,fi,-0.621,0.0,0.0,0.667,1.609,0,1.655
en_content_362,What influenced Picasso's cubism style of painting?,en,-0.487,0.0,0.333,0.625,2.303,0,2.774
id_polar_225,Adakah gelombang P?,id,-0.765,0.0,0.333,0.75,1.792,1,2.11
ar_content_0,ويعود الصائم، بعد افطاره الشهي، الى حيث تستقبله، في كل الفضائيات العربية، مشاهد المآسي التي تجري في فلسطين، والمجازر التي يرتكبها العدو الصهيوني ضد شعبنا العربي المسلم في هذه الارض العربية المغتصبة والمدماة... فماذا يفعل؟,ar,1.373,1.0,0.6,0.535,3.97,0,7.478
ru_polar_155,Не нужно ли мне будет сидеть потом 2х недельный карантин дома?,ru,0.236,1.0,0.6,0.545,2.565,1,4.946
ko_content_43,왜 노동자의 꾸가에서 노동자의 상태개선이 아니라 농민의 상태개선인가?,ko,0.084,0.0,0.5,0.875,2.303,0,3.762
ko_polar_56,그렇다면 뻬레스트로이카의 어떠한 측면이 그 반동적 성격을 강화했으며 또 어떠한 측면이 고르비를 뿌치의 반동으로부터 구해낼 수 있었는가?,ko,1.085,0.0,0.0,0.824,2.944,1,4.853
id_content_59,Mengapa Kanade ada lebih dulu di dunia Afterlife?,id,-0.163,0.0,0.8,0.875,2.303,0,3.815
ja_polar_51,すごくそういうところを引っかかる感じですか?,ja,-0.462,1.0,0.375,0.667,2.398,1,3.978
ko_polar_28,그렇다면 사회주의적 생산에서는 어떠한 변화를 겪게 되는가?,ko,-0.04,1.0,0.222,0.857,2.197,1,4.236
ar_content_26,"وماذا عن المكتبات؟. عن هذا السؤال اجاب ستيف ريجيو المسؤول عن مكتبة ""بارنيساندنوبل.كوم"" الاميركية على شبكة الانترنت بالقول ""خلال 20 عاما، ستدخل مكتبة ما وتلقم المؤلفات التى تريد على كتابك الالكتروني"".",ar,0.667,1.0,0.5,0.432,3.85,0,6.449
id_content_13,Kemana impian jiwa muda ini membawa mereka?,id,0.456,0.0,0.6,0.714,2.197,0,3.967
id_content_256,(C) Di mana kita saat ini?,id,0.722,0.0,0.0,0.333,2.303,0,3.358
ja_polar_43,一番希望するのは?,ja,-0.462,0.0,0.75,0.4,1.946,1,2.634
id_polar_108,"Ia bertanya, “Bisakah kita membuat sebuah mobil mewah terbaik di dunia?” Pertanyaan Eiji ini membuat Toyota memulai sebuah proyek super - rahasia yang diberi kode F1 (“Flagship” (Unggulan) + “No. 1 vehicle” (Mobil No. 1)).",id,0.813,1.333,0.4,0.657,3.989,1,7.192
ar_content_32,اذاً، انتصرت السلطة او هكذا تعتقد. انتصرت على المعارضة؟ لا، بل هي على الدولة انتصرت. فمع انتهاء ما بدا فصلاً من معركتها مع المعارضة، بات جلياً ان مفهوم الدولة سقط، بل ان الممارسات الدؤوبة للسلطة ومحاسيبها قد اسقطته.,ar,2.224,1.0,0.45,0.523,3.97,0,8.167
ar_content_42,ماذا سيفعل عندما سيعود إليها باسم الانتقام؟,ar,-0.055,1.0,0.5,0.364,2.565,0,4.374
fi_content_112,Mitä ihmettä tämä tarkoittaa?,fi,-0.454,0.0,0.4,0.5,1.792,0,2.238
fi_content_99,"Ensinnäkin sen sijaan, että työntekijöitä komennettaisiin milloin mihinkin projektiin, saa usein kuulla kysymystä ”mitä haluaisit tehdä?”, ja työntekijän toiveita myös oikeasti kuunnellaan.",fi,1.356,1.0,0.533,0.727,3.401,0,7.017
fi_polar_112,"Voisitko itse paremmin, jos seksielämäsi jatkuisi?”",fi,0.392,1.0,0.5,0.833,2.303,1,5.028
ru_polar_49,Легко ли найти жилье и работу?,ru,-0.764,1.0,0.2,0.667,2.079,1,3.182
id_content_117,Fadil bilang apa benar Kamila belum ditemukan?,id,-0.211,1.0,0.2,0.857,2.197,0,4.043
ko_content_231,러시아 땅에 전기와 기계가 소나기처럼 퍼부어졌는데도 낙원의 여왕은 왜 오지 않았을까?,ko,-0.301,0.0,0.5,0.818,2.565,0,3.582
ko_polar_18,그렇다고 멀쩡한 아내와 어린 두 아들을 권총으로 쏴 죽인 후에 자살을 해야 직성이 풀린단 말입니까?,ko,0.674,1.0,0.389,0.667,2.833,1,5.563
id_content_180,"Lalu, mengapa para pengembang menggunakan nama ``Catfiz''?",id,0.289,0.0,0.8,0.714,2.485,0,4.288
ko_polar_191,과연 영국에는 패션이 없는가?,ko,-0.04,0.0,0.0,1.0,1.792,1,2.752
en_polar_334,Would you recommend living in Limerick as a student?,en,-0.318,1.0,0.333,0.444,2.398,1,3.857
fi_polar_57,Suostutteko keskustapuolueen uudeksi puheenjohtajaksi?,fi,-0.008,0.0,0.2,1.0,1.792,1,2.984
ja_content_18,"信者の人権を守るために身体の自由をどの程度侵してもやむを得ないと言えるのか,という議論ではないでしょうか。",ja,0.058,2.5,0.5,0.375,3.555,0,6.988
ru_content_464,"В общем как вы считаете, это нормально?",ru,-0.212,0.0,0.667,0.571,2.303,0,3.329
id_content_271,Bagaimanakah kisah selanjutnya?,id,-0.544,0.0,0.0,0.75,1.792,0,1.998
en_content_204,"We have the technology; if you are going to spend billions of dollars touting ""FREEDOM"" why not spend those billions making all of us free?",en,0.614,2.0,0.472,0.52,3.401,0,7.007
en_polar_73,surprise romantic cheap date night san francisco?,en,-0.36,0.0,0.0,1.0,2.197,1,2.837
id_polar_150,Mereka berkata kepada Nabi Yunus: ``Apakah kata-kata yang engkau ucapkan itu dan kedustaan apakah yang engkau anjurkan kepada kami tentang agama barumu itu?,id,0.182,1.0,0.556,0.385,3.401,1,5.524
id_polar_120,Kemudian muridnya itu bertanya: ``Didaerah mana Mama ingin mendirikan Pesantren itu?,id,0.538,1.0,0.583,0.417,2.773,1,5.311
id_content_174,Bagaimana kalau pemberian lain sebagai hadiah untukmu?,id,-0.306,0.0,0.0,0.5,2.303,0,2.497
ar_content_21, ما هو الوقت الذي ستستغرقه هذه المحاكمات؟,ar,-0.305,1.0,0.6,0.333,2.485,0,4.113
en_polar_560,PS- Were you having phone system problems this morning?,en,0.057,0.0,0.667,0.667,2.485,1,3.876
ar_polar_0,هل تتعمق الأزمة السياسية والاقتصادية في لبنان؟,ar,-0.379,0.0,0.2,0.625,2.303,1,2.749
ar_polar_23,هل يسمح للعاملين بإبقاء أغراض دينية على مكاتبهم؟,ar,-0.393,0.0,0.6,0.545,2.565,1,3.317
ja_content_33,幸いなことに、ソニー・オーストラリアにいた誰かは、「おい、ところで、君たちはこれに気づいたかい？」という様子だった、とポールは言った。,ja,1.665,1.333,0.15,0.314,3.807,0,7.269
id_content_79,"Apabila didengarnya segala kedursilaan yang dilakukan anak-anaknya, berkatalah ia kepada mereka: ``Mengapa kamu melakukan hal-hal yang begitu, sehingga kudengar dari segenap bangsa ini tentang perbuatan-perbuatanmu yang jahat itu?",id,0.435,1.0,0.68,0.394,3.664,0,6.173
ar_polar_6, هل ستكون أنت ضمن القضاة باعتبارك قاضياً وعضواً في مجلس الحكم؟,ar,0.121,0.0,1.0,0.467,2.89,1,4.478
fi_content_80,Mitä se tähän kuuluu?,fi,-0.121,0.0,0.6,0.25,1.792,0,2.521
ar_content_48,وهل سيمتد هذا التأثير على الاحتياطي النقدي الدولاري في البنك المركزي المصري؟,ar,-0.132,0.0,0.6,0.571,2.773,0,3.812
id_content_48,"Berkata Ibrahim kepada Namrud itu: ``Jika demikian halnya, mengapa kamu sembah patung-patung itu, yang tidak dapat berkata, tidak dapat melihat dan tidak dapat mendengar, tidak dapat membawa manfaat atau menolak mudharat, bahkan tidak dapat menolong dirinya dari kehancuran dan kebinasaan?",id,1.073,1.0,0.625,0.405,3.932,0,7.035
ja_polar_39,値段の安さも含め、この周辺では一番では無いでしょうか。,ja,0.122,1.0,0.25,0.312,2.944,1,4.628
fi_polar_81,Onko lainan ottamiseen varaa?,fi,-0.341,0.0,0.2,1.0,1.792,1,2.651
fi_polar_125,Oletteko ehkä kotoisin Raumalta?,fi,-0.674,0.0,0.0,0.75,1.792,1,1.868
id_content_132,"Sebuah pertanyaan, mengapa dipahatkan relief Garudeya?",id,-0.478,0.0,0.6,0.833,2.197,0,3.152
ja_polar_15,直径30cmはあるかな?,ja,-0.712,0.0,0.75,0.429,2.197,1,2.664
ru_content_388,У кого остались скрины этих видео или сами видео?,ru,-0.295,0.0,0.333,0.444,2.398,0,2.88
id_polar_206,"Lalu, ia juga mengasuh siaran kuis lain seperti Herkent u deze melodie?",id,-0.28,0.0,0.0,0.75,2.708,1,3.178
ru_polar_50,Нормально ли будет в нём спать без палатки?,ru,-0.307,1.0,0.4,0.375,2.303,1,3.771
ko_content_28,나 자신의 가치관이 변화되지 않고 어떻게 타인의 가치관을 변화시킬 수 있겠습니까?,ko,-0.601,1.0,0.417,0.727,2.565,0,4.108
ar_content_46,"وأشار إلى أن ""عصبة الأمم المتحدة اعترفت قبل نحو 70 عاماً بملكية حائط البراق للمسلمين باعتباره وقفاً إسلامياً وجزءاً من الأقصى، ثم يأتي هؤلاء ليسلموه لليهود ويطلقون عليه زوراً وبهتاناً اسم حائط المبكى؟"".",ar,0.74,3.0,0.44,0.533,3.932,0,8.645
ru_content_605,Что это значит и почему это так?,ru,0.121,0.0,0.5,0.429,2.197,0,3.247
ja_content_31,文書をどのようにファイルするか。,ja,-0.537,1.0,0.6,0.375,2.303,0,3.741
ko_polar_50,이는 명백히 정부 전복행위인데 범죄가 아닌가?,ko,0.16,0.0,0.0,0.667,2.079,1,2.906
fi_content_145,Miksi esitän näin paljon kysymyksiä nyt?,fi,-0.121,0.0,0.6,1.0,2.079,0,3.558
en_polar_422,Please help with my cats bladder issue?,en,0.378,0.0,0.333,0.5,2.303,1,3.514
fi_content_95,"Mikä mieli, järki tai merkitys tällä hirvittävän kokoisella maailmankaikkeudella on?",fi,0.324,0.0,0.0,0.6,2.565,0,3.489
id_polar_106,Akankah Niki dan Gio dapat bersatu di tengah begitu banyak pertentangan diantara mereka?,id,0.517,0.0,0.833,0.5,2.773,1,4.623
ar_content_13,ـ لأسباب أمنية سيتم التكتم على موقعها حتى يعلن عنها؟,ar,-0.222,1.0,0.6,0.462,2.773,0,4.613
en_content_138,"Thinking about that, what's your title?",en,-0.344,1.0,0.167,0.286,2.303,0,3.412
ru_content_339,"И да, почему длина стельки почти больше на 1 см чем длина стопы?",ru,0.871,0.0,0.0,0.615,2.773,0,4.259
ar_content_10, إذن هي محكمة خاصة؟,ar,-0.722,0.0,0.0,0.75,1.946,0,1.974
id_polar_114,"Kemudian ia kembali bertanya, apakah mungkin membangkitkan Islam kembali?",id,0.013,1.0,0.389,0.6,2.565,1,4.567
ko_polar_166,그런데 과연 약속했던 낙원은 건설되었던가?,ko,-0.29,1.0,0.25,0.8,1.946,1,3.706
ko_content_171,우리가 의미하는 순수한 물질이란 무엇인가?,ko,-0.951,1.0,0.111,0.8,1.946,0,2.906
ar_content_8,أليس هذا أفضل من أن نزرع القمح في رومانيا؟!,ar,-0.167,1.0,0.8,0.3,2.565,0,4.498
ru_polar_7,"""От волка, что ли?""— Ирина округлила глаза.",ru,0.169,0.0,0.4,0.571,2.639,1,3.779
ru_content_274,Или какая прическа мне подойдет?,ru,-0.045,0.0,0.5,0.4,1.946,0,2.801
fi_content_5,"Mitä saadaan, kun purkitetaan sata naista?",fi,-0.521,1.0,0.4,0.5,2.197,0,3.576
id_content_116,- Apa yang Disebut Berpikir?,id,-0.544,2.0,0.2,0.5,1.946,0,4.102
ru_polar_59,"Могут ли у меня отобрать гражданство, если буду более года отсутвовать?",ru,0.836,1.0,0.467,0.545,2.639,1,5.487
en_polar_392,Do I need a protein skimmer or any other equipment?,en,-0.082,0.0,0.333,0.5,2.485,1,3.236
en_content_94,Can you recommend where these companies each fit within the new organization?,en,0.02,1.0,0.5,0.5,2.639,0,4.659
ar_content_16, متى سيحال صدام حسين وأعضاء نظامه إلى المحكمة؟,ar,-0.055,0.0,0.8,0.364,2.639,0,3.748
fi_polar_74,"Eikö tahdossa löytää itse se tapa, jolla eläminen tekee kaikkein onnellisimmaksi, ole kunnianhimoa kerrakseen?",fi,2.223,1.0,0.4,0.714,2.89,1,7.227
ko_content_227,무엇을 하는 여자일까?,ko,-1.201,1.0,0.167,0.667,1.609,0,2.242
ja_polar_6,自分たちが所属する組織の構造や社会的布置を知ることができるのではないでしょうか。,ja,0.243,1.0,0.625,0.391,3.219,1,5.478
id_content_49,Mengapa Indonesia tidak mampu berbuat seperti negara-negara tesebut?,id,0.122,0.0,0.8,0.5,2.303,0,3.725
fi_polar_18,"(DE) Arvoisa puhemies, voisitteko pyytää hakemaan teknikon?",fi,0.159,1.0,0.4,0.857,2.485,1,4.901
fi_polar_103,Olisiko se toisen passaaminen osa sitä arkiromantiikkaa?,fi,-0.174,0.0,0.0,0.429,2.197,1,2.452
ru_polar_22,Можно ли лечить пищевую аллергию?,ru,-0.664,1.0,0.3,0.8,1.946,1,3.382
ar_content_36,"وانتهى مرشد ""الإخوان"" إلى القول ""علينا أن نسأل أنفسنا كم حققنا على مستوى النفس وعلى مستوى الأسرة وعلى مستوى المجتمع؟",ar,-0.014,0.0,0.4,0.32,3.401,0,4.107
fi_polar_15,Mutta uskaltaako se mennä yksin jossain metroasemalla poistamaan oksennukseensa sammuneen nistin?,fi,-0.208,1.5,0.4,0.727,2.565,1,4.984
fi_polar_113,Päästäänkö kolmanteen pilariin kuuluvaa tietosuojaa koskevasta puitepäätöksestä poliittiseen yhteisymmärrykseen tämän vuoden loppuun mennessä?,fi,0.492,1.0,0.267,0.846,2.708,1,5.313
ja_polar_60,お皿は全て重ねてたのですが、しばらくすると女性の従業員が来て、こちらのトロ刺身のお皿はお取りになられましたか?,ja,0.703,1.667,0.8,0.472,3.689,1,7.331
fi_content_109,Mikä mahtaa olla tilanne jälkimodernissa länsimaalaisessa yhteiskunnassa?,fi,0.379,0.0,0.0,0.571,2.197,0,3.147
ar_content_17, ما هي آلية إحالتهم إلى المحكمة؟,ar,-0.555,0.0,0.0,0.429,2.303,0,2.177
fi_content_126,Mikä on sitä arkiromantiikkaa sitten?,fi,0.129,0.0,0.0,0.4,1.946,0,2.475
ko_polar_22,여러분이 지금까지 살아온 삶이 주는 자의 삶이었습니까?,ko,-0.54,1.0,0.222,0.857,2.197,1,3.736
ar_polar_10, هل زرتم أنتم أو أي من القضاة صدام حسين أو أياً من أعضاء نظامه؟,ar,-0.736,0.0,0.4,0.4,2.89,1,2.954
ko_content_71,"고르비는 현재 어디에 있으며, 그에게 무슨 일이 있는가?",ko,-0.059,0.0,0.0,0.75,2.398,0,3.089
id_content_157,Indy bertanya memang siapa yang sakit?,id,-0.478,0.0,0.6,0.667,2.079,0,2.868
ja_content_15,「12星座別キーワード」では、あなたがどんな人か?,ja,0.243,0.0,0.0,0.417,2.833,0,3.493
id_polar_19,Begitu mudahkah semua itu berdiri di kompleks Regina Pacis?,id,-0.543,0.0,0.5,0.6,2.485,1,3.042
ja_polar_53,陳述書に“現在も通っている”と書いてあるが?,ja,0.372,1.0,0.438,0.538,2.833,1,5.181
ru_content_486,Что вы думаете на счет моего мышления?,ru,-0.045,0.0,0.5,0.429,2.197,0,3.081
ko_polar_100,그러면 러셀이 이 역설을 만들어낸 이유는 무얼까?,ko,0.126,1.0,0.333,0.714,2.197,1,4.37
ja_polar_34,同日開会の都議会で、石原氏は施政方針演説に臨むが、一歩踏み込むか。,ja,0.01,1.0,0.875,0.632,3.135,1,5.652
ko_polar_119,"그런 점에서 1894 년 농민전쟁을 민주주의혁명을 완결시킬 변혁주체세력이 형성, 발전하는 단계의 시점이었다고 볼 수 있지 않을까?",ko,0.56,1.0,0.292,0.812,2.944,1,5.608
ja_polar_48,これでも関係がないと言えるのか?,ja,-0.101,0.0,1.0,0.3,2.485,1,3.684
id_polar_139,Apa pengaruhnya terhadap konflik cinta segitiga Cinta-Dante-Cahaya?,id,-0.67,0.0,0.0,0.625,2.303,1,2.258
ko_polar_156,그렇지만 이제 그 정의를 꼭 말해야만 한다면 나 스스로가 생명에 대한 정의를 내리려고 노력해야 하지 않을까?,ko,0.826,1.0,0.417,0.562,2.89,1,5.695
en_content_154,What do you think?,en,-0.344,0.0,0.333,0.25,1.792,0,2.031
fi_polar_108,- Sinäkö kilpailisit ylimysten rikkauksien kanssa sienilläsi?,fi,-0.208,0.0,0.6,0.667,2.197,1,3.256
ko_polar_72,그렇다면 일반적으로 도덕경의 주석자들은 무와 도를 동일시했던 것인가?,ko,0.674,1.0,0.417,0.75,2.303,1,5.144
id_content_93,Berapakah harga emas 3 bulan mendatang?,id,-0.378,0.0,0.0,0.571,2.197,0,2.39
