unique_id,text,language,avg_max_depth,avg_subordinate_chain_len,avg_verb_edges,lexical_density,n_tokens,question_type,complexity_score
ko_content_17,우리가 돌보지 아니하면 누가 돌보겠습니까?,ko,-1.467,1.0,0.333,0.4,1.946,0,2.212
ko_polar_140,그러면 임나에 대한 일본서기를 비롯한 많은 기록들은 모두 허구란 말인가?,ko,0.365,1.0,0.25,0.9,2.485,1,5.0
ko_polar_24,세계 각국이 간통죄를 없앤다고 우리마저 그래서 되겠습니까?,ko,-0.635,0.0,0.333,0.857,2.197,1,2.752
ko_content_81,도대체 왜 고르비는 리슈꼬프와 빠블로프 등 매우 단견적인 인물들에 의해 경제정책을 입안하게 했는가?,ko,1.533,1.0,0.417,0.769,2.708,0,6.427
ko_content_140,그런데 이 여인이 존재라는 속성을 갖지 않는다면 어떻게 되겠습니까?,ko,-1.467,1.0,0.208,0.667,2.398,0,2.806
ko_polar_100,그러면 러셀이 이 역설을 만들어낸 이유는 무얼까?,ko,0.365,1.0,0.333,0.714,2.197,1,4.609
ko_content_265,혹은 어떻게 해서 자신이 자기 의식임을 자각하게끔 될까?,ko,-1.467,1.0,0.222,0.625,2.303,0,2.683
ko_content_197,우주에 관해서 우리는 무엇을 알고 있으며 또 어떻게 그것을 알게 되었을까?,ko,-1.467,1.0,0.056,0.364,2.565,0,2.518
ko_polar_79,하나의 중국을 인정하기로 했는가?,ko,-0.635,0.0,0.167,0.75,1.792,1,2.074
ko_polar_102,또는 '나' 라고 부를 수 있는 것이 과연 존재하는가?,ko,1.365,0.0,0.333,0.667,2.565,1,4.93
ko_polar_32,유럽에서는 민주주의 혁명의 시기에 사회주의를 수립하려는 수 많은 사회주의 운동 및 기도들이 있지 않았는가?,ko,2.365,1.0,0.333,0.857,2.773,1,7.328
ko_polar_156,그렇지만 이제 그 정의를 꼭 말해야만 한다면 나 스스로가 생명에 대한 정의를 내리려고 노력해야 하지 않을까?,ko,0.365,1.0,0.417,0.562,2.89,1,5.234
ko_content_125,그러면 이 두 게임에서 장종훈 선수의 타율은 얼마일까?,ko,-0.467,0.0,0.5,0.625,2.303,0,2.961
ko_content_209,도대체 어떻게 박테리아와 나무와 동물들이 적절한 환경 조건을 결정하기 위하여 회의를 개최할 수 있겠는가?,ko,0.533,1.0,0.389,0.714,2.773,0,5.409
ko_content_56,동물이 소년 소녀의 성장과 무슨 직접적인 관계가 있겠습니까?,ko,-0.467,1.0,0.0,0.75,2.303,0,3.586
ko_content_202,도대체 어떻게 우리들은 이처럼 자연스럽게 가이아의 한 부분으로 동화될 수 있을까?,ko,-1.467,0.0,1.0,0.636,2.565,0,2.734
ko_polar_146,"단지 이것만으로, 외세에 맞서 국가를 지키려 한 숭고한 민중 의지의 표상으로서 삼별초의 의의를 우리 2세들에게 가르칠 수 있겠는가?",ko,1.365,1.0,0.333,0.833,3.045,1,6.576
