unique_id,text,language,type_original,avg_links_len,avg_max_depth,avg_subordinate_chain_len,avg_verb_edges,lexical_density,n_tokens,subordinate_proposition_dist,verbal_head_per_sent,question_type,complexity_score
ko_polar_42,그런데 이게 웬일입니까?,ko,polar,-0.573,-2.409,0.0,0.333,0.667,1.609,0.0,-1.086,1,-1.357
ko_polar_43,그가 만물전 안으로 거리낌 없이 들어가는 것이 아니겠습니까?,ko,polar,-0.216,0.591,1.0,0.25,0.75,2.303,4.615,-0.086,1,0.488
ko_polar_44,어떻습니까?,ko,polar,-2.073,-3.409,0.0,0.0,1.0,1.099,0.0,-1.086,1,-1.878
ko_polar_45,종교에 삼위일체가 있고 우주 구성에도 삼계가 있는가 하면 불교에서는 삼세의 인연을 말하고 있지 않습니까?,ko,polar,0.081,0.591,0.0,0.333,0.714,2.773,0.0,-1.086,1,-0.515
ko_polar_46,"""내게 그 정도 능력은 있다."" 고 자신하는 귀하가 이 책에 씌어진 대로 실행한다고 과연 10억원을 벌 수 있을까?",ko,polar,0.045,2.591,1.0,0.278,0.722,3.135,3.932,0.914,1,1.078
ko_polar_47,새로운 불황인가?,ko,polar,-1.073,-2.409,0.0,0.167,1.0,1.386,0.0,-1.086,1,-1.453
ko_polar_48,그런데 과연 기본 가격만으로 재정 조건을 충족시킬 수 있을까?,ko,polar,0.302,-1.409,0.0,0.833,0.889,2.398,0.0,-1.086,1,-0.771
ko_polar_49,당신의 건강은 어떠한가?,ko,polar,-1.073,-1.409,0.0,0.167,0.667,1.609,0.0,-1.086,1,-1.299
ko_polar_50,이는 명백히 정부 전복행위인데 범죄가 아닌가?,ko,polar,0.127,-1.409,0.0,0.0,0.667,2.079,0.0,-2.086,1,-1.212
ko_polar_51,헌법상 권한대행은 대통령 유고시 최고회의가 결정하는 것 아닌가?,ko,polar,0.07,0.591,1.0,0.667,1.0,2.303,4.615,-1.086,1,0.48
ko_polar_52,오죽했으면 같이 참석했던 야조프가 이후 '기자회견석상에서 나는 쿠데타가 이미 실패하고 있음을 직감했다' 고 털어놓았겠는가?,ko,polar,2.697,0.591,1.0,0.458,0.714,2.89,4.215,1.914,1,1.4
ko_polar_53,즉 그들은 자신들의 행위가 결코 정당한 것은 아니었음에도 불구하고 기자들이 자신들의 주장을 곧이곧대로 믿어줄 것으로 기대했던가?,ko,polar,1.461,2.591,1.0,0.5,0.812,2.89,3.932,0.914,1,1.334
ko_polar_54,"아니면 그들은 정말로 자신들이 주장하듯, 그들이 정당한 일을 하고 있는 것으로 생각했는가?",ko,polar,1.836,0.591,1.0,0.333,0.583,2.708,3.932,0.914,1,0.953
ko_polar_55,명분 없는 싸움으로 죄 없는 동족에게 섣불리 총부리를 들이대는 러시아인들은 없을 것이라 믿은 탓일까?,ko,polar,-0.38,3.591,1.0,0.333,0.929,2.773,4.215,0.914,1,1.208
ko_polar_56,그렇다면 뻬레스트로이카의 어떠한 측면이 그 반동적 성격을 강화했으며 또 어떠한 측면이 고르비를 뿌치의 반동으로부터 구해낼 수 있었는가?,ko,polar,1.052,-0.409,0.0,0.0,0.824,2.944,0.0,0.914,1,-0.184
ko_polar_57,그렇다면 당신에게 일말의 책임이 없는가?,ko,polar,0.177,-1.409,0.0,0.0,0.8,1.946,0.0,-2.086,1,-1.203
ko_polar_58,"생명의 출현, 그것은 우연들의 거의 가능하지 않은 축적에 기인하는 유일한 사건인가?",ko,polar,1.027,0.591,1.0,0.25,0.818,2.639,4.215,1.914,1,1.049
ko_polar_59,유러비전 방송국은 사정에 따라 중계권을 이탈리아로부터 사야 할까?,ko,polar,-0.073,-1.409,0.0,0.667,0.625,2.303,0.0,-1.086,1,-0.927
ko_polar_60,저널리스트는 스포츠를 새로운 금전적 원천으로 개척하였는가?,ko,polar,0.527,-1.409,0.0,0.5,1.0,2.079,0.0,-1.086,1,-0.826
ko_polar_61,아미타불이 과연 극락정토에만 계실까?,ko,polar,-0.073,-2.409,0.0,0.5,1.0,1.792,0.0,-1.086,1,-1.152
ko_polar_62,천하의 야마구치 시절은 과연 다오카가쓰오 시대에서 끝난 것인가?,ko,polar,-0.216,-1.409,1.0,0.333,1.0,2.303,3.932,-0.086,1,0.081
ko_polar_63,혹시 훔친 것이 아닐까?,ko,polar,-0.406,-1.409,1.0,0.0,1.0,1.792,4.615,-1.086,1,-0.152
ko_polar_64,컴퓨터 치안을 자랑하는 일본 경찰들은 과연 이 사실을 모를까?,ko,polar,-0.323,0.591,1.0,0.333,0.889,2.398,3.932,-0.086,1,0.406
ko_polar_65,도대체 일인 일살이란 것이 뭔가?,ko,polar,-0.323,-0.409,1.0,0.25,1.0,1.946,3.932,-0.086,1,0.16
ko_polar_66,털어서 먼지 안 나는 사람 있는가?,ko,polar,-0.473,-0.409,1.0,0.5,0.833,2.079,4.615,-1.086,1,0.116
ko_polar_67,이 정도인가?,ko,polar,-1.073,-2.409,0.0,0.167,0.5,1.386,0.0,-1.086,1,-1.54
ko_polar_68,영웅은 나 하나로 족하는 것이 사무라이의 승부 세계인가?,ko,polar,-0.358,0.591,0.0,0.5,0.875,2.303,0.0,-1.086,1,-0.616
ko_polar_69,정치 경제 사회의 국가적 추이를 이보다 더 화끈하게 변화시킨 사건이 뭔가?,ko,polar,-0.473,1.591,1.0,0.25,0.909,2.565,3.932,-0.086,1,0.571
ko_polar_70,그렇다면 도덕경의 성립을 둘러싼 전반적인 상황은 어떠했을까?,ko,polar,-0.073,0.591,1.0,0.167,0.857,2.197,4.215,0.914,1,0.602
ko_polar_71,그대가 왕인 나에게 복종하기를 거부하는 것은 그대가 자기자신을 너무 과신하고 있기 때문이 아니겠는가?,ko,polar,0.011,1.591,1.0,0.278,0.692,2.708,4.615,0.914,1,0.938
ko_polar_72,그렇다면 일반적으로 도덕경의 주석자들은 무와 도를 동일시했던 것인가?,ko,polar,0.642,-1.409,1.0,0.417,0.75,2.303,3.932,-0.086,1,0.201
ko_polar_73,"한비자가 행한, 앞서 인용했던 바 있는 도의 해석에서 그가 주장하는 점도 바로 이것이 아니겠는가?",ko,polar,-0.073,2.591,1.0,0.278,0.857,2.833,4.615,0.914,1,1.146
ko_polar_74,북한에서 내려보낸 인사들의 사고를 북측이 과연 그대로 믿겠는가?,ko,polar,-0.073,-0.409,1.0,0.333,1.0,2.303,3.932,-0.086,1,0.279
ko_polar_75,저 한마디 말씀해도 되겠습니까?,ko,polar,-0.406,-1.409,0.0,0.333,0.5,1.792,0.0,-1.086,1,-1.152
ko_polar_76,이런 차원에서 경제장관 하시는 김정우 부부장 (대외경제사업부 부부장) 께서 함께 하신 것 같은데 어떻습니까?,ko,polar,0.85,-0.409,1.0,0.333,0.786,2.89,3.932,0.914,1,0.676
ko_polar_77,좋은 일을 하는데 주저하거나 지연시킬 필요가 없지 않겠나?,ko,polar,-0.501,0.591,0.0,0.0,0.625,2.303,0.0,-1.086,1,-0.771
ko_polar_78,서울에서도 소련 말을 잘 아는 사람이 많으니 주의하라는 얘기가 그들에게서 들을 수 있는 날이 올까?,ko,polar,-0.43,5.591,1.0,0.292,0.933,2.833,4.331,1.914,1,1.743
ko_polar_79,하나의 중국을 인정하기로 했는가?,ko,polar,-1.073,-0.409,0.0,0.167,0.75,1.792,0.0,-1.086,1,-1.08
ko_polar_80,난 꿈꾸는 아나키스트인가?,ko,polar,-1.073,-1.409,1.0,0.167,0.667,1.609,3.932,-0.086,1,-0.273
ko_polar_81,난 내 모든 한계를 넘어섰을까?,ko,polar,-0.073,-1.409,0.0,0.333,0.6,1.946,0.0,-1.086,1,-1.051
ko_polar_82,난 정말로 그 애매모호한 한계를 넘어선 마땅한 범법자가 되고 만 것일까?,ko,polar,0.327,0.591,2.0,0.167,0.727,2.565,4.215,2.914,1,1.231
ko_polar_83,"중국인들이 스스로를 하족으로 부르듯이, 전설상의 최초의 국가 하는 과연 실재했을까?",ko,polar,0.15,-0.409,0.0,0.5,0.9,2.565,0.0,-1.086,1,-0.652
ko_polar_84,그렇다면 어찌 할 것인가?,ko,polar,-0.739,-2.409,1.0,0.25,0.75,1.792,3.932,-0.086,1,-0.328
ko_polar_85,왕후 장상의 씨앗이 어찌 따로이 있겠는가?,ko,polar,-0.473,-0.409,0.0,0.0,1.0,2.079,0.0,-2.086,1,-1.085
ko_polar_86,관광은 정말 무공해 산업인가?,ko,polar,-0.073,-2.409,0.0,0.5,1.0,1.792,0.0,-1.086,1,-1.152
ko_polar_87,그렇다면 종교도 철학의 일종인가?,ko,polar,-0.073,-2.409,0.0,0.5,0.75,1.792,0.0,-1.086,1,-1.196
ko_polar_88,혹은 철학이 종교의 일종인가?,ko,polar,-0.073,-2.409,0.0,0.5,0.75,1.792,0.0,-1.086,1,-1.196
ko_polar_89,하지만 그 차와 비행기가 자주 엄청난 사고를 일으키지 않나?,ko,polar,0.552,-0.409,0.0,0.667,0.556,2.398,0.0,-1.086,1,-0.642
ko_polar_90,그것이 과연 진보인가?,ko,polar,-0.573,-2.409,0.0,0.333,0.667,1.609,0.0,-1.086,1,-1.357
ko_polar_91,그렇다면 직설적인 가사 때문인가?,ko,polar,-0.406,-1.409,1.0,0.167,0.75,1.792,3.932,-0.086,1,-0.112
ko_polar_92,그렇다면 어음도 자금이라고 할 수 있을까?,ko,polar,-0.673,-0.409,0.0,0.333,0.833,2.079,0.0,-0.086,1,-0.745
ko_polar_93,스스로 도산을 간파할 수 있는가?,ko,polar,-0.823,-1.409,0.0,0.5,1.0,1.946,0.0,-1.086,1,-1.082
ko_polar_94,이 모든 것이 과연 당연하고 자명한 것일까?,ko,polar,0.094,-1.409,0.0,0.25,0.714,2.197,0.0,-0.086,1,-0.8
ko_polar_95,빗물 한 방울과 다른 빗물 한방울이 합쳐지면 두 방울의 빗물이 되는가?,ko,polar,-0.173,1.591,0.0,0.333,0.636,2.565,0.0,-1.086,1,-0.436
ko_polar_96,섭씨 40 도의 물 한 그릇과 섭씨 80 도의 식용유 한 그릇을 섞으면 120 도의 액체 두 그릇이 생길까?,ko,polar,0.427,1.591,0.0,0.333,0.579,3.045,0.0,-1.086,1,-0.259
ko_polar_97,그러나 이게 과연 사실일까?,ko,polar,-0.073,-2.409,0.0,0.5,0.5,1.792,0.0,-1.086,1,-1.239
ko_polar_98,수학조차 자명한 진리가 될 수 없다면 도대체 진리라고 할 만한 지식이 있을 수 있을까?,ko,polar,0.081,1.591,1.0,0.2,0.929,2.773,4.215,2.914,1,1.265
ko_polar_99,남을 위해서만 일하는 사람은 자신을 위해서는 일하지 않는가?,ko,polar,-0.787,0.591,1.0,0.25,0.75,2.303,3.932,-0.086,1,0.271
ko_polar_100,그러면 러셀이 이 역설을 만들어낸 이유는 무얼까?,ko,polar,0.094,0.591,1.0,0.333,0.714,2.197,3.932,-0.086,1,0.413
ko_polar_101,나비인가 아니면 호랑이인가?,ko,polar,-0.573,-2.409,0.0,0.0,0.333,1.609,0.0,-1.086,1,-1.472
ko_polar_102,또는 '나' 라고 부를 수 있는 것이 과연 존재하는가?,ko,polar,1.177,1.591,0.0,0.333,0.667,2.565,0.0,-0.086,1,-0.024
ko_polar_103,즉 꿈에서 한 일은 장 선생님의 일생을 평가하는데 근거가 될 수 없는가?,ko,polar,0.2,0.591,1.0,0.5,0.833,2.639,3.932,-0.086,1,0.557
ko_polar_104,일관되려면 결국 장 선생 말씀대로 확실한 것은 없다고 결론 내려야 되는 게 아닐까요?,ko,polar,0.844,2.591,1.0,0.267,0.923,2.708,4.215,2.914,1,1.569
ko_polar_105,속고 있는 당신이 없다면 대체 속이는 일을 가정할 수나 있을까요?,ko,polar,-0.406,0.591,1.0,0.167,0.7,2.485,4.331,1.914,1,0.76
ko_polar_106,즉 다 갖추었는데 존재하지 않은 이 여인을 '완전한 미인' 이라 할 수 있을까요?,ko,polar,0.677,0.591,1.0,0.208,0.615,2.833,4.331,2.914,1,1.173
ko_polar_107,그거야 간단한 철학사 책만 봐도 다 나오는 거 아닙니까?,ko,polar,0.052,1.591,1.0,0.167,0.889,2.398,4.615,-0.086,1,0.733
ko_polar_108,과연 사회의 원동력이라고 할 수 있는 경제활동인구가 앞으로도 현재의 수준을 유지할 수 있을 것인가?,ko,polar,0.389,1.591,1.0,0.375,1.0,2.773,4.215,1.914,1,1.188
ko_polar_109,현존하는 가장 오래 된 수화책의 저자가 아메스라는 것을 당신은 알고 있습니까?,ko,polar,-0.573,3.591,1.0,0.167,0.818,2.565,4.331,1.914,1,1.284
ko_polar_110,그러나 우리 이집트와의 교류를 거치고 난 후에야 비로소 그리스 문명의 꽃이 피어나기 시작했다는 것을 생각해 본 적이 있습니까?,ko,polar,0.398,6.591,2.0,0.238,0.889,2.996,4.463,4.914,1,2.785
ko_polar_111,"그렇지만 이 양반은 유프라테스강이나 티그리스 강, 인더스 강은 잊어버리고 있지않나?",ko,polar,1.594,-0.409,0.0,0.5,0.6,2.565,0.0,-1.086,1,-0.454
ko_polar_112,이 긍지가 가져다 주는 과거와 미래의 관성에 대해서 그들이 뭘 알겠습니까?,ko,polar,-0.373,1.591,1.0,0.417,0.545,2.565,3.932,-0.086,1,0.554
ko_polar_113,또 중국의 문제에 있어서는 만주왕조를 인정해야 할 것인가?,ko,polar,-0.073,-0.409,1.0,0.333,0.75,2.303,3.932,-0.086,1,0.236
ko_polar_114,아귀날도는 과연 우리가 이제까지 생각해왔던 그대로인가?,ko,polar,0.527,-1.409,1.0,0.417,0.833,2.079,3.932,-0.086,1,0.157
ko_polar_115,이렇게 선거시에 역기능을 담당하고 있는 통 반장제도가 과연 꼭 필요한 제도인가?,ko,polar,-0.173,-0.409,1.0,0.333,0.818,2.565,3.932,0.914,1,0.449
ko_polar_116,현재생활을 영위해나가는 데 있어서 통 반장으로부터 주민들이 어떠한 도움을 받고 있는가?,ko,polar,0.127,-0.409,1.0,0.333,0.818,2.565,3.932,0.914,1,0.5
ko_polar_117,그 가치는 역사발전에서 어떠한 의미를 지니는가?,ko,polar,-0.073,-1.409,0.0,0.25,0.833,2.079,0.0,-0.086,1,-0.829
ko_polar_118,"그런 점에서 양자의 연결성과 단절성이란 관점에서 종합적, 총체적으로 재구성하는 문제틀이 필요하지 않을까?",ko,polar,0.473,2.591,1.0,0.208,0.833,2.708,3.932,1.914,1,1.258
ko_polar_119,"그런 점에서 1894 년 농민전쟁을 민주주의혁명을 완결시킬 변혁주체세력이 형성, 발전하는 단계의 시점이었다고 볼 수 있지 않을까?",ko,polar,0.527,2.591,1.0,0.292,0.812,2.944,4.215,1.914,1,1.368
ko_polar_120,그런데 조선에서도 1876 1894 년 시기의 반침략투쟁을 반제국주의 투쟁으로 규정할 수 있을까?,ko,polar,0.473,1.591,0.0,0.833,0.75,2.639,0.0,-1.086,1,-0.205
ko_polar_121,우리를 이집트에 그대로 내버려 두라고 하지 않더냐?,ko,polar,-0.406,-1.409,1.0,0.417,0.571,2.197,3.932,-0.086,1,-0.03
ko_polar_122,온 세계가 나의 것이 아니냐?,ko,polar,-0.573,-1.409,0.0,0.0,0.8,1.946,0.0,-2.086,1,-1.333
ko_polar_123,당신도 잘 알지 않는가?,ko,polar,-0.739,-2.409,0.0,0.333,0.75,1.792,0.0,-1.086,1,-1.34
ko_polar_124,그렇다면 메카트로닉스의 요소 기술을 계속 발전시켜 나가기만 하면 마이크로머신이 가능할 것인가?,ko,polar,0.027,0.591,1.0,0.333,0.818,2.565,4.615,0.914,1,0.774
ko_polar_125,유토피아 같은 이야기일까?,ko,polar,-1.073,-1.409,0.0,0.167,1.0,1.609,0.0,-1.086,1,-1.242
ko_polar_126,각 고체는 모든 다른 고체들과 상이한 물질이겠는가?,ko,polar,-0.073,-1.409,0.0,0.167,0.857,2.197,0.0,-0.086,1,-0.819
ko_polar_127,액체는 다른 모든 액체들과 다르겠는가?,ko,polar,-0.073,-1.409,0.0,0.0,0.8,1.946,0.0,-2.086,1,-1.247
ko_polar_128,"아이와 어른이 다르고 예와 이제가 또 다르건만, 그 보는 눈, 그 느낌이 어쩌면 이렇게도 들어맞는단 말인가?",ko,polar,0.661,0.591,1.0,0.278,0.625,2.996,4.215,0.914,1,0.846
ko_polar_129,그것은 단순히 우연히 임의적인 것에 지나지 않기 때문에 이 문제에 대한 합리적인 해답은 있을 수 없는 것일까?,ko,polar,0.052,0.591,1.0,0.167,0.824,2.944,4.615,2.914,1,1.162
ko_polar_130,퀘스텐베르크 따님이라니?,ko,polar,-1.073,-2.409,0.0,0.167,1.0,1.386,0.0,-1.086,1,-1.453
ko_polar_131,이 속담들이 모순된 것인가?,ko,polar,-1.073,-1.409,1.0,0.167,0.75,1.792,3.932,-0.086,1,-0.227
ko_polar_132,그렇지 않으면 두 가지 울음 소리를 구별할 수 있는 예리하고 음악적인 귀를 말한 것인가?,ko,polar,0.235,1.591,1.0,0.139,0.786,2.773,4.331,3.914,1,1.449
ko_polar_133,고대인에게는 어떠한 즐거움이 있었을까?,ko,polar,-0.406,-1.409,0.0,0.0,1.0,1.792,0.0,-1.086,1,-1.124
ko_polar_134,"그렇다면 결국, 임나 일본부를 빌미로 열등한 일본 고대사를 허구로 치장하려던 음모는 이미 밝혀진 것이 아니겠는가?",ko,polar,1.284,3.591,1.0,0.333,0.933,2.89,4.615,0.914,1,1.587
ko_polar_135,그렇다면 이러한 일들은 사실이었을까?,ko,polar,-0.406,-1.409,0.0,0.167,0.75,1.792,0.0,-0.086,1,-0.965
ko_polar_136,그렇다고 하면 칠지도에 의해 임나설을 뒷받침하려는 행위는 결국 거짓된 역사를 꾸며 내기 위해 또 다른 허구를 덧씌우는 것에 불과하지 않은가?,ko,polar,1.19,3.591,1.25,0.262,0.8,3.091,4.435,4.914,1,2.274
ko_polar_137,그렇기 때문에 당시의 작위 명칭에는 큰 의미를 부여하지 않는 것이 오늘날 학자들의 상식이 아닌가?,ko,polar,0.312,0.591,1.0,0.167,0.929,2.773,4.615,-0.086,1,0.677
ko_polar_138,그러한 신라가 중국에 권위를 요청한다는 일은 당연히 무리가 아니었겠는가?,ko,polar,-0.323,0.591,1.0,0.25,1.0,2.398,4.615,-0.086,1,0.529
ko_polar_139,"그렇다면 결국, 일본서기의 역사적 취약성을 중국의 역사기록에서 메워보려는 그들의 노력은 헛되고, 무모한 노력에 불과하지 않은가?",ko,polar,1.642,0.591,1.0,0.333,0.733,2.944,3.932,0.914,1,0.986
ko_polar_140,그러면 임나에 대한 일본서기를 비롯한 많은 기록들은 모두 허구란 말인가?,ko,polar,0.372,0.591,1.0,0.25,0.9,2.485,4.331,1.914,1,0.944
ko_polar_141,세계 최고의 학문적 연구 열의와 성과를 자랑하고 있는 일본 사학이 한국을 중국의 일부로 볼 만큼 무지한 걸까?,ko,polar,-0.198,2.591,1.0,0.25,0.882,2.944,4.331,1.914,1,1.267
ko_polar_142,아니라면 애초부터 한국 역사의 독자성을 처음부터 무시할 목적으로 위와 같은 잘못을 범한 것인가?,ko,polar,0.511,1.591,1.0,0.389,0.846,2.708,4.215,0.914,1,1.001
ko_polar_143,이런 문화 유입이 가능하단 말인가?,ko,polar,-0.823,-0.409,0.0,0.111,1.0,1.946,0.0,0.914,1,-0.631
ko_polar_144,그러나 세계적 성격을 과시하고자 하는 의욕이 앞선 때문일까?,ko,polar,-0.073,1.591,1.0,0.222,0.75,2.303,4.215,0.914,1,0.784
ko_polar_145,아니면 앞서 말한 대로 한국인의 영향권을 외면하고 싶어서였을까?,ko,polar,-0.073,-0.409,1.0,0.333,0.75,2.303,3.932,-0.086,1,0.236
ko_polar_146,"단지 이것만으로, 외세에 맞서 국가를 지키려 한 숭고한 민중 의지의 표상으로서 삼별초의 의의를 우리 2세들에게 가르칠 수 있겠는가?",ko,polar,0.339,1.591,1.0,0.333,0.833,3.045,3.932,0.914,1,0.969
