experiment_id,source,model,experiment_type,train_language,eval_language,task,task_type,test_loss,val_loss,train_time,test_mse,test_rmse,test_r2,val_mse,val_rmse,val_r2,test_accuracy,test_f1,val_accuracy,val_f1
glot500_lm_probe_question_type_ko_to_en,glot500,lm_probe,cross_lingual,ko,en,question_type,classification,0.1173280126282147,0.14360330924391745,54.3340048789978,,,,,,,0.9727272727272728,0.9734513274336283,0.9444444444444444,0.9444444444444444
glot500_lm_probe_complexity_ko_to_en,glot500,lm_probe,cross_lingual,ko,en,complexity,regression,0.035527990864855905,0.014486748538911343,53.53382134437561,0.03548084944486618,0.18836360966191473,0.07934284210205078,0.014588968828320503,0.12078480379716855,0.6903271675109863,,,,
glot500_lm_probe_question_type_ja_to_id,glot500,lm_probe,cross_lingual,ja,id,question_type,classification,0.45249280812484877,0.005798588196436564,80.62530326843262,,,,,,,0.8454545454545455,0.8349514563106796,1.0,1.0
glot500_lm_probe_complexity_ja_to_id,glot500,lm_probe,cross_lingual,ja,id,complexity,regression,0.06310109102300235,0.015213956435521444,64.7228684425354,0.06346574425697327,0.251924084313059,-0.5565208196640015,0.015124274417757988,0.12298078881580646,0.7535057067871094,,,,
glot500_lm_probe_question_type_id_to_ko,glot500,lm_probe,cross_lingual,id,ko,question_type,classification,1.1154766593660628,0.3570680171251297,66.4979956150055,,,,,,,0.5272727272727272,0.23529411764705882,0.8611111111111112,0.84375
glot500_lm_probe_complexity_id_to_ko,glot500,lm_probe,cross_lingual,id,ko,complexity,regression,0.04358736212764468,0.022024256736040117,65.32953715324402,0.043710850179195404,0.20907139971597122,-0.35722994804382324,0.020459331572055817,0.14303611981613532,0.5106495022773743,,,,
glot500_lm_probe_question_type_ko_to_ru,glot500,lm_probe,cross_lingual,ko,ru,question_type,classification,0.31826252170971464,0.14360330924391745,54.333086252212524,,,,,,,0.9545454545454546,0.954954954954955,0.9444444444444444,0.9444444444444444
glot500_lm_probe_complexity_ko_to_ru,glot500,lm_probe,cross_lingual,ko,ru,complexity,regression,0.07428581746561187,0.014486748538911343,53.76467990875244,0.07402431219816208,0.2720740932138929,-0.8723752498626709,0.014588968828320503,0.12078480379716855,0.6903271675109863,,,,
glot500_lm_probe_question_type_id_to_en,glot500,lm_probe,cross_lingual,id,en,question_type,classification,0.7284641776766095,0.3570680171251297,66.31157302856445,,,,,,,0.7090909090909091,0.6444444444444445,0.8611111111111112,0.84375
glot500_lm_probe_complexity_id_to_en,glot500,lm_probe,cross_lingual,id,en,complexity,regression,0.04486403481236526,0.022024256736040117,65.43615937232971,0.044634703546762466,0.2112692678710334,-0.1581813097000122,0.020459331572055817,0.14303611981613532,0.5106495022773743,,,,
glot500_lm_probe_question_type_ar_to_id,glot500,lm_probe,cross_lingual,ar,id,question_type,regression,0.5462460219860077,0.17452879001696905,41.069549798965454,,,,,,,,,,
glot500_lm_probe_complexity_ar_to_id,glot500,lm_probe,cross_lingual,ar,id,complexity,regression,0.10547686900411334,0.027995642895499866,69.05948233604431,0.10586108267307281,0.3253630013893295,-1.5962820053100586,0.02759411372244358,0.1661147607000762,0.5746829509735107,,,,
glot500_lm_probe_question_type_ru_to_fi,glot500,lm_probe,cross_lingual,ru,fi,question_type,classification,0.4886584665094103,0.2806080937385559,48.80114197731018,,,,,,,0.7818181818181819,0.8125,0.8888888888888888,0.8947368421052632
glot500_lm_probe_complexity_ru_to_fi,glot500,lm_probe,cross_lingual,ru,fi,complexity,regression,0.03115350939333439,0.024336296133697033,56.910447120666504,0.031278375536203384,0.17685693522223941,0.2078818678855896,0.02160707488656044,0.14699345184925905,0.5355230569839478,,,,
glot500_lm_probe_question_type_ar_to_ko,glot500,lm_probe,cross_lingual,ar,ko,question_type,classification,0.8298325538635254,0.17452879001696905,41.08480644226074,,,,,,,0.5272727272727272,0.16129032258064516,0.9772727272727273,0.975609756097561
glot500_lm_probe_complexity_ar_to_ko,glot500,lm_probe,cross_lingual,ar,ko,complexity,regression,0.07195033239466804,0.027995642895499866,68.99021220207214,0.07184412330389023,0.2680375408480876,-1.2307732105255127,0.02759411372244358,0.1661147607000762,0.5746829509735107,,,,
glot500_lm_probe_question_type_ar_to_en,glot500,lm_probe,cross_lingual,ar,en,question_type,classification,1.0020365715026855,0.17452879001696905,43.84733700752258,,,,,,,0.6272727272727273,0.4057971014492754,0.9772727272727273,0.975609756097561
glot500_lm_probe_complexity_ar_to_en,glot500,lm_probe,cross_lingual,ar,en,complexity,regression,0.09297020680138043,0.027995642895499866,69.67364263534546,0.09239041060209274,0.30395790926062893,-1.3973464965820312,0.02759411372244358,0.1661147607000762,0.5746829509735107,,,,
glot500_lm_probe_question_type_fi_to_ar,glot500,lm_probe,cross_lingual,fi,ar,question_type,classification,0.7170207798480988,0.10537567688152194,80.55924201011658,,,,,,,0.7142857142857143,0.6071428571428571,0.9523809523809523,0.9491525423728814
glot500_lm_probe_complexity_fi_to_ar,glot500,lm_probe,cross_lingual,fi,ar,complexity,regression,0.08580464571714401,0.052649449557065964,56.452791929244995,0.08455058932304382,0.29077584033589143,-0.457614541053772,0.05263611674308777,0.22942562355388244,0.19713729619979858,,,,
glot500_lm_probe_question_type_en_to_ko,glot500,lm_probe,cross_lingual,en,ko,question_type,classification,0.5662694488252912,0.15795647203922272,48.811392307281494,,,,,,,0.6818181818181818,0.7407407407407407,0.9444444444444444,0.9473684210526315
glot500_lm_probe_complexity_en_to_ko,glot500,lm_probe,cross_lingual,en,ko,complexity,regression,0.1828540318778583,0.03582490757107735,48.69328784942627,0.18261803686618805,0.4273383166370505,-4.670323371887207,0.03637943044304848,0.190733925778946,0.1307436227798462,,,,
glot500_lm_probe_question_type_ja_to_en,glot500,lm_probe,cross_lingual,ja,en,question_type,regression,0.3075958128486361,0.005798588196436564,80.78356432914734,,,,,,,,,,
glot500_lm_probe_complexity_ja_to_en,glot500,lm_probe,cross_lingual,ja,en,complexity,regression,0.04636181518435478,0.015213956435521444,64.25941681861877,0.04621346667408943,0.21497317663859702,-0.19914710521697998,0.015124274417757988,0.12298078881580646,0.7535057067871094,,,,
glot500_lm_probe_question_type_fi_to_ru,glot500,lm_probe,cross_lingual,fi,ru,question_type,regression,0.15382439350443228,0.10537567688152194,80.5735936164856,,,,,,,,,,
glot500_lm_probe_complexity_fi_to_ru,glot500,lm_probe,cross_lingual,fi,ru,complexity,regression,0.09215009744678225,0.052649449557065964,57.0195095539093,0.09235896170139313,0.30390617252927443,-1.3361330032348633,0.05263611674308777,0.22942562355388244,0.19713729619979858,,,,
glot500_lm_probe_question_type_ko_to_ja,glot500,lm_probe,cross_lingual,ko,ja,question_type,regression,0.3090060396740834,0.14360330924391745,54.28812789916992,,,,,,,,,,
glot500_lm_probe_complexity_ko_to_ja,glot500,lm_probe,cross_lingual,ko,ja,complexity,regression,0.023794663759569328,0.014486748538911343,53.66523361206055,0.024163344874978065,0.15544563318079432,0.5358428955078125,0.014588968828320503,0.12078480379716855,0.6903271675109863,,,,
glot500_lm_probe_question_type_ko_to_id,glot500,lm_probe,cross_lingual,ko,id,question_type,regression,0.41090482686247143,0.14360330924391745,54.67871427536011,,,,,,,,,,
glot500_lm_probe_complexity_ko_to_id,glot500,lm_probe,cross_lingual,ko,id,complexity,regression,0.028275022150150368,0.014486748538911343,53.6602897644043,0.028272559866309166,0.16814446130131425,0.3066050410270691,0.014588968828320503,0.12078480379716855,0.6903271675109863,,,,
glot500_lm_probe_question_type_ar_to_ja,glot500,lm_probe,cross_lingual,ar,ja,question_type,regression,1.2893106937408447,0.17452879001696905,41.103312492370605,,,,,,,,,,
glot500_lm_probe_complexity_ar_to_ja,glot500,lm_probe,cross_lingual,ar,ja,complexity,regression,0.11868484690785408,0.027995642895499866,69.20806670188904,0.12007572501897812,0.3465194439262797,-1.306551456451416,0.02759411372244358,0.1661147607000762,0.5746829509735107,,,,
glot500_lm_probe_question_type_ru_to_ja,glot500,lm_probe,cross_lingual,ru,ja,question_type,regression,0.6598255882660548,0.2806080937385559,48.78376793861389,,,,,,,,,,
glot500_lm_probe_complexity_ru_to_ja,glot500,lm_probe,cross_lingual,ru,ja,complexity,regression,0.054688179244597755,0.024336296133697033,56.38966083526611,0.05547061562538147,0.23552200666897663,-0.06554281711578369,0.02160707488656044,0.14699345184925905,0.5355230569839478,,,,
glot500_lm_probe_question_type_id_to_fi,glot500,lm_probe,cross_lingual,id,fi,question_type,regression,0.4564064954008375,0.3570680171251297,66.41832637786865,,,,,,,,,,
glot500_lm_probe_complexity_id_to_fi,glot500,lm_probe,cross_lingual,id,fi,complexity,regression,0.04367192941052573,0.022024256736040117,65.76257705688477,0.04413430765271187,0.21008166900686948,-0.1176919937133789,0.020459331572055817,0.14303611981613532,0.5106495022773743,,,,
glot500_lm_probe_question_type_fi_to_ja,glot500,lm_probe,cross_lingual,fi,ja,question_type,classification,0.7335958083470663,0.10537567688152194,80.369802236557,,,,,,,0.6413043478260869,0.6732673267326733,0.9523809523809523,0.9491525423728814
glot500_lm_probe_complexity_fi_to_ja,glot500,lm_probe,cross_lingual,fi,ja,complexity,regression,0.12583787615100542,0.052649449557065964,55.99419069290161,0.12798233330249786,0.3577461855876284,-1.458430528640747,0.05263611674308777,0.22942562355388244,0.19713729619979858,,,,
glot500_lm_probe_question_type_ru_to_id,glot500,lm_probe,cross_lingual,ru,id,question_type,classification,0.44653514666216715,0.2806080937385559,48.697012186050415,,,,,,,0.8454545454545455,0.8571428571428571,0.8888888888888888,0.8947368421052632
glot500_lm_probe_complexity_ru_to_id,glot500,lm_probe,cross_lingual,ru,id,complexity,regression,0.03335699412439551,0.024336296133697033,56.4215247631073,0.03327510878443718,0.18241466164877532,0.18391567468643188,0.02160707488656044,0.14699345184925905,0.5355230569839478,,,,
glot500_lm_probe_question_type_id_to_ru,glot500,lm_probe,cross_lingual,id,ru,question_type,classification,0.21647548143352782,0.3570680171251297,66.31608629226685,,,,,,,0.9363636363636364,0.9369369369369369,0.8611111111111112,0.84375
glot500_lm_probe_complexity_id_to_ru,glot500,lm_probe,cross_lingual,id,ru,complexity,regression,0.07115006500056811,0.022024256736040117,65.55890202522278,0.07134060561656952,0.26709662224852176,-0.8044934272766113,0.020459331572055817,0.14303611981613532,0.5106495022773743,,,,
glot500_lm_probe_complexity_id_to_ar,glot500,lm_probe,cross_lingual,id,ar,complexity,regression,0.09808100312948227,0.022024256736040117,65.25484681129456,0.09734287112951279,0.31199819090743586,-0.6781476736068726,0.020459331572055817,0.14303611981613532,0.5106495022773743,,,,
glot500_lm_probe_question_type_ja_to_ru,glot500,lm_probe,cross_lingual,ja,ru,question_type,regression,0.48225374839135576,0.005798588196436564,80.63089966773987,,,,,,,,,,
glot500_lm_probe_question_type_fi_to_en,glot500,lm_probe,cross_lingual,fi,en,question_type,classification,0.5786604753562382,0.10537567688152194,80.53640747070312,,,,,,,0.7818181818181819,0.7551020408163265,0.9523809523809523,0.9491525423728814
glot500_lm_probe_complexity_fi_to_en,glot500,lm_probe,cross_lingual,fi,en,complexity,regression,0.06552910166127342,0.052649449557065964,57.18842148780823,0.0652022436261177,0.25534730001728567,-0.6918679475784302,0.05263611674308777,0.22942562355388244,0.19713729619979858,,,,
glot500_lm_probe_question_type_en_to_ja,glot500,lm_probe,cross_lingual,en,ja,question_type,classification,0.512558380762736,0.15795647203922272,48.856398582458496,,,,,,,0.7608695652173914,0.8307692307692308,0.9444444444444444,0.9473684210526315
glot500_lm_probe_complexity_en_to_ja,glot500,lm_probe,cross_lingual,en,ja,complexity,regression,0.19594098130861917,0.03582490757107735,48.501683950424194,0.19901186227798462,0.44610745597667906,-2.8228466510772705,0.03637943044304848,0.190733925778946,0.1307436227798462,,,,
glot500_lm_probe_question_type_ru_to_ko,glot500,lm_probe,cross_lingual,ru,ko,question_type,classification,0.9155710254396711,0.2806080937385559,49.078227043151855,,,,,,,0.5818181818181818,0.6973684210526315,0.8888888888888888,0.8947368421052632
glot500_lm_probe_complexity_ru_to_ko,glot500,lm_probe,cross_lingual,ru,ko,complexity,regression,0.03296491743198463,0.024336296133697033,56.37396454811096,0.032893721014261246,0.1813662620617772,-0.02135598659515381,0.02160707488656044,0.14699345184925905,0.5355230569839478,,,,
glot500_lm_probe_question_type_ko_to_ar,glot500,lm_probe,cross_lingual,ko,ar,question_type,classification,1.1958653926849365,0.14360330924391745,54.81186604499817,,,,,,,0.6233766233766234,0.6027397260273972,0.9444444444444444,0.9444444444444444
glot500_lm_probe_complexity_ko_to_ar,glot500,lm_probe,cross_lingual,ko,ar,complexity,regression,0.06965946182608604,0.014486748538911343,53.30727434158325,0.06880906224250793,0.26231481514109706,-0.18623757362365723,0.014588968828320503,0.12078480379716855,0.6903271675109863,,,,
glot500_lm_probe_question_type_fi_to_ko,glot500,lm_probe,cross_lingual,fi,ko,question_type,classification,0.7401685885020665,0.10537567688152194,79.85687565803528,,,,,,,0.7,0.6857142857142857,0.9523809523809523,0.9491525423728814
glot500_lm_probe_complexity_fi_to_ko,glot500,lm_probe,cross_lingual,fi,ko,complexity,regression,0.0755848049053124,0.052649449557065964,56.46156549453735,0.07545174658298492,0.2746848131640789,-1.3427903652191162,0.05263611674308777,0.22942562355388244,0.19713729619979858,,,,
glot500_lm_probe_question_type_ar_to_fi,glot500,lm_probe,cross_lingual,ar,fi,question_type,regression,0.5147396070616586,0.17452879001696905,40.9966561794281,,,,,,,,,,
glot500_lm_probe_complexity_ar_to_fi,glot500,lm_probe,cross_lingual,ar,fi,complexity,regression,0.041553242930344174,0.027995642895499866,69.2133572101593,0.041569728404283524,0.20388655768412867,-0.052744507789611816,0.02759411372244358,0.1661147607000762,0.5746829509735107,,,,
glot500_lm_probe_question_type_ja_to_ko,glot500,lm_probe,cross_lingual,ja,ko,question_type,regression,0.3667069013629641,0.005798588196436564,80.58088850975037,,,,,,,,,,
glot500_lm_probe_complexity_ja_to_ko,glot500,lm_probe,cross_lingual,ja,ko,complexity,regression,0.04126975179782936,0.015213956435521444,64.62035059928894,0.04132659733295441,0.20328944225648907,-0.28319835662841797,0.015124274417757988,0.12298078881580646,0.7535057067871094,,,,
glot500_lm_probe_question_type_fi_to_id,glot500,lm_probe,cross_lingual,fi,id,question_type,classification,0.6893862187862396,0.10537567688152194,80.33954071998596,,,,,,,0.7090909090909091,0.6097560975609756,0.9523809523809523,0.9491525423728814
glot500_lm_probe_complexity_fi_to_id,glot500,lm_probe,cross_lingual,fi,id,complexity,regression,0.08569352169122015,0.052649449557065964,56.70313286781311,0.08625207096338272,0.2936870289328126,-1.1153638362884521,0.05263611674308777,0.22942562355388244,0.19713729619979858,,,,
glot500_lm_probe_question_type_ru_to_en,glot500,lm_probe,cross_lingual,ru,en,question_type,classification,0.27950021411691395,0.2806080937385559,48.60905647277832,,,,,,,0.9272727272727272,0.9322033898305084,0.8888888888888888,0.8947368421052632
glot500_lm_probe_complexity_ru_to_en,glot500,lm_probe,cross_lingual,ru,en,complexity,regression,0.02037170928503786,0.024336296133697033,56.66817307472229,0.02050488255918026,0.1431952602538934,0.46793925762176514,0.02160707488656044,0.14699345184925905,0.5355230569839478,,,,
glot500_lm_probe_question_type_en_to_id,glot500,lm_probe,cross_lingual,en,id,question_type,classification,0.6261037460395268,0.15795647203922272,48.2353310585022,,,,,,,0.7272727272727273,0.7222222222222222,0.9444444444444444,0.9473684210526315
glot500_lm_probe_complexity_en_to_id,glot500,lm_probe,cross_lingual,en,id,complexity,regression,0.134848490357399,0.03582490757107735,48.305148124694824,0.1357429474592209,0.36843309767069093,-2.329145908355713,0.03637943044304848,0.190733925778946,0.1307436227798462,,,,
glot500_lm_probe_question_type_ar_to_ru,glot500,lm_probe,cross_lingual,ar,ru,question_type,classification,0.29994025613580433,0.17452879001696905,40.925052881240845,,,,,,,0.9,0.8888888888888888,0.9772727272727273,0.975609756097561
glot500_lm_probe_complexity_ar_to_ru,glot500,lm_probe,cross_lingual,ar,ru,complexity,regression,0.026889401088867868,0.027995642895499866,68.99782752990723,0.026861516758799553,0.16389483444818984,0.32056325674057007,0.02759411372244358,0.1661147607000762,0.5746829509735107,,,,
glot500_lm_probe_question_type_ko_to_fi,glot500,lm_probe,cross_lingual,ko,fi,question_type,classification,0.34821154177188873,0.14360330924391745,54.32855248451233,,,,,,,0.8636363636363636,0.8760330578512396,0.9444444444444444,0.9444444444444444
glot500_lm_probe_complexity_ko_to_fi,glot500,lm_probe,cross_lingual,ko,fi,complexity,regression,0.03152435911553247,0.014486748538911343,55.69911861419678,0.03167237341403961,0.17796733805403622,0.19790393114089966,0.014588968828320503,0.12078480379716855,0.6903271675109863,,,,
glot500_lm_probe_question_type_ja_to_ar,glot500,lm_probe,cross_lingual,ja,ar,question_type,classification,1.5955212116241455,0.005798588196436564,80.63900804519653,,,,,,,0.5974025974025974,0.5507246376811594,1.0,1.0
glot500_lm_probe_complexity_ja_to_ar,glot500,lm_probe,cross_lingual,ja,ar,complexity,regression,0.14169363528490067,0.015213956435521444,64.27820372581482,0.1399596482515335,0.37411181249932957,-1.412842035293579,0.015124274417757988,0.12298078881580646,0.7535057067871094,,,,
glot500_lm_probe_question_type_en_to_ar,glot500,lm_probe,cross_lingual,en,ar,question_type,classification,1.0288172006607055,0.15795647203922272,48.97351098060608,,,,,,,0.6103896103896104,0.5588235294117647,0.9444444444444444,0.9473684210526315
glot500_lm_probe_complexity_en_to_ar,glot500,lm_probe,cross_lingual,en,ar,complexity,regression,0.195625963807106,0.03582490757107735,48.228336811065674,0.19343477487564087,0.43981220410038746,-2.3347294330596924,0.03637943044304848,0.190733925778946,0.1307436227798462,,,,
