experiment_id,language,task,layer_index,hidden_size,dropout,learning_rate,metric,value
8,ar,question_type,2,128,0.2,1e-4,recall,1.0
9,ar,question_type,2,256,0.01,1e-3,loss,0.6784704804420472
9,ar,question_type,2,256,0.01,1e-3,accuracy,0.8441558441558441
9,ar,question_type,2,256,0.01,1e-3,f1,0.7777777777777778
9,ar,question_type,2,256,0.01,1e-3,precision,0.65625
9,ar,question_type,2,256,0.01,1e-3,recall,0.9545454545454546
10,ar,question_type,2,256,0.01,1e-4,loss,0.6784704804420472
10,ar,question_type,2,256,0.01,1e-4,accuracy,0.8441558441558441
10,ar,question_type,2,256,0.01,1e-4,f1,0.7777777777777778
10,ar,question_type,2,256,0.01,1e-4,precision,0.65625
10,ar,question_type,2,256,0.01,1e-4,recall,0.9545454545454546
11,ar,question_type,2,256,0.05,1e-3,loss,0.6981917142868042
11,ar,question_type,2,256,0.05,1e-3,accuracy,0.8051948051948052
11,ar,question_type,2,256,0.05,1e-3,f1,0.7457627118644068
11,ar,question_type,2,256,0.05,1e-3,precision,0.5945945945945946
11,ar,question_type,2,256,0.05,1e-3,recall,1.0
12,ar,question_type,2,256,0.05,1e-4,loss,0.6981917142868042
12,ar,question_type,2,256,0.05,1e-4,accuracy,0.8051948051948052
12,ar,question_type,2,256,0.05,1e-4,f1,0.7457627118644068
12,ar,question_type,2,256,0.05,1e-4,precision,0.5945945945945946
12,ar,question_type,2,256,0.05,1e-4,recall,1.0
13,ar,question_type,2,256,0.1,1e-3,loss,0.6883278489112854
13,ar,question_type,2,256,0.1,1e-3,accuracy,0.7922077922077922
13,ar,question_type,2,256,0.1,1e-3,f1,0.7037037037037037
13,ar,question_type,2,256,0.1,1e-3,precision,0.59375
13,ar,question_type,2,256,0.1,1e-3,recall,0.8636363636363636
14,ar,question_type,2,256,0.1,1e-4,loss,0.6883278489112854
14,ar,question_type,2,256,0.1,1e-4,accuracy,0.7922077922077922
14,ar,question_type,2,256,0.1,1e-4,f1,0.7037037037037037
14,ar,question_type,2,256,0.1,1e-4,precision,0.59375
14,ar,question_type,2,256,0.1,1e-4,recall,0.8636363636363636
15,ar,question_type,2,256,0.2,1e-3,loss,0.7509972095489502
15,ar,question_type,2,256,0.2,1e-3,accuracy,0.7142857142857143
15,ar,question_type,2,256,0.2,1e-3,f1,0.6666666666666666
15,ar,question_type,2,256,0.2,1e-3,precision,0.5
15,ar,question_type,2,256,0.2,1e-3,recall,1.0
16,ar,question_type,2,256,0.2,1e-4,loss,0.7509972095489502
16,ar,question_type,2,256,0.2,1e-4,accuracy,0.7142857142857143
16,ar,question_type,2,256,0.2,1e-4,f1,0.6666666666666666
16,ar,question_type,2,256,0.2,1e-4,precision,0.5
16,ar,question_type,2,256,0.2,1e-4,recall,1.0
17,ar,question_type,2,384,0.01,1e-3,loss,0.6610570192337036
17,ar,question_type,2,384,0.01,1e-3,accuracy,0.8831168831168831
17,ar,question_type,2,384,0.01,1e-3,f1,0.8235294117647058
17,ar,question_type,2,384,0.01,1e-3,precision,0.7241379310344828
17,ar,question_type,2,384,0.01,1e-3,recall,0.9545454545454546
18,ar,question_type,2,384,0.01,1e-4,loss,0.6610570192337036
18,ar,question_type,2,384,0.01,1e-4,accuracy,0.8831168831168831
18,ar,question_type,2,384,0.01,1e-4,f1,0.8235294117647058
18,ar,question_type,2,384,0.01,1e-4,precision,0.7241379310344828
18,ar,question_type,2,384,0.01,1e-4,recall,0.9545454545454546
19,ar,question_type,2,384,0.05,1e-3,loss,0.6610688805580139
19,ar,question_type,2,384,0.05,1e-3,accuracy,0.8701298701298701
19,ar,question_type,2,384,0.05,1e-3,f1,0.8076923076923077
19,ar,question_type,2,384,0.05,1e-3,precision,0.7
19,ar,question_type,2,384,0.05,1e-3,recall,0.9545454545454546
20,ar,question_type,2,384,0.05,1e-4,loss,0.6610688805580139
20,ar,question_type,2,384,0.05,1e-4,accuracy,0.8701298701298701
20,ar,question_type,2,384,0.05,1e-4,f1,0.8076923076923077
20,ar,question_type,2,384,0.05,1e-4,precision,0.7
20,ar,question_type,2,384,0.05,1e-4,recall,0.9545454545454546
21,ar,question_type,2,384,0.1,1e-3,loss,0.7535457968711853
21,ar,question_type,2,384,0.1,1e-3,accuracy,0.7012987012987013
21,ar,question_type,2,384,0.1,1e-3,f1,0.6567164179104478
21,ar,question_type,2,384,0.1,1e-3,precision,0.4888888888888889
21,ar,question_type,2,384,0.1,1e-3,recall,1.0
22,ar,question_type,2,384,0.1,1e-4,loss,0.7535457968711853
22,ar,question_type,2,384,0.1,1e-4,accuracy,0.7012987012987013
22,ar,question_type,2,384,0.1,1e-4,f1,0.6567164179104478
22,ar,question_type,2,384,0.1,1e-4,precision,0.4888888888888889
22,ar,question_type,2,384,0.1,1e-4,recall,1.0
23,ar,question_type,2,384,0.2,1e-3,loss,0.7755209684371949
23,ar,question_type,2,384,0.2,1e-3,accuracy,0.6883116883116883
23,ar,question_type,2,384,0.2,1e-3,f1,0.6470588235294118
23,ar,question_type,2,384,0.2,1e-3,precision,0.4782608695652174
23,ar,question_type,2,384,0.2,1e-3,recall,1.0
24,ar,question_type,2,384,0.2,1e-4,loss,0.7755209684371949
24,ar,question_type,2,384,0.2,1e-4,accuracy,0.6883116883116883
24,ar,question_type,2,384,0.2,1e-4,f1,0.6470588235294118
24,ar,question_type,2,384,0.2,1e-4,precision,0.4782608695652174
24,ar,question_type,2,384,0.2,1e-4,recall,1.0
25,ar,question_type,11,128,0.01,1e-3,loss,0.7689674735069275
25,ar,question_type,11,128,0.01,1e-3,accuracy,0.7012987012987013
25,ar,question_type,11,128,0.01,1e-3,f1,0.6349206349206349
25,ar,question_type,11,128,0.01,1e-3,precision,0.4878048780487805
25,ar,question_type,11,128,0.01,1e-3,recall,0.9090909090909091
26,ar,question_type,11,128,0.01,1e-4,loss,0.7689674735069275
26,ar,question_type,11,128,0.01,1e-4,accuracy,0.7012987012987013
26,ar,question_type,11,128,0.01,1e-4,f1,0.6349206349206349
26,ar,question_type,11,128,0.01,1e-4,precision,0.4878048780487805
26,ar,question_type,11,128,0.01,1e-4,recall,0.9090909090909091
27,ar,question_type,11,128,0.05,1e-3,loss,0.7758695244789123
27,ar,question_type,11,128,0.05,1e-3,accuracy,0.7142857142857143
27,ar,question_type,11,128,0.05,1e-3,f1,0.6666666666666666
27,ar,question_type,11,128,0.05,1e-3,precision,0.5
27,ar,question_type,11,128,0.05,1e-3,recall,1.0
28,ar,question_type,11,128,0.05,1e-4,loss,0.7758695244789123
28,ar,question_type,11,128,0.05,1e-4,accuracy,0.7142857142857143
28,ar,question_type,11,128,0.05,1e-4,f1,0.6666666666666666
28,ar,question_type,11,128,0.05,1e-4,precision,0.5
28,ar,question_type,11,128,0.05,1e-4,recall,1.0
29,ar,question_type,11,128,0.1,1e-3,loss,0.7619071722030639
29,ar,question_type,11,128,0.1,1e-3,accuracy,0.7142857142857143
29,ar,question_type,11,128,0.1,1e-3,f1,0.6451612903225806
29,ar,question_type,11,128,0.1,1e-3,precision,0.5
29,ar,question_type,11,128,0.1,1e-3,recall,0.9090909090909091
30,ar,question_type,11,128,0.1,1e-4,loss,0.7619071722030639
30,ar,question_type,11,128,0.1,1e-4,accuracy,0.7142857142857143
30,ar,question_type,11,128,0.1,1e-4,f1,0.6451612903225806
30,ar,question_type,11,128,0.1,1e-4,precision,0.5
30,ar,question_type,11,128,0.1,1e-4,recall,0.9090909090909091
31,ar,question_type,11,128,0.2,1e-3,loss,0.7881953954696655
31,ar,question_type,11,128,0.2,1e-3,accuracy,0.6233766233766234
31,ar,question_type,11,128,0.2,1e-3,f1,0.5671641791044776
31,ar,question_type,11,128,0.2,1e-3,precision,0.4222222222222222
31,ar,question_type,11,128,0.2,1e-3,recall,0.8636363636363636
32,ar,question_type,11,128,0.2,1e-4,loss,0.7881953954696655
32,ar,question_type,11,128,0.2,1e-4,accuracy,0.6233766233766234
32,ar,question_type,11,128,0.2,1e-4,f1,0.5671641791044776
32,ar,question_type,11,128,0.2,1e-4,precision,0.4222222222222222
32,ar,question_type,11,128,0.2,1e-4,recall,0.8636363636363636
33,ar,question_type,11,256,0.01,1e-3,loss,0.7622539401054382
33,ar,question_type,11,256,0.01,1e-3,accuracy,0.6623376623376623
33,ar,question_type,11,256,0.01,1e-3,f1,0.6060606060606061
33,ar,question_type,11,256,0.01,1e-3,precision,0.45454545454545453
33,ar,question_type,11,256,0.01,1e-3,recall,0.9090909090909091
34,ar,question_type,11,256,0.01,1e-4,loss,0.7622539401054382
34,ar,question_type,11,256,0.01,1e-4,accuracy,0.6623376623376623
34,ar,question_type,11,256,0.01,1e-4,f1,0.6060606060606061
34,ar,question_type,11,256,0.01,1e-4,precision,0.45454545454545453
34,ar,question_type,11,256,0.01,1e-4,recall,0.9090909090909091
35,ar,question_type,11,256,0.05,1e-3,loss,0.771342933177948
35,ar,question_type,11,256,0.05,1e-3,accuracy,0.6363636363636364
35,ar,question_type,11,256,0.05,1e-3,f1,0.5882352941176471
35,ar,question_type,11,256,0.05,1e-3,precision,0.43478260869565216
35,ar,question_type,11,256,0.05,1e-3,recall,0.9090909090909091
36,ar,question_type,11,256,0.05,1e-4,loss,0.771342933177948
36,ar,question_type,11,256,0.05,1e-4,accuracy,0.6363636363636364
36,ar,question_type,11,256,0.05,1e-4,f1,0.5882352941176471
36,ar,question_type,11,256,0.05,1e-4,precision,0.43478260869565216
36,ar,question_type,11,256,0.05,1e-4,recall,0.9090909090909091
37,ar,question_type,11,256,0.1,1e-3,loss,0.7977285742759704
37,ar,question_type,11,256,0.1,1e-3,accuracy,0.5974025974025974
37,ar,question_type,11,256,0.1,1e-3,f1,0.5753424657534246
37,ar,question_type,11,256,0.1,1e-3,precision,0.4117647058823529
37,ar,question_type,11,256,0.1,1e-3,recall,0.9545454545454546
38,ar,question_type,11,256,0.1,1e-4,loss,0.7977285742759704
38,ar,question_type,11,256,0.1,1e-4,accuracy,0.5974025974025974
38,ar,question_type,11,256,0.1,1e-4,f1,0.5753424657534246
38,ar,question_type,11,256,0.1,1e-4,precision,0.4117647058823529
38,ar,question_type,11,256,0.1,1e-4,recall,0.9545454545454546
39,ar,question_type,11,256,0.2,1e-3,loss,0.7828735470771789
39,ar,question_type,11,256,0.2,1e-3,accuracy,0.6623376623376623
39,ar,question_type,11,256,0.2,1e-3,f1,0.5806451612903226
39,ar,question_type,11,256,0.2,1e-3,precision,0.45
39,ar,question_type,11,256,0.2,1e-3,recall,0.8181818181818182
40,ar,question_type,11,256,0.2,1e-4,loss,0.7828735470771789
40,ar,question_type,11,256,0.2,1e-4,accuracy,0.6623376623376623
40,ar,question_type,11,256,0.2,1e-4,f1,0.5806451612903226
40,ar,question_type,11,256,0.2,1e-4,precision,0.45
40,ar,question_type,11,256,0.2,1e-4,recall,0.8181818181818182
41,ar,question_type,11,384,0.01,1e-3,loss,0.7737351059913635
41,ar,question_type,11,384,0.01,1e-3,accuracy,0.7012987012987013
41,ar,question_type,11,384,0.01,1e-3,f1,0.6567164179104478
41,ar,question_type,11,384,0.01,1e-3,precision,0.4888888888888889
41,ar,question_type,11,384,0.01,1e-3,recall,1.0
42,ar,question_type,11,384,0.01,1e-4,loss,0.7737351059913635
42,ar,question_type,11,384,0.01,1e-4,accuracy,0.7012987012987013
42,ar,question_type,11,384,0.01,1e-4,f1,0.6567164179104478
42,ar,question_type,11,384,0.01,1e-4,precision,0.4888888888888889
42,ar,question_type,11,384,0.01,1e-4,recall,1.0
43,ar,question_type,11,384,0.05,1e-3,loss,0.7556000471115112
43,ar,question_type,11,384,0.05,1e-3,accuracy,0.7272727272727273
43,ar,question_type,11,384,0.05,1e-3,f1,0.676923076923077
43,ar,question_type,11,384,0.05,1e-3,precision,0.5116279069767442
43,ar,question_type,11,384,0.05,1e-3,recall,1.0
44,ar,question_type,11,384,0.05,1e-4,loss,0.7556000471115112
44,ar,question_type,11,384,0.05,1e-4,accuracy,0.7272727272727273
44,ar,question_type,11,384,0.05,1e-4,f1,0.676923076923077
44,ar,question_type,11,384,0.05,1e-4,precision,0.5116279069767442
44,ar,question_type,11,384,0.05,1e-4,recall,1.0
45,ar,question_type,11,384,0.1,1e-3,loss,0.8086162805557251
45,ar,question_type,11,384,0.1,1e-3,accuracy,0.6103896103896104
45,ar,question_type,11,384,0.1,1e-3,f1,0.5945945945945946
45,ar,question_type,11,384,0.1,1e-3,precision,0.4230769230769231
45,ar,question_type,11,384,0.1,1e-3,recall,1.0
46,ar,question_type,11,384,0.1,1e-4,loss,0.8086162805557251
46,ar,question_type,11,384,0.1,1e-4,accuracy,0.6103896103896104
46,ar,question_type,11,384,0.1,1e-4,f1,0.5945945945945946
46,ar,question_type,11,384,0.1,1e-4,precision,0.4230769230769231
46,ar,question_type,11,384,0.1,1e-4,recall,1.0
47,ar,question_type,11,384,0.2,1e-3,loss,0.7892486453056335
47,ar,question_type,11,384,0.2,1e-3,accuracy,0.6493506493506493
47,ar,question_type,11,384,0.2,1e-3,f1,0.6086956521739131
47,ar,question_type,11,384,0.2,1e-3,precision,0.44680851063829785
47,ar,question_type,11,384,0.2,1e-3,recall,0.9545454545454546
48,ar,question_type,11,384,0.2,1e-4,loss,0.7892486453056335
48,ar,question_type,11,384,0.2,1e-4,accuracy,0.6493506493506493
48,ar,question_type,11,384,0.2,1e-4,f1,0.6086956521739131
48,ar,question_type,11,384,0.2,1e-4,precision,0.44680851063829785
48,ar,question_type,11,384,0.2,1e-4,recall,0.9545454545454546
49,ar,complexity,2,128,0.01,1e-3,loss,0.05541662648320198
49,ar,complexity,2,128,0.01,1e-3,mse,0.055952802300453186
49,ar,complexity,2,128,0.01,1e-3,rmse,0.23654344696155333
49,ar,complexity,2,128,0.01,1e-3,r2,0.03539860248565674
50,ar,complexity,2,128,0.01,1e-4,loss,0.05541662648320198
50,ar,complexity,2,128,0.01,1e-4,mse,0.055952802300453186
50,ar,complexity,2,128,0.01,1e-4,rmse,0.23654344696155333
50,ar,complexity,2,128,0.01,1e-4,r2,0.03539860248565674
51,ar,complexity,2,128,0.05,1e-3,loss,0.044910284131765364
51,ar,complexity,2,128,0.05,1e-3,mse,0.04527916759252548
51,ar,complexity,2,128,0.05,1e-3,rmse,0.21278902131577532
51,ar,complexity,2,128,0.05,1e-3,r2,0.21940726041793823
52,ar,complexity,2,128,0.05,1e-4,loss,0.044910284131765364
52,ar,complexity,2,128,0.05,1e-4,mse,0.04527916759252548
52,ar,complexity,2,128,0.05,1e-4,rmse,0.21278902131577532
52,ar,complexity,2,128,0.05,1e-4,r2,0.21940726041793823
53,ar,complexity,2,128,0.1,1e-3,loss,0.03819340690970421
53,ar,complexity,2,128,0.1,1e-3,mse,0.03852862864732742
53,ar,complexity,2,128,0.1,1e-3,rmse,0.19628710769515
53,ar,complexity,2,128,0.1,1e-3,r2,0.33578360080718994
54,ar,complexity,2,128,0.1,1e-4,loss,0.03819340690970421
54,ar,complexity,2,128,0.1,1e-4,mse,0.03852862864732742
54,ar,complexity,2,128,0.1,1e-4,rmse,0.19628710769515
54,ar,complexity,2,128,0.1,1e-4,r2,0.33578360080718994
55,ar,complexity,2,128,0.2,1e-3,loss,0.024271338433027267
55,ar,complexity,2,128,0.2,1e-3,mse,0.0244523286819458
55,ar,complexity,2,128,0.2,1e-3,rmse,0.1563724038375883
55,ar,complexity,2,128,0.2,1e-3,r2,0.5784527063369751
56,ar,complexity,2,128,0.2,1e-4,loss,0.024271338433027267
56,ar,complexity,2,128,0.2,1e-4,mse,0.0244523286819458
56,ar,complexity,2,128,0.2,1e-4,rmse,0.1563724038375883
56,ar,complexity,2,128,0.2,1e-4,r2,0.5784527063369751
57,ar,complexity,2,256,0.01,1e-3,loss,0.03669675849378109
57,ar,complexity,2,256,0.01,1e-3,mse,0.036909326910972595
57,ar,complexity,2,256,0.01,1e-3,rmse,0.19211800256866246
57,ar,complexity,2,256,0.01,1e-3,r2,0.36369961500167847
58,ar,complexity,2,256,0.01,1e-4,loss,0.03669675849378109
58,ar,complexity,2,256,0.01,1e-4,mse,0.036909326910972595
58,ar,complexity,2,256,0.01,1e-4,rmse,0.19211800256866246
58,ar,complexity,2,256,0.01,1e-4,r2,0.36369961500167847
59,ar,complexity,2,256,0.05,1e-3,loss,0.04351941719651222
59,ar,complexity,2,256,0.05,1e-3,mse,0.04393353685736656
59,ar,complexity,2,256,0.05,1e-3,rmse,0.20960328446225876
59,ar,complexity,2,256,0.05,1e-3,r2,0.24260538816452026
60,ar,complexity,2,256,0.05,1e-4,loss,0.04351941719651222
60,ar,complexity,2,256,0.05,1e-4,mse,0.04393353685736656
60,ar,complexity,2,256,0.05,1e-4,rmse,0.20960328446225876
60,ar,complexity,2,256,0.05,1e-4,r2,0.24260538816452026
61,ar,complexity,2,256,0.1,1e-3,loss,0.04271460548043251
61,ar,complexity,2,256,0.1,1e-3,mse,0.04301787540316582
61,ar,complexity,2,256,0.1,1e-3,rmse,0.2074075104791671
61,ar,complexity,2,256,0.1,1e-3,r2,0.25839096307754517
62,ar,complexity,2,256,0.1,1e-4,loss,0.04271460548043251
62,ar,complexity,2,256,0.1,1e-4,mse,0.04301787540316582
62,ar,complexity,2,256,0.1,1e-4,rmse,0.2074075104791671
62,ar,complexity,2,256,0.1,1e-4,r2,0.25839096307754517
63,ar,complexity,2,256,0.2,1e-3,loss,0.05028286650776863
63,ar,complexity,2,256,0.2,1e-3,mse,0.05067474767565727
63,ar,complexity,2,256,0.2,1e-3,rmse,0.2251105232450435
63,ar,complexity,2,256,0.2,1e-3,r2,0.12638992071151733
64,ar,complexity,2,256,0.2,1e-4,loss,0.05028286650776863
64,ar,complexity,2,256,0.2,1e-4,mse,0.05067474767565727
64,ar,complexity,2,256,0.2,1e-4,rmse,0.2251105232450435
64,ar,complexity,2,256,0.2,1e-4,r2,0.12638992071151733
65,ar,complexity,2,384,0.01,1e-3,loss,0.06962697133421898
65,ar,complexity,2,384,0.01,1e-3,mse,0.07036465406417847
65,ar,complexity,2,384,0.01,1e-3,rmse,0.2652633673619078
65,ar,complexity,2,384,0.01,1e-3,r2,-0.21305537223815918
66,ar,complexity,2,384,0.01,1e-4,loss,0.06962697133421898
66,ar,complexity,2,384,0.01,1e-4,mse,0.07036465406417847
66,ar,complexity,2,384,0.01,1e-4,rmse,0.2652633673619078
66,ar,complexity,2,384,0.01,1e-4,r2,-0.21305537223815918
67,ar,complexity,2,384,0.05,1e-3,loss,0.06187226548790932
67,ar,complexity,2,384,0.05,1e-3,mse,0.06269213557243347
67,ar,complexity,2,384,0.05,1e-3,rmse,0.25038397626931613
67,ar,complexity,2,384,0.05,1e-3,r2,-0.08078444004058838
68,ar,complexity,2,384,0.05,1e-4,loss,0.06187226548790932
68,ar,complexity,2,384,0.05,1e-4,mse,0.06269213557243347
68,ar,complexity,2,384,0.05,1e-4,rmse,0.25038397626931613
68,ar,complexity,2,384,0.05,1e-4,r2,-0.08078444004058838
69,ar,complexity,2,384,0.1,1e-3,loss,0.040151937305927275
69,ar,complexity,2,384,0.1,1e-3,mse,0.04069831222295761
69,ar,complexity,2,384,0.1,1e-3,rmse,0.20173822697485375
69,ar,complexity,2,384,0.1,1e-3,r2,0.29837924242019653
70,ar,complexity,2,384,0.1,1e-4,loss,0.040151937305927275
70,ar,complexity,2,384,0.1,1e-4,mse,0.04069831222295761
70,ar,complexity,2,384,0.1,1e-4,rmse,0.20173822697485375
70,ar,complexity,2,384,0.1,1e-4,r2,0.29837924242019653
71,ar,complexity,2,384,0.2,1e-3,loss,0.06721666380763054
71,ar,complexity,2,384,0.2,1e-3,mse,0.06826937943696976
71,ar,complexity,2,384,0.2,1e-3,rmse,0.261284097175794
71,ar,complexity,2,384,0.2,1e-3,r2,-0.17693376541137695
72,ar,complexity,2,384,0.2,1e-4,loss,0.06721666380763054
72,ar,complexity,2,384,0.2,1e-4,mse,0.06826937943696976
72,ar,complexity,2,384,0.2,1e-4,rmse,0.261284097175794
72,ar,complexity,2,384,0.2,1e-4,r2,-0.17693376541137695
73,ar,complexity,11,128,0.01,1e-3,loss,0.043227441236376764
73,ar,complexity,11,128,0.01,1e-3,mse,0.04368409514427185
73,ar,complexity,11,128,0.01,1e-3,rmse,0.2090074045202032
73,ar,complexity,11,128,0.01,1e-3,r2,0.2469056248664856
74,ar,complexity,11,128,0.01,1e-4,loss,0.043227441236376764
74,ar,complexity,11,128,0.01,1e-4,mse,0.04368409514427185
74,ar,complexity,11,128,0.01,1e-4,rmse,0.2090074045202032
74,ar,complexity,11,128,0.01,1e-4,r2,0.2469056248664856
75,ar,complexity,11,128,0.05,1e-3,loss,0.035471267998218536
75,ar,complexity,11,128,0.05,1e-3,mse,0.03564680367708206
75,ar,complexity,11,128,0.05,1e-3,rmse,0.18880361139841065
75,ar,complexity,11,128,0.05,1e-3,r2,0.38546496629714966
76,ar,complexity,11,128,0.05,1e-4,loss,0.035471267998218536
76,ar,complexity,11,128,0.05,1e-4,mse,0.03564680367708206
76,ar,complexity,11,128,0.05,1e-4,rmse,0.18880361139841065
76,ar,complexity,11,128,0.05,1e-4,r2,0.38546496629714966
77,ar,complexity,11,128,0.1,1e-3,loss,0.03653527796268463
77,ar,complexity,11,128,0.1,1e-3,mse,0.03663346916437149
77,ar,complexity,11,128,0.1,1e-3,rmse,0.19139871777097017
77,ar,complexity,11,128,0.1,1e-3,r2,0.36845529079437256
78,ar,complexity,11,128,0.1,1e-4,loss,0.03653527796268463
78,ar,complexity,11,128,0.1,1e-4,mse,0.03663346916437149
78,ar,complexity,11,128,0.1,1e-4,rmse,0.19139871777097017
78,ar,complexity,11,128,0.1,1e-4,r2,0.36845529079437256
79,ar,complexity,11,128,0.2,1e-3,loss,0.03538631424307823
79,ar,complexity,11,128,0.2,1e-3,mse,0.03518686443567276
79,ar,complexity,11,128,0.2,1e-3,rmse,0.18758162072994455
79,ar,complexity,11,128,0.2,1e-3,r2,0.3933941125869751
80,ar,complexity,11,128,0.2,1e-4,loss,0.03538631424307823
80,ar,complexity,11,128,0.2,1e-4,mse,0.03518686443567276
80,ar,complexity,11,128,0.2,1e-4,rmse,0.18758162072994455
80,ar,complexity,11,128,0.2,1e-4,r2,0.3933941125869751
81,ar,complexity,11,256,0.01,1e-3,loss,0.03804124668240547
81,ar,complexity,11,256,0.01,1e-3,mse,0.03832107037305832
81,ar,complexity,11,256,0.01,1e-3,rmse,0.19575768279446484
81,ar,complexity,11,256,0.01,1e-3,r2,0.3393617868423462
82,ar,complexity,11,256,0.01,1e-4,loss,0.03804124668240547
82,ar,complexity,11,256,0.01,1e-4,mse,0.03832107037305832
82,ar,complexity,11,256,0.01,1e-4,rmse,0.19575768279446484
82,ar,complexity,11,256,0.01,1e-4,r2,0.3393617868423462
83,ar,complexity,11,256,0.05,1e-3,loss,0.04131108671426773
83,ar,complexity,11,256,0.05,1e-3,mse,0.04164697229862213
83,ar,complexity,11,256,0.05,1e-3,rmse,0.20407589837759413
83,ar,complexity,11,256,0.05,1e-3,r2,0.2820247411727905
84,ar,complexity,11,256,0.05,1e-4,loss,0.04131108671426773
84,ar,complexity,11,256,0.05,1e-4,mse,0.04164697229862213
84,ar,complexity,11,256,0.05,1e-4,rmse,0.20407589837759413
84,ar,complexity,11,256,0.05,1e-4,r2,0.2820247411727905
85,ar,complexity,11,256,0.1,1e-3,loss,0.04600997120141983
85,ar,complexity,11,256,0.1,1e-3,mse,0.04622851312160492
85,ar,complexity,11,256,0.1,1e-3,rmse,0.21500816989501798
85,ar,complexity,11,256,0.1,1e-3,r2,0.20304101705551147
86,ar,complexity,11,256,0.1,1e-4,loss,0.04600997120141983
86,ar,complexity,11,256,0.1,1e-4,mse,0.04622851312160492
86,ar,complexity,11,256,0.1,1e-4,rmse,0.21500816989501798
86,ar,complexity,11,256,0.1,1e-4,r2,0.20304101705551147
87,ar,complexity,11,256,0.2,1e-3,loss,0.05836713686585426
87,ar,complexity,11,256,0.2,1e-3,mse,0.05860152095556259
87,ar,complexity,11,256,0.2,1e-3,rmse,0.24207751022257848
87,ar,complexity,11,256,0.2,1e-3,r2,-0.010264158248901367
88,ar,complexity,11,256,0.2,1e-4,loss,0.05836713686585426
88,ar,complexity,11,256,0.2,1e-4,mse,0.05860152095556259
88,ar,complexity,11,256,0.2,1e-4,rmse,0.24207751022257848
88,ar,complexity,11,256,0.2,1e-4,r2,-0.010264158248901367
89,ar,complexity,11,384,0.01,1e-3,loss,0.05426125749945641
89,ar,complexity,11,384,0.01,1e-3,mse,0.05475093796849251
89,ar,complexity,11,384,0.01,1e-3,rmse,0.23398918344336456
89,ar,complexity,11,384,0.01,1e-3,r2,0.0561181902885437
90,ar,complexity,11,384,0.01,1e-4,loss,0.05426125749945641
90,ar,complexity,11,384,0.01,1e-4,mse,0.05475093796849251
90,ar,complexity,11,384,0.01,1e-4,rmse,0.23398918344336456
90,ar,complexity,11,384,0.01,1e-4,r2,0.0561181902885437
91,ar,complexity,11,384,0.05,1e-3,loss,0.06596075296401978
91,ar,complexity,11,384,0.05,1e-3,mse,0.0666307881474495
91,ar,complexity,11,384,0.05,1e-3,rmse,0.2581294019429974
