experiment_id,source,model,task_type,is_control,control_index,layer,submetric,language,task,test_loss,test_mse,test_rmse,test_r2,val_loss,val_mse,val_rmse,val_r2,train_time,test_accuracy,test_f1,val_accuracy,val_f1
glot500_lm_probe_single_submetric_control3_avg_links_len_id_layer11,glot500,lm_probe,regression,True,3.0,11.0,avg_links_len,id,single_submetric,0.036172959953546524,0.03600756824016571,0.18975660262601066,-0.621903657913208,0.05231718346476555,0.0486065074801445,0.22046883562114739,-0.31718969345092773,47.56483006477356,,,,
glot500_lm_probe_single_submetric_control2_avg_links_len_id_layer11,glot500,lm_probe,regression,True,2.0,11.0,avg_links_len,id,single_submetric,0.034699583160025735,0.03456202521920204,0.1859086475105503,-0.5567914247512817,0.05023784413933754,0.046555180102586746,0.21576649439286616,-0.2616007328033447,33.76327633857727,,,,
glot500_lm_probe_single_submetric_control1_avg_links_len_ru_layer11,glot500,lm_probe,regression,True,1.0,11.0,avg_links_len,ru,single_submetric,0.02052870485931635,0.020438268780708313,0.14296247333027054,-0.21331024169921875,0.03329303599894047,0.03414103761315346,0.18477293528315628,-0.14394843578338623,55.57818388938904,,,,
glot500_lm_probe_single_submetric_control3_avg_links_len_ru_layer11,glot500,lm_probe,regression,True,3.0,11.0,avg_links_len,ru,single_submetric,0.020335785512413298,0.020170651376247406,0.14202341840783655,-0.19742321968078613,0.030605368688702582,0.031409941613674164,0.17722850113250455,-0.05243885517120361,40.30122399330139,,,,
glot500_lm_probe_single_submetric_control2_avg_links_len_ru_layer11,glot500,lm_probe,regression,True,2.0,11.0,avg_links_len,ru,single_submetric,0.01765393266188247,0.0175419170409441,0.13244590231843376,-0.04136943817138672,0.02868129834532738,0.028951117768883705,0.1701502799553492,0.029947876930236816,56.71305966377258,,,,
glot500_lm_probe_question_type_ko_layer11,glot500,lm_probe,regression,False,,11.0,,ko,question_type,0.4235080565725054,,,,0.17437340654432773,,,,35.68400001525879,0.8727272727272727,0.86,0.9444444444444444,0.9444444444444444
glot500_lm_probe_question_type_control1_ko_layer11,glot500,lm_probe,regression,True,1.0,11.0,,ko,question_type,0.6885971512113299,,,,0.609853982925415,,,,55.50530767440796,0.5909090909090909,0.5631067961165048,0.6944444444444444,0.6451612903225806
glot500_lm_probe_question_type_control3_ko_layer11,glot500,lm_probe,classification,True,3.0,11.0,,ko,question_type,0.7003673740795681,,,,0.702013635635376,,,,28.122368574142456,0.44545454545454544,0.2988505747126437,0.4305555555555556,0.19607843137254902
glot500_lm_probe_question_type_control2_ko_layer11,glot500,lm_probe,regression,True,2.0,11.0,,ko,question_type,0.7013089997427804,,,,0.6874888420104981,,,,44.88524651527405,0.5272727272727272,0.44680851063829785,0.5277777777777778,0.48484848484848486
glot500_lm_probe_question_type_fi_layer11,glot500,lm_probe,regression,False,,11.0,,fi,question_type,,,,,,,,,,,,,
glot500_lm_probe_question_type_control1_fi_layer11,glot500,lm_probe,regression,True,1.0,11.0,,fi,question_type,,,,,,,,,,,,,
glot500_lm_probe_question_type_control3_fi_layer11,glot500,lm_probe,classification,True,3.0,11.0,,fi,question_type,0.6937861698014396,,,,0.6910175234079361,,,,32.002453088760376,0.5,0.0,0.5238095238095238,0.0
glot500_lm_probe_question_type_control2_fi_layer11,glot500,lm_probe,regression,True,2.0,11.0,,fi,question_type,,,,,,,,,,,,,
glot500_lm_probe_question_type_ar_layer11,glot500,lm_probe,regression,False,,11.0,,ar,question_type,,,,,,,,,,,,,
glot500_lm_probe_question_type_control1_ar_layer11,glot500,lm_probe,classification,True,1.0,11.0,,ar,question_type,0.6678013563156128,,,,0.6879560748736063,,,,35.20727181434631,0.7142857142857143,0.0,0.5454545454545454,0.0
glot500_lm_probe_question_type_control3_ar_layer11,glot500,lm_probe,regression,True,3.0,11.0,,ar,question_type,,,,,,,,,,,,,
glot500_lm_probe_question_type_control2_ar_layer11,glot500,lm_probe,classification,True,2.0,11.0,,ar,question_type,0.7177884936332702,,,,0.7144532004992167,,,,48.32381987571716,0.35064935064935066,0.4186046511627907,0.45454545454545453,0.5862068965517241
glot500_lm_probe_question_type_ja_layer11,glot500,lm_probe,regression,False,,11.0,,ja,question_type,,,,,,,,,,,,,
glot500_lm_probe_question_type_control1_ja_layer11,glot500,lm_probe,regression,True,1.0,11.0,,ja,question_type,,,,,,,,,,,,,
glot500_lm_probe_question_type_control3_ja_layer11,glot500,lm_probe,classification,True,3.0,11.0,,ja,question_type,0.6858698626359304,,,,0.6611924568812052,,,,31.554516077041626,0.5217391304347826,0.5510204081632653,0.717391304347826,0.723404255319149
glot500_lm_probe_question_type_control2_ja_layer11,glot500,lm_probe,regression,True,2.0,11.0,,ja,question_type,,,,,,,,,,,,,
glot500_lm_probe_question_type_en_layer11,glot500,lm_probe,regression,False,,11.0,,en,question_type,,,,,,,,,,,,,
glot500_lm_probe_question_type_control1_en_layer11,glot500,lm_probe,regression,True,1.0,11.0,,en,question_type,,,,,,,,,,,,,
glot500_lm_probe_question_type_control3_en_layer11,glot500,lm_probe,classification,True,3.0,11.0,,en,question_type,0.6967722007206508,,,,0.6886850476264954,,,,31.875760316848755,0.5,0.0,0.5,0.0
glot500_lm_probe_question_type_control2_en_layer11,glot500,lm_probe,regression,True,2.0,11.0,,en,question_type,,,,,,,,,,,,,
glot500_lm_probe_question_type_id_layer11,glot500,lm_probe,regression,False,,11.0,,id,question_type,,,,,,,,,,,,,
glot500_lm_probe_question_type_control1_id_layer11,glot500,lm_probe,regression,True,1.0,11.0,,id,question_type,,,,,,,,,,,,,
glot500_lm_probe_question_type_control3_id_layer11,glot500,lm_probe,classification,True,3.0,11.0,,id,question_type,0.693245393889291,,,,0.6930259227752685,,,,40.743937730789185,0.509090909090909,0.03571428571428571,0.5,0.0
glot500_lm_probe_question_type_control2_id_layer11,glot500,lm_probe,regression,True,2.0,11.0,,id,question_type,,,,,,,,,,,,,
glot500_lm_probe_question_type_ru_layer11,glot500,lm_probe,regression,False,,11.0,,ru,question_type,,,,,,,,,,,,,
glot500_lm_probe_question_type_control1_ru_layer11,glot500,lm_probe,regression,True,1.0,11.0,,ru,question_type,,,,,,,,,,,,,
glot500_lm_probe_question_type_control3_ru_layer11,glot500,lm_probe,classification,True,3.0,11.0,,ru,question_type,0.6865379554884774,,,,0.6939903497695923,,,,56.86413049697876,0.5272727272727272,0.44680851063829785,0.4583333333333333,0.3157894736842105
glot500_lm_probe_question_type_control2_ru_layer11,glot500,lm_probe,regression,True,2.0,11.0,,ru,question_type,,,,,,,,,,,,,
glot500_lm_probe_single_submetric_control1_n_tokens_ko_layer11,glot500,lm_probe,regression,True,1.0,11.0,n_tokens,ko,single_submetric,0.07419040479830333,0.07342369109392166,0.27096806286705016,-0.7607358694076538,0.04710137965157628,0.05154167860746384,0.22702792473055783,-0.19600391387939453,20.756211519241333,,,,
glot500_lm_probe_single_submetric_control3_n_tokens_ko_layer11,glot500,lm_probe,regression,True,3.0,11.0,n_tokens,ko,single_submetric,0.06356714080486979,0.06292653828859329,0.25085162604335115,-0.5090090036392212,0.04208913818001747,0.04579327628016472,0.21399363607398403,-0.0626145601272583,20.86919593811035,,,,
glot500_lm_probe_single_submetric_control2_n_tokens_ko_layer11,glot500,lm_probe,regression,True,2.0,11.0,n_tokens,ko,single_submetric,0.06920936011842319,0.06851449608802795,0.26175273845373226,-0.6430110931396484,0.04410465843975544,0.04835819453001022,0.21990496704260734,-0.12213253974914551,20.886362314224243,,,,
glot500_lm_probe_single_submetric_control1_n_tokens_fi_layer11,glot500,lm_probe,regression,True,1.0,11.0,n_tokens,fi,single_submetric,0.014547549055090972,0.014703874476253986,0.12125953354789877,-0.06345570087432861,0.019018696388229728,0.018924813717603683,0.1375674878654244,-0.027283787727355957,81.57854580879211,,,,
glot500_lm_probe_single_submetric_control3_n_tokens_fi_layer11,glot500,lm_probe,regression,True,3.0,11.0,n_tokens,fi,single_submetric,0.014805336881961142,0.01495633739978075,0.12229610541542503,-0.08171510696411133,0.016555042238906026,0.016506100073456764,0.12847606809618967,0.10400974750518799,81.3946852684021,,,,
glot500_lm_probe_single_submetric_control2_n_tokens_fi_layer11,glot500,lm_probe,regression,True,2.0,11.0,n_tokens,fi,single_submetric,0.014612767113638776,0.014744604006409645,0.12142736102876339,-0.06640148162841797,0.018262992380186915,0.01819080486893654,0.1348732919036847,0.012560009956359863,81.51570916175842,,,,
glot500_lm_probe_single_submetric_control1_n_tokens_ar_layer11,glot500,lm_probe,regression,True,1.0,11.0,n_tokens,ar,single_submetric,0.08163794130086899,0.08021613955497742,0.28322453911159856,-0.07093644142150879,0.05072923252979914,0.05170083045959473,0.22737816618926876,0.004594981670379639,61.542351722717285,,,,
glot500_lm_probe_single_submetric_control3_n_tokens_ar_layer11,glot500,lm_probe,regression,True,3.0,11.0,n_tokens,ar,single_submetric,0.07985761538147926,0.07843522727489471,0.2800628987832817,-0.04716014862060547,0.053025721261898674,0.0540277361869812,0.23243867188353404,-0.04020535945892334,71.51030659675598,,,,
glot500_lm_probe_single_submetric_control2_n_tokens_ar_layer11,glot500,lm_probe,regression,True,2.0,11.0,n_tokens,ar,single_submetric,0.08303968980908394,0.08130332827568054,0.2851373849141507,-0.08545112609863281,0.0492973905056715,0.05029228702187538,0.2242594190259918,0.03171396255493164,41.56748652458191,,,,
glot500_lm_probe_single_submetric_control1_n_tokens_ja_layer11,glot500,lm_probe,regression,True,1.0,11.0,n_tokens,ja,single_submetric,0.06352782621979713,0.06344324350357056,0.25187942254890644,-0.06344115734100342,0.02130107581615448,0.021289201453328133,0.14590819529186197,-0.06548833847045898,32.07009696960449,,,,
glot500_lm_probe_single_submetric_control3_n_tokens_ja_layer11,glot500,lm_probe,regression,True,3.0,11.0,n_tokens,ja,single_submetric,0.061001492043336235,0.06086453050374985,0.24670737829207673,-0.02021658420562744,0.019389627501368523,0.019303226843476295,0.1389360530729022,0.03390634059906006,40.6038601398468,,,,
glot500_lm_probe_single_submetric_control2_n_tokens_ja_layer11,glot500,lm_probe,regression,True,2.0,11.0,n_tokens,ja,single_submetric,0.06324177669982116,0.06306900829076767,0.2511354381419868,-0.05716824531555176,0.020770287762085598,0.020762482658028603,0.14409192433314438,-0.03912699222564697,41.07507848739624,,,,
glot500_lm_probe_single_submetric_control1_n_tokens_en_layer11,glot500,lm_probe,regression,True,1.0,11.0,n_tokens,en,single_submetric,0.02760870648281915,0.027643784880638123,0.16626420204192519,-0.4615093469619751,0.035242322646081445,0.037330616265535355,0.19321132540701477,-0.018670320510864258,41.08414673805237,,,,
glot500_lm_probe_single_submetric_control3_n_tokens_en_layer11,glot500,lm_probe,regression,True,3.0,11.0,n_tokens,en,single_submetric,0.028158112029944147,0.028215883299708366,0.16797584141687866,-0.4917558431625366,0.03602808341383934,0.03799096494913101,0.1949127111019982,-0.0366896390914917,64.33607912063599,,,,
glot500_lm_probe_single_submetric_control2_n_tokens_en_layer11,glot500,lm_probe,regression,True,2.0,11.0,n_tokens,en,single_submetric,0.025947366175907,0.02597680874168873,0.16117322588348454,-0.3733774423599243,0.03576591499149799,0.03812897577881813,0.19526642255856005,-0.04045569896697998,48.85755896568298,,,,
glot500_lm_probe_single_submetric_control1_n_tokens_id_layer11,glot500,lm_probe,regression,True,1.0,11.0,n_tokens,id,single_submetric,0.033379026289497106,0.033358894288539886,0.18264417397918797,-0.12926077842712402,0.02883688025176525,0.028319163247942924,0.16828298561632107,0.1479758620262146,68.6420648097992,,,,
glot500_lm_probe_single_submetric_control3_n_tokens_id_layer11,glot500,lm_probe,regression,True,3.0,11.0,n_tokens,id,single_submetric,0.03613049403897354,0.03612450137734413,0.19006446637218682,-0.22288179397583008,0.0357335913926363,0.03541465848684311,0.1881878276798027,-0.06550264358520508,54.89436936378479,,,,
glot500_lm_probe_single_submetric_control2_n_tokens_id_layer11,glot500,lm_probe,regression,True,2.0,11.0,n_tokens,id,single_submetric,0.03840019394244466,0.038353096693754196,0.19583946663978177,-0.2983238697052002,0.034682029485702516,0.03437984734773636,0.18541803404128834,-0.03436875343322754,42.15696859359741,,,,
glot500_lm_probe_single_submetric_control1_n_tokens_ru_layer11,glot500,lm_probe,regression,True,1.0,11.0,n_tokens,ru,single_submetric,0.01207123144662806,0.012206679210066795,0.11048384139803791,-0.07306933403015137,0.02166062220931053,0.02113749459385872,0.14538739489329439,-0.07394623756408691,80.74868202209473,,,,
glot500_lm_probe_single_submetric_control3_n_tokens_ru_layer11,glot500,lm_probe,regression,True,3.0,11.0,n_tokens,ru,single_submetric,0.011937348571206843,0.012061093933880329,0.10982301185944743,-0.06027114391326904,0.02145426906645298,0.020439818501472473,0.1429678932539487,-0.038498878479003906,47.8634877204895,,,,
glot500_lm_probe_single_submetric_control2_n_tokens_ru_layer11,glot500,lm_probe,regression,True,2.0,11.0,n_tokens,ru,single_submetric,0.01204790933323758,0.012175162322819233,0.11034111800602363,-0.07029879093170166,0.02054364513605833,0.019851189106702805,0.14089424795463726,-0.00859212875366211,80.09858775138855,,,,
glot500_lm_probe_single_submetric_control1_avg_max_depth_ko_layer11,glot500,lm_probe,regression,True,1.0,11.0,avg_max_depth,ko,single_submetric,0.03659898228943348,0.03680148720741272,0.19183713719562415,-0.054032087326049805,0.03404438830912113,0.034770846366882324,0.186469424750768,-0.03785884380340576,36.78437089920044,,,,
glot500_lm_probe_single_submetric_control3_avg_max_depth_ko_layer11,glot500,lm_probe,regression,True,3.0,11.0,avg_max_depth,ko,single_submetric,0.035850775827254565,0.03598563373088837,0.18969879738914627,-0.030665278434753418,0.03085399679839611,0.032127466052770615,0.17924136256113044,0.04104214906692505,43.92877197265625,,,,
glot500_lm_probe_single_submetric_control2_avg_max_depth_ko_layer11,glot500,lm_probe,regression,True,2.0,11.0,avg_max_depth,ko,single_submetric,0.03663443454674312,0.03680095076560974,0.19183573902067816,-0.054016828536987305,0.03267698362469673,0.03394956886768341,0.18425408779097252,-0.013344883918762207,27.116922855377197,,,,
glot500_lm_probe_single_submetric_control1_avg_max_depth_fi_layer11,glot500,lm_probe,regression,True,1.0,11.0,avg_max_depth,fi,single_submetric,0.03302417402820928,0.033074572682380676,0.18186415997216349,-0.08465754985809326,0.04650672618299723,0.046338580548763275,0.2152639787534442,-0.014444112777709961,80.47218346595764,,,,
glot500_lm_probe_single_submetric_control3_avg_max_depth_fi_layer11,glot500,lm_probe,regression,True,3.0,11.0,avg_max_depth,fi,single_submetric,0.028832758643797467,0.02890402264893055,0.1700118309087063,0.05211281776428223,0.04477967042475939,0.04471791163086891,0.21146610042952255,0.02103555202484131,73.07194828987122,,,,
glot500_lm_probe_single_submetric_control2_avg_max_depth_fi_layer11,glot500,lm_probe,regression,True,2.0,11.0,avg_max_depth,fi,single_submetric,0.03208409994840622,0.03209073096513748,0.17913885945025296,-0.05239307880401611,0.04639177303761244,0.046330466866493225,0.21524513203901552,-0.014266490936279297,32.28271842002869,,,,
glot500_lm_probe_single_submetric_control1_avg_max_depth_ar_layer11,glot500,lm_probe,regression,True,1.0,11.0,avg_max_depth,ar,single_submetric,0.05691089108586311,0.05691191554069519,0.23856218380266223,-0.1539231538772583,0.034373633563518524,0.03621866554021835,0.19031202153363394,0.03764951229095459,34.74463248252869,,,,
glot500_lm_probe_single_submetric_control2_avg_max_depth_ar_layer11,glot500,lm_probe,regression,True,2.0,11.0,avg_max_depth,ar,single_submetric,0.05250573456287384,0.05243552848696709,0.22898805315336232,-0.06316173076629639,0.034166776885588966,0.03608449548482895,0.18995919426242297,0.0412144660949707,42.2141900062561,,,,
glot500_lm_probe_single_submetric_control3_avg_max_depth_ar_layer11,glot500,lm_probe,regression,True,3.0,11.0,avg_max_depth,ar,single_submetric,0.05421086624264717,0.05415662005543709,0.23271574947870866,-0.09805786609649658,0.03657952509820461,0.038663022220134735,0.1966291489584765,-0.027298450469970703,63.44114899635315,,,,
glot500_lm_probe_single_submetric_control1_avg_max_depth_ja_layer11,glot500,lm_probe,regression,True,1.0,11.0,avg_max_depth,ja,single_submetric,0.07910287504394849,0.08042627573013306,0.28359526746780006,-0.18814945220947266,0.03006281362225612,0.029315870255231857,0.17121877892109807,-0.004313111305236816,82.4006507396698,,,,
glot500_lm_probe_single_submetric_control3_avg_max_depth_ja_layer11,glot500,lm_probe,regression,True,3.0,11.0,avg_max_depth,ja,single_submetric,0.07616757974028587,0.07739128917455673,0.2781928992166348,-0.14331316947937012,0.028722796589136124,0.02786046825349331,0.1669145537497953,0.045546650886535645,82.35916066169739,,,,
glot500_lm_probe_single_submetric_control2_avg_max_depth_ja_layer11,glot500,lm_probe,regression,True,2.0,11.0,avg_max_depth,ja,single_submetric,0.08280411983529727,0.08418474346399307,0.29014607263237785,-0.24367380142211914,0.029891998507082462,0.029065921902656555,0.17048730715996588,0.004249751567840576,81.41452813148499,,,,
glot500_lm_probe_single_submetric_control1_avg_max_depth_en_layer11,glot500,lm_probe,regression,True,1.0,11.0,avg_max_depth,en,single_submetric,0.029154221128140177,0.029157130047678947,0.17075459012184402,-0.03142702579498291,0.035153428092598915,0.03702997416257858,0.19243173896885768,-0.04364311695098877,65.49004793167114,,,,
glot500_lm_probe_single_submetric_control3_avg_max_depth_en_layer11,glot500,lm_probe,regression,True,3.0,11.0,avg_max_depth,en,single_submetric,0.03014961470450674,0.03015933930873871,0.17366444457268365,-0.0668799877166748,0.03711965568363666,0.0387503020465374,0.19685096404777244,-0.09212839603424072,40.90032148361206,,,,
glot500_lm_probe_single_submetric_control2_avg_max_depth_en_layer11,glot500,lm_probe,regression,True,2.0,11.0,avg_max_depth,en,single_submetric,0.02888687966125352,0.028907395899295807,0.170021751253467,-0.022592782974243164,0.03713548332452774,0.03877383843064308,0.1969107372152242,-0.09279167652130127,41.16445970535278,,,,
glot500_lm_probe_single_submetric_control1_avg_max_depth_id_layer11,glot500,lm_probe,regression,True,1.0,11.0,avg_max_depth,id,single_submetric,0.033477646963936944,0.03356995806097984,0.1832210633660329,-0.04202127456665039,0.043827122822403905,0.042471032589673996,0.20608501301568244,-0.042521119117736816,52.51270341873169,,,,
glot500_lm_probe_single_submetric_control3_avg_max_depth_id_layer11,glot500,lm_probe,regression,True,3.0,11.0,avg_max_depth,id,single_submetric,0.036340988906366486,0.036485545337200165,0.19101189841787386,-0.13252198696136475,0.046900611370801926,0.04550164192914963,0.21331113878358446,-0.1169123649597168,40.268757343292236,,,,
glot500_lm_probe_single_submetric_control2_avg_max_depth_id_layer11,glot500,lm_probe,regression,True,2.0,11.0,avg_max_depth,id,single_submetric,0.035274493374994824,0.03544432297348976,0.1882666273493254,-0.10020220279693604,0.0469999860972166,0.045590613037347794,0.21351958466929397,-0.11909627914428711,47.3970091342926,,,,
glot500_lm_probe_single_submetric_control1_avg_max_depth_ru_layer11,glot500,lm_probe,regression,True,1.0,11.0,avg_max_depth,ru,single_submetric,0.02385326155594417,0.023901864886283875,0.15460227969303647,0.020085453987121582,0.03891356959939003,0.03608720749616623,0.1899663325333366,-0.0017763376235961914,47.541945695877075,,,,
glot500_lm_probe_single_submetric_control3_avg_max_depth_ru_layer11,glot500,lm_probe,regression,True,3.0,11.0,avg_max_depth,ru,single_submetric,0.023251162176685675,0.023297008126974106,0.15263357470417216,0.044883012771606445,0.04011167697608471,0.03748084604740143,0.19359970570070975,-0.04046356678009033,47.75571060180664,,,,
glot500_lm_probe_single_submetric_control2_avg_max_depth_ru_layer11,glot500,lm_probe,regression,True,2.0,11.0,avg_max_depth,ru,single_submetric,0.024381426961294243,0.024422822520136833,0.15627802955033965,-0.001272439956665039,0.03726082965731621,0.03467346355319023,0.18620811892393477,0.03746908903121948,79.99251818656921,,,,
glot500_lm_probe_single_submetric_control1_lexical_density_ko_layer11,glot500,lm_probe,regression,True,1.0,11.0,lexical_density,ko,single_submetric,0.08260426989623479,0.08281783014535904,0.28778087175029377,-1.0717649459838867,0.04428949356079102,0.04115225374698639,0.20286018275400028,0.009682238101959229,53.2637996673584,,,,
glot500_lm_probe_single_submetric_control3_lexical_density_ko_layer11,glot500,lm_probe,regression,True,3.0,11.0,lexical_density,ko,single_submetric,0.10613432207277843,0.10628107935190201,0.3260077903239461,-1.6587200164794922,0.055194877088069916,0.051369812339544296,0.22664909516595097,-0.2362004518508911,21.02520251274109,,,,
glot500_lm_probe_single_submetric_control2_lexical_density_ko_layer11,glot500,lm_probe,regression,True,2.0,11.0,lexical_density,ko,single_submetric,0.09917984902858734,0.0993189737200737,0.3151491293341514,-1.4845564365386963,0.052456746250391005,0.04849955812096596,0.22022615221850006,-0.1671285629272461,20.79143738746643,,,,
glot500_lm_probe_single_submetric_control1_lexical_density_fi_layer11,glot500,lm_probe,regression,True,1.0,11.0,lexical_density,fi,single_submetric,0.04802713543176651,0.0483391247689724,0.2198616036714287,-0.08092606067657471,0.032567101530730724,0.03263075277209282,0.18063984270390854,0.08026087284088135,40.81549882888794,,,,
glot500_lm_probe_single_submetric_control3_lexical_density_fi_layer11,glot500,lm_probe,regression,True,3.0,11.0,lexical_density,fi,single_submetric,0.0449103939213923,0.04522658511996269,0.21266543000676602,-0.011325597763061523,0.03114019427448511,0.031222499907016754,0.1766988961680767,0.11995428800582886,40.84425210952759,,,,
glot500_lm_probe_single_submetric_control2_lexical_density_fi_layer11,glot500,lm_probe,regression,True,2.0,11.0,lexical_density,fi,single_submetric,0.04871275009853499,0.04901542514562607,0.2213942753226155,-0.09604907035827637,0.03180318744853139,0.031857993453741074,0.17848807650300083,0.10204207897186279,49.04900574684143,,,,
glot500_lm_probe_single_submetric_control1_lexical_density_ar_layer11,glot500,lm_probe,regression,True,1.0,11.0,lexical_density,ar,single_submetric,0.06073911860585213,0.061067841947078705,0.24711908454645648,-0.052341461181640625,0.03757705166935921,0.0373118557035923,0.19316276997287107,-0.08522343635559082,27.284886360168457,,,,
glot500_lm_probe_single_submetric_control3_lexical_density_ar_layer11,glot500,lm_probe,regression,True,3.0,11.0,lexical_density,ar,single_submetric,0.06281108036637306,0.06273730844259262,0.2504741672160876,-0.08111023902893066,0.03479676817854246,0.034460220485925674,0.18563464247258826,-0.0022829771041870117,34.94885301589966,,,,
glot500_lm_probe_single_submetric_control2_lexical_density_ar_layer11,glot500,lm_probe,regression,True,2.0,11.0,lexical_density,ar,single_submetric,0.05991570577025414,0.059908006340265274,0.24476112097362457,-0.03235471248626709,0.03317441791296005,0.03336720168590546,0.18266691459020556,0.029507756233215332,61.98785090446472,,,,
