experiment_id,language,task,layer_index,hidden_size,dropout,learning_rate,metric,value
17,ar,question_type,1,96,0.25,1e-4,f1,0.6470588235294118
17,ar,question_type,1,96,0.25,1e-4,precision,0.4782608695652174
17,ar,question_type,1,96,0.25,1e-4,recall,1.0
18,ar,question_type,1,96,0.25,2e-5,loss,0.853134024143219
18,ar,question_type,1,96,0.25,2e-5,accuracy,0.4935064935064935
18,ar,question_type,1,96,0.25,2e-5,f1,0.5301204819277109
18,ar,question_type,1,96,0.25,2e-5,precision,0.36065573770491804
18,ar,question_type,1,96,0.25,2e-5,recall,1.0
19,ar,question_type,1,128,0.01,1e-4,loss,0.6964418768882752
19,ar,question_type,1,128,0.01,1e-4,accuracy,0.8311688311688312
19,ar,question_type,1,128,0.01,1e-4,f1,0.7719298245614035
19,ar,question_type,1,128,0.01,1e-4,precision,0.6285714285714286
19,ar,question_type,1,128,0.01,1e-4,recall,1.0
20,ar,question_type,1,128,0.01,2e-5,loss,0.7881149768829345
20,ar,question_type,1,128,0.01,2e-5,accuracy,0.6233766233766234
20,ar,question_type,1,128,0.01,2e-5,f1,0.6027397260273972
20,ar,question_type,1,128,0.01,2e-5,precision,0.43137254901960786
20,ar,question_type,1,128,0.01,2e-5,recall,1.0
21,ar,question_type,1,128,0.1,1e-4,loss,0.7160337448120118
21,ar,question_type,1,128,0.1,1e-4,accuracy,0.7662337662337663
21,ar,question_type,1,128,0.1,1e-4,f1,0.7096774193548387
21,ar,question_type,1,128,0.1,1e-4,precision,0.55
21,ar,question_type,1,128,0.1,1e-4,recall,1.0
22,ar,question_type,1,128,0.1,2e-5,loss,0.8156117796897888
22,ar,question_type,1,128,0.1,2e-5,accuracy,0.6103896103896104
22,ar,question_type,1,128,0.1,2e-5,f1,0.5945945945945946
22,ar,question_type,1,128,0.1,2e-5,precision,0.4230769230769231
22,ar,question_type,1,128,0.1,2e-5,recall,1.0
23,ar,question_type,1,128,0.25,1e-4,loss,0.7523224115371704
23,ar,question_type,1,128,0.25,1e-4,accuracy,0.7142857142857143
23,ar,question_type,1,128,0.25,1e-4,f1,0.6666666666666666
23,ar,question_type,1,128,0.25,1e-4,precision,0.5
23,ar,question_type,1,128,0.25,1e-4,recall,1.0
24,ar,question_type,1,128,0.25,2e-5,loss,0.8431938767433167
24,ar,question_type,1,128,0.25,2e-5,accuracy,0.5584415584415584
24,ar,question_type,1,128,0.25,2e-5,f1,0.5526315789473685
24,ar,question_type,1,128,0.25,2e-5,precision,0.3888888888888889
24,ar,question_type,1,128,0.25,2e-5,recall,0.9545454545454546
25,ar,question_type,1,256,0.01,1e-4,loss,0.6926416158676147
25,ar,question_type,1,256,0.01,1e-4,accuracy,0.7922077922077922
25,ar,question_type,1,256,0.01,1e-4,f1,0.7333333333333333
25,ar,question_type,1,256,0.01,1e-4,precision,0.5789473684210527
25,ar,question_type,1,256,0.01,1e-4,recall,1.0
26,ar,question_type,1,256,0.01,2e-5,loss,0.7149408340454102
26,ar,question_type,1,256,0.01,2e-5,accuracy,0.7662337662337663
26,ar,question_type,1,256,0.01,2e-5,f1,0.7096774193548387
26,ar,question_type,1,256,0.01,2e-5,precision,0.55
26,ar,question_type,1,256,0.01,2e-5,recall,1.0
27,ar,question_type,1,256,0.1,1e-4,loss,0.6783948183059693
27,ar,question_type,1,256,0.1,1e-4,accuracy,0.8701298701298701
27,ar,question_type,1,256,0.1,1e-4,f1,0.8148148148148148
27,ar,question_type,1,256,0.1,1e-4,precision,0.6875
27,ar,question_type,1,256,0.1,1e-4,recall,1.0
28,ar,question_type,1,256,0.1,2e-5,loss,0.7269903779029846
28,ar,question_type,1,256,0.1,2e-5,accuracy,0.7402597402597403
28,ar,question_type,1,256,0.1,2e-5,f1,0.6774193548387096
28,ar,question_type,1,256,0.1,2e-5,precision,0.525
28,ar,question_type,1,256,0.1,2e-5,recall,0.9545454545454546
29,ar,question_type,1,256,0.25,1e-4,loss,0.6925959706306457
29,ar,question_type,1,256,0.25,1e-4,accuracy,0.8181818181818182
29,ar,question_type,1,256,0.25,1e-4,f1,0.7586206896551724
29,ar,question_type,1,256,0.25,1e-4,precision,0.6111111111111112
29,ar,question_type,1,256,0.25,1e-4,recall,1.0
30,ar,question_type,1,256,0.25,2e-5,loss,0.7999220609664917
30,ar,question_type,1,256,0.25,2e-5,accuracy,0.6233766233766234
30,ar,question_type,1,256,0.25,2e-5,f1,0.6027397260273972
30,ar,question_type,1,256,0.25,2e-5,precision,0.43137254901960786
30,ar,question_type,1,256,0.25,2e-5,recall,1.0
31,ar,question_type,1,384,0.01,1e-4,loss,0.6815755009651184
31,ar,question_type,1,384,0.01,1e-4,accuracy,0.8311688311688312
31,ar,question_type,1,384,0.01,1e-4,f1,0.7719298245614035
31,ar,question_type,1,384,0.01,1e-4,precision,0.6285714285714286
31,ar,question_type,1,384,0.01,1e-4,recall,1.0
32,ar,question_type,1,384,0.01,2e-5,loss,0.7000031471252441
32,ar,question_type,1,384,0.01,2e-5,accuracy,0.8181818181818182
32,ar,question_type,1,384,0.01,2e-5,f1,0.7586206896551724
32,ar,question_type,1,384,0.01,2e-5,precision,0.6111111111111112
32,ar,question_type,1,384,0.01,2e-5,recall,1.0
33,ar,question_type,1,384,0.1,1e-4,loss,0.7322068572044372
33,ar,question_type,1,384,0.1,1e-4,accuracy,0.7272727272727273
33,ar,question_type,1,384,0.1,1e-4,f1,0.676923076923077
33,ar,question_type,1,384,0.1,1e-4,precision,0.5116279069767442
33,ar,question_type,1,384,0.1,1e-4,recall,1.0
34,ar,question_type,1,384,0.1,2e-5,loss,0.7217201352119446
34,ar,question_type,1,384,0.1,2e-5,accuracy,0.7402597402597403
34,ar,question_type,1,384,0.1,2e-5,f1,0.6875
34,ar,question_type,1,384,0.1,2e-5,precision,0.5238095238095238
34,ar,question_type,1,384,0.1,2e-5,recall,1.0
35,ar,question_type,1,384,0.25,1e-4,loss,0.7437786221504211
35,ar,question_type,1,384,0.25,1e-4,accuracy,0.7142857142857143
35,ar,question_type,1,384,0.25,1e-4,f1,0.6666666666666666
35,ar,question_type,1,384,0.25,1e-4,precision,0.5
35,ar,question_type,1,384,0.25,1e-4,recall,1.0
36,ar,question_type,1,384,0.25,2e-5,loss,0.7756434202194213
36,ar,question_type,1,384,0.25,2e-5,accuracy,0.6883116883116883
36,ar,question_type,1,384,0.25,2e-5,f1,0.6470588235294118
36,ar,question_type,1,384,0.25,2e-5,precision,0.4782608695652174
36,ar,question_type,1,384,0.25,2e-5,recall,1.0
37,ar,question_type,6,10,0.01,1e-4,loss,0.7881008744239807
37,ar,question_type,6,10,0.01,1e-4,accuracy,0.6233766233766234
37,ar,question_type,6,10,0.01,1e-4,f1,0.5538461538461539
37,ar,question_type,6,10,0.01,1e-4,precision,0.4186046511627907
37,ar,question_type,6,10,0.01,1e-4,recall,0.8181818181818182
38,ar,question_type,6,10,0.01,2e-5,loss,0.8070661067962647
38,ar,question_type,6,10,0.01,2e-5,accuracy,0.5194805194805194
38,ar,question_type,6,10,0.01,2e-5,f1,0.39344262295081966
38,ar,question_type,6,10,0.01,2e-5,precision,0.3076923076923077
38,ar,question_type,6,10,0.01,2e-5,recall,0.5454545454545454
39,ar,question_type,6,10,0.1,1e-4,loss,0.8106611490249633
39,ar,question_type,6,10,0.1,1e-4,accuracy,0.5454545454545454
39,ar,question_type,6,10,0.1,1e-4,f1,0.5070422535211268
39,ar,question_type,6,10,0.1,1e-4,precision,0.3673469387755102
39,ar,question_type,6,10,0.1,1e-4,recall,0.8181818181818182
40,ar,question_type,6,10,0.1,2e-5,loss,0.7575098633766174
40,ar,question_type,6,10,0.1,2e-5,accuracy,0.7142857142857143
40,ar,question_type,6,10,0.1,2e-5,f1,0.0
40,ar,question_type,6,10,0.1,2e-5,precision,0.0
40,ar,question_type,6,10,0.1,2e-5,recall,0.0
41,ar,question_type,6,10,0.25,1e-4,loss,0.8352416157722473
41,ar,question_type,6,10,0.25,1e-4,accuracy,0.5194805194805194
41,ar,question_type,6,10,0.25,1e-4,f1,0.5194805194805194
41,ar,question_type,6,10,0.25,1e-4,precision,0.36363636363636365
41,ar,question_type,6,10,0.25,1e-4,recall,0.9090909090909091
42,ar,question_type,6,10,0.25,2e-5,loss,0.726384973526001
42,ar,question_type,6,10,0.25,2e-5,accuracy,0.7142857142857143
42,ar,question_type,6,10,0.25,2e-5,f1,0.0
42,ar,question_type,6,10,0.25,2e-5,precision,0.0
42,ar,question_type,6,10,0.25,2e-5,recall,0.0
43,ar,question_type,6,50,0.01,1e-4,loss,0.7532898187637329
43,ar,question_type,6,50,0.01,1e-4,accuracy,0.6753246753246753
43,ar,question_type,6,50,0.01,1e-4,f1,0.6153846153846154
43,ar,question_type,6,50,0.01,1e-4,precision,0.46511627906976744
43,ar,question_type,6,50,0.01,1e-4,recall,0.9090909090909091
44,ar,question_type,6,50,0.01,2e-5,loss,0.7975070595741272
44,ar,question_type,6,50,0.01,2e-5,accuracy,0.5844155844155844
44,ar,question_type,6,50,0.01,2e-5,f1,0.5428571428571428
44,ar,question_type,6,50,0.01,2e-5,precision,0.3958333333333333
44,ar,question_type,6,50,0.01,2e-5,recall,0.8636363636363636
45,ar,question_type,6,50,0.1,1e-4,loss,0.7622888684272766
45,ar,question_type,6,50,0.1,1e-4,accuracy,0.6883116883116883
45,ar,question_type,6,50,0.1,1e-4,f1,0.625
45,ar,question_type,6,50,0.1,1e-4,precision,0.47619047619047616
45,ar,question_type,6,50,0.1,1e-4,recall,0.9090909090909091
46,ar,question_type,6,50,0.1,2e-5,loss,0.8043850779533386
46,ar,question_type,6,50,0.1,2e-5,accuracy,0.5714285714285714
46,ar,question_type,6,50,0.1,2e-5,f1,0.5352112676056338
46,ar,question_type,6,50,0.1,2e-5,precision,0.3877551020408163
46,ar,question_type,6,50,0.1,2e-5,recall,0.8636363636363636
47,ar,question_type,6,50,0.25,1e-4,loss,0.8068356037139892
47,ar,question_type,6,50,0.25,1e-4,accuracy,0.6103896103896104
47,ar,question_type,6,50,0.25,1e-4,f1,0.5833333333333334
47,ar,question_type,6,50,0.25,1e-4,precision,0.42
47,ar,question_type,6,50,0.25,1e-4,recall,0.9545454545454546
48,ar,question_type,6,50,0.25,2e-5,loss,0.7661865234375
48,ar,question_type,6,50,0.25,2e-5,accuracy,0.7012987012987013
48,ar,question_type,6,50,0.25,2e-5,f1,0.4888888888888889
48,ar,question_type,6,50,0.25,2e-5,precision,0.4782608695652174
48,ar,question_type,6,50,0.25,2e-5,recall,0.5
49,ar,question_type,6,96,0.01,1e-4,loss,0.7294664263725281
49,ar,question_type,6,96,0.01,1e-4,accuracy,0.7532467532467533
49,ar,question_type,6,96,0.01,1e-4,f1,0.6545454545454545
49,ar,question_type,6,96,0.01,1e-4,precision,0.5454545454545454
49,ar,question_type,6,96,0.01,1e-4,recall,0.8181818181818182
50,ar,question_type,6,96,0.01,2e-5,loss,0.7974027752876282
50,ar,question_type,6,96,0.01,2e-5,accuracy,0.5844155844155844
50,ar,question_type,6,96,0.01,2e-5,f1,0.5151515151515151
50,ar,question_type,6,96,0.01,2e-5,precision,0.38636363636363635
50,ar,question_type,6,96,0.01,2e-5,recall,0.7727272727272727
51,ar,question_type,6,96,0.1,1e-4,loss,0.7615859031677246
51,ar,question_type,6,96,0.1,1e-4,accuracy,0.7012987012987013
51,ar,question_type,6,96,0.1,1e-4,f1,0.6349206349206349
51,ar,question_type,6,96,0.1,1e-4,precision,0.4878048780487805
51,ar,question_type,6,96,0.1,1e-4,recall,0.9090909090909091
52,ar,question_type,6,96,0.1,2e-5,loss,0.8392887353897095
52,ar,question_type,6,96,0.1,2e-5,accuracy,0.4935064935064935
52,ar,question_type,6,96,0.1,2e-5,f1,0.4657534246575342
52,ar,question_type,6,96,0.1,2e-5,precision,0.3333333333333333
52,ar,question_type,6,96,0.1,2e-5,recall,0.7727272727272727
53,ar,question_type,6,96,0.25,1e-4,loss,0.8025334715843201
53,ar,question_type,6,96,0.25,1e-4,accuracy,0.5974025974025974
53,ar,question_type,6,96,0.25,1e-4,f1,0.5507246376811594
53,ar,question_type,6,96,0.25,1e-4,precision,0.40425531914893614
53,ar,question_type,6,96,0.25,1e-4,recall,0.8636363636363636
54,ar,question_type,6,96,0.25,2e-5,loss,0.8496442079544068
54,ar,question_type,6,96,0.25,2e-5,accuracy,0.4805194805194805
54,ar,question_type,6,96,0.25,2e-5,f1,0.47368421052631576
54,ar,question_type,6,96,0.25,2e-5,precision,0.3333333333333333
54,ar,question_type,6,96,0.25,2e-5,recall,0.8181818181818182
55,ar,question_type,6,128,0.01,1e-4,loss,0.7459059357643127
55,ar,question_type,6,128,0.01,1e-4,accuracy,0.7532467532467533
55,ar,question_type,6,128,0.01,1e-4,f1,0.6885245901639344
55,ar,question_type,6,128,0.01,1e-4,precision,0.5384615384615384
55,ar,question_type,6,128,0.01,1e-4,recall,0.9545454545454546
56,ar,question_type,6,128,0.01,2e-5,loss,0.8001388192176819
56,ar,question_type,6,128,0.01,2e-5,accuracy,0.5844155844155844
56,ar,question_type,6,128,0.01,2e-5,f1,0.5675675675675675
56,ar,question_type,6,128,0.01,2e-5,precision,0.40384615384615385
56,ar,question_type,6,128,0.01,2e-5,recall,0.9545454545454546
57,ar,question_type,6,128,0.1,1e-4,loss,0.7452341437339782
57,ar,question_type,6,128,0.1,1e-4,accuracy,0.7532467532467533
57,ar,question_type,6,128,0.1,1e-4,f1,0.6885245901639344
57,ar,question_type,6,128,0.1,1e-4,precision,0.5384615384615384
57,ar,question_type,6,128,0.1,1e-4,recall,0.9545454545454546
58,ar,question_type,6,128,0.1,2e-5,loss,0.8335273742675782
58,ar,question_type,6,128,0.1,2e-5,accuracy,0.5584415584415584
58,ar,question_type,6,128,0.1,2e-5,f1,0.5405405405405406
58,ar,question_type,6,128,0.1,2e-5,precision,0.38461538461538464
58,ar,question_type,6,128,0.1,2e-5,recall,0.9090909090909091
59,ar,question_type,6,128,0.25,1e-4,loss,0.7821753859519959
59,ar,question_type,6,128,0.25,1e-4,accuracy,0.6233766233766234
59,ar,question_type,6,128,0.25,1e-4,f1,0.5797101449275363
59,ar,question_type,6,128,0.25,1e-4,precision,0.425531914893617
59,ar,question_type,6,128,0.25,1e-4,recall,0.9090909090909091
60,ar,question_type,6,128,0.25,2e-5,loss,0.8273104190826416
60,ar,question_type,6,128,0.25,2e-5,accuracy,0.5194805194805194
60,ar,question_type,6,128,0.25,2e-5,f1,0.4788732394366197
60,ar,question_type,6,128,0.25,2e-5,precision,0.3469387755102041
60,ar,question_type,6,128,0.25,2e-5,recall,0.7727272727272727
61,ar,question_type,6,256,0.01,1e-4,loss,0.7252578496932983
61,ar,question_type,6,256,0.01,1e-4,accuracy,0.7792207792207793
61,ar,question_type,6,256,0.01,1e-4,f1,0.711864406779661
61,ar,question_type,6,256,0.01,1e-4,precision,0.5675675675675675
61,ar,question_type,6,256,0.01,1e-4,recall,0.9545454545454546
62,ar,question_type,6,256,0.01,2e-5,loss,0.772261917591095
62,ar,question_type,6,256,0.01,2e-5,accuracy,0.6493506493506493
62,ar,question_type,6,256,0.01,2e-5,f1,0.5970149253731343
62,ar,question_type,6,256,0.01,2e-5,precision,0.4444444444444444
62,ar,question_type,6,256,0.01,2e-5,recall,0.9090909090909091
63,ar,question_type,6,256,0.1,1e-4,loss,0.722800362110138
63,ar,question_type,6,256,0.1,1e-4,accuracy,0.7532467532467533
63,ar,question_type,6,256,0.1,1e-4,f1,0.6666666666666666
63,ar,question_type,6,256,0.1,1e-4,precision,0.5428571428571428
63,ar,question_type,6,256,0.1,1e-4,recall,0.8636363636363636
64,ar,question_type,6,256,0.1,2e-5,loss,0.8033019423484802
64,ar,question_type,6,256,0.1,2e-5,accuracy,0.5584415584415584
64,ar,question_type,6,256,0.1,2e-5,f1,0.5277777777777778
64,ar,question_type,6,256,0.1,2e-5,precision,0.38
64,ar,question_type,6,256,0.1,2e-5,recall,0.8636363636363636
65,ar,question_type,6,256,0.25,1e-4,loss,0.7333526372909546
65,ar,question_type,6,256,0.25,1e-4,accuracy,0.7532467532467533
65,ar,question_type,6,256,0.25,1e-4,f1,0.6779661016949152
65,ar,question_type,6,256,0.25,1e-4,precision,0.5405405405405406
65,ar,question_type,6,256,0.25,1e-4,recall,0.9090909090909091
66,ar,question_type,6,256,0.25,2e-5,loss,0.8402417421340942
66,ar,question_type,6,256,0.25,2e-5,accuracy,0.5714285714285714
66,ar,question_type,6,256,0.25,2e-5,f1,0.5352112676056338
66,ar,question_type,6,256,0.25,2e-5,precision,0.3877551020408163
66,ar,question_type,6,256,0.25,2e-5,recall,0.8636363636363636
67,ar,question_type,6,384,0.01,1e-4,loss,0.7545356631278992
67,ar,question_type,6,384,0.01,1e-4,accuracy,0.7012987012987013
67,ar,question_type,6,384,0.01,1e-4,f1,0.6349206349206349
67,ar,question_type,6,384,0.01,1e-4,precision,0.4878048780487805
67,ar,question_type,6,384,0.01,1e-4,recall,0.9090909090909091
68,ar,question_type,6,384,0.01,2e-5,loss,0.7891071915626526
68,ar,question_type,6,384,0.01,2e-5,accuracy,0.6233766233766234
68,ar,question_type,6,384,0.01,2e-5,f1,0.5915492957746479
68,ar,question_type,6,384,0.01,2e-5,precision,0.42857142857142855
68,ar,question_type,6,384,0.01,2e-5,recall,0.9545454545454546
69,ar,question_type,6,384,0.1,1e-4,loss,0.7772947788238526
69,ar,question_type,6,384,0.1,1e-4,accuracy,0.6493506493506493
69,ar,question_type,6,384,0.1,1e-4,f1,0.5970149253731343
69,ar,question_type,6,384,0.1,1e-4,precision,0.4444444444444444
69,ar,question_type,6,384,0.1,1e-4,recall,0.9090909090909091
70,ar,question_type,6,384,0.1,2e-5,loss,0.8219863414764405
70,ar,question_type,6,384,0.1,2e-5,accuracy,0.5714285714285714
70,ar,question_type,6,384,0.1,2e-5,f1,0.547945205479452
70,ar,question_type,6,384,0.1,2e-5,precision,0.39215686274509803
70,ar,question_type,6,384,0.1,2e-5,recall,0.9090909090909091
71,ar,question_type,6,384,0.25,1e-4,loss,0.7671944856643677
71,ar,question_type,6,384,0.25,1e-4,accuracy,0.6883116883116883
71,ar,question_type,6,384,0.25,1e-4,f1,0.625
71,ar,question_type,6,384,0.25,1e-4,precision,0.47619047619047616
71,ar,question_type,6,384,0.25,1e-4,recall,0.9090909090909091
72,ar,question_type,6,384,0.25,2e-5,loss,0.8604579210281372
72,ar,question_type,6,384,0.25,2e-5,accuracy,0.5454545454545454
72,ar,question_type,6,384,0.25,2e-5,f1,0.5333333333333333
72,ar,question_type,6,384,0.25,2e-5,precision,0.37735849056603776
72,ar,question_type,6,384,0.25,2e-5,recall,0.9090909090909091
73,ar,question_type,12,10,0.01,1e-4,loss,0.7718297719955445
73,ar,question_type,12,10,0.01,1e-4,accuracy,0.7142857142857143
73,ar,question_type,12,10,0.01,1e-4,f1,0.21428571428571427
73,ar,question_type,12,10,0.01,1e-4,precision,0.5
73,ar,question_type,12,10,0.01,1e-4,recall,0.13636363636363635
74,ar,question_type,12,10,0.01,2e-5,loss,0.7816220641136169
74,ar,question_type,12,10,0.01,2e-5,accuracy,0.7142857142857143
74,ar,question_type,12,10,0.01,2e-5,f1,0.0
74,ar,question_type,12,10,0.01,2e-5,precision,0.0
74,ar,question_type,12,10,0.01,2e-5,recall,0.0
75,ar,question_type,12,10,0.1,1e-4,loss,0.7524844765663147
75,ar,question_type,12,10,0.1,1e-4,accuracy,0.7142857142857143
75,ar,question_type,12,10,0.1,1e-4,f1,0.0
75,ar,question_type,12,10,0.1,1e-4,precision,0.0
75,ar,question_type,12,10,0.1,1e-4,recall,0.0
76,ar,question_type,12,10,0.1,2e-5,loss,0.7930243968963623
76,ar,question_type,12,10,0.1,2e-5,accuracy,0.7142857142857143
76,ar,question_type,12,10,0.1,2e-5,f1,0.0
76,ar,question_type,12,10,0.1,2e-5,precision,0.0
76,ar,question_type,12,10,0.1,2e-5,recall,0.0
77,ar,question_type,12,10,0.25,1e-4,loss,0.7318854331970215
77,ar,question_type,12,10,0.25,1e-4,accuracy,0.7142857142857143
77,ar,question_type,12,10,0.25,1e-4,f1,0.0
77,ar,question_type,12,10,0.25,1e-4,precision,0.0
77,ar,question_type,12,10,0.25,1e-4,recall,0.0
78,ar,question_type,12,10,0.25,2e-5,loss,0.8096069693565369
78,ar,question_type,12,10,0.25,2e-5,accuracy,0.7142857142857143
78,ar,question_type,12,10,0.25,2e-5,f1,0.0
78,ar,question_type,12,10,0.25,2e-5,precision,0.0
78,ar,question_type,12,10,0.25,2e-5,recall,0.0
79,ar,question_type,12,50,0.01,1e-4,loss,0.7765019774436951
79,ar,question_type,12,50,0.01,1e-4,accuracy,0.7272727272727273
79,ar,question_type,12,50,0.01,1e-4,f1,0.6037735849056604
79,ar,question_type,12,50,0.01,1e-4,precision,0.5161290322580645
79,ar,question_type,12,50,0.01,1e-4,recall,0.7272727272727273
80,ar,question_type,12,50,0.01,2e-5,loss,0.7350255012512207
80,ar,question_type,12,50,0.01,2e-5,accuracy,0.7142857142857143
80,ar,question_type,12,50,0.01,2e-5,f1,0.0
80,ar,question_type,12,50,0.01,2e-5,precision,0.0
80,ar,question_type,12,50,0.01,2e-5,recall,0.0
81,ar,question_type,12,50,0.1,1e-4,loss,0.75532306432724
81,ar,question_type,12,50,0.1,1e-4,accuracy,0.7012987012987013
81,ar,question_type,12,50,0.1,1e-4,f1,0.20689655172413793
81,ar,question_type,12,50,0.1,1e-4,precision,0.42857142857142855
81,ar,question_type,12,50,0.1,1e-4,recall,0.13636363636363635
82,ar,question_type,12,50,0.1,2e-5,loss,0.7377951979637146
82,ar,question_type,12,50,0.1,2e-5,accuracy,0.7142857142857143
82,ar,question_type,12,50,0.1,2e-5,f1,0.0
82,ar,question_type,12,50,0.1,2e-5,precision,0.0
82,ar,question_type,12,50,0.1,2e-5,recall,0.0
83,ar,question_type,12,50,0.25,1e-4,loss,0.7278507709503174
83,ar,question_type,12,50,0.25,1e-4,accuracy,0.7142857142857143
83,ar,question_type,12,50,0.25,1e-4,f1,0.0
83,ar,question_type,12,50,0.25,1e-4,precision,0.0
83,ar,question_type,12,50,0.25,1e-4,recall,0.0
84,ar,question_type,12,50,0.25,2e-5,loss,0.7418960332870483
