sentence,Filename,n_sentences,n_tokens,tokens_per_sent,char_per_tok,upos_dist_ADJ,upos_dist_ADP,upos_dist_ADV,upos_dist_AUX,upos_dist_CCONJ,upos_dist_DET,upos_dist_INTJ,upos_dist_NOUN,upos_dist_NUM,upos_dist_PART,upos_dist_PRON,upos_dist_PROPN,upos_dist_PUNCT,upos_dist_SCONJ,upos_dist_SYM,upos_dist_VERB,upos_dist_X,lexical_density,verbs_tense_dist_Past,verbs_tense_dist_Pres,verbs_mood_dist_Imp,verbs_mood_dist_Ind,verbs_form_dist_Fin,verbs_form_dist_Ger,verbs_form_dist_Inf,verbs_form_dist_Part,verbs_num_pers_dist_+,verbs_num_pers_dist_Sing+3,aux_tense_dist_Past,aux_tense_dist_Pres,aux_mood_dist_Ind,aux_form_dist_Fin,aux_form_dist_Inf,aux_form_dist_Part,aux_num_pers_dist_+,aux_num_pers_dist_Sing+3,verbal_head_per_sent,verbal_root_perc,avg_verb_edges,verb_edges_dist_0,verb_edges_dist_1,verb_edges_dist_2,verb_edges_dist_3,verb_edges_dist_4,verb_edges_dist_5,verb_edges_dist_6,avg_max_depth,avg_token_per_clause,avg_max_links_len,avg_links_len,max_links_len,avg_prepositional_chain_len,n_prepositional_chains,prep_dist_1,prep_dist_2,obj_pre,obj_post,subj_pre,subj_post,dep_dist_acl,dep_dist_acl:relcl,dep_dist_advcl,dep_dist_advmod,dep_dist_amod,dep_dist_appos,dep_dist_aux,dep_dist_aux:pass,dep_dist_case,dep_dist_cc,dep_dist_cc:preconj,dep_dist_ccomp,dep_dist_compound,dep_dist_compound:prt,dep_dist_conj,dep_dist_cop,dep_dist_csubj,dep_dist_det,dep_dist_det:predet,dep_dist_discourse,dep_dist_expl,dep_dist_fixed,dep_dist_flat,dep_dist_goeswith,dep_dist_iobj,dep_dist_mark,dep_dist_nmod,dep_dist_nmod:npmod,dep_dist_nmod:poss,dep_dist_nsubj,dep_dist_nsubj:pass,dep_dist_nummod,dep_dist_obj,dep_dist_obl,dep_dist_obl:npmod,dep_dist_obl:tmod,dep_dist_parataxis,dep_dist_punct,dep_dist_root,dep_dist_xcomp,principal_proposition_dist,subordinate_proposition_dist,subordinate_post,subordinate_pre,avg_subordinate_chain_len,subordinate_dist_1,subordinate_dist_2,subordinate_dist_3,base_number
Can you cover for me today?,115_1.conllu,1,7,7.0,3.5,0.0,14.285714285714286,0.0,14.285714285714286,0.0,0.0,0.0,14.285714285714286,0.0,0.0,28.571428571428573,0.0,14.285714285714286,0.0,0.0,14.285714285714286,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,1.0,100.0,3.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,2.0,7.0,3.0,1.8,3,0.0,0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.285714285714286,0.0,14.285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.285714285714286,0.0,0.0,0.0,14.285714285714286,0.0,14.285714285714286,0.0,14.285714285714286,14.285714285714286,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115
Have you decided who will be assisting tax-wise for these two countries?,121_1.conllu,1,15,15.0,4.538461538461538,0.0,6.666666666666667,6.666666666666667,20.0,0.0,6.666666666666667,0.0,13.333333333333334,6.666666666666667,0.0,13.333333333333334,0.0,13.333333333333334,0.0,0.0,13.333333333333334,0.0,0.3846153846153846,50.0,50.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,100.0,66.66666666666667,33.333333333333336,0.0,100.0,0.0,2.0,100.0,2.5,0.0,0.0,50.0,50.0,0.0,0.0,0.0,3.0,7.5,7.0,2.583333333333333,7,0.0,0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,6.666666666666667,0.0,0.0,20.0,0.0,6.666666666666667,0.0,0.0,6.666666666666667,0.0,0.0,0.0,0.0,0.0,6.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.333333333333334,0.0,6.666666666666667,0.0,6.666666666666667,6.666666666666667,0.0,0.0,13.333333333333334,6.666666666666667,0.0,50.0,50.0,100.0,0.0,1.0,100.0,0.0,0.0,121
Are you selling burgers up and down the east coast?,123_1.conllu,1,11,11.0,4.1,9.090909090909092,18.181818181818183,0.0,9.090909090909092,9.090909090909092,9.090909090909092,0.0,18.181818181818183,0.0,0.0,9.090909090909092,0.0,9.090909090909092,0.0,0.0,9.090909090909092,0.0,0.4,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,100.0,0.0,1.0,100.0,3.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,4.0,11.0,7.0,2.4444444444444446,7,0.0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,9.090909090909092,0.0,9.090909090909092,0.0,9.090909090909092,9.090909090909092,0.0,0.0,0.0,0.0,9.090909090909092,0.0,0.0,9.090909090909092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.090909090909092,0.0,0.0,9.090909090909092,9.090909090909092,0.0,0.0,0.0,9.090909090909092,9.090909090909092,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123
Could you send me a set?,126_1.conllu,1,7,7.0,3.0,0.0,0.0,0.0,14.285714285714286,0.0,14.285714285714286,0.0,14.285714285714286,0.0,0.0,28.571428571428573,0.0,14.285714285714286,0.0,0.0,14.285714285714286,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,1.0,100.0,3.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,2.0,7.0,3.0,1.6,3,0.0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,14.285714285714286,0.0,0.0,0.0,0.0,14.285714285714286,0.0,0.0,14.285714285714286,0.0,0.0,0.0,0.0,14.285714285714286,14.285714285714286,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126
Does it seriously take that long for a soup and salad?,246_1.conllu,1,12,12.0,3.909090909090909,0.0,8.333333333333334,25.0,8.333333333333334,8.333333333333334,8.333333333333334,0.0,16.666666666666668,0.0,0.0,8.333333333333334,0.0,8.333333333333334,0.0,0.0,8.333333333333334,0.0,0.5454545454545454,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,4.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,3.0,12.0,5.0,2.0,5,0.0,0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,8.333333333333334,0.0,8.333333333333334,8.333333333333334,0.0,0.0,0.0,0.0,8.333333333333334,0.0,0.0,8.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333333333333334,0.0,0.0,0.0,8.333333333333334,0.0,0.0,0.0,8.333333333333334,8.333333333333334,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246
Do you search every ambulance after a few suicide murderers use ambulances to reach their targets?,20_1.conllu,1,17,17.0,5.125,5.882352941176471,5.882352941176471,0.0,5.882352941176471,0.0,11.764705882352942,0.0,29.41176470588235,0.0,5.882352941176471,11.764705882352942,0.0,5.882352941176471,0.0,0.0,17.647058823529413,0.0,0.5625,0.0,100.0,0.0,100.0,33.333333333333336,0.0,66.66666666666667,0.0,100.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,100.0,0.0,3.0,100.0,3.0,0.0,0.0,33.333333333333336,33.333333333333336,33.333333333333336,0.0,0.0,4.0,5.666666666666667,8.0,2.2666666666666666,8,0.0,0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,5.882352941176471,0.0,5.882352941176471,0.0,5.882352941176471,0.0,0.0,0.0,0.0,0.0,5.882352941176471,0.0,0.0,0.0,0.0,11.764705882352942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.764705882352942,0.0,0.0,5.882352941176471,11.764705882352942,0.0,0.0,17.647058823529413,0.0,0.0,0.0,0.0,5.882352941176471,5.882352941176471,5.882352941176471,33.333333333333336,66.66666666666667,100.0,0.0,2.0,0.0,100.0,0.0,20
Does this reappropriation lead to or originate from the same place?,7_1.conllu,1,12,12.0,5.090909090909091,8.333333333333334,16.666666666666668,0.0,8.333333333333334,8.333333333333334,16.666666666666668,0.0,16.666666666666668,0.0,0.0,0.0,0.0,8.333333333333334,0.0,0.0,16.666666666666668,0.0,0.4545454545454545,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,2.0,100.0,2.5,0.0,0.0,50.0,50.0,0.0,0.0,0.0,3.0,6.0,4.0,2.0,4,0.0,0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,8.333333333333334,0.0,8.333333333333334,0.0,8.333333333333334,8.333333333333334,0.0,0.0,0.0,0.0,8.333333333333334,0.0,0.0,16.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333333333333334,0.0,0.0,0.0,16.666666666666668,0.0,0.0,0.0,8.333333333333334,8.333333333333334,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
is it for guitar?,284_1.conllu,1,5,5.0,3.25,0.0,20.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,2.0,1.3333333333333333,2,1.0,1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284
Is it possible to shoot lazers out of your Wang?,193_1.conllu,1,11,11.0,3.8,9.090909090909092,18.181818181818183,0.0,9.090909090909092,0.0,0.0,0.0,18.181818181818183,0.0,9.090909090909092,18.181818181818183,0.0,9.090909090909092,0.0,0.0,9.090909090909092,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,2.0,100.0,3.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,3.0,5.5,5.0,2.0,5,0.0,0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.181818181818183,0.0,0.0,0.0,0.0,0.0,0.0,9.090909090909092,9.090909090909092,0.0,0.0,0.0,9.090909090909092,0.0,0.0,0.0,0.0,9.090909090909092,0.0,0.0,9.090909090909092,0.0,0.0,0.0,9.090909090909092,9.090909090909092,0.0,0.0,0.0,9.090909090909092,9.090909090909092,0.0,50.0,50.0,100.0,0.0,1.0,100.0,0.0,0.0,193
Have they expressed any interest in negotiating?,147_1.conllu,1,8,8.0,5.857142857142857,0.0,0.0,0.0,12.5,0.0,12.5,0.0,12.5,0.0,0.0,12.5,0.0,12.5,12.5,0.0,25.0,0.0,0.4285714285714285,100.0,0.0,0.0,0.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,100.0,0.0,2.0,100.0,1.5,0.0,50.0,50.0,0.0,0.0,0.0,0.0,3.0,4.0,2.0,1.5,2,0.0,0,0.0,0.0,0.0,100.0,100.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,12.5,0.0,0.0,12.5,0.0,0.0,0.0,0.0,12.5,12.5,0.0,50.0,50.0,100.0,0.0,1.0,100.0,0.0,0.0,147
Is he on his last legs or is it conceivable that he could be around for another 15 years as is claimed by some of the sources ive been looking at?,198_1.conllu,1,32,32.0,3.7096774193548394,6.25,15.625,6.25,18.75,3.125,9.375,0.0,9.375,3.125,0.0,12.5,0.0,3.125,6.25,0.0,6.25,0.0,0.2903225806451613,50.0,50.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,25.0,75.0,100.0,66.66666666666667,16.666666666666668,16.666666666666668,25.0,75.0,5.0,100.0,2.5,0.0,0.0,50.0,50.0,0.0,0.0,0.0,6.0,6.4,9.0,2.6666666666666665,9,1.0,1,100.0,0.0,0.0,0.0,66.66666666666667,33.333333333333336,0.0,3.125,3.125,3.125,3.125,0.0,6.25,3.125,12.5,3.125,0.0,0.0,0.0,0.0,3.125,9.375,3.125,6.25,0.0,0.0,3.125,0.0,0.0,0.0,0.0,6.25,3.125,0.0,3.125,6.25,0.0,3.125,0.0,9.375,0.0,0.0,0.0,3.125,3.125,0.0,25.0,75.0,100.0,0.0,1.5,50.0,50.0,0.0,198
