sentence,Filename,n_sentences,n_tokens,tokens_per_sent,char_per_tok,upos_dist_ADJ,upos_dist_ADP,upos_dist_ADV,upos_dist_AUX,upos_dist_CCONJ,upos_dist_DET,upos_dist_INTJ,upos_dist_NOUN,upos_dist_NUM,upos_dist_PRON,upos_dist_PROPN,upos_dist_PUNCT,upos_dist_SCONJ,upos_dist_VERB,upos_dist_X,lexical_density,verbal_head_per_sent,verbal_root_perc,avg_verb_edges,verb_edges_dist_0,verb_edges_dist_1,verb_edges_dist_2,verb_edges_dist_3,verb_edges_dist_4,verb_edges_dist_5,verb_edges_dist_6,avg_max_depth,avg_token_per_clause,avg_max_links_len,avg_links_len,max_links_len,avg_prepositional_chain_len,n_prepositional_chains,prep_dist_1,obj_pre,obj_post,subj_pre,subj_post,dep_dist_acl,dep_dist_advcl,dep_dist_advmod,dep_dist_amod,dep_dist_appos,dep_dist_aux,dep_dist_case,dep_dist_cc,dep_dist_ccomp,dep_dist_compound,dep_dist_conj,dep_dist_cop,dep_dist_csubj,dep_dist_dep,dep_dist_det,dep_dist_discourse,dep_dist_dislocated,dep_dist_fixed,dep_dist_flat,dep_dist_iobj,dep_dist_mark,dep_dist_nmod,dep_dist_nsubj,dep_dist_nummod,dep_dist_obj,dep_dist_obl,dep_dist_punct,dep_dist_root,dep_dist_xcomp,principal_proposition_dist,subordinate_proposition_dist,subordinate_post,subordinate_pre,avg_subordinate_chain_len,subordinate_dist_1,subordinate_dist_2,base_number
이러한 막대한 선거비용이 과연 어떻게 충당되는 것일까?,123_1.conllu,1,8,8.0,3.2857142857142856,12.5,0.0,12.5,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,12.5,12.5,37.5,0.0,0.8571428571428571,3.0,100.0,0.6666666666666666,66.66666666666667,0.0,33.333333333333336,0.0,0.0,0.0,0.0,2.0,2.6666666666666665,3.0,1.5,3,0.0,0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,12.5,25.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,12.5,12.5,12.5,50.0,50.0,100.0,0.0,1.0,100.0,0.0,123
농민들이 이루고자 했던 사회의 도덕적 가치는 무엇인가?,126_1.conllu,1,8,8.0,3.2857142857142856,0.0,0.0,0.0,12.5,0.0,0.0,0.0,50.0,0.0,0.0,0.0,12.5,0.0,25.0,0.0,0.8571428571428571,2.0,100.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,4.0,1.6666666666666667,4,0.0,0,0.0,0.0,0.0,100.0,0.0,12.5,0.0,0.0,12.5,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,12.5,12.5,0.0,0.0,0.0,12.5,12.5,0.0,50.0,50.0,0.0,100.0,1.0,100.0,0.0,126
"무슨 일이든지 시작하기는 쉽지만, 끝내기는 어렵기 때문에 용두사미라는 말이 종종 쓰이는 것 아니겠습니까?",20_1.conllu,1,15,15.0,3.3846153846153846,13.333333333333334,0.0,13.333333333333334,0.0,0.0,6.666666666666667,0.0,26.666666666666668,0.0,0.0,0.0,13.333333333333334,13.333333333333334,13.333333333333334,0.0,0.7692307692307693,2.0,0.0,1.5,50.0,0.0,0.0,50.0,0.0,0.0,0.0,7.0,7.5,6.0,2.25,6,0.0,0,0.0,0.0,0.0,100.0,0.0,13.333333333333334,0.0,6.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.666666666666667,0.0,0.0,0.0,6.666666666666667,0.0,13.333333333333334,0.0,0.0,0.0,6.666666666666667,6.666666666666667,6.666666666666667,0.0,0.0,6.666666666666667,13.333333333333334,6.666666666666667,6.666666666666667,0.0,100.0,0.0,100.0,1.0,100.0,0.0,20
왜 이런 현상이 생겼는가?,7_1.conllu,1,5,5.0,2.5,0.0,0.0,20.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.75,1.0,100.0,2.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,1.6666666666666667,3,0.0,0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,20.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,7
무슨 비행기를 타고 왔나?,193_1.conllu,1,5,5.0,2.5,0.0,0.0,0.0,0.0,40.0,20.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1,0.0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193
일본이 이민족의 침입을 받지 않았다는 사실과 한국이 오랜 동안 중국의 지배하에 있었다는 사실에서 일본 사학이 궁극적으로 표현하고자 하는 바는 무엇인가?,147_1.conllu,1,21,21.0,3.2,9.523809523809524,0.0,14.285714285714286,9.523809523809524,4.761904761904762,0.0,0.0,23.80952380952381,0.0,0.0,19.047619047619047,4.761904761904762,0.0,14.285714285714286,0.0,0.85,3.0,100.0,2.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,5.0,7.0,14.0,2.5789473684210527,14,0.0,0,0.0,100.0,0.0,100.0,0.0,9.523809523809524,9.523809523809524,0.0,9.523809523809524,0.0,9.523809523809524,0.0,0.0,0.0,4.761904761904762,4.761904761904762,0.0,0.0,4.761904761904762,0.0,0.0,4.761904761904762,0.0,0.0,0.0,0.0,9.523809523809524,14.285714285714286,0.0,4.761904761904762,4.761904761904762,4.761904761904762,4.761904761904762,0.0,33.333333333333336,66.66666666666667,0.0,100.0,1.0,100.0,0.0,147
헤겔이 그러한 확실성을 가지고서 아리스토텔레스 속에 사변적인 것을 알아차린다는 것은 무엇에 의해서 가능하게 되었던 것일까?,198_1.conllu,1,16,16.0,3.533333333333333,0.0,0.0,12.5,6.25,0.0,0.0,0.0,18.75,0.0,0.0,12.5,6.25,12.5,31.25,0.0,0.8,5.0,100.0,1.2,40.0,20.0,20.0,20.0,0.0,0.0,0.0,7.0,3.2,6.0,1.7142857142857142,6,0.0,0,0.0,100.0,0.0,100.0,0.0,12.5,0.0,0.0,6.25,0.0,12.5,0.0,0.0,12.5,6.25,0.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0,0.0,0.0,6.25,0.0,12.5,12.5,6.25,6.25,0.0,25.0,75.0,33.333333333333336,66.66666666666667,1.0,100.0,0.0,198
도시의 경관을 도시의 얼굴이라고 한다면 눈빛에 해당하는 것은 무엇일까?,38_1.conllu,1,10,10.0,3.333333333333333,0.0,0.0,10.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,10.0,20.0,20.0,0.0,0.7777777777777778,2.0,100.0,1.5,0.0,50.0,50.0,0.0,0.0,0.0,0.0,4.0,5.0,4.0,1.5,4,0.0,0,0.0,100.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,10.0,10.0,10.0,10.0,0.0,50.0,50.0,0.0,100.0,1.0,100.0,0.0,38
도대체 무엇을 규제한단 말인가?,40_1.conllu,1,5,5.0,3.25,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,40.0,0.0,0.75,2.0,100.0,1.5,0.0,50.0,50.0,0.0,0.0,0.0,0.0,2.0,2.5,2.0,1.3333333333333333,2,0.0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,20.0,0.0,50.0,50.0,0.0,100.0,1.0,100.0,0.0,40
왜 그것을 이제야 깨달았을까?,184_1.conllu,1,5,5.0,3.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,0.75,1.0,100.0,3.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,5.0,3.0,2.0,3,0.0,0,0.0,100.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,20.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,184
"만약 알고 있다면 열반경 (涅槃經), 반야경 (般若經) 등 그 많은 불경 (佛經) 중 어느 대목에 세존 (世尊) 의 말씀으로 기록되어 있을까?",175_1.conllu,1,31,31.0,2.333333333333333,3.225806451612903,3.225806451612903,9.67741935483871,3.225806451612903,0.0,6.451612903225806,0.0,9.67741935483871,0.0,0.0,22.580645161290324,32.25806451612903,3.225806451612903,6.451612903225806,0.0,0.7619047619047619,2.0,100.0,3.0,0.0,50.0,0.0,0.0,0.0,50.0,0.0,3.0,15.5,27.0,5.35,27,1.0,1,100.0,0.0,0.0,0.0,0.0,0.0,3.225806451612903,9.67741935483871,3.225806451612903,12.903225806451612,6.451612903225806,3.225806451612903,0.0,3.225806451612903,6.451612903225806,0.0,0.0,0.0,0.0,6.451612903225806,0.0,0.0,0.0,3.225806451612903,0.0,0.0,3.225806451612903,0.0,0.0,0.0,3.225806451612903,32.25806451612903,3.225806451612903,0.0,50.0,50.0,0.0,100.0,1.0,100.0,0.0,175
무엇이 진정한 아름다움일까?,39_1.conllu,1,4,4.0,4.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,25.0,0.0,25.0,0.0,0.6666666666666666,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,1.5,2,0.0,0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39
"인기가 없어 따라 주는 사람이 적으면 자연히 교인의 머리 수가 줄어 들기 마련인데, 어느 목사가 그런 목회를 들겠습니까?",35_1.conllu,1,20,20.0,2.6666666666666665,0.0,0.0,5.0,10.0,0.0,5.0,0.0,35.0,0.0,0.0,0.0,10.0,15.0,20.0,0.0,0.6666666666666666,4.0,100.0,1.25,50.0,0.0,25.0,25.0,0.0,0.0,0.0,5.0,5.0,7.0,2.235294117647059,7,0.0,0,0.0,100.0,0.0,100.0,0.0,5.0,0.0,5.0,5.0,0.0,10.0,0.0,0.0,15.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,20.0,0.0,5.0,0.0,10.0,5.0,5.0,33.333333333333336,66.66666666666667,0.0,100.0,1.0,100.0,0.0,35
가령 <황금 돼지 이야기> 에서 보완 시련이 어떻게 나타나고 있나 살펴볼까요?,57_1.conllu,1,14,14.0,2.727272727272727,0.0,7.142857142857143,7.142857142857143,0.0,0.0,0.0,0.0,35.714285714285715,0.0,0.0,0.0,21.428571428571427,14.285714285714286,14.285714285714286,0.0,0.7272727272727273,2.0,100.0,2.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,4.0,7.0,6.0,2.1,6,0.0,0,0.0,0.0,0.0,100.0,0.0,0.0,7.142857142857143,7.142857142857143,0.0,0.0,7.142857142857143,7.142857142857143,0.0,7.142857142857143,21.428571428571427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.142857142857143,0.0,0.0,0.0,21.428571428571427,7.142857142857143,7.142857142857143,50.0,50.0,0.0,100.0,1.0,100.0,0.0,57
"꿈 속에서 한 일 역시 내가 한 일인데, 그것에 대해서는 왜 책임을 지지 않는가?",111_1.conllu,1,16,16.0,2.142857142857143,0.0,0.0,25.0,6.25,0.0,0.0,0.0,25.0,0.0,6.25,0.0,12.5,6.25,18.75,0.0,0.7857142857142857,3.0,100.0,2.0,0.0,66.66666666666667,0.0,0.0,33.333333333333336,0.0,0.0,6.0,5.333333333333333,6.0,1.7692307692307692,6,0.0,0,0.0,100.0,0.0,100.0,0.0,6.25,6.25,12.5,0.0,0.0,6.25,0.0,0.0,18.75,6.25,0.0,0.0,0.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,6.25,6.25,12.5,6.25,0.0,33.333333333333336,66.66666666666667,0.0,100.0,1.0,100.0,0.0,111
우리는 왜 사는 것일까?,144_1.conllu,1,5,5.0,2.25,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,40.0,0.0,0.75,2.0,100.0,1.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,1.0,2.5,2.0,1.3333333333333333,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,50.0,50.0,100.0,0.0,1.0,100.0,0.0,144
법을 어기면서 금권타락선거를 조성하고 폭력을 앞세우는 사람이 대통령이 되면 앞으로 우리나라 꼴이 뭐가 되겠습니가?,15_1.conllu,1,15,15.0,3.5,0.0,0.0,6.666666666666667,0.0,13.333333333333334,0.0,0.0,46.66666666666666,0.0,6.666666666666667,0.0,6.666666666666667,6.666666666666667,13.333333333333334,0.0,0.7142857142857143,2.0,100.0,2.5,0.0,50.0,0.0,0.0,50.0,0.0,0.0,5.0,7.5,5.0,2.3076923076923075,5,0.0,0,0.0,100.0,0.0,100.0,0.0,6.666666666666667,6.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,6.666666666666667,6.666666666666667,13.333333333333334,0.0,6.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,6.666666666666667,6.666666666666667,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,15
그러기에 엑스포는 무엇인가?,131_1.conllu,1,4,4.0,4.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,25.0,0.0,25.0,0.0,1.0,1.0,100.0,2.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,1.5,2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,25.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,131
과연 화성에 생물체를 이식시키는 존재는 무엇일까?,166_1.conllu,1,7,7.0,3.5,0.0,0.0,28.571428571428573,0.0,0.0,0.0,0.0,28.571428571428573,0.0,0.0,0.0,14.285714285714286,0.0,28.571428571428573,0.0,1.0,2.0,100.0,2.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,3.0,3.5,5.0,2.0,5,0.0,0,0.0,100.0,0.0,0.0,0.0,14.285714285714286,0.0,14.285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.285714285714286,14.285714285714286,14.285714285714286,14.285714285714286,0.0,50.0,50.0,0.0,100.0,1.0,100.0,0.0,166
"일한 만큼 더 많은 대가를 받고, 더 많은 보람을 주어진다면 모르겠지만 그렇지 않은 바에야 제조업에 남아 있을 이유가 무엇인가?",9_1.conllu,1,21,21.0,2.6842105263157894,9.523809523809524,0.0,19.047619047619047,9.523809523809524,4.761904761904762,0.0,0.0,19.047619047619047,0.0,0.0,0.0,9.523809523809524,9.523809523809524,19.047619047619047,0.0,0.7368421052631579,4.0,0.0,1.0,50.0,25.0,0.0,25.0,0.0,0.0,0.0,8.0,5.25,14.0,2.2777777777777777,14,0.0,0,0.0,100.0,0.0,100.0,0.0,9.523809523809524,9.523809523809524,14.285714285714286,14.285714285714286,0.0,9.523809523809524,0.0,0.0,9.523809523809524,0.0,4.761904761904762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.761904761904762,0.0,9.523809523809524,0.0,9.523809523809524,4.761904761904762,0.0,0.0,100.0,50.0,50.0,1.0,100.0,0.0,9
그 이유는 무엇인가?,99_1.conllu,1,4,4.0,2.6666666666666665,0.0,0.0,0.0,0.0,0.0,25.0,0.0,25.0,0.0,0.0,0.0,25.0,0.0,25.0,0.0,0.6666666666666666,1.0,100.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,1.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,99
