unique_id,text,language,type_original,avg_links_len,avg_max_depth,avg_subordinate_chain_len,avg_verb_edges,lexical_density,n_tokens,subordinate_proposition_dist,verbal_head_per_sent,question_type
indonesian_content_9769,kapankah ilmu matematika dipelajari oleh manusia?,id,content,0.193,-0.765,0.0,0.5,0.714,2.197,0.0,0.386,0
indonesian_content_1494,Apa yang menandai berakhirnya zaman kuno ?,id,content,0.026,1.235,1.0,0.333,0.571,2.197,4.615,0.386,0
indonesian_content_518,siapakah orang tua Raymond Hart Massey?,id,content,-0.307,1.235,0.0,0.0,0.714,2.197,0.0,-0.614,0
indonesian_content_9218,Ada berapa negara yang tergabung dalam UE ?,id,content,-0.14,1.235,1.0,0.25,0.714,2.197,3.932,1.386,0
indonesian_content_5162,Dari manakah perusahaan Nissan Motors berasal ?,id,content,0.36,0.235,0.0,0.333,0.571,2.197,0.0,0.386,0
indonesian_content_6856,kapankah pertama kali koran di terbitkan?,id,content,0.193,-0.765,1.0,0.333,0.857,2.197,3.932,1.386,0
indonesian_content_2160,berapakah tinggi Gereja Kristen Indonesia Bungur?,id,content,0.026,-0.765,0.0,0.0,0.857,2.197,0.0,-0.614,0
indonesian_content_11698,Siapakah karakter antagonis dalam In America ?,id,content,-0.14,0.235,0.0,0.0,0.571,2.197,0.0,-0.614,0
indonesian_content_138,Dimanakah kantor pusat PT Djakarta Lloyd ?,id,content,-0.307,0.235,0.0,0.0,0.714,2.197,0.0,-0.614,0
indonesian_content_5440,berapakah jumlah personil band Favourite's Group?,id,content,-0.474,1.235,0.0,0.0,0.857,2.197,0.0,-0.614,0
indonesian_content_9842,Kapan Sir Stamford Raffles mendirikan pelabuhan Inggris ?,id,content,0.193,0.235,0.0,0.5,1.0,2.197,0.0,0.386,0
indonesian_content_2505,Berapa lama durasi film Spirited Away??,id,content,-0.44,1.235,0.0,0.0,1.0,2.197,0.0,-0.614,0
indonesian_content_10626,tahun berapakah J.K. Rowling lahir?,id,content,1.76,-0.765,0.0,0.5,0.833,2.197,0.0,0.386,0
indonesian_content_2101,Berapa jumlah peserta dalam Formula Satu pertama?,id,content,-0.14,-0.765,0.0,0.0,0.714,2.197,0.0,-0.614,0
indonesian_content_11079,Siapakah anak Bunda Maria Penolong Abadi?,id,content,-0.474,2.235,0.0,0.0,0.714,2.197,0.0,-0.614,0
indonesian_content_6048,Kapan band pertama musik Rock di Indonesia?,id,content,-0.14,0.235,0.0,0.0,0.857,2.197,0.0,-0.614,0
indonesian_content_8959,kapankah Spam pertama kali dilakukan didunia?,id,content,0.36,-0.765,0.0,0.667,0.857,2.197,0.0,0.386,0
indonesian_content_7114,Siapa yang membawa Islam masuk ke Indonesia ?,id,content,-0.14,1.235,2.0,0.333,0.571,2.197,4.615,1.386,0
indonesian_content_3275,berapakah jumlah dewa dalam kepercayaan Taoisme?,id,content,-0.14,-0.765,0.0,0.0,0.714,2.197,0.0,-0.614,0
indonesian_content_4267,Kapan manga pertama kali muncul di Jepang ?,id,content,0.36,-0.765,0.0,0.667,0.857,2.197,0.0,0.386,0
indonesian_content_4922,Kapan Bruno Senna Lalli mulai enjadi pembalap?,id,content,0.193,-0.765,1.0,0.417,1.0,2.197,3.932,1.386,0
indonesian_content_1411,kapankah PlayStation 2 dirilis pertama kali?,id,content,0.193,-0.765,0.0,0.5,0.714,2.197,0.0,0.386,0
indonesian_content_3313,Kapan Islam pertama kali masuk ke Yunani ?,id,content,0.36,-0.765,0.0,0.667,0.857,2.197,0.0,0.386,0
indonesian_content_11495,siapakah dokter hewan pertama di Indonesia?,id,content,0.193,0.235,0.0,0.0,0.571,2.197,0.0,-0.614,0
indonesian_content_3436,Berapa luas Bandar Udara Internasional Ninoy Aquino?,id,content,-0.64,2.235,0.0,0.0,1.0,2.197,0.0,-0.614,0
indonesian_content_9768,kapankah tabel periodik dibuat pertama kali?,id,content,0.193,-0.765,0.0,0.5,0.857,2.197,0.0,0.386,0
indonesian_content_1043,Siapakah nama lengkap Leonardo da Vinci?,id,content,-0.307,1.235,0.0,0.0,0.714,2.197,0.0,-0.614,0
indonesian_content_3678,Kapan acara Star Search pertama kali diselenggarakan?,id,content,0.86,0.235,0.0,0.5,1.0,2.197,0.0,0.386,0
indonesian_content_1072,berapakah jumlah huruf dalam bahasa mandarin?,id,content,-0.14,-0.765,0.0,0.0,0.714,2.197,0.0,-0.614,0
indonesian_content_5945,Adakah Pandemik bisa menular melalui sentuhan?,id,content,0.193,0.235,1.0,0.333,0.571,2.197,3.932,1.386,0
indonesian_content_2174,Ada berapakah serial buku Harry Potter?,id,content,-0.14,1.235,0.0,0.167,0.857,2.197,0.0,0.386,0
indonesian_content_3146,Siapakah yang dikenal sebagai bapak ekonomi ?,id,content,-0.14,0.235,1.0,0.333,0.429,2.197,4.615,0.386,0
indonesian_content_11816,sejak kapankah adat Barong Banyuwangi dilakukan?,id,content,0.36,0.235,0.0,0.333,0.714,2.197,0.0,0.386,0
indonesian_content_503,Agama apakah yang memiliki Alkitab Ibrani ?,id,content,-0.14,0.235,1.0,0.333,0.571,2.197,4.615,0.386,0
indonesian_content_2291,tahun berapakah Universitas Gadjah Mada didirikan?,id,content,1.193,0.235,0.0,0.5,0.857,2.197,0.0,0.386,0
indonesian_content_1636,Berapa jarak kota Brebes dengan kota Tegal?,id,content,-0.14,-0.765,0.0,0.0,0.857,2.197,0.0,-0.614,0
indonesian_content_5830,Berapa kadar Pati resistan yang diperlukan tubuh?,id,content,-0.307,0.235,1.0,0.333,0.857,2.197,4.615,0.386,0
indonesian_content_1540,Teknologi apa yang digunakan dalam sistem Linguatronik?,id,content,-0.14,0.235,1.0,0.333,0.571,2.197,4.615,0.386,0
indonesian_content_1190,Siapakah yang dimaksud denga Nazi Jerman?,id,content,-0.14,0.235,1.0,0.333,0.429,2.197,4.615,0.386,0
indonesian_content_7759,Kapankah mobil BMW pertama kali diproduksi ?,id,content,0.693,-0.765,0.0,0.5,0.857,2.197,0.0,0.386,0
indonesian_content_9841,Berapa hari Pemilihan Umum Amerika Serikat berlangsung?,id,content,0.193,1.235,0.0,0.167,1.0,2.197,0.0,0.386,0
indonesian_content_1075,kapankah bahasa sanskrit ditemukan di indonesia?,id,content,0.193,-0.765,0.0,0.5,0.714,2.197,0.0,0.386,0
indonesian_content_8669,kapankah Kabupaten Penajam Paser Utara didirikan?,id,content,0.693,1.235,0.0,0.333,0.857,2.197,0.0,0.386,0
indonesian_content_7545,Siapakah yang menyusui Nabi Muhammad SAW?,id,content,-0.307,1.235,1.0,0.333,0.571,2.197,4.615,0.386,0
indonesian_content_6727,Dinasti apakah yang terlama di Tiongkok ?,id,content,0.026,0.235,1.0,0.333,0.429,2.197,4.615,0.386,0
indonesian_content_1985,Siapa nama personil The Jimi Hendrix Experience?,id,content,-0.64,3.235,0.0,0.0,0.857,2.197,0.0,-0.614,0
indonesian_content_4679,Berapa jumlah suku yang ada di Taiwan?,id,content,-0.14,0.235,1.0,0.333,0.714,2.197,4.615,0.386,0
indonesian_content_4209,kapankah Sulawesi Selatan berdiri sebagai provinsi?,id,content,0.193,-0.765,0.0,0.5,0.714,2.197,0.0,0.386,0
indonesian_content_3568,siapakah pemeran utama Ushio to Tora?,id,content,-0.307,1.235,0.0,0.0,0.714,2.197,0.0,-0.614,0
indonesian_content_4348,dimanakah awal dan akhir Sungai Nil?,id,content,-0.307,0.235,0.0,0.0,0.714,2.197,0.0,-0.614,0
indonesian_content_555,siapakah pebasket NBA tertinggi dalam sejarah?,id,content,0.193,0.235,0.0,0.0,0.571,2.197,0.0,-0.614,0
indonesian_content_6292,negara manakah yang menghasilkan apel terbanyak?,id,content,-0.14,0.235,1.0,0.333,0.571,2.197,4.615,0.386,0
indonesian_content_1180,Siapa sultan terlama yang memimpin Kesultanan Utsmaniyah?,id,content,-0.307,1.235,1.0,0.333,0.714,2.197,4.615,0.386,0
indonesian_content_8670,Kapan Asmara Nababan menjadi anggota Komnas HAM?,id,content,-0.14,0.235,0.0,0.5,1.0,2.197,0.0,0.386,0
indonesian_content_7122,Kapankah istilah virtual pertama kali ditemukan?,id,content,0.693,-0.765,0.0,0.5,0.857,2.197,0.0,0.386,0
indonesian_content_6002,Dimanakah sekolah pertama dibangun di Indonesia?,id,content,0.193,-0.765,0.0,0.5,0.714,2.197,0.0,0.386,0
indonesian_content_11360,kapankah keyakinan Yahudi muncul pertama kali?,id,content,0.193,-0.765,0.0,0.5,0.857,2.197,0.0,0.386,0
indonesian_content_807,Dimana kantor pusat Partai Demokrasi Rakyat Afganistan?,id,content,-0.64,3.235,0.0,0.0,0.857,2.197,0.0,-0.614,0
indonesian_content_10552,Kapan YP Entertainment dan Mnet. didirikan?,id,content,1.56,0.235,0.0,0.333,0.833,2.197,0.0,0.386,0
indonesian_content_7869,umur berapakah Sunan Wanaperih menjadi raja?,id,content,0.693,-0.765,0.0,0.667,0.857,2.197,0.0,0.386,0
indonesian_content_1242,siapakah perdana menteri pertama Selandia Baru?,id,content,-0.14,0.235,0.0,0.0,0.714,2.197,0.0,-0.614,0
indonesian_content_9774,Berapa jumlah desa di kecamatan Kaliwungu Selatan?,id,content,-0.307,0.235,0.0,0.0,0.857,2.197,0.0,-0.614,0
indonesian_content_7688,Siapakah produser Liga Komunitas Stand Up?,id,content,-0.474,2.235,0.0,0.0,0.714,2.197,0.0,-0.614,0
indonesian_content_2377,Siapa nama orang tua George McTurnan Kahin?,id,content,-0.474,2.235,0.0,0.0,0.857,2.197,0.0,-0.614,0
indonesian_content_2996,kapankah ponsel genggam pertama di ciptakan?,id,content,0.36,0.235,1.0,0.25,0.857,2.197,3.932,1.386,0
indonesian_content_8184,kapankah Ujian Nasiona dimulai pertama kali?,id,content,0.193,-0.765,0.0,0.5,0.857,2.197,0.0,0.386,0
indonesian_content_6251,Kapan K.H. Abdul Manaf Mukhayyar lahir?,id,content,1.36,1.235,0.0,0.333,1.0,2.197,0.0,0.386,0
indonesian_content_11912,siapakah presiden/perdana menteri pertama Estonia?,id,content,-0.14,0.235,0.0,0.0,0.714,2.197,0.0,-0.614,0
indonesian_content_3248,erapakah jumlah dinasti yang pernah ada di Korea?,id,content,0.11,0.235,1.0,0.5,0.667,2.398,4.615,0.386,0
indonesian_content_1,Dari manakah asal Dr. H. Shofwan Karim Elha?,id,content,-0.015,2.235,0.0,0.0,0.667,2.565,0.0,-0.614,0
indonesian_content_1409,Adakah Rusia Negara yang berbatasan dengan Laut Hitam?,id,content,-0.14,1.235,1.0,0.333,0.667,2.398,3.932,1.386,0
indonesian_content_4144,berapakah jumlah korban anak kecil di pertempuran Sekigahara ?,id,content,-0.14,0.235,0.0,0.0,0.778,2.398,0.0,-0.614,0
indonesian_content_1144,"kapankah Christopher Scott ""Chris"" Kyle meninggal dunia?",id,content,1.931,-0.765,0.0,0.5,0.875,2.485,0.0,0.386,0
indonesian_content_3567,Ada berapakah jumlah partai yang mengikuti pemilu Indonesia tahun 2014?,id,content,-0.04,2.235,1.0,0.25,0.727,2.565,3.932,1.386,0
indonesian_content_5304,berapakah jumlah saudara Abdullah bin Abdulaziz Al Saud?,id,content,-0.515,3.235,0.0,0.0,0.889,2.398,0.0,-0.614,0
indonesian_content_11810,Berapa jumlah siswa SMK Negeri 1 Cikampek tahun pertama didirikan?,id,content,1.026,1.235,0.0,0.167,0.9,2.485,0.0,0.386,0
indonesian_content_3278,Siapakah Bunda Maria Penolong Abadi yang dikenal dalam Islam?,id,content,0.138,1.235,1.0,0.333,0.6,2.485,4.615,0.386,0
indonesian_content_1505,siapakah yang menciptakan jenis bahasa isyarat pertama kali?,id,content,-0.015,1.235,1.0,0.333,0.667,2.398,4.615,0.386,0
indonesian_content_9256,kapankah masyarakat Tionghoa ada di Indonesia pertama kali?,id,content,0.36,-0.765,0.0,0.667,0.778,2.398,0.0,0.386,0
indonesian_content_10306,Negara manakah yang menerapkan sistem monarki pertama kali ?,id,content,-0.015,1.235,1.0,0.333,0.667,2.398,4.615,0.386,0
indonesian_content_11536,Siapakah orang Eropa yang pertama datang ke Jepang?,id,content,0.36,1.235,1.0,0.333,0.556,2.398,4.615,0.386,0
indonesian_content_8598,"siapakah nama aktor utama dalam film Good bye, Lenin! ?",id,content,0.026,1.235,0.0,0.0,0.7,2.639,0.0,-0.614,0
indonesian_content_11475,Tahun berapakah seni pembuatan tanah liat masuk ke Indonesia ?,id,content,1.026,1.235,0.0,0.667,0.8,2.485,0.0,0.386,0
indonesian_content_5617,siapakah orang tua dari Dr. Ernest François Eugène Douwes Dekker?,id,content,-0.24,4.235,0.0,0.0,0.727,2.639,0.0,-0.614,0
indonesian_content_1842,berapakah umur Heraklius Tua saat dia meninggal dunia?,id,content,0.11,-0.765,1.0,0.5,0.667,2.398,4.615,0.386,0
indonesian_content_3378,Siapakah yang mendirikan Sekolah Tinggi Agama Islam Balai Selasa?,id,content,-0.418,4.235,1.0,0.333,0.7,2.485,4.615,0.386,0
indonesian_content_8971,kapankah Perencanaan pembangunan tun razak exchange tower di mulai?,id,content,0.693,3.235,1.0,0.25,0.9,2.485,3.932,1.386,0
indonesian_content_4519,Berapa lamakah yang diperlukan Sun Zi menulis buku The Art Of War?,id,content,-0.367,4.235,2.0,0.333,0.917,2.639,4.615,1.386,0
indonesian_content_9164,siapakah orang tua J. K. Rowling?,id,content,0.36,0.235,0.0,0.0,0.714,2.398,0.0,-0.614,0
indonesian_content_11315,tahun berapakah Ratu Kalinyamat menjadi bupati di Jepara?,id,content,0.485,0.235,0.0,0.667,0.778,2.398,0.0,0.386,0
indonesian_content_1179,berapakah jumlah orangutan yang amsih ada tahun 2015?,id,content,0.61,0.235,0.0,0.5,0.667,2.398,0.0,0.386,0
indonesian_content_7164,Pada umur berapa Karl yang Botak diangkat menjadi raja ?,id,content,0.61,0.235,1.0,0.417,0.778,2.398,3.932,1.386,0
indonesian_content_477,dimanakah konsep Hak cipta mulai di implementasikan pertama kali?,id,content,0.249,0.235,1.0,0.417,0.8,2.485,3.932,1.386,0
indonesian_content_8281,berapakah jumlah trophy michael schumacher di kejuaraan f1?,id,content,-0.015,0.235,0.0,0.0,0.778,2.398,0.0,-0.614,0
indonesian_content_10287,Tahun berapa filem Ayat Ayat cinta pertama kali ditayangkan?,id,content,1.61,1.235,0.0,0.667,1.0,2.398,0.0,0.386,0
indonesian_content_4430,Sakit apakah yang dapat dirawat dengan tumbuhan Mara?,id,content,0.11,0.235,1.0,0.333,0.444,2.398,4.615,0.386,0
indonesian_content_5841,berapakah harga Intan termahal didunia yang pernah terjual?,id,content,0.235,0.235,2.0,0.25,0.778,2.398,4.615,1.386,0
indonesian_content_8987,Ada berapa negara yang masuk ke dalam negara bangsa Arab ?,id,content,-0.085,2.235,1.0,0.25,0.7,2.485,3.932,1.386,0
indonesian_content_10112,Kapan The Mysterious Numbers of the Hebrew Kings ditulis?,id,content,1.11,1.235,0.0,0.333,1.0,2.398,0.0,0.386,0
indonesian_content_457,Berapa jumlah korban jiwa pada kecelakaan LOT Polish Airlines Penerbangan 5055?,id,content,-0.14,1.235,0.0,0.0,0.818,2.565,0.0,-0.614,0
indonesian_content_1765,Di kendaraan apakah dapat ditemukan mesin pembakaran dalam?,id,content,0.11,-0.765,0.0,0.5,0.556,2.398,0.0,0.386,0
indonesian_content_7141,Daerah mana yang menjadi daerah Transmigrasi pertama di Indonesia ?,id,content,0.11,1.235,1.0,0.333,0.667,2.398,4.615,0.386,0
indonesian_content_9778,berapakah jumlah jenis flora yang ada di Indonesia?,id,content,-0.015,0.235,1.0,0.333,0.667,2.398,4.615,0.386,0
indonesian_content_2388,umur berapakah ketika Michael Jordan memulai karir basket profesionalnya?,id,content,0.16,2.235,1.0,0.5,0.727,2.565,4.615,0.386,0
indonesian_content_856,Berapa jumlah sungai yang berada di wilayah DKI Jakarta ?,id,content,-0.265,1.235,1.0,0.333,0.778,2.398,4.615,0.386,0
indonesian_content_3542,pernahkah George Herbert Walker Bush datang ke Indonesia?,id,content,0.485,1.235,0.0,0.5,0.778,2.398,0.0,0.386,0
indonesian_content_10455,Ada berapa negara yang tergabung ke dalam blok Barat?,id,content,-0.015,1.235,1.0,0.25,0.667,2.398,3.932,1.386,0
indonesian_content_5569,berapakah jumlah novel yang telah dibuat oleh Ramadhan K.H.?,id,content,0.026,0.235,1.0,0.333,0.6,2.565,4.615,0.386,0
indonesian_content_6616,umur berapakah Carl XVI Gustaf saat menjadi raja?,id,content,0.36,0.235,1.0,0.333,0.667,2.398,4.615,0.386,0
indonesian_content_8031,Berapa jumlah anggota Ikatan Arsitek Indonesia tahun pertama dibentuk ?,id,content,1.485,2.235,0.0,0.333,1.0,2.398,0.0,0.386,0
indonesian_content_2321,Darimana asal Prof. Dr. Johannes Baptista Sumarlin?,id,content,0.026,1.235,0.0,0.0,0.857,2.398,0.0,-0.614,0
indonesian_content_6740,Berapa lama Paul Nobuo Tatsuguchi menjadi ahli bedah di Angkatan Darat Kekaisaran Jepang?,id,content,0.36,1.235,0.0,0.833,0.923,2.708,0.0,0.386,0
indonesian_content_578,Berapakah populasi penduduk Kepulauan Sunda Kecil tahun 2010 ??,id,content,-0.015,1.235,0.0,0.0,0.778,2.485,0.0,-0.614,0
indonesian_content_5786,berapakah jumlah Raja yang menjabat di Polandia sampai tahun 2000?,id,content,0.06,0.235,1.0,0.5,0.545,2.565,4.615,0.386,0
indonesian_content_9359,Kapankah Kamen Rider pertama kali tayang di TV?,id,content,0.485,-0.765,0.0,0.667,0.778,2.398,0.0,0.386,0
indonesian_content_11205,siapakah Perdana Menteri Republik Ceko yang termuda pernah menjabat?,id,content,0.804,1.235,1.0,0.167,0.7,2.485,4.615,0.386,0
indonesian_content_8139,kapankah serial televisi animasi Phineas dan Ferb dirilis pertama kali?,id,content,0.76,3.235,0.0,0.5,0.818,2.565,0.0,0.386,0
indonesian_content_9937,dimanakah roket pertama kali di produksi secara masal?,id,content,0.485,-0.765,0.0,1.0,0.778,2.398,0.0,0.386,0
indonesian_content_7312,buku Harry Potter manakah yang paling banyak halaman nya?,id,content,0.693,-0.765,0.0,0.0,0.6,2.485,0.0,-0.614,0
indonesian_content_2366,sayur apakah yang paling banyak mengandung vitamin a?,id,content,0.36,0.235,1.0,0.667,0.778,2.398,4.615,0.386,0
indonesian_content_5438,Dimana Imam Al-Faqih Muqaddam Muhammad bin ‘Ali Ba’Alawiy lahir?,id,content,1.36,5.235,0.0,0.333,0.9,2.565,0.0,0.386,0
indonesian_content_8741,Berapa jumlah siswa Madrasah Aliyah Negeri Insan Cendekia pertama ?,id,content,-0.515,3.235,0.0,0.0,1.0,2.398,0.0,-0.614,0
indonesian_content_5607,siapakah hakim utama dalam kasus Kasus suap daging sapi impor 2013?,id,content,-0.277,4.235,0.0,0.0,0.667,2.639,0.0,-0.614,0
indonesian_content_6607,dimanakah letak gereja katolik tertua di roma?,id,content,0.074,1.235,0.0,0.0,0.75,2.303,0.0,-0.614,0
indonesian_content_8687,Siapa yang membuat permainan Grand Theft Auto 2?,id,content,-0.497,3.235,1.0,0.333,0.625,2.303,4.615,0.386,0
indonesian_content_5101,Dimana letak Kedutaan Besar Republik Indonesia di Malaysia?,id,content,0.074,2.235,0.0,0.0,0.75,2.303,0.0,-0.614,0
indonesian_content_4423,dimanakah Papan merek digital pertama kali diciptakan?,id,content,0.788,0.235,0.0,0.5,0.875,2.303,0.0,0.386,0
indonesian_content_3879,Berapakah kandungan karbo yang terdapat pada Kinoa ?,id,content,-0.069,0.235,1.0,0.333,0.625,2.303,4.615,0.386,0
indonesian_content_7277,Berapa durasi film Seorang Gadis Yahudi di Shanghai?,id,content,-0.212,1.235,0.0,0.0,0.75,2.303,0.0,-0.614,0
indonesian_content_7493,kapankah J. K. Rowling dilahirkan?,id,content,1.76,0.235,0.0,0.333,0.833,2.303,0.0,0.386,0
indonesian_content_10682,Kapan mata uang Euro secara fisik baru dipakai?,id,content,1.074,0.235,0.0,0.667,0.875,2.303,0.0,0.386,0
indonesian_content_1422,berapa lamakah proses pembuatan Perpustakaan Kongres Amerika Serikat?,id,content,-0.64,3.235,0.0,0.0,1.0,2.303,0.0,-0.614,0
indonesian_content_6620,Siapakah nama orang tua Robert David Putnam?,id,content,-0.355,2.235,0.0,0.0,0.75,2.303,0.0,-0.614,0
indonesian_content_9380,Siapakah gitaris grup musik rock Linkin Park?,id,content,-0.497,3.235,0.0,0.0,0.75,2.303,0.0,-0.614,0
indonesian_content_9351,Kapan Hold On to Sixteen pertama kali ditayangakn?,id,content,0.931,1.235,0.0,0.5,1.0,2.303,0.0,0.386,0
indonesian_content_4354,"dimanakah Daniel ""Dani"" Pedrosa dilahirkan?",id,content,2.16,-0.765,0.0,0.333,0.833,2.303,0.0,0.386,0
indonesian_content_7286,Siapakh pengisi suara Sakura Haruno dalam film Naruto?,id,content,-0.069,0.235,0.0,0.0,0.875,2.303,0.0,-0.614,0
indonesian_content_3081,Berapa jumlah naskah Naskah Laut Mati secara keseluruhan?,id,content,0.074,1.235,0.0,0.0,0.75,2.303,0.0,-0.614,0
indonesian_content_9231,Kapan sistem monarki konstitusional pertama diterapkan di Jepang?,id,content,0.788,0.235,0.0,0.5,0.875,2.303,0.0,0.386,0
indonesian_content_2,siapakah pastur/ketua Ibadah pertama GBI KA?,id,content,-0.069,1.235,0.0,0.0,0.75,2.303,0.0,-0.614,0
indonesian_content_11958,berapakah jumlah kecamatan di Nusa Tenggara Timur?,id,content,-0.212,0.235,0.0,0.0,0.75,2.303,0.0,-0.614,0
indonesian_content_6240,negara manakah yang memenangkan FESPIC Games 1986?,id,content,-0.069,0.235,1.0,0.333,0.5,2.303,4.615,0.386,0
indonesian_content_9130,siapakah yang memenangi Piala FA 2017–2018?,id,content,0.074,0.235,1.0,0.333,0.375,2.303,4.615,0.386,0
indonesian_content_10420,siapakah vokalis L'Arc~en~Ciel?,id,content,-0.14,1.235,0.0,0.0,0.714,2.303,0.0,-0.614,0
indonesian_content_2552,Kapankah al-Qur'an pertama kali turun ?,id,content,1.193,-0.765,0.0,0.5,0.857,2.303,0.0,0.386,0
indonesian_content_9342,provinsi jawa apakah yang terluas tahun 2015?,id,content,0.074,0.235,1.0,0.333,0.5,2.303,4.615,0.386,0
indonesian_content_5858,Kapan Prof. K.H.R. Muhammad Adnan mendirikan PTAIN,id,content,1.86,0.235,0.0,0.5,1.0,2.303,0.0,0.386,0
indonesian_content_5643,siapakah yang menciptakan Radar digital pertama didunia?,id,content,0.074,0.235,1.0,0.333,0.625,2.303,4.615,0.386,0
indonesian_content_9752,Siapakah yang menghapuskan perbudakan di Amerika Serikat ?,id,content,-0.069,0.235,1.0,0.5,0.5,2.303,4.615,0.386,0
indonesian_content_9994,kapankah agama kristen masuk ke negara indonesia?,id,content,0.074,-0.765,0.0,0.5,0.75,2.303,0.0,0.386,0
indonesian_content_11082,bisakah Kacang kratok tumbuh di daerah bersalju?,id,content,0.36,-0.765,0.0,0.25,0.625,2.303,0.0,1.386,0
indonesian_content_1782,berapakah luas negara palestina di tahun 2009?,id,content,-0.069,-0.765,0.0,0.0,0.625,2.303,0.0,-0.614,0
indonesian_content_11050,Apa yang dimaksud dengan BH dalam ilmu kimia?,id,content,0.074,0.235,1.0,0.5,0.5,2.303,4.615,0.386,0
indonesian_content_6034,Siapakah gitaris grup Guns N ‘Roses?,id,content,-0.307,2.235,0.0,0.0,0.714,2.303,0.0,-0.614,0
indonesian_content_6995,berapakah jumlah kecamatan yang ada di Yogyakarta?,id,content,-0.069,0.235,1.0,0.333,0.625,2.303,4.615,0.386,0
indonesian_content_6494,siapakah ketua Gerakan Pemuda Ansor tahun 2017?,id,content,-0.069,1.235,0.0,0.0,0.625,2.303,0.0,-0.614,0
indonesian_content_3787,berapakah jumlah Bahasa daerah Nusa Tenggara Timur?,id,content,-0.497,2.235,0.0,0.0,0.875,2.303,0.0,-0.614,0
indonesian_content_4650,kapankah Musik dangdut di perkenalkan di indonesia?,id,content,0.217,-0.765,0.0,0.667,0.625,2.303,0.0,0.386,0
indonesian_content_11240,Di daerah manakah Akar wangi dapat tumbuh ?,id,content,0.36,0.235,0.0,0.333,0.625,2.303,0.0,0.386,0
indonesian_content_5882,kapankah komputer pentium 4 pertama kali diciptakan?,id,content,0.788,0.235,0.0,0.5,0.75,2.303,0.0,0.386,0
indonesian_content_60,Siapakah yang menciptakan kloset toilet pertama kali ?,id,content,-0.069,1.235,1.0,0.333,0.625,2.303,4.615,0.386,0
