unique_id,text,language,type_original,avg_links_len,avg_max_depth,avg_subordinate_chain_len,avg_verb_edges,lexical_density,n_tokens,subordinate_proposition_dist,verbal_head_per_sent,question_type,complexity_score
id_polar_13,"Apakah benar Neo adalah cinta sejatinya, seperti yang selama ini diyakininya?",id,polar,0.557,-1.291,1.0,0.833,0.5,2.833,3.932,0.442,1,0.924
id_polar_14,Apakah Anda ingin perilaku besar dari seseorang bernama Gaga?,id,polar,-0.538,0.709,1.0,0.333,0.6,2.485,3.932,0.442,1,0.514
id_polar_15,Apa aku harus memukul engkau sampai jatuh?,id,polar,-0.149,-1.291,1.0,0.417,0.429,2.197,3.932,0.442,1,0.518
id_polar_16,Akankah Ajeng dkk bisa melewati itu semua dan dapat terus menjalin persahabatan yang tulus?,id,polar,0.304,0.709,0.0,0.583,0.467,2.833,0.0,0.442,1,-0.29
id_polar_17,"Apakah Kevin cs bisa memenangkan pertaruhan dengan Mike, yaitu membawa seorang gadis cantik ke pesta dan mendapatkan hati Jessica kembali?",id,polar,0.268,0.709,1.0,0.458,0.667,3.178,3.932,2.442,1,1.334
id_polar_18,Apakah SAFIRA akan berhasil dengan segala rencana liciknya?,id,polar,-0.204,-0.291,0.0,0.5,0.5,2.485,0.0,-0.558,1,-0.713
id_polar_19,Begitu mudahkah semua itu berdiri di kompleks Regina Pacis?,id,polar,-0.426,-0.291,0.0,0.5,0.6,2.485,0.0,-0.558,1,-0.74
id_polar_20,"Mungkinkah, nama wuku Kuningan mengilhami atau mendorong pemberian nama bagi daerah ini?",id,polar,0.403,0.709,0.0,0.417,0.571,2.833,0.0,0.442,1,-0.282
id_polar_21,Apakah ada perkembangan perbaikan?,id,polar,-0.732,-1.291,0.0,0.333,0.8,1.946,0.0,-0.558,1,-0.921
id_polar_22,"Tetapi Abram berkata, ``Allah Tuhanku, aku mempunyai banyak kekayaan dan kepunyaan tetapi apakah gunanya bagiku?",id,polar,0.185,1.709,0.0,0.5,0.526,3.178,0.0,0.442,1,-0.245
id_polar_23,Apakah MAT PEI sampai hati menolak cinta SAFINA yang begitu dekat dengan kedua orang tuanya?,id,polar,-0.107,2.709,0.0,0.667,0.647,2.944,0.0,-0.558,1,-0.52
id_polar_24,"Dan meskipun aku mungkin tidak dimakamkan secara besar-besaran, haruskah aku mati di atas jalan?",id,polar,0.661,-0.291,1.0,0.75,0.333,2.89,3.932,0.442,1,0.904
id_polar_25,Bau apakah yang tercium olehku?,id,polar,-0.315,-0.291,1.0,0.333,0.429,2.197,4.615,-0.558,1,0.392
id_polar_26,Jenis / merk apa?,id,polar,0.518,-2.291,0.0,0.0,0.667,1.792,0.0,-1.558,1,-1.003
id_polar_27,"Mayumi Thyme adalah karakter pendukung dalam Shuffle!, dan salah satu tokoh utama dalam Really?",id,polar,0.249,-0.291,0.0,0.0,0.643,2.89,0.0,-0.558,1,-0.602
id_polar_28,"Titahnya, apakah kabar Juragan?",id,polar,0.018,-0.291,0.0,0.0,0.667,2.197,0.0,-1.558,1,-1.024
id_polar_29,- agak boros ga kira2?,id,polar,-0.649,-2.291,0.0,0.0,0.75,1.946,0.0,-1.558,1,-1.209
id_polar_30,Apakah Angkatan Balai Pustaka sama dengasn Angkatan Pujangga Baru?,id,polar,-0.204,-0.291,0.0,0.0,0.8,2.485,0.0,-1.558,1,-0.98
id_polar_31,"Ketika ditangkap dan dihadirkannya dalam tenda sang Sheik, dan ditanyai soal namanya, ia menjawabnya dengan kalimat: ``Namaku?",id,polar,0.768,1.709,1.0,0.542,0.476,3.296,3.932,2.442,1,1.447
id_polar_32,"Yesus membuat rujukan pada kalimat-kalimat dari Kitab Kejadian dalam khotbah-khotbahnya mengenai pernikahan di dalam Kitab Matius 19:4-6: ``Tidakkah kamu baca, bahwa Ia yang menciptakan manusia sejak semula menjadikan mereka laki-laki dan perempuan?",id,polar,0.564,3.709,1.0,0.5,0.529,3.664,3.932,2.442,1,1.486
id_polar_33,"Tuh, kamu lupa lagi kan? - Lihat, kamu lupa lagi bukan?",id,polar,0.685,-1.291,0.0,0.5,0.5,2.773,0.0,1.442,1,-0.008
id_polar_34,Apakah layak sesuatu disebut pengasih akan tetapi sebenarnya merupakan penghukum atau penyiksa?,id,polar,-0.065,0.709,0.0,0.667,0.615,2.708,0.0,0.442,1,-0.348
id_polar_35,Apakah yang akan terjadi selanjutnya?,id,polar,-0.182,-1.291,1.0,0.333,0.333,2.079,4.615,-0.558,1,0.374
id_polar_36,Gimana toh ini?,id,polar,-0.482,-2.291,0.0,0.0,0.0,1.609,0.0,-1.558,1,-1.413
id_polar_37,Berpalingkah engkau dari kepercayaan dan persembahanku?,id,polar,-0.268,-0.291,0.0,0.5,0.375,2.303,0.0,-0.558,1,-0.796
id_polar_38,"Seperti banyak kaum sofis lain, Hippias mencurahkan perhatian terhadap pertanyaan, ``Apakah yang menentukan tingkah laku manusia?",id,polar,-0.107,0.709,1.0,0.5,0.647,3.091,3.932,0.442,1,0.792
id_polar_39,Apakah yang engkau serukan kepada kami?,id,polar,-0.149,-0.291,1.0,0.5,0.143,2.197,4.615,-0.558,1,0.402
id_polar_40,``Apakah engkau memperhatikan hamba-Ku Ayub?,id,polar,-0.482,-1.291,0.0,0.5,0.571,2.303,0.0,-0.558,1,-0.8
id_polar_41,"-- 180.254.8.5 13 September 2012 14.35 (UTC) Setelah kita melihat dan membaca mengenai penjelasan hak serta jenis-jenisnya, sekarang apakah ada hak yang bersifat absolut?",id,polar,2.893,2.709,1.0,0.292,0.52,3.434,4.615,2.442,1,2.055
id_polar_42,"Apakah pada akhirnya, ia betul-betul bisa mengeluarkan tenaga dalamnya seperti yang diajarkan Sam selama ini?",id,polar,0.393,0.709,1.0,0.583,0.471,2.996,3.932,0.442,1,0.861
id_polar_43,"Martha menanyakan pada Edo, apa benar Kamila keguguran?",id,polar,-0.268,-0.291,0.0,0.5,0.75,2.398,0.0,-0.558,1,-0.691
id_polar_44,Sanggupkah ia mengalahkannya?,id,polar,-0.482,-1.291,0.0,0.5,0.4,1.946,0.0,-0.558,1,-0.917
id_polar_45,Apakah UMMI mampu menghadapi kerasnya hidup di usia senjanya ya yang datang silih berganti tanpa henti?,id,polar,0.351,1.709,3.0,0.375,0.579,3.045,4.331,2.442,1,1.817
id_polar_46,Setelah itu Rianti bermain dalam Inikah Rasanya Cinta?,id,polar,-0.315,-0.291,0.0,0.667,0.4,2.485,0.0,-0.558,1,-0.723
id_polar_47,"Atau, apa Engkau sudah membuang kami sama sekali?",id,polar,0.161,-1.291,0.0,0.833,0.5,2.398,0.0,-0.558,1,-0.578
id_polar_48,"Di hiruk pikuk kemajuan dan keblinger manusia, tidakkah mengucapkan serupa ini merupakan pengucapan yang sangat pedih dan dengan cara sederhana sekalipun, mengingatkan dan mendidik kita akan harga sebuah kehidupan?",id,polar,0.518,2.709,1.0,0.5,0.581,3.555,3.932,2.442,1,1.463
id_polar_49,apakah Alya akan sadar dari komanya?,id,polar,-0.149,-1.291,0.0,0.5,0.571,2.197,0.0,-0.558,1,-0.749
id_polar_50,Lalu kata Yusuf kepada mereka: ``Bukankah Allah yang menerangkan arti mimpi?,id,polar,0.018,0.709,1.0,0.5,0.5,2.773,3.932,0.442,1,0.717
id_polar_51,"Iye, wah foto kopian-ku, mau kalian lihat saya?",id,polar,0.018,-0.291,0.0,0.5,0.333,2.565,0.0,-0.558,1,-0.683
id_polar_52,Apakah gelasnya setengah kosong atau setengah penuh?,id,polar,-0.232,0.709,0.0,0.0,0.556,2.398,0.0,-1.558,1,-1.059
id_polar_53,Akankah Farah tetap bertahan hidup?,id,polar,0.218,-2.291,1.0,0.333,0.667,2.079,3.932,0.442,1,0.607
id_polar_54,Akan kah pertemanan sepihak ini dapat berubah menjadi Cinta?,id,polar,0.643,-1.291,1.0,0.333,0.556,2.398,4.215,1.442,1,1.032
id_polar_55,Apakah ia akan menjadi ``superstar''?,id,polar,0.018,-1.291,0.0,0.5,0.5,2.303,0.0,-0.558,1,-0.704
id_polar_56,Akankah dia masih mengingat Ibu dan kampung halamannya?,id,polar,-0.204,0.709,0.0,0.667,0.5,2.485,0.0,-0.558,1,-0.676
id_polar_57,Sejauh mana ilmu berupaya mencapai perubahan sosial?,id,polar,-0.815,-0.291,1.0,0.333,0.714,2.197,3.932,0.442,1,0.414
id_polar_58,``Apakah engkau juga orang Galilea?,id,polar,-0.582,-1.291,0.0,0.0,0.5,2.197,0.0,-1.558,1,-1.194
id_polar_59,``Untuk apakah kamu pergi ke padang gurun?,id,polar,-0.553,-1.291,0.0,0.5,0.375,2.398,0.0,-0.558,1,-0.838
id_polar_60,"Akankah RICHARD, MENEER JAIM dan MARCO terus melawan HERU?",id,polar,1.907,-0.291,0.0,0.667,0.7,2.565,0.0,-0.558,1,-0.146
id_polar_61,ADA apa dengan SMU Kharisma?,id,polar,-0.482,-1.291,0.0,0.333,0.6,1.946,0.0,-0.558,1,-0.91
id_polar_62,"Sekarang, apakah emulation itu legal dan tidak melanggar hukum?",id,polar,-0.093,-0.291,0.0,0.5,0.5,2.565,0.0,-0.558,1,-0.671
id_polar_63,"Berhasilkah Jessy, Jovan dan Titaz mengatasi masalah makhluk gaib tersebut?",id,polar,0.618,0.709,1.0,0.333,0.727,2.639,3.932,0.442,1,0.833
id_polar_64,Akankah pertemanan sepihak ini dapat berubah menjadi Cinta?,id,polar,0.518,-0.291,1.0,0.333,0.556,2.398,3.932,0.442,1,0.72
id_polar_65,Apakah kamu hendak menangkap jiwa orang yang termasuk umat - Ku dan membiarkan orang-orang lain hidup untuk kepentinganmu?,id,polar,-0.204,2.709,1.0,0.5,0.684,3.091,3.932,1.442,1,1.001
id_polar_66,Kalian berani menantangku bertaruhan?,id,polar,-0.482,-2.291,0.0,0.667,0.6,1.946,0.0,-0.558,1,-0.835
id_polar_67,"Singel Jepang TVXQ, ``Why?",id,polar,0.351,-1.291,0.0,0.0,1.0,2.079,0.0,-1.558,1,-0.902
id_polar_68,Lalu akankah Maya menyadari gadis yang selama ini selalu jadi bulan-bulanan kekesalannya adalah buah hatinya sendiri?,id,polar,0.462,2.709,1.0,0.75,0.474,3.045,4.215,1.442,1,1.21
id_polar_69,Apakah ini bukan rohmat dari Allah SWT?,id,polar,-0.268,-1.291,0.0,0.0,0.5,2.303,0.0,-1.558,1,-1.101
id_polar_70,Membatu oleh ayahnya?,id,polar,-0.649,-1.291,0.0,0.167,0.5,1.792,0.0,-0.558,1,-1.04
id_polar_71,"Apakah dia tetap akan mempertahankan hubungannya dengan Jelita, ataukah berubah membencinya?",id,polar,0.232,-0.291,0.0,0.667,0.467,2.89,0.0,0.442,1,-0.275
id_polar_72,Apakah letak kampung Silungkang di sana juga diapit oleh bukit-bukit yang tinggi dan apakah juga hadiah dari Kerajaan di Periangan Padang Pajang?,id,polar,0.409,1.709,0.0,0.833,0.667,3.258,0.0,-0.558,1,-0.295
id_polar_73,Akankah cinta Melody pada Elang akan berakhir bahagia?,id,polar,1.143,-0.291,0.0,0.5,0.556,2.398,0.0,-0.558,1,-0.421
id_polar_74,Kira kira antara Tadase dan Ikuto mana yang Amu pilih?,id,polar,0.574,-0.291,1.0,0.5,0.6,2.485,4.615,-0.558,1,0.728
id_polar_75,Akankah Tamon akan kembali kepada Mika?,id,polar,0.185,-1.291,0.0,0.5,0.429,2.197,0.0,-0.558,1,-0.707
id_polar_76,"Sering orang bertanya, apa cita-cita Amek kelak?",id,polar,-0.482,-0.291,0.0,0.5,0.857,2.303,0.0,-0.558,1,-0.736
id_polar_77,"Rasul Paulus dalam Surat Roma melukiskannya demikian: ``Atau tidak tahukah kamu, bahwa kita semua yang telah dibaptis dalam Kristus, telah dibaptis dalam kematian-Nya?",id,polar,0.858,2.709,1.0,0.583,0.385,3.466,4.215,2.442,1,1.557
id_polar_78,"Beras merah dari Hailing akan memenuhi gudang-gudang kita dan begitu bendera-bendera kuning berkibar di tepi Sungai Yangtze, seberapa jauh restorasi akan berlangsung?",id,polar,0.78,0.709,1.0,0.5,0.682,3.219,4.215,1.442,1,1.31
id_polar_79,"Musa bertanya Samiri, seperti diceritakan dalam al-Quran: ``Berkata Musa; apakah yang mendorongmu berbuat demikian Samiri?",id,polar,0.418,0.709,1.0,0.375,0.688,3.091,4.215,2.442,1,1.397
id_polar_80,"``Jadi, apakah Ia berbicara secara rahasia kepada seorang perempuan, dan bukan kepada kita, dan bukan secara terbuka?",id,polar,1.136,-0.291,0.0,1.0,0.333,3.178,0.0,-0.558,1,-0.188
id_polar_81,"Bukankah (keadaannya) sama kami dengan anda, tidak bisa jauh dari air?",id,polar,0.351,-0.291,0.0,0.0,0.308,2.89,0.0,-1.558,1,-0.876
id_polar_82,"Prospero menghadapi dilema yang sulit, apakah ia akan menggunakan kemampuan sihirnya untuk memperoleh kembali jabatannya, atau ia akan membalas dendam kepada musuhnya?",id,polar,0.378,1.709,2.0,0.467,0.538,3.401,4.215,3.442,1,1.888
id_polar_83,Dan apakah sesungguhnya isi koper tersebut?,id,polar,-0.149,-1.291,0.0,0.0,0.571,2.197,0.0,-1.558,1,-1.082
id_polar_84,Apakah Azzam mampu menyelamatkan rumah tangga Husna dan Ilyas?,id,polar,-0.315,0.709,0.0,0.5,0.7,2.485,0.0,-0.558,1,-0.694
id_polar_85,"``Apakah (Tuhan) berniat mencegah kejahatan, namun tidak dapat?",id,polar,0.393,-1.291,1.0,0.389,0.667,2.708,3.932,1.442,1,1.02
id_polar_86,Apakah dapat ahlun nujum mengembalikan balik daripada jin itu?,id,polar,0.018,-1.291,0.0,0.667,0.6,2.485,0.0,-0.558,1,-0.605
id_polar_87,``Kang mas apa menangis?,id,polar,-0.315,-1.291,0.0,0.333,1.0,1.946,0.0,-0.558,1,-0.784
id_polar_88,Apakah kita semua harus berbalik dan semuanya mendengarkan dia?,id,polar,0.218,-0.291,0.0,0.5,0.273,2.565,0.0,0.442,1,-0.43
id_polar_89,Dan apakah akhirnya kehidupan bermurah hati pada mereka yang terus berusaha menggapai mimpi?,id,polar,0.018,0.709,2.0,0.556,0.643,2.773,4.215,1.442,1,1.268
id_polar_90,Apakah Nina rela menjual semua prinsip hidupnya demi popularitas di sekolah?,id,polar,-0.065,-0.291,0.0,0.833,0.615,2.708,0.0,-0.558,1,-0.534
id_polar_91,Dengan berbagai aktivitasnya itu apakah Anin juga berambisi pada jabatan politis?,id,polar,0.101,-1.291,0.0,0.833,0.538,2.708,0.0,-0.558,1,-0.514
id_polar_92,Apa nama yang mereka akan berikan pada hal malang yang tidak diinginkan?,id,polar,0.018,1.709,1.0,0.417,0.417,2.639,4.615,0.442,1,0.802
id_polar_93,"MBC berkata, ``Anda, apakah Anda akan menonton 'Home Alone' di rumah lagi?",id,polar,0.935,-0.291,1.0,0.583,0.615,2.996,3.932,0.442,1,1.014
id_polar_94,Mampukah Banua menggapai angan-angannya?,id,polar,-0.382,-1.291,0.0,0.5,0.5,2.079,0.0,-0.558,1,-0.843
id_polar_95,Kemunduran atau kemajuankah?,id,polar,-0.649,-1.291,0.0,0.0,0.5,1.792,0.0,-1.558,1,-1.299
id_polar_96,"Bukankah kami ini dianggapnya sebagai orang asing, karena ia telah menjual kami?",id,polar,0.326,-1.291,1.0,0.667,0.286,2.833,3.932,0.442,1,0.788
id_polar_97,Apakah Aku mau mereka meminta petunjuk dari pada-Ku?,id,polar,-0.538,0.709,1.0,0.417,0.5,2.485,3.932,0.442,1,0.511
id_polar_98,Apa urusan NU?,id,polar,-0.982,-1.291,0.0,0.0,0.667,1.609,0.0,-1.558,1,-1.376
id_polar_99,Apakah mereka berhasil melakukan 'reformasi sepak bola'?,id,polar,-0.553,0.709,1.0,0.333,0.75,2.485,3.932,0.442,1,0.544
id_polar_100,"Jika seorang mempunyai seratus ekor domba, dan seekor di antaranya sesat, tidakkah ia akan meninggalkan yang sembilan puluh sembilan ekor di pegunungan dan pergi mencari yang sesat itu?",id,polar,0.742,1.709,1.0,0.5,0.367,3.526,4.215,2.442,1,1.522
id_polar_101,Apakah Syilvie nantinya yang akan berjodoh dengan Syamsul ataukah Zizi yang bakal jadi pendamping hidupnya?,id,polar,0.783,1.709,1.0,0.75,0.556,2.996,4.615,0.442,1,1.155
id_polar_102,Jadi apa hubungan antara anarkisme dan sikap tanpa kekerasan?,id,polar,-0.607,1.709,0.0,0.0,0.444,2.398,0.0,-1.558,1,-1.168
id_polar_103,Akankah hati dan impian mereka bertemu?,id,polar,1.518,-0.291,0.0,0.333,0.429,2.197,0.0,-0.558,1,-0.448
id_polar_104,Mau mendengarkan Rihanna membawakan lagu dengan iringan irama musik latin?,id,polar,-0.76,2.709,1.0,0.25,0.8,2.485,3.932,0.442,1,0.491
id_polar_105,Kisah ini di akhiri dengan hilangnya Superman?,id,polar,-0.411,-1.291,0.0,0.5,0.5,2.303,0.0,-0.558,1,-0.8
id_polar_106,Akankah Niki dan Gio dapat bersatu di tengah begitu banyak pertentangan diantara mereka?,id,polar,0.633,-0.291,0.0,0.833,0.5,2.773,0.0,-0.558,1,-0.39
id_polar_107,Bukankah lebih baik mengatur langsung dari master?,id,polar,-0.268,-1.291,0.0,0.667,0.625,2.303,0.0,-0.558,1,-0.703
id_polar_108,"Ia bertanya, “Bisakah kita membuat sebuah mobil mewah terbaik di dunia?” Pertanyaan Eiji ini membuat Toyota memulai sebuah proyek super - rahasia yang diberi kode F1 (“Flagship” (Unggulan) + “No. 1 vehicle” (Mobil No. 1)).",id,polar,0.93,6.709,1.333,0.4,0.657,3.989,4.394,3.442,1,2.044
id_polar_109,Atau cinta membuat Aril terus bertahan hidup?,id,polar,-0.482,-1.291,1.0,0.5,0.857,2.197,3.932,0.442,1,0.557
id_polar_110,Apakah benar ada rahasia terpendam di balik kekalahan King dari Rudy Hartono dalam final All England 1976 itu?,id,polar,0.24,1.709,0.0,0.25,0.684,3.045,0.0,0.442,1,-0.283
id_polar_111,Lalu berkatalah Yakub kepada Laban: ``Apakah yang kauperbuat terhadap aku ini?,id,polar,0.101,0.709,1.0,0.583,0.308,2.833,3.932,0.442,1,0.724
id_polar_112,"Ketika Kapten (Francis) Light tiba, apakah dia menemukan orang Melayu, atau kampung Melayu?",id,polar,0.71,-0.291,1.0,0.5,0.714,2.996,3.932,0.442,1,0.967
id_polar_113,Bukankah dia yang menyangkal bahwa Yesus adalah Kristus?,id,polar,0.018,-0.291,1.0,0.333,0.333,2.398,4.615,-0.558,1,0.489
id_polar_114,"Kemudian ia kembali bertanya, apakah mungkin membangkitkan Islam kembali?",id,polar,0.129,-1.291,1.0,0.389,0.6,2.565,4.215,1.442,1,0.977
id_polar_115,Apakah Neo benar-benar tak akan pernah jatuh cinta pada Aurelie?,id,polar,1.318,-1.291,1.0,0.0,0.727,2.565,4.615,-0.558,1,0.828
id_polar_116,Apakah dia akan mengalahkan Kegelapan sebagai Tarrant lakukan?,id,polar,0.018,-1.291,1.0,0.5,0.556,2.398,3.932,0.442,1,0.646
id_polar_117,Bisakah kita memilikinya?,id,polar,-0.232,-2.291,0.0,0.5,0.2,1.946,0.0,-0.558,1,-0.906
id_polar_118,"Masakan Aku membiarkan engkau seperti Adma, membuat engkau seperti Zeboim?",id,polar,0.018,-0.291,1.0,0.583,0.5,2.565,3.932,0.442,1,0.689
id_polar_119,"Yaksa: Hal apakah yang jika ditinggalkan membuat seseorang dicintai, bahagia dan kaya?",id,polar,-0.149,2.709,1.5,0.333,0.538,2.833,4.615,1.442,1,1.149
id_polar_120,Kemudian muridnya itu bertanya: ``Didaerah mana Mama ingin mendirikan Pesantren itu?,id,polar,0.654,-0.291,1.0,0.583,0.417,2.773,3.932,0.442,1,0.858
id_polar_121,"Akankah sepatu berhak tinggi-nya berubah menjadi pantofel, riasan glitter-nya menjadi debu, atau celana kulit-nya jadi celana kain?",id,polar,0.492,1.709,1.0,0.5,0.7,3.178,3.932,2.442,1,1.4
id_polar_122,"Apakah yang akan terjadi selanjutnya dengan hubungan Saffa, Arjuna, Luna dan Bagas?",id,polar,0.268,1.709,1.0,0.5,0.538,2.833,4.615,-0.558,1,0.724
id_polar_123,"Setelah Moon pingsan untuk kedua kalinya, Townshend bertanya kepada penonton, ``Ada di sini yang bisa main drum?",id,polar,0.136,0.709,1.0,0.417,0.611,3.135,4.331,2.442,1,1.362
id_polar_124,Dapatkan mereka semua lolos dan berhasil memenangkan pertandingan tersebut?,id,polar,-0.482,0.709,1.0,0.333,0.556,2.398,3.932,1.442,1,0.72
id_polar_125,Bagus kan? - Bagus bukan?,id,polar,0.018,-1.291,0.0,0.0,0.5,2.079,0.0,-1.558,1,-1.087
id_polar_126,Tapi bisakah Anda hidup tanpa cinta dari semua orang?,id,polar,0.351,-1.291,0.0,0.833,0.4,2.485,0.0,-0.558,1,-0.538
id_polar_127,"Hei, Jack tidak selalu kalah oleh Wilson kan?",id,polar,0.447,-1.291,0.0,1.0,0.5,2.398,0.0,-0.558,1,-0.477
id_polar_128,Apakah kamu ini hendak membalas perbuatan-Ku?,id,polar,-0.125,-1.291,0.0,0.667,0.5,2.303,0.0,-0.558,1,-0.699
id_polar_129,"Jika ramalan itu benar, apakah Jesse adalah cinta sejatinya?",id,polar,0.218,-1.291,0.0,0.0,0.545,2.639,0.0,-0.558,1,-0.686
id_polar_130,"Pinnock bertanya: ``Apakah Ia terperdaya sendiri (deluded'') oleh kebesaran-Nya, seorang paranoid, seorang penipu yang tidak sengaja melakukannya, seorang skizoprenik?",id,polar,1.973,0.709,1.0,0.333,0.565,3.466,4.215,1.442,1,1.567
id_polar_131,Dan apakah benar tebakan Tiara kalau damar anak orang kaya?,id,polar,-0.182,-0.291,0.0,0.0,0.636,2.565,0.0,-1.558,1,-0.993
id_polar_132,"Atau kamu mengira bahwa orang-orang yang mendiami gua dan (yang mempunyai) raqim itu, mereka termasuk tanda-tanda kekuasaan Kami yang mengherankan?",id,polar,1.755,1.709,1.0,0.4,0.5,3.219,4.394,3.442,1,1.948
id_polar_133,Lalu berhasilkah Toyib mempelajari silat di padepokan Perisai Suci demi melindungi ibunya?,id,polar,-0.213,0.709,2.0,0.5,0.714,2.773,4.215,1.442,1,1.22
id_polar_134,``Apakah orang yang banyak bicara tidak harus dijawab?,id,polar,1.018,-0.291,1.0,0.417,0.556,2.485,3.932,0.442,1,0.869
id_polar_135,``Kalau begitu kamu memang bermaksud membohongiku?,id,polar,0.018,-1.291,1.0,0.5,0.571,2.303,3.932,0.442,1,0.628
id_polar_136,"Bukankah Mar Efraim adalah Efraim Patriark Antiokhia yang menjabat tahun 539-545, yang tentunya bukan seorang Monofisit?",id,polar,0.253,-0.291,1.0,0.417,0.5,3.045,4.615,0.442,1,0.962
id_polar_137,Apakah Wati Cs dapat menyelamatkan Rin Bombom?,id,polar,-0.125,-1.291,0.0,0.5,0.75,2.303,0.0,-0.558,1,-0.681
id_polar_138,"Schopenhauer juga menegaskan jika tidak ada keinginan bebas, haruskah kejahatan dihukum?",id,polar,0.473,-0.291,1.0,0.5,0.667,2.708,3.932,1.442,1,1.062
id_polar_139,Apa pengaruhnya terhadap konflik cinta segitiga Cinta-Dante-Cahaya?,id,polar,-0.553,1.709,0.0,0.0,0.625,2.303,0.0,-1.558,1,-1.136
id_polar_140,Apa hendak patik salahkan lagi?,id,polar,-0.232,-2.291,0.0,0.667,0.8,1.946,0.0,-0.558,1,-0.736
id_polar_141,"Dennett kemudian bertanya, ``begitu mesin kita ada di Panama, haruskah kita mengatakan bahwa keadaan yang biasa kita sebut Q masih terjadi?",id,polar,1.542,1.709,1.0,0.567,0.636,3.296,4.331,3.442,1,1.971
id_polar_142,Salahkah jika ia melakukannya?,id,polar,-0.182,-1.291,1.0,0.5,0.333,2.079,4.615,-0.558,1,0.411
id_polar_143,"Beliau bertanya lagi, ``Maukah ku tuliskan surat untukmu kepada gubernur Kuffah agar melayanimu?",id,polar,0.085,0.709,1.0,0.5,0.438,2.996,4.215,1.442,1,1.052
id_polar_144,Apakah ia bukan kaisar Kristen yang loyalitas penuhnya adalah untuk Allah?,id,polar,0.601,1.709,0.0,0.0,0.462,2.708,0.0,-1.558,1,-0.827
id_polar_145,"Seandainya pikirku: Ada harapan bagiku, dan sekalipun malam ini aku bersuami, bahkan sekalipun aku masih melahirkan anak laki-laki, masakan kamu menanti sampai mereka dewasa?",id,polar,1.833,0.709,2.0,0.75,0.536,3.526,4.215,2.442,1,2.079
id_polar_146,Lalu setelah mengendap selama itu di studio apa sebenarnya yang akan ditawarkan Axl Rose yang notabene tinggal satu-satunya personel awal Guns N Roses?,id,polar,0.427,2.709,2.0,0.75,0.565,3.219,4.615,0.442,1,1.35
id_polar_147,Apakah Siera berhasil membujuk Tristan untuk kembali bermain basket?,id,polar,-0.315,-0.291,2.0,0.444,0.8,2.485,4.215,1.442,1,1.14
id_polar_148,"Apa hubungan Rena, Mion, Rika, dan Satoko dengan pembunuhan 5 tahun lalu?",id,polar,0.836,0.709,0.0,0.0,0.667,2.833,0.0,-1.558,1,-0.701
id_polar_149,Apakah cinta ALIF dan ANISSA bisa bertahan dalam menghadapi semua rintangan ini?,id,polar,0.101,0.709,1.0,0.417,0.538,2.708,3.932,0.442,1,0.711
