unique_id,text,language,type,avg_links_len,avg_max_depth,avg_subordinate_chain_len,avg_verb_edges,lexical_density,n_tokens
ja_polar_43,一番希望するのは?,japanese,polar,1.75,1.0,0,3.0,0.4,6
ja_polar_44,自称“平和を愛する小柄な”男の妻まで殴りつけたということか。,japanese,polar,1.8666666666666667,6.0,1.0,1.0,0.5625,19
ja_polar_45,本気で譲ってほしいという人はいるのかしらん?,japanese,polar,1.8181818181818181,4.0,1.0,2.0,0.4166666666666667,13
ja_polar_46,横浜市近辺で英会話を習いたいという人にはかなりいいのではないでしょうか?,japanese,polar,2.238095238095238,4.0,1.0,1.5,0.45454545454545453,23
ja_polar_47,でも、リニューアルしたゲストハウス風のロビー?,japanese,polar,3.125,2.0,1.0,0.0,0.3333333333333333,11
ja_polar_48,これでも関係がないと言えるのか?,japanese,polar,2.111111111111111,3.0,0,4.0,0.3,11
ja_polar_49,地区予選で敗者復活戦に回った雪辱を果たせるか。,japanese,polar,1.75,4.0,1.0,2.0,0.6153846153846154,14
ja_polar_50,"抗議デモの継続を宣言した統一教会,日本でも韓国東亜日報の様に襲撃事件が起こる惧れはないのか?",japanese,polar,2.5925925925925926,5.0,1.5,2.0,0.5714285714285714,30
ja_polar_51,すごくそういうところを引っかかる感じですか?,japanese,polar,1.75,4.0,1.0,1.5,0.6666666666666666,10
ja_polar_52,"“鶴”は統一教会教祖・文鮮明の妻,韓鶴子が由来か。",japanese,polar,3.0714285714285716,4.0,0,0,0.6666666666666666,19
ja_polar_53,陳述書に“現在も通っている”と書いてあるが?,japanese,polar,2.5833333333333335,3.0,1.0,1.75,0.5384615384615384,16
ja_polar_54,そうだろ?,japanese,polar,1.0,1.0,0,0,0.5,3
ja_polar_55,"まさか松田氏は,男性が倒れる前から消防に通報していたとでもいうつもりだったのでしょうか。",japanese,polar,3.96,6.0,1.3333333333333333,2.25,0.4230769230769231,28
ja_polar_56,宗教は怖い?,japanese,polar,1.5,2.0,0,0,0.6666666666666666,4
ja_polar_57,...あなたが涙を流した「SATC」のエピソードは?,japanese,polar,2.3333333333333335,3.0,1.0,2.0,0.4,16
ja_polar_58,企業経営者の、そして企業人一人ひとりの意識改革ではないだろうか。,japanese,polar,2.466666666666667,2.0,0,0,0.5,18
ja_polar_59,って言ってる年齢不詳?,japanese,polar,1.5,2.0,1.0,1.0,0.6,6
ja_polar_60,お皿は全て重ねてたのですが、しばらくすると女性の従業員が来て、こちらのトロ刺身のお皿はお取りになられましたか?,japanese,polar,2.914285714285714,4.0,1.6666666666666667,3.2,0.4722222222222222,39
ja_polar_61,その時からのだから?,japanese,polar,1.8,2.0,0,0,0.16666666666666666,7
ja_polar_62,世界の最良の状態がもはや是認されていない時分に、彼らの聖職者たちは自身のマントに対して正しかったか？,japanese,polar,2.6666666666666665,5.0,1.0,1.0,0.4838709677419355,33
ja_polar_63,またはそれは高価な基準または前払関税なのか？,japanese,polar,2.923076923076923,3.0,0,0,0.2857142857142857,15
ja_polar_64,シリーズ2は今のところ動いていますか？,japanese,polar,2.0,3.0,1.0,2.0,0.45454545454545453,12
ja_polar_65,目覚まし時計と格闘しますか？,japanese,polar,1.6666666666666667,2.0,0,2.0,0.42857142857142855,8
ja_polar_66,労働者たちは、机の上に宗教関係の物を置くことが許容されているか？,japanese,polar,2.5238095238095237,5.0,1.0,2.0,0.5454545454545454,24
