unique_id,text,language,type,avg_links_len,avg_max_depth,avg_subordinate_chain_len,avg_verb_edges,lexical_density,n_tokens,subordinate_proposition_dist,verbal_head_per_sent
ar_content_32,اذاً، انتصرت السلطة او هكذا تعتقد. انتصرت على المعارضة؟ لا، بل هي على الدولة انتصرت. فمع انتهاء ما بدا فصلاً من معركتها مع المعارضة، بات جلياً ان مفهوم الدولة سقط، بل ان الممارسات الدؤوبة للسلطة ومحاسيبها قد اسقطته.,arabic,content,4.27906976744186,8.0,1.0,2.25,0.5227272727272727,52,100.0,8.0
ar_content_33,فما الذي دفع بهما الى قول ما قالاه؟,arabic,content,1.5,6.0,1.0,1.5,0.2727272727272727,12,100.0,2.0
ar_content_34,وقال سليمان الجندي ـ صاحب شركة صرافة ـ من الأفضل إغلاق أبواب الشركات والبحث عن مجال آخر للعمل خاصة أن مجال الصرافة أصبح جريمة في نظر الحكومة وتتم محاصرته بكل هذه القوانين والقرارات التي تهدف لإغلاق المزيد من الشركات؟!,arabic,content,2.022727272727273,14.0,1.0,2.75,0.6222222222222222,49,100.0,4.0
ar_content_35,"وتساءل الشاب في الرسالة التي بثها موقع ""الإخوان"" على الإنترنت تحت عنوان ""من شاب مقهور إلى المرشد العام: متى تظهر القوة الحقيقية للإخوان في الميدان؟",arabic,content,2.5555555555555554,8.0,1.0,3.6666666666666665,0.6071428571428571,33,100.0,3.0
ar_content_36,"وانتهى مرشد ""الإخوان"" إلى القول ""علينا أن نسأل أنفسنا كم حققنا على مستوى النفس وعلى مستوى الأسرة وعلى مستوى المجتمع؟",arabic,content,2.0416666666666665,8.0,0,2.0,0.32,29,0,1.0
ar_content_37,لحرب شرق أوسطية؟,arabic,content,1.3333333333333333,2.0,0,0,0.75,5,0,0.0
ar_content_38,"تحت هذا العنوان نشرت جريدة ""الاتحاد"" تحقيقاً مطولاً جاء فيه: لماذا نشرت إسرائيل خارطة لدمشق ما أسمته مراكز ومكاتب لمنظمات فلسطينية في قلب العاصمة السورية؟",arabic,content,3.0,6.0,1.5,3.0,0.6333333333333333,34,75.0,4.0
ar_content_39,"صديقة قريبة منه باغتته حين أخبرها بإشهاره إسلامه قبل أيام بقولها""حقيقي؟",arabic,content,3.1052631578947367,4.0,1.0,4.0,0.4,22,50.0,2.0
ar_content_40,ما معنى هذا الكلام؟,arabic,content,1.3333333333333333,3.0,0,0,0.5,5,0,0.0
ar_content_41,غير أن هذا ممكن، في أي بلد، إلا في مصر، التي يقال فيها الوزير، ولا يستقيل، دون أن يعرف أحد لماذا؟!,arabic,content,2.3181818181818183,6.0,1.0,3.3333333333333335,0.43478260869565216,30,100.0,3.0
ar_content_42,ماذا سيفعل عندما سيعود إليها باسم الانتقام؟,arabic,content,2.0,4.0,1.0,2.5,0.36363636363636365,12,50.0,2.0
ar_content_43,إذا وصفوني بالخيانة فهل تستبعد أن أقول إنهم جهلاء؟,arabic,content,1.9166666666666667,3.0,1.0,3.0,0.3076923076923077,14,50.0,2.0
ar_content_44,"ورحب شيخ الأزهر بمن ينادون بانتخاب شيخ الأزهر وقال بلغة واثقة: ""مرحباً بالانتخاب""، وعندما سأله المذيع عن حق أي مسلم في العالم أن يرشح نفسه لهذا الموقع قال شيخ الأزهر: ""وأبناء العالم الإسلامي يتدخلوا في مصر ليه؟"".",arabic,content,3.617021276595745,8.0,1.0,3.1666666666666665,0.5625,57,100.0,6.0
ar_content_45,"ترتيبات للقاء بين مبارك وشارون بعد ""تقارب"" مصري ـ إسرائيلي؟",arabic,content,2.4,4.0,0,0,0.45454545454545453,15,0,0.0
ar_content_46,"وأشار إلى أن ""عصبة الأمم المتحدة اعترفت قبل نحو 70 عاماً بملكية حائط البراق للمسلمين باعتباره وقفاً إسلامياً وجزءاً من الأقصى، ثم يأتي هؤلاء ليسلموه لليهود ويطلقون عليه زوراً وبهتاناً اسم حائط المبكى؟"".",arabic,content,2.7954545454545454,9.0,3.0,2.2,0.5333333333333333,50,100.0,5.0
ar_content_47,وإذا كان الدولار قد انخفض بنسبة 20% مقابل العملات الأوروبية الأخرى وخاصة اليورو والإسترليني فإن السؤال الذي يدور الآن ما أثر هذا الانخفاض على السوق المصري؟,arabic,content,3.064516129032258,7.0,1.5,2.3333333333333335,0.53125,33,100.0,3.0
ar_content_48,وهل سيمتد هذا التأثير على الاحتياطي النقدي الدولاري في البنك المركزي المصري؟,arabic,content,1.9230769230769231,4.0,0,3.0,0.5714285714285714,15,0,1.0
ar_content_49,وإذا كنا لا نريد للحوار الفلسطيني أن ينتهي لهذه النتيجة، فإن الفصائل الأثنتى عشرة ليس عليها سوى التفكير في إجابة سؤال واحد فقط هو: كيف تتحول أحرف كتابة البيانات الختامية إلى فعل حقيقي على أرض الواقع؟,arabic,content,2.725,9.0,1.0,3.3333333333333335,0.4878048780487805,44,100.0,3.0
ar_content_50,"وفي أي عام قدم الصندوق الكويتي قرضاً لتمويل بناء مدارس في جمهورية مصر العربية؟""",arabic,content,1.9333333333333333,4.0,0,4.0,0.6875,18,0,1.0
ar_content_51,"وطالب الحزب بتنظيم مسابقة مصرية تتضمن الأسئلة التالية: ""كم عدد المدرسين المصريين الذين ساهموا في محو أمية الشعب الكويتي قبل اكتشاف النفط وبعده؟",arabic,content,2.0384615384615383,8.0,1.0,2.0,0.6666666666666666,30,100.0,3.0
ar_content_52,وكم عدد العمال المصريين الذين ساهموا في بناء الكويت وتعميرها فتحولت من صحراء جرداء إلى ما هي عليه الآن؟,arabic,content,2.0869565217391304,7.0,1.0,2.5,0.4583333333333333,25,100.0,2.0
ar_content_53,وكم عدد جنود الجيش المصري الذين ساهموا في تحرير الكويت؟,arabic,content,1.4,6.0,1.0,2.0,0.6363636363636364,12,100.0,1.0
ar_content_54,"وتساءل: ""أين دعوة المسيح الآن من سيل الهجوم على الإيمان وتحقير أهله وكيل الاتهامات لهم وتزيين الإلحاد والدفاع عنه؟""",arabic,content,2.84,7.0,0,1.0,0.5,30,0,1.0
ar_content_55,فأين ذلك كله مما تعانيه البشرية اليوم من ويلات وحروب؟..,arabic,content,1.8461538461538463,6.0,1.0,5.0,0.35714285714285715,17,100.0,1.0
ar_content_56,من بوسعه إيقاف منتخب أستراليا هذا؟,arabic,content,1.2857142857142858,4.0,0,0,0.5,9,0,0.0
ar_content_57,وماذا عن وضع أستراليا؟,arabic,content,1.25,2.0,0,0,0.4,6,0,0.0
ar_content_58,أم أنها تكلفة قياسية أو تعرفة مسبقة الدفع؟,arabic,content,1.625,3.0,0,0,0.5555555555555556,10,0,0.0
ar_content_59,من أين تستمد كل هذه الطاقة؟ أو ذلك الصوت الذي يخرج قوياً بحيث يحدث موجة صادمة؟,arabic,content,1.8125,6.0,2.0,2.3333333333333335,0.5294117647058824,19,66.66666666666667,3.0
ar_content_60,من يمكن أن يلوم من يتيح المجال لغليندا كي تؤدي بهذا الشكل الرائع؟,arabic,content,1.7142857142857142,6.0,1.5,2.25,0.5333333333333333,16,75.0,4.0
ar_content_61,ما هي القيود التي من شأنها منع التعبير عن المعتقدات الدينية في الشركات الخاصة؟,arabic,content,1.7857142857142858,5.0,0,0,0.5333333333333333,16,0,0.0
ar_content_62,"وماذا عن الأحزاب في ماذا, في الحقوق التاريخية؟",arabic,content,1.75,3.0,0,0,0.3333333333333333,11,0,0.0
