unique_id,text,language,avg_links_len,avg_max_depth,avg_subordinate_chain_len,avg_verb_edges,lexical_density,n_tokens,question_type,complexity_score
russian_polar_238,Араньякапарва- книга о любви?,ru,-0.255,-0.5,0.0,0.0,0.75,1.946,1,1.941
russian_polar_1351,Остались ли в Словакии памятники времен кельтов на 2019 год?,ru,0.634,0.5,0.0,0.8,0.7,2.485,1,5.119
russian_content_10324,Где проходит граница Южной и Северной Кореи?,ru,0.422,2.49,0.0,0.333,0.857,2.197,0,6.3
russian_content_1836,На каком расстоянии от Земли пролетела Большая сентябрьская комета 1882 года?,ru,0.222,0.49,0.0,0.333,0.727,2.565,0,4.338
russian_polar_436,Служат ли женщины в военно-воздушных силах России?,ru,0.078,-0.5,0.0,0.6,0.714,2.197,1,3.09
russian_content_5515,В каком городе родился Арме́н Вагина́кович,ru,-0.378,-0.51,0.0,0.333,0.667,1.946,0,2.058
russian_content_8526,Что такое знаки отличия в российской армии?,ru,0.256,0.49,0.0,0.0,0.571,2.197,0,3.515
russian_polar_1512,Производил ли Го́рьковский автомоби́льный заво́д жигули?,ru,-0.122,-0.5,0.0,0.4,0.833,2.079,1,2.691
russian_polar_233,Смогли ли предотвратить взрыв при аварии на АЭС Три-Майл-Айленд?,ru,-0.422,1.5,1.0,0.4,0.667,2.398,1,5.543
russian_content_6349,Где впервые был создан искусственный клапан сердца?,ru,0.089,-0.51,0.0,0.667,0.857,2.197,0,3.3
russian_content_1497,Кто написал музыку к фильму «Авата́р»?,ru,-0.178,0.49,0.0,0.333,0.667,2.303,0,3.615
russian_polar_698,Возле города Курган много древних курганов на 2018 год?,ru,-0.047,0.5,0.0,0.0,0.667,2.398,1,3.518
russian_polar_186,Модель в сражении на северном фасе Курской дуги?,ru,-0.207,1.5,0.0,0.0,0.75,2.303,1,4.345
russian_content_5401,Кто выиграл в Сталингра́дской би́тве?,ru,0.172,-0.51,0.0,0.333,0.6,1.946,0,2.542
russian_content_5966,Сколько русских проживает в Алма́-Ате в 2019 году?,ru,0.279,-0.51,0.0,0.5,0.625,2.303,0,3.197
russian_content_11236,Когда в Англии появилась первая валютная биржа?,ru,0.256,-0.51,0.0,0.5,0.714,2.197,0,3.157
russian_content_2377,Когда родился Алигейдар Караев?,ru,-0.578,-0.51,0.0,0.333,1.0,1.792,0,2.038
russian_content_9768,Как звали жену Курта Кобейна?,ru,-0.578,0.49,0.0,0.333,1.0,1.946,0,3.192
russian_content_5382,Как звали мать Боэму́нда Таре́нтского?,ru,-0.578,0.49,0.0,0.333,1.0,1.946,0,3.192
russian_polar_826,Пётр Леони́дович Капи́ца получил Нобелевскую премию?,ru,-0.122,-0.5,0.0,0.4,1.0,2.079,1,2.858
russian_polar_1617,Был ли Уистен Хью Оден лауреатом Пулитцеровской премии?,ru,0.65,-0.5,0.0,0.0,0.75,2.303,1,3.202
russian_polar_865,Есть в Институ́те нау́чной информа́ции по обще́ственным нау́кам библиотека?,ru,0.328,1.5,0.0,0.0,0.667,2.398,1,4.893
russian_polar_110,Посещение художественной школы платно для детей России на март 2019?,ru,-0.033,0.5,0.0,0.0,0.8,2.485,1,3.752
russian_content_6295,Есть в Дагестане рутульская школа на март 2019?,ru,0.137,0.49,0.0,0.333,0.75,2.303,0,4.013
russian_polar_1150,Во Франции регистрируют однополые браки?,ru,-0.672,-0.5,0.0,0.4,0.8,1.946,1,1.974
russian_polar_681,Есть падежная система в македонском языке?,ru,-0.122,0.5,0.0,0.2,0.833,2.079,1,3.491
russian_content_12757,В какой стране продали больше всего компьютеров в 2018 году?,ru,0.533,0.49,0.0,0.5,0.5,2.485,0,4.509
russian_polar_415,Есть ли по сценарию в сериале «Вавилон-5» герой российского происхождения?,ru,0.967,0.5,0.0,0.8,0.7,2.708,1,5.675
russian_content_8160,Как называется самая длинная река в США?,ru,-0.078,0.49,0.0,0.333,0.714,2.197,0,3.657
russian_polar_21,"Получила ли Элизабет Тейлор ""Оскар"" за роль Клеопатры?",ru,0.793,-0.5,0.0,0.8,0.75,2.485,1,4.327
russian_content_7115,Где возникла гелиоцентрическая система мира?,ru,-0.328,-0.51,0.0,0.333,1.0,1.946,0,2.442
russian_polar_473,Николай Вавилов выступал против коллективизации?,ru,-0.422,-0.5,0.0,0.4,0.8,1.946,1,2.224
russian_polar_1615,В городе Иркутске бывает лето?,ru,-0.672,-0.5,0.0,0.4,0.8,1.946,1,1.974
russian_content_7526,На скольких островах был построен Санкт-Петербург?,ru,-0.178,-0.51,0.0,0.5,0.667,2.079,0,2.559
russian_content_3481,Самарка́нд был внесен в список наследия ЮНЕСКО?,ru,-0.244,0.49,0.0,0.5,0.714,2.197,0,3.657
russian_content_7215,Как называется столица Осетии?,ru,-0.578,-0.51,0.0,0.333,1.0,1.792,0,2.038
russian_content_4603,"В скольких странах есть отделения ""Сбербанка""?",ru,-0.178,-0.51,0.0,0.0,0.667,2.303,0,2.282
russian_content_4428,Сколько было снято эпизодов канадского фантастического телесериала «Земля:,ru,0.279,0.49,0.0,0.333,0.75,2.398,0,4.251
russian_content_11343,В каком сражении участвовал Алексе́й Петро́вич Ермо́лов?,ru,-0.244,-0.51,0.0,0.333,0.714,2.197,0,2.491
russian_polar_769,Рей Аянами был пилотом в манге «Евангелион»?,ru,-0.255,-0.5,0.0,0.0,0.714,2.398,1,2.357
russian_content_5453,Сколько стран участвовало в Холодной войне?,ru,0.022,-0.51,0.0,0.333,0.667,2.079,0,2.592
russian_content_3083,"Какая длина самого длинного нильского крокодила, живущего в неволе на март 2019?",ru,0.241,2.49,1.0,0.333,0.667,2.708,0,7.439
russian_polar_850,Есть ли семейные врачи в России на март 2019?,ru,0.578,-0.5,0.0,0.8,0.667,2.398,1,3.943
russian_content_11838,Что является простейшим одноразрядным двоичным аналого-цифровой преобразователем?,ru,1.089,-0.51,0.0,0.333,0.857,2.197,0,3.967
russian_polar_1026,Можно ли детям смотреть мультсериал «Футура́ма»?,ru,-0.122,0.5,1.0,0.4,0.833,2.303,1,4.914
russian_content_4039,Из чего был построен первый мост через Неву?,ru,-0.149,0.49,0.0,0.5,0.5,2.303,0,3.644
russian_polar_1094,M16 выпускается в США на март 2019?,ru,-0.255,-0.5,0.0,0.6,0.571,2.197,1,2.614
russian_content_8321,Когда открылся музей Mercedes в Штуттгарте?,ru,-0.178,0.49,0.0,0.333,0.667,2.079,0,3.392
russian_polar_571,Была Кондоли́за Райс замужем?,ru,0.078,-0.5,0.0,0.0,0.75,1.792,1,2.12
russian_polar_814,Описан ли в романе «1984» тоталитаризм?,ru,0.878,-0.5,0.0,0.6,0.667,2.303,1,3.947
russian_polar_992,«Джойнт» была отмечена премией государства Израиль?,ru,-0.522,0.5,0.0,0.6,0.833,2.303,1,3.714
russian_polar_827,Был ли Евге́ний Алексе́евич Фёдоров отличником в школе?,ru,0.65,-0.5,0.0,0.0,0.625,2.303,1,3.077
russian_polar_1255,Есть ли скалы в долине Тимна?,ru,-0.522,0.5,0.0,0.4,0.667,2.079,1,3.124
russian_polar_636,Был у Ла́кшми сын?,ru,0.078,-0.5,0.0,0.4,0.75,1.792,1,2.52
russian_content_1329,С какого возраста призывают на военную службу в Россию?,ru,0.422,-0.51,0.0,0.5,0.556,2.398,0,3.366
russian_content_5896,Сколько островов в Японии на март 2019?,ru,0.256,0.49,0.0,0.0,0.571,2.197,0,3.515
russian_polar_141,Принцесса Диана была родственницей Сэра Уи́нстона Спе́нсер-Че́рчилля?,ru,-0.422,-0.5,0.0,0.0,0.857,2.197,1,2.133
russian_content_2588,Где живет Янукович в 2019 году?,ru,0.222,-0.51,0.0,0.5,0.833,2.079,0,3.125
russian_content_2812,Сколько больных псориазом в России на март 2019?,ru,0.565,-0.51,0.0,0.0,0.625,2.303,0,2.983
russian_content_8243,Когда был основан город Ки́мры?,ru,-0.328,-0.51,0.0,0.5,0.8,1.946,0,2.408
russian_polar_1065,Изучают ли русский язык в школах Эстонии в 2019 году?,ru,0.745,-0.5,0.0,0.8,0.7,2.485,1,4.23
russian_content_3239,Сколько детей было у Генриха Восьмого?,ru,0.222,-0.51,0.0,0.0,0.5,2.079,0,2.292
russian_content_2754,Когда была выпущена Super Nintendo Entertainment System ?,ru,0.089,-0.51,0.0,0.5,0.286,2.197,0,2.562
russian_polar_352,Продолжает ли дело Жака Ифа Кусто его сын?,ru,0.221,0.5,0.0,0.6,0.75,2.303,1,4.374
russian_content_4257,Когда был выпущен первый Chevrolet Camaro?,ru,-0.178,-0.51,0.0,0.5,0.5,2.079,0,2.392
russian_polar_1245,Существует мужское синхронное плавание в России?,ru,-0.122,0.5,0.0,0.2,0.833,2.079,1,3.491
russian_content_8736,Когда была открыта станция метро Горьковская в Санкт-Петербурге?,ru,-0.006,0.49,0.0,0.5,0.75,2.303,0,4.037
russian_content_2691,Когда зародился кинемато́граф Герма́нии?,ru,-0.578,-0.51,0.0,0.333,1.0,1.792,0,2.038
russian_polar_277,Изначально компьютерная игра была популярна среди населения?,ru,-0.088,-0.5,0.0,0.0,0.714,2.197,1,2.323
russian_polar_1069,Вытяжной парашю́т имеет пружину?,ru,-0.922,-0.5,0.0,0.4,1.0,1.792,1,1.77
russian_content_7661,Сколько лет Ге́нрих II Плантагене́т был королем?,ru,0.756,-0.51,0.0,0.0,0.714,2.197,0,3.157
russian_content_4273,Сколько всего сезонов «Доктор Кто» вышло на 2019 год?,ru,0.547,0.49,0.0,0.333,0.556,2.565,0,4.491
russian_polar_1506,Максимилиан I лично участвовал в войнах?,ru,-0.322,-0.5,0.0,0.6,0.833,2.079,1,2.691
russian_content_9666,Сколько альбомов было записано группой My Bloody Valentine по данным на 2019 год?,ru,0.256,0.49,0.0,0.667,0.462,2.708,0,4.582
russian_polar_782,Сохранился ли оригинал книги пророка Давида?,ru,-0.722,1.5,0.0,0.4,0.833,2.079,1,4.091
russian_content_11803,"Когда впервые были упомянуты в литературе ""Скифские монахи""?",ru,0.565,-0.51,0.0,0.833,0.75,2.485,0,4.124
russian_content_9718,Сколько официальных языков в Албании?,ru,-0.078,0.49,0.0,0.0,0.6,1.946,0,2.958
russian_content_8862,В каком возрасте Ричард Стоддерт Юэлл стал военным?,ru,0.422,-0.51,0.0,0.5,0.75,2.303,0,3.465
russian_content_11946,Какая площадь Папуа — Новой Гвинеи?,ru,-0.078,0.49,0.0,0.0,0.8,2.079,0,3.292
russian_content_11009,Кто был главным художником игры Freelancer?,ru,0.022,-0.51,0.0,0.0,0.5,2.079,0,2.092
russian_polar_764,Был ли «Rurouni Kenshin» показан в России?,ru,1.078,-0.5,0.0,0.8,0.286,2.398,1,4.062
russian_content_12375,В каком году вышла игра The Last of Us?,ru,-0.078,0.49,0.0,0.333,0.333,2.398,0,3.477
russian_polar_808,Принудительные меры медицинского характера прописаны в законодательстве России?,ru,-0.35,0.5,0.0,0.4,0.875,2.303,1,3.727
russian_polar_1684,Есть ли герб у Южной Осетии?,ru,0.278,-0.5,0.0,0.6,0.667,2.079,1,3.124
russian_polar_282,Гу́бки обладают способностью к регенерации?,ru,-0.672,0.5,0.0,0.4,0.8,1.946,1,2.974
russian_polar_722,Арабский халифат вел торговлю с Киевской Русью?,ru,-0.422,0.5,0.0,0.4,0.857,2.197,1,3.533
russian_polar_72,Христо́дулос Цига́нтес посещал Россию?,ru,-0.588,-0.5,0.0,0.4,1.0,1.792,1,2.103
russian_content_6464,Кто создал первую видеокарту?,ru,-0.244,-0.51,0.0,0.333,0.75,1.792,0,2.121
russian_content_11458,Когда зародилась Парапсихоло́гия?,ru,-0.578,-1.51,0.0,0.333,1.0,1.609,0,0.855
russian_polar_1653,Правил ли Птолемей VIII Эвергет II в Александрии?,ru,0.507,-0.5,0.0,0.6,0.75,2.303,1,3.659
russian_polar_715,Клод Э́лвуд Ше́ннон был аполитичным человеком?,ru,0.278,-0.5,0.0,0.0,0.833,2.079,1,2.691
russian_polar_1234,"Упоминается ли термин ""обход закона"" в важнейших официальных нормативных документах Европейского Союза?",ru,0.805,0.5,0.0,0.6,0.833,2.773,1,5.511
russian_polar_1563,Есть ледники в Йосе́митском национа́льном па́рке?,ru,0.278,0.5,0.0,0.2,0.833,2.079,1,3.891
russian_polar_966,Была попытка индустриализации при Петре Первом?,ru,-0.522,0.5,0.0,0.2,0.833,2.079,1,3.091
russian_polar_1424,"Можно ли увидеть метеорит, упавший в Челябинске на видео?",ru,-0.172,2.5,1.0,0.333,0.667,2.485,1,6.813
russian_content_1812,Где учился Мишель Фуко?,ru,-0.578,-0.51,0.0,0.333,1.0,1.792,0,2.038
russian_polar_1030,Стал сын Эдуарда I Длинноногого королем?,ru,-0.122,0.5,0.0,0.2,1.0,2.079,1,3.658
russian_content_7637,Когда был основан город Ясного́рск?,ru,-0.328,-0.51,0.0,0.5,0.8,1.946,0,2.408
russian_content_5990,В каком году был организован детский центр «Орлёнок»?,ru,-0.006,-0.51,0.0,0.5,0.625,2.485,0,3.094
russian_polar_1155,Стал сын Стефана королем Англии?,ru,-0.672,0.5,0.0,0.2,1.0,1.946,1,2.974
russian_content_8524,На каком языке писал стихи Кади Бурханеддин Ахмед?,ru,-0.149,-0.51,0.0,0.5,0.75,2.303,0,2.894
russian_polar_798,«Джойнт» помогла евреям России в 2018?,ru,-0.122,-0.5,0.0,0.6,0.833,2.303,1,3.114
russian_content_8816,Когда был построен Карлов мост в Праге?,ru,-0.078,0.49,0.0,0.5,0.714,2.197,0,3.824
russian_content_5981,Как погиб Троцкий?,ru,-0.578,-1.51,0.0,0.333,1.0,1.609,0,0.855
russian_polar_1588,Можно ли найти работу в Москве без знания английского языка?,ru,-0.144,1.5,1.0,0.4,0.7,2.485,1,5.941
russian_polar_510,Входят ли Голанские высоты в состав Палестины?,ru,0.078,-0.5,0.0,0.6,0.714,2.197,1,3.09
russian_polar_1311,Можно ли ускорить метаболизм человека?,ru,-0.672,0.5,1.0,0.3,0.8,1.946,1,3.874
russian_content_8219,Когда был открыт Свято-Филаретовский православно-христианский институт?,ru,0.589,-0.51,0.0,0.5,0.857,2.197,0,3.634
russian_polar_1097,Брайан Джеральд О’Дрисколл был капитаном?,ru,0.745,-0.5,1.0,0.0,0.571,2.197,1,4.014
russian_content_5370,Кем была разработана 2С9 или «Нона-С»?,ru,0.256,0.49,0.0,0.5,0.571,2.485,0,4.302
russian_content_8581,Какая среднегодовая температура в Абхазии?,ru,-0.078,-0.51,0.0,0.0,0.6,1.946,0,1.958
russian_polar_61,Принимают ли в Польше рубли?,ru,0.328,-0.5,0.0,0.6,0.6,1.946,1,2.974
russian_content_2269,Где находится самая древняя деревянная церковь России на март 2019?,ru,0.533,0.49,0.0,0.5,0.8,2.485,0,4.809
russian_content_11412,Когда была основана Ирландия?,ru,-0.244,-1.51,0.0,0.5,0.75,1.792,0,1.288
russian_content_9649,Как зовут мужа Ксении Собчак?,ru,-0.578,0.49,0.0,0.333,1.0,1.946,0,3.192
russian_content_6109,В каком городе была основана компания Sun Microsystems?,ru,-0.292,0.49,0.0,0.5,0.375,2.303,0,3.376
russian_content_6,"Как долго существовало британское телевизионное игровое шоу ""Хрустальный лабиринт""?",ru,0.422,0.49,0.0,0.333,1.0,2.565,0,4.811
russian_polar_995,Есть ли дети у Евгении Чудновец?,ru,-0.122,-0.5,0.0,0.6,0.667,2.079,1,2.724
russian_polar_433,Работает ли Эммилу Харрис в обществе по защите животных?,ru,-0.172,0.5,0.0,0.6,0.667,2.398,1,3.993
russian_content_2902,Когда был основан город Сарапул?,ru,-0.328,-0.51,0.0,0.5,0.8,1.946,0,2.408
russian_polar_655,Был ли Гай Саллю́стий Крисп членом римского сената?,ru,0.65,-0.5,0.0,0.0,0.75,2.303,1,3.202
russian_polar_906,Были ли женщины руководителями Триад Гонконга?,ru,-0.322,-0.5,0.0,0.0,0.667,2.079,1,1.924
russian_polar_1537,Есть ли в России либерализм?,ru,0.328,-0.5,0.0,0.6,0.6,1.946,1,2.974
russian_content_1945,Какое животное обитает только на Сахалине?,ru,0.022,-0.51,0.0,0.333,0.5,2.079,0,2.425
russian_content_2730,Где проходило Евровидение 2018 года?,ru,-0.328,0.49,0.0,0.333,1.0,1.946,0,3.442
russian_polar_1201,Является ли примордиа́льная тради́ция религиозным течением?,ru,0.278,-0.5,0.0,0.6,0.833,2.079,1,3.291
russian_polar_1518,Дми́трий Константи́нович Киселёв выступает против геев?,ru,-0.122,-0.5,0.0,0.4,0.833,2.079,1,2.691
russian_polar_1206,Россия каждый год переходит на летнее время?,ru,-0.088,-0.5,0.0,0.6,0.714,2.197,1,2.923
russian_polar_470,Играл ли Э́ндрю Стю́арт Ма́ррей Макко́лл на чемпионате мира по футболу?,ru,0.278,0.5,0.0,0.6,0.727,2.565,1,4.67
russian_polar_273,Рафаэ́ль Нада́ль Паре́ра выигрывал Олимпиаду?,ru,-0.172,-0.5,0.0,0.4,1.0,1.946,1,2.674
russian_content_6265,В каких веках существовало государство Чампа?,ru,-0.378,-0.51,0.0,0.333,0.667,2.079,0,2.192
russian_content_11007,Какая средняя температура в Антарктиде зимой по данным на 2019 год?,ru,0.522,0.49,0.0,0.0,0.636,2.565,0,4.214
russian_polar_150,Есть ли ветер на Луне?,ru,-0.422,0.5,0.0,0.4,0.6,1.946,1,3.024
russian_content_11508,Когда началось Протестное движение в России?,ru,-0.178,0.49,0.0,0.333,0.833,2.079,0,3.559
russian_content_3685,Как стать монахом Вознесенского монастыря?,ru,-0.328,0.49,0.0,0.333,1.0,1.946,0,3.442
russian_content_1270,С какого года женщины могут носить брюки?,ru,-0.244,-0.51,1.0,0.333,0.714,2.197,0,3.491
russian_polar_1045,Режим правления Ильха́м Гейда́р оглы́ Али́ев диктаторский?,ru,0.578,0.5,0.0,0.0,1.0,2.197,1,4.275
russian_content_1743,Сколько раз «Бо́стон Се́лтикс» был чемпионом НБА?,ru,0.756,-0.51,0.0,0.0,0.714,2.398,0,3.358
russian_content_11470,Где родился Ма́ксвелл?,ru,-0.578,-1.51,0.0,0.333,1.0,1.609,0,0.855
russian_polar_1075,Нужна ли русским виза в Истонию в 2019 году?,ru,0.578,0.5,0.0,0.0,0.667,2.398,1,4.143
russian_content_2965,"Сколько главных героев в фильме ""Бригада""?",ru,0.022,0.49,0.0,0.0,0.667,2.303,0,3.482
russian_content_5135,Сколько улиц в городе Владимир на сегодняшний день?,ru,0.137,1.49,0.0,0.0,0.625,2.303,0,4.554
russian_content_1705,Какой основной язык индийских фильмов?,ru,-0.078,-0.51,0.0,0.0,0.8,1.946,0,2.158
russian_content_8372,Когда Дарвин выдвинул свою теорию происхождения человека?,ru,-0.244,0.49,0.0,0.5,0.857,2.197,0,3.8
russian_polar_1435,Red Bull Racing была чемпионом мира?,ru,-0.122,-0.5,0.0,0.0,0.333,2.079,1,1.791
russian_polar_988,Билл Клинтон был замешан в сексуальном скандале?,ru,-0.088,-0.5,0.0,0.0,0.714,2.197,1,2.323
russian_content_10249,Сколько лет длилась Русско-японская война?,ru,-0.328,-0.51,0.0,0.333,0.8,1.946,0,2.242
russian_polar_1411,"Существует ли на самом деле кафе, где собирались главные герои сериала ""Друзья""?",ru,0.169,2.5,1.0,0.5,0.75,2.833,1,7.752
russian_polar_206,Когда родился Михаи́л Алекса́ндрович Ли́фшиц?,ru,-0.672,-0.5,0.0,0.4,1.0,1.946,1,2.174
russian_polar_475,Играют ли в Ирландии в крикет?,ru,0.278,-0.5,0.0,0.6,0.5,2.079,1,2.958
russian_content_6061,Кто был соперником Путина на выборах 4 марта 2012 года?,ru,-0.022,1.49,0.0,0.0,0.7,2.485,0,4.653
russian_content_1254,Как звали мужа королевы Виктории?,ru,-0.578,0.49,0.0,0.333,1.0,1.946,0,3.192
russian_polar_1640,Ницше изучал теологию?,ru,-0.922,-1.5,0.0,0.4,1.0,1.609,1,0.588
russian_polar_111,Жил Лермонтов на Поварской у́лице?,ru,0.078,-0.5,0.0,0.4,0.8,1.946,1,2.724
russian_polar_1202,Михаи́л Васи́льевич Ломоно́сов открыл наличие атмосферы у Венеры?,ru,-0.207,0.5,0.0,0.4,0.875,2.303,1,3.87
russian_polar_706,Росиия демократическое государство?,ru,-0.422,-1.5,0.0,0.0,1.0,1.609,1,0.688
russian_content_9085,Кто является главным героем манги Brynhildr in the Darkness?,ru,-0.078,1.49,0.0,0.333,0.444,2.398,0,4.588
russian_polar_414,Джорда́но Бру́но был монахом?,ru,-0.255,-0.5,0.0,0.0,0.75,1.792,1,1.787
russian_polar_117,Был пересмотр по Делу «Кировлеса» в 2016?,ru,0.078,1.5,0.0,0.2,0.714,2.398,1,4.89
russian_content_2255,Когда появился Лжедми́трий I?,ru,-0.578,-0.51,0.0,0.333,0.75,1.792,0,1.788
russian_polar_1657,Снят ли «Мертве́ц» в черно-белом формате?,ru,1.078,-0.5,0.0,0.6,0.714,2.398,1,4.29
russian_content_3198,Валенти́н Петро́вич Глушко́ посещать США?,ru,0.172,-0.51,0.0,0.333,1.0,1.946,0,2.942
russian_content_484,Когда был установлен памятник Русалочке в Копенгагене?,ru,-0.078,0.49,0.0,0.5,0.714,2.197,0,3.824
russian_polar_1297,AKB48 выступала в России?,ru,-0.588,-0.5,0.0,0.4,0.5,1.792,1,1.603
russian_polar_460,Есть ли экранизации по романам Э́дгара А́ллана По?,ru,-0.493,1.5,0.0,0.4,0.75,2.303,1,4.459
russian_content_10388,Когда появился первый банк в России?,ru,-0.178,0.49,0.0,0.333,0.833,2.079,0,3.559
russian_content_2978,Когда первый куст хризантемы корейской был завезен в Россию?,ru,0.547,0.49,0.0,0.667,0.667,2.398,0,4.769
russian_polar_1339,Корабль «Айо́ва» принимал участие в войне в Персидском заливе?,ru,0.078,1.5,0.0,0.4,0.778,2.565,1,5.321
russian_polar_467,Была ли Ангола португальской колонией?,ru,0.578,-1.5,0.0,0.0,0.6,1.946,1,1.624
russian_polar_923,Может ли студент получить доступ в библиотеку Академии наук в Санкт-Петербурге?,ru,-0.222,2.5,1.0,0.4,0.727,2.565,1,6.97
russian_content_6560,Что изображено на гербе Солика́мска?,ru,-0.328,-0.51,0.0,0.333,0.6,1.946,0,2.042
russian_polar_1073,Ла́на Тёрнер получила Оскар?,ru,-0.588,-0.5,0.0,0.4,1.0,1.792,1,2.103
russian_content_2719,Какой знак увидел во сне император Константин и нанес на щиты своих воинов?,ru,0.422,0.49,0.0,0.583,0.615,2.708,0,4.819
russian_content_5353,Джейн Грей была блондинкой?,ru,0.089,-0.51,0.0,0.0,0.75,1.792,0,2.121
russian_polar_772,Есть в армянском языке падежи?,ru,0.578,-0.5,0.0,0.4,0.8,1.946,1,3.224
russian_polar_375,Чеченская Республика - субъект Российской Федерации?,ru,-0.422,-0.5,0.0,0.0,1.0,2.079,1,2.158
russian_content_262,Когда Троцкий уехал из СССР?,ru,-0.078,-0.51,0.0,0.5,0.6,1.946,0,2.458
russian_content_7678,"Кто первым ввел определение ""неопо́знанный лета́ющий объе́кт""?",ru,0.256,0.49,0.0,0.25,0.857,2.398,0,4.251
russian_polar_1605,Может ли Wi-Fi вызывать рак?,ru,-0.172,-0.5,1.0,0.4,0.6,1.946,1,3.274
russian_polar_870,Э́двард Джо́зеф Сно́уден объявлен в международный розыск?,ru,0.078,-0.5,0.0,0.4,0.857,2.197,1,3.033
russian_polar_880,Был Фёдор Фёдорович Радецкий женат?,ru,0.578,-0.5,0.0,0.0,0.8,1.946,1,2.824
russian_polar_1195,Является ли дворцово-парковый ансамбль Качановка заповедником?,ru,0.278,-0.5,0.0,0.6,0.833,2.079,1,3.291
russian_polar_76,Существует ли обряд самосожжения вдов в Индии в 2019 году?,ru,0.078,1.5,0.0,0.4,0.7,2.485,1,5.163
russian_content_8400,Как звали мать Джона Александра Макдональда?,ru,-0.378,0.49,0.0,0.333,1.0,2.079,0,3.525
russian_content_1804,Когда была территория нынешних Нидерландов под властью Испании?,ru,0.422,0.49,0.0,0.0,0.75,2.303,0,3.965
russian_polar_1730,У Археопте́рикса был сильные маховые перья?,ru,-0.122,-0.5,0.0,0.0,0.667,2.079,1,2.124
russian_polar_1325,Есть дочерняя компания у ОАО «Инженерный центр энергетики Урала» на апрель 2019?,ru,0.078,2.5,0.0,0.2,0.833,2.773,1,6.384
russian_content_3208,Когда было построено первое поселение в местности Кумран?,ru,-0.149,0.49,0.0,0.5,0.75,2.303,0,3.894
russian_polar_1519,Делают из рапса масло?,ru,0.078,-0.5,0.0,0.4,0.75,1.792,1,2.52
russian_content_12520,Что такое биосенсор?,ru,-0.078,-1.51,0.0,0.0,0.333,1.609,0,0.355
russian_content_2552,Какая высота самой высокой горы Памира?,ru,-0.178,0.49,0.0,0.0,0.667,2.079,0,3.059
russian_polar_543,Была ли женщина-персиянка послом Ирана в других странах по данным 2019?,ru,0.533,0.5,1.0,0.0,0.583,2.708,1,5.324
russian_polar_59,Поставлялся М46 на экспорт?,ru,-0.255,-0.5,0.0,0.4,0.75,1.792,1,2.187
russian_polar_311,Есть ли белок в рыбе?,ru,-0.422,0.5,0.0,0.4,0.6,1.946,1,3.024
russian_content_1923,Сколько воспитанниц учились в Смольном институте?,ru,0.022,-0.51,0.0,0.333,0.667,2.079,0,2.592
russian_polar_1677,Тунец -мигрирующая рыба?,ru,-0.422,-1.5,0.0,0.0,1.0,1.609,1,0.688
russian_content_9246,Как называется первый роман Бориса Акунина?,ru,-0.378,0.49,0.0,0.333,1.0,2.079,0,3.525
russian_content_9940,Когда родилась Рины Зелёная?,ru,-0.578,-0.51,0.0,0.333,1.0,1.792,0,2.038
