unique_id,text,language,type_original,avg_links_len,avg_max_depth,avg_subordinate_chain_len,avg_verb_edges,lexical_density,n_tokens,subordinate_proposition_dist,verbal_head_per_sent,question_type,complexity_score
en_polar_35,Is good or bad?,en,polar,-0.92,-1.1,0.0,0.0,0.5,1.792,0.0,-0.781,1,-1.098
en_polar_36,Tired of spam?,en,polar,-0.753,-1.1,0.0,0.0,0.667,1.609,0.0,-1.781,1,-1.248
en_polar_37,Green Tea Or White Tea?,en,polar,-0.503,-1.1,0.0,0.0,0.8,1.946,0.0,-1.781,1,-1.121
en_polar_38,Does anyone know any good restaurants in cordoba?,en,polar,-0.539,-0.1,0.0,0.333,0.5,2.303,0.0,-0.781,1,-0.706
en_polar_39,Does anyone know of any good food in iguazu?,en,polar,-0.253,-0.1,0.0,0.333,0.444,2.398,0.0,-0.781,1,-0.648
en_polar_40,Do you know the online streaming link for Red FM 93.5 delhi ?,en,polar,-0.253,-0.1,0.0,0.333,0.583,2.639,0.0,-0.781,1,-0.581
en_polar_41,any format url ?,en,polar,-0.753,-2.1,0.0,0.0,0.667,1.609,0.0,-1.781,1,-1.425
en_polar_42,in n out of the chicago area?,en,polar,0.247,-1.1,0.0,0.0,0.571,2.197,0.0,-1.781,1,-0.985
en_polar_43,Do you think there are any koreans in Miramar?,en,polar,-0.503,-0.1,1.0,0.417,0.444,2.398,3.932,0.219,1,0.369
en_polar_44,Can you use the 'find my phone' feature to track someone else's phone?,en,polar,1.054,0.9,1.0,0.333,0.5,2.89,4.215,1.219,1,1.129
en_polar_45,Is Hank Green Awesome?,en,polar,-0.253,-1.1,0.0,0.0,0.75,1.792,0.0,-0.781,1,-0.937
en_polar_46,weather in december in Tremblant?,en,polar,-0.253,-1.1,0.0,0.0,0.6,1.946,0.0,-1.781,1,-1.112
en_polar_47,jay is it necessary to varnish my oil paintings or just leave them be ?,en,polar,-0.176,-0.1,1.0,0.583,0.5,2.773,3.932,1.219,1,0.708
en_polar_48,thx for your ans.?,en,polar,-0.253,-1.1,0.0,0.0,0.5,1.792,0.0,-1.781,1,-1.157
en_polar_49,"Do you prefer ham, bacon or sausages with your breakfast?",en,polar,0.191,-0.1,0.0,0.5,0.5,2.565,0.0,-0.781,1,-0.501
en_polar_50,Can police trace a cell phone even if it is switched off?,en,polar,0.292,-1.1,1.0,0.667,0.5,2.639,3.932,0.219,1,0.429
en_polar_51,Can police trace a cell phone even if it is switched off?,en,polar,0.292,-1.1,1.0,0.667,0.5,2.639,3.932,0.219,1,0.429
en_polar_52,mazzoni's deli best italian food in phila pa?,en,polar,-0.628,-0.1,0.0,0.0,0.778,2.398,0.0,-1.781,1,-0.891
en_polar_53,Dinner and dancing in Chicago?,en,polar,-0.253,-1.1,0.0,0.0,0.6,1.946,0.0,-1.781,1,-1.112
en_polar_54,Courage the cowardly dog?,en,polar,-0.253,-1.1,0.0,0.0,0.75,1.792,0.0,-1.781,1,-1.113
en_polar_55,Name something you find at a carnival that comes on a stick?,en,polar,-0.072,0.9,1.0,0.278,0.417,2.639,4.215,1.219,1,0.861
en_polar_56,if i preorder a game at gamestop can someone else pick it up for me?,en,polar,0.104,-0.1,1.0,0.75,0.333,2.833,3.932,0.219,1,0.592
en_polar_57,Has anyone ever worked for steiner leisure cruises?,en,polar,0.032,-1.1,0.0,0.5,0.625,2.303,0.0,-0.781,1,-0.73
en_polar_58,Best POS system in Philadelphia ?,en,polar,-0.753,-1.1,0.0,0.0,0.8,1.946,0.0,-1.781,1,-1.165
en_polar_59,"USPS Delivery in Auckland,NZ?",en,polar,-0.753,-1.1,0.0,0.0,0.8,2.079,0.0,-1.781,1,-1.142
en_polar_60,24 hour fast resturants near by?,en,polar,-0.853,-1.1,0.0,0.0,0.833,2.079,0.0,-1.781,1,-1.154
en_polar_61,"Loop, North Side, South Side, near suburbs, far suburbs?",en,polar,1.997,-1.1,0.0,0.0,1.0,2.708,0.0,-1.781,1,-0.51
en_polar_62,And has this changed from previous years?,en,polar,-0.253,-1.1,0.0,0.5,0.429,2.197,0.0,-0.781,1,-0.834
en_polar_63,Bay of Plenty- Are you even old enough to vote?,en,polar,0.08,-0.1,1.0,0.167,0.6,2.565,3.932,0.219,1,0.485
en_polar_64,Arriving in Auckland on a direct flight from Canada.?,en,polar,-0.003,-0.1,0.0,0.333,0.556,2.398,0.0,-0.781,1,-0.585
en_polar_65,Will we be allowed to take duty free bottles onto our connecting flight to Christchurch?,en,polar,-0.111,0.9,1.0,0.333,0.533,2.833,3.932,1.219,1,0.869
en_polar_66,In our hand luggage or do we have to put it into our checked luggage?,en,polar,-0.039,0.9,1.0,0.333,0.4,2.833,4.615,1.219,1,0.979
en_polar_67,"Studying in Quebec,Canada?",en,polar,-0.587,-1.1,0.0,0.167,0.75,1.946,0.0,-0.781,1,-0.939
en_polar_68,would I be able to go back to school after a year break at a university to get a Bachelors degree in business administration?,en,polar,0.288,1.9,2.0,0.5,0.48,3.296,4.215,1.219,1,1.444
en_polar_69,Will USB cell phone chargers still charge even if they're hooked up to a computer that is turned off?,en,polar,0.062,0.9,1.0,0.667,0.5,3.091,4.215,1.219,1,1.048
en_polar_70,I need creative art ideas?,en,polar,-0.503,-1.1,0.0,0.333,0.8,1.946,0.0,-0.781,1,-0.886
en_polar_71,Does a pacman absolutely need a uv lamp?,en,polar,-0.253,-1.1,0.0,0.5,0.625,2.303,0.0,-0.781,1,-0.78
en_polar_72,Or maybe something humid or heat?,en,polar,-0.853,-0.1,0.0,0.0,0.5,2.079,0.0,-1.781,1,-1.036
en_polar_73,surprise romantic cheap date night san francisco?,en,polar,-0.42,-1.1,0.0,0.0,1.0,2.197,0.0,-1.781,1,-1.027
en_polar_74,i would like to have one of those super random surprisingly nice nights out...suggestions?,en,polar,0.961,1.9,1.0,0.417,0.6,2.89,3.932,0.219,1,1.095
en_polar_75,my lhasa apso hind legs are not working?,en,polar,-0.539,-0.1,0.0,0.333,0.625,2.303,0.0,-0.781,1,-0.684
en_polar_76,I need suggestions for San Francisco restaurants with good food and good catering service.?,en,polar,-0.1,1.9,0.0,0.333,0.714,2.773,0.0,-0.781,1,-0.155
en_polar_77,need help finding irish music?,en,polar,-1.003,0.9,1.0,0.167,1.0,1.946,3.932,0.219,1,0.431
en_polar_78,I have a Nacho Libre question.?,en,polar,-0.053,-0.1,0.0,0.333,0.667,2.079,0.0,-0.781,1,-0.63
en_polar_79,is there any good places to get an ice-cream sundae from in Invercargill New Zealand?,en,polar,0.88,1.9,1.0,0.5,0.625,2.944,3.932,0.219,1,1.109
en_polar_80,you live in NZ and you eat McDonalds ice cream?,en,polar,-0.153,0.9,0.0,0.5,0.545,2.565,0.0,0.219,1,-0.201
en_polar_81,best burger chain in the Chicago area?,en,polar,-0.087,-1.1,0.0,0.0,0.714,2.197,0.0,-1.781,1,-1.019
en_polar_82,Does 5 make a chain?,en,polar,-0.753,-1.1,0.0,0.333,0.4,1.946,0.0,-0.781,1,-1.001
en_polar_83,Should I be concerned?,en,polar,-0.253,-2.1,0.0,0.0,0.25,1.792,0.0,-0.781,1,-1.201
en_polar_84,Name of specific Hibachi restaurant in Chicago?,en,polar,-0.087,-0.1,0.0,0.0,0.714,2.197,0.0,-1.781,1,-0.842
en_polar_85,canon t2i stops working?,en,polar,-1.253,-1.1,1.0,0.167,1.0,1.792,3.932,0.219,1,0.007
en_polar_86,did anyone have this issue?,en,polar,-0.753,-1.1,0.0,0.333,0.4,1.946,0.0,-0.781,1,-1.001
en_polar_87,is it worthy to send in for warranty repair?,en,polar,-0.503,-0.1,1.0,0.5,0.556,2.398,3.932,0.219,1,0.403
en_polar_88,Cheapest airline ticket from Raleigh to Philippines?,en,polar,-0.42,-1.1,0.0,0.0,0.714,2.197,0.0,-1.781,1,-1.077
en_polar_89,I was thinking cichlids?,en,polar,-0.92,-2.1,0.0,0.333,0.5,1.792,0.0,-0.781,1,-1.216
en_polar_90,"I know saltwater is a possibility, can you give me a possible stocking option for that too?",en,polar,0.122,0.9,1.0,0.5,0.471,2.996,3.932,1.219,1,0.957
en_polar_91,Out of business?,en,polar,-0.753,-2.1,0.0,0.0,0.333,1.609,0.0,-1.781,1,-1.484
en_polar_92,Remember the old shoe sizing machines that was a form of radiation xray?,en,polar,0.247,0.9,1.0,0.167,0.615,2.708,4.215,1.219,1,0.945
en_polar_93,"Have they, however, actually weakened Israeli security?",en,polar,0.747,-1.1,0.0,0.667,0.714,2.398,0.0,-0.781,1,-0.542
en_polar_94,"In all this so-called controversy, has anyone considered that perhaps George Bush just wanted to fly jets?",en,polar,0.629,-0.1,2.0,0.458,0.611,3.091,4.215,2.219,1,1.307
en_polar_95,"For example, did you know that George Bush spent considerably more time in uniform than John Kerry?",en,polar,-0.191,1.9,1.0,0.5,0.647,2.996,3.932,0.219,1,0.933
en_polar_96,That he didn’t show up for duty in Alabama?,en,polar,0.08,-1.1,0.0,1.0,0.3,2.485,0.0,-0.781,1,-0.659
en_polar_97,That he missed a physical?,en,polar,-0.753,-1.1,0.0,0.5,0.4,1.946,0.0,-0.781,1,-0.971
en_polar_98,That his daddy got him in?,en,polar,-0.653,-1.1,0.0,0.667,0.5,2.079,0.0,-0.781,1,-0.883
en_polar_99,Did you know that?,en,polar,-0.92,-2.1,0.0,0.333,0.25,1.792,0.0,-0.781,1,-1.26
en_polar_100,Remember Luis Posada Carriles ?,en,polar,-0.92,-1.1,0.0,0.167,1.0,1.792,0.0,-0.781,1,-0.981
en_polar_101,But will Posada be given up?,en,polar,-0.053,-2.1,0.0,0.667,0.333,2.079,0.0,-0.781,1,-0.983
en_polar_102,Have you sent this to congress yet?,en,polar,-0.253,-1.1,0.0,0.667,0.429,2.197,0.0,-0.781,1,-0.804
en_polar_103,Maybe because they hint at a larger conspiracy/network of abusers/satanic underground?,en,polar,0.032,0.9,0.0,0.667,0.533,2.833,0.0,-0.781,1,-0.27
en_polar_104,"So we ""lost"" some weapon?",en,polar,-0.003,-1.1,0.0,0.5,0.6,2.197,0.0,-0.781,1,-0.759
en_polar_105,"They really are milking the incompetence angle though, aren't they?",en,polar,0.247,-1.1,0.0,0.833,0.455,2.639,0.0,-0.781,1,-0.604
en_polar_106,"Just another big Iraq whoopsie daisy, huh?",en,polar,0.58,-2.1,0.0,0.0,0.714,2.303,0.0,-1.781,1,-1.059
en_polar_107,The freaky thing here is that these bozos are seriously claiming the moral high ground ? ? ? ? ?,en,polar,0.604,-1.1,0.0,1.0,0.6,3.045,0.0,-0.781,1,-0.414
en_polar_108,"Do you really think GWB, and neocons in general are representative of true followers of Jesus of Nazareth?",en,polar,0.158,1.9,1.0,0.5,0.556,3.045,3.932,0.219,1,0.987
en_polar_109,Are the adherent of 'Crowleyan Thelema' and others of similar ilk appropriating or appropriating from the appropriators to redirect 'energy?',en,polar,1.115,0.9,1.0,0.389,0.55,3.258,3.932,1.219,1,1.173
en_polar_110,Does this reappropriation lead to or originate from the same place?,en,polar,-0.153,-1.1,0.0,0.5,0.455,2.565,0.0,0.219,1,-0.57
en_polar_111,Is the distinction accurate and valid?,en,polar,-0.653,-1.1,0.0,0.0,0.5,2.079,0.0,-0.781,1,-1.001
en_polar_112,Does the distinction actually exist?,en,polar,-0.253,-1.1,0.0,0.333,0.6,1.946,0.0,-0.781,1,-0.877
en_polar_113,Has anyone read the letter purportedly from Ahmadinejad to George Bush?,en,polar,-0.353,-0.1,0.0,0.333,0.545,2.565,0.0,-0.781,1,-0.619
en_polar_114,"For example, is the system of Crowleyan Thelema a failed alchemical process?",en,polar,1.474,-0.1,0.0,0.0,0.583,2.708,0.0,0.219,1,-0.147
en_polar_115,Or was it supposed to initially be a process of alchemical appropriation?,en,polar,0.201,-0.1,1.0,0.667,0.417,2.639,3.932,0.219,1,0.575
en_polar_116,"Similarly, is invoking ancient Egyptian gods and goddesses a reaffirmation of an oppressive and hierarchical system?",en,polar,1.48,0.9,1.0,0.167,0.625,2.944,3.932,0.219,1,0.98
en_polar_117,Shall we censor the works of poet Charles Baudelaire as well?,en,polar,-0.153,-0.1,0.0,0.5,0.636,2.565,0.0,-0.781,1,-0.538
en_polar_118,"Wouldn't you expect some of the religious leaders to do it themselves, or to talk their sons into doing it, if this is truly a supreme act of religious fervor?",en,polar,1.047,0.9,1.0,0.625,0.387,3.555,4.331,3.219,1,1.65
en_polar_119,Aren't they interested in the benefits of going to Heaven?,en,polar,-0.453,0.9,1.0,0.333,0.364,2.565,3.932,0.219,1,0.555
en_polar_120,Can a policeman open fire on someone trying to kill him?,en,polar,-0.753,0.9,2.0,0.333,0.455,2.565,4.215,1.219,1,0.921
en_polar_121,Can a government listen to phone conversations of terrorists and drug dealers?,en,polar,-0.435,0.9,0.0,0.333,0.583,2.639,0.0,-0.781,1,-0.437
en_polar_122,"Should there be death penalty, for deliberate multiple murders?",en,polar,-0.128,-0.1,0.0,0.333,0.667,2.485,0.0,-0.781,1,-0.572
en_polar_123,"Do you return fire, if you are attacked from a hospital?",en,polar,-0.053,-0.1,1.0,0.583,0.364,2.639,3.932,0.219,1,0.506
en_polar_124,Do you search every ambulance after a few suicide murderers use ambulances to reach their targets?,en,polar,0.013,0.9,2.0,0.5,0.562,2.89,4.215,1.219,1,1.162
en_polar_125,Do you strip every woman because one pretended to be pregnant and carried a suicide bomb on her belly?,en,polar,0.024,0.9,2.0,0.556,0.421,3.045,4.215,2.219,1,1.352
en_polar_126,"Do you shoot back at someone trying to kill you, standing deliberately behind a group of children?",en,polar,-0.378,1.9,1.5,0.333,0.471,2.996,4.331,2.219,1,1.351
en_polar_127,"Do you raid terrorist headquarters, hidden in a mental hospital?",en,polar,-0.253,0.9,1.0,0.25,0.6,2.565,3.932,0.219,1,0.617
en_polar_128,Is the solution a democratic Arab world?,en,polar,0.58,-1.1,0.0,0.0,0.571,2.197,0.0,-0.781,1,-0.75
en_polar_129,"In October 2001, did the FBI profilers know of the draft message Khalid Mohammed had on the seized laptop (from 1995) that was signed ""Khalid Sheik Bojinka""?",en,polar,0.631,0.9,1.0,0.375,0.556,3.526,4.215,2.219,1,1.36
en_polar_130,Have you had an opportunity to consider the invitation yet?,en,polar,-0.142,0.9,1.0,0.417,0.5,2.485,3.932,0.219,1,0.634
en_polar_131,Will you drive on that day?,en,polar,-0.453,-1.1,0.0,0.333,0.333,2.079,0.0,-0.781,1,-0.936
en_polar_132,"At some point, I'd like to talk about the diversification strategy in more detail -- perhaps over dinner or a quick meeting after the markets close?",en,polar,0.387,2.9,1.0,0.5,0.5,3.401,4.215,1.219,1,1.483
en_polar_133,are you going to the NYMEX candidate cocktail hour Tuesday?,en,polar,0.969,-0.1,0.0,0.5,0.6,2.485,0.0,-0.781,1,-0.36
en_polar_134,are you going to the NYMEX candidate cocktail hour Tuesday?,en,polar,0.969,-0.1,0.0,0.5,0.6,2.485,0.0,-0.781,1,-0.36
en_polar_135,Did you happen to sign your employment agreement?,en,polar,-0.539,-0.1,1.0,0.333,0.5,2.303,3.932,0.219,1,0.341
en_polar_136,Are we going to attend?,en,polar,-0.753,-1.1,1.0,0.25,0.4,1.946,3.932,0.219,1,0.031
en_polar_137,Do you concur?,en,polar,-0.753,-2.1,0.0,0.167,0.333,1.609,0.0,-0.781,1,-1.278
en_polar_138,"If possible, can you also give an indication of the rank - 1 through 5?",en,polar,-0.253,1.9,0.0,0.667,0.357,2.89,0.0,-0.781,1,-0.165
en_polar_139,Do you concur?,en,polar,-0.753,-2.1,0.0,0.167,0.333,1.609,0.0,-0.781,1,-1.278
en_polar_140,"If possible, can you also give an indication of the rank - 1 through 5?",en,polar,-0.253,1.9,0.0,0.667,0.357,2.89,0.0,-0.781,1,-0.165
en_polar_141,Is there 1 available?,en,polar,-0.92,-1.1,0.0,0.333,0.5,1.792,0.0,-0.781,1,-1.04
en_polar_142,"Do we intend to reference a particular manufacturer, or should this be more generic?",en,polar,0.747,-0.1,1.0,0.417,0.429,2.833,3.932,1.219,1,0.84
en_polar_143,"Do we expect to have ONE EPC contract, or several?",en,polar,-0.476,0.9,1.0,0.333,0.5,2.565,3.932,0.219,1,0.575
en_polar_144,"Do we intend to reference a particular manufacturer, or should this be more generic?",en,polar,0.747,-0.1,1.0,0.417,0.429,2.833,3.932,1.219,1,0.84
en_polar_145,"Do we expect to have ONE EPC contract, or several?",en,polar,-0.476,0.9,1.0,0.333,0.5,2.565,3.932,0.219,1,0.575
en_polar_146,Are we expecting that the portion attributable to each project will be paid as the individual EPC contracts are signed?,en,polar,1.01,1.9,2.0,0.5,0.45,3.091,4.215,1.219,1,1.53
en_polar_147,Is that Microwave that you gave Dan really expensive?,en,polar,0.622,-0.1,1.0,0.5,0.556,2.398,3.932,0.219,1,0.602
en_polar_148,Do I need to cross reference the deals in my model to the deals in the system or did you already do that?,en,polar,0.701,0.9,1.0,0.611,0.391,3.219,3.932,1.219,1,1.104
en_polar_149,Are you guys still looking for an analyst?,en,polar,-0.111,-1.1,0.0,0.5,0.5,2.303,0.0,-0.781,1,-0.777
en_polar_150,Should I send the resume to Dawn or you directly?,en,polar,-0.587,-0.1,0.0,0.5,0.4,2.485,0.0,-0.781,1,-0.67
en_polar_151,Have you any thoughts on draft or cover note ?,en,polar,0.247,1.9,0.0,0.333,0.556,2.398,0.0,-0.781,1,-0.188
en_polar_152,Does that work for you?,en,polar,-0.753,-1.1,0.0,0.333,0.2,1.946,0.0,-0.781,1,-1.036
en_polar_153,And do you want to do it on a Saturday or Sunday?,en,polar,-0.435,0.9,1.0,0.5,0.333,2.639,3.932,0.219,1,0.595
en_polar_154,Should we set a date now?,en,polar,-0.453,-1.1,0.0,0.5,0.5,2.079,0.0,-0.781,1,-0.877
en_polar_155,Am I turning into Mother?,en,polar,-0.753,-1.1,0.0,0.333,0.4,1.946,0.0,-0.781,1,-1.001
en_polar_156,Or is the letter from John an introduction to be included as a lead in to the article?,en,polar,0.335,0.9,1.0,0.5,0.389,2.996,3.932,0.219,1,0.804
en_polar_157,Does she have any interest in meeting one-on-one or is she just looking for a public hanging?,en,polar,0.524,1.9,1.0,0.5,0.368,3.135,3.932,1.219,1,1.211
en_polar_158,Can we get some help on the IBM issues?,en,polar,-0.253,-0.1,0.0,0.333,0.444,2.398,0.0,-0.781,1,-0.648
en_polar_159,it's did you watch your girl on tv last night?,en,polar,-0.053,-1.1,0.0,0.833,0.455,2.565,0.0,-0.781,1,-0.67
en_polar_160,"Did you do a deal with National Fuel Marketing purchasing 3,500 mmbtu on May 30th @2.975?",en,polar,0.122,0.9,1.0,0.417,0.529,2.944,3.932,0.219,1,0.767
en_polar_161,Can you give me the Sitara deal #?,en,polar,-0.111,-1.1,0.0,0.5,0.375,2.303,0.0,-0.781,1,-0.799
en_polar_162,"Did you do a deal with National Fuel Marketing purchasing 3,500 mmbtu on May 30th @2.975?",en,polar,0.122,0.9,1.0,0.417,0.529,2.944,3.932,0.219,1,0.767
en_polar_163,Can you give me the Sitara deal #?,en,polar,-0.111,-1.1,0.0,0.5,0.375,2.303,0.0,-0.781,1,-0.799
en_polar_164,"Nancy, can you please reconfirm with Mark the price for the gas at Bondad?",en,polar,0.131,-0.1,0.0,0.833,0.429,2.833,0.0,-0.781,1,-0.418
en_polar_165,Did she ever go to a real doctor?,en,polar,0.032,-1.1,0.0,0.5,0.5,2.303,0.0,-0.781,1,-0.752
en_polar_166,Did she make it?,en,polar,-0.92,-2.1,0.0,0.333,0.25,1.792,0.0,-0.781,1,-1.26
en_polar_167,Should we all get together and make a conference call to Dominion like we did before or should I just call Jeff Davis myself?,en,polar,0.529,0.9,0.0,0.667,0.458,3.258,0.0,1.219,1,0.232
en_polar_168,Can we get together Friday morning July 7 at 800 am at your office?,en,polar,0.67,-1.1,0.0,1.0,0.5,2.773,0.0,-0.781,1,-0.468
en_polar_169,Will you be in Houston on that day or we shall do it over the phone?,en,polar,0.213,-0.1,0.0,0.667,0.25,2.89,0.0,-0.781,1,-0.455
en_polar_170,"P.S. By the way, did you have a chance to take a look at the EOL?",en,polar,-0.12,1.9,1.0,0.5,0.438,2.944,3.932,0.219,1,0.899
en_polar_171,Is that ok with you?,en,polar,-0.753,-1.1,0.0,0.0,0.2,1.946,0.0,-0.781,1,-1.095
en_polar_172,Is this related to the problems he is having getting around (circulatory?)?,en,polar,0.201,1.9,1.5,0.25,0.5,2.833,4.615,1.219,1,1.289
en_polar_173,Are either of you familiar with this project?,en,polar,0.032,-0.1,0.0,0.0,0.25,2.303,0.0,-0.781,1,-0.708
en_polar_174,Under the leadership of Governor Bush and others we have made real progress in Education in Texas over the past decade.?,en,polar,0.347,0.9,0.0,0.833,0.524,3.135,0.0,-0.781,1,-0.134
en_polar_175,Would you please ck the Oglethorpe deal from July 2000 - Dec 2000?,en,polar,-0.253,-0.1,0.0,0.667,0.385,2.708,0.0,-0.781,1,-0.545
en_polar_176,Is there supposed to be a cashout booked in Sitara for these months?,en,polar,-0.42,1.9,1.0,0.333,0.462,2.708,4.215,1.219,1,1.006
en_polar_177,Can you help out?,en,polar,-0.92,-2.1,0.0,0.333,0.25,1.792,0.0,-0.781,1,-1.26
en_polar_178,Can you please review this additional language to the risk management policy ( or circulate to Jeff Hodge)?,en,polar,0.372,0.9,0.0,0.5,0.529,3.045,0.0,0.219,1,-0.027
en_polar_179,Are you in the office to initial signature pages today?,en,polar,0.08,-0.1,1.0,0.333,0.5,2.485,3.932,0.219,1,0.482
en_polar_180,"If not, is there someone else that will?",en,polar,-0.682,-0.1,0.0,0.5,0.25,2.398,0.0,-0.781,1,-0.729
en_polar_181,Can you please review this additional language to the risk management policy ( or circulate to Jeff Hodge)?,en,polar,0.372,0.9,0.0,0.5,0.529,3.045,0.0,0.219,1,-0.027
en_polar_182,Is the attached form the final final form?,en,polar,0.604,-1.1,0.0,0.0,0.625,2.303,0.0,0.219,1,-0.541
en_polar_183,Are you in the office to initial signature pages today?,en,polar,0.08,-0.1,1.0,0.333,0.5,2.485,3.932,0.219,1,0.482
en_polar_184,"If not, is there someone else that will?",en,polar,-0.682,-0.1,0.0,0.5,0.25,2.398,0.0,-0.781,1,-0.729
en_polar_185,Can you please review this additional language to the risk management policy ( or circulate to Jeff Hodge)?,en,polar,0.372,0.9,0.0,0.5,0.529,3.045,0.0,0.219,1,-0.027
en_polar_186,Does that work?,en,polar,-0.753,-2.1,0.0,0.167,0.333,1.609,0.0,-0.781,1,-1.278
en_polar_187,Are you coming for Xmas?,en,polar,-0.753,-1.1,0.0,0.333,0.4,1.946,0.0,-0.781,1,-1.001
