experiment_type,language,task,submetric,control_index,layer_index,metric,value
probe,ar,question_type,,2.0,10,accuracy,0.7142857142857143
probe,ar,question_type,,3.0,10,accuracy,0.7142857142857143
probe,ar,question_type,,,11,accuracy,0.6753246753246753
probe,ar,question_type,,1.0,11,accuracy,0.7142857142857143
probe,ar,question_type,,2.0,11,accuracy,0.7142857142857143
probe,ar,question_type,,3.0,11,accuracy,0.7142857142857143
probe,ar,question_type,,,12,accuracy,0.6233766233766234
probe,ar,question_type,,1.0,12,accuracy,0.7142857142857143
probe,ar,question_type,,2.0,12,accuracy,0.7142857142857143
probe,ar,question_type,,3.0,12,accuracy,0.7142857142857143
probe,ar,single_submetric,avg_links_len,,1,mse,0.0541920587420463
probe,ar,single_submetric,avg_max_depth,,1,mse,0.0327126942574977
probe,ar,single_submetric,avg_subordinate_chain_len,,1,mse,0.0736229494214057
probe,ar,single_submetric,avg_verb_edges,,1,mse,0.1025013029575347
probe,ar,single_submetric,lexical_density,,1,mse,0.0579299628734588
probe,ar,single_submetric,n_tokens,,1,mse,0.0423019863665103
probe,ar,single_submetric,avg_links_len,1.0,1,mse,0.0761985704302787
probe,ar,single_submetric,avg_max_depth,1.0,1,mse,0.062267780303955
probe,ar,single_submetric,avg_subordinate_chain_len,1.0,1,mse,0.0877946466207504
probe,ar,single_submetric,avg_verb_edges,1.0,1,mse,0.1285888850688934
probe,ar,single_submetric,lexical_density,1.0,1,mse,0.0643702521920204
probe,ar,single_submetric,n_tokens,1.0,1,mse,0.0893126875162124
probe,ar,single_submetric,avg_links_len,2.0,1,mse,0.0674925968050956
probe,ar,single_submetric,avg_max_depth,2.0,1,mse,0.0597459450364112
probe,ar,single_submetric,avg_subordinate_chain_len,2.0,1,mse,0.0858133286237716
probe,ar,single_submetric,avg_verb_edges,2.0,1,mse,0.1308779269456863
probe,ar,single_submetric,lexical_density,2.0,1,mse,0.06084556132555
probe,ar,single_submetric,n_tokens,2.0,1,mse,0.0850839763879776
probe,ar,single_submetric,avg_links_len,3.0,1,mse,0.0817702412605285
probe,ar,single_submetric,avg_max_depth,3.0,1,mse,0.0619643367826938
probe,ar,single_submetric,avg_subordinate_chain_len,3.0,1,mse,0.0794748067855835
probe,ar,single_submetric,avg_verb_edges,3.0,1,mse,0.138907253742218
probe,ar,single_submetric,lexical_density,3.0,1,mse,0.0662910044193267
probe,ar,single_submetric,n_tokens,3.0,1,mse,0.0909604653716087
probe,ar,single_submetric,avg_links_len,,2,mse,0.0596032403409481
probe,ar,single_submetric,avg_max_depth,,2,mse,0.0380634814500808
probe,ar,single_submetric,avg_subordinate_chain_len,,2,mse,0.0786594524979591
probe,ar,single_submetric,avg_verb_edges,,2,mse,0.1162541508674621
probe,ar,single_submetric,lexical_density,,2,mse,0.0576712191104888
probe,ar,single_submetric,n_tokens,,2,mse,0.0482051484286785
probe,ar,single_submetric,avg_links_len,1.0,2,mse,0.0847294330596923
probe,ar,single_submetric,avg_max_depth,1.0,2,mse,0.0607388466596603
probe,ar,single_submetric,avg_subordinate_chain_len,1.0,2,mse,0.091590330004692
probe,ar,single_submetric,avg_verb_edges,1.0,2,mse,0.1695972234010696
probe,ar,single_submetric,lexical_density,1.0,2,mse,0.0589568354189395
probe,ar,single_submetric,n_tokens,1.0,2,mse,0.089569590985775
probe,ar,single_submetric,avg_links_len,2.0,2,mse,0.0952202305197715
probe,ar,single_submetric,avg_max_depth,2.0,2,mse,0.0646615102887153
probe,ar,single_submetric,avg_subordinate_chain_len,2.0,2,mse,0.0890540182590484
probe,ar,single_submetric,avg_verb_edges,2.0,2,mse,0.1306285113096237
probe,ar,single_submetric,lexical_density,2.0,2,mse,0.0600314326584339
probe,ar,single_submetric,n_tokens,2.0,2,mse,0.0880113914608955
probe,ar,single_submetric,avg_links_len,3.0,2,mse,0.0856908708810806
probe,ar,single_submetric,avg_max_depth,3.0,2,mse,0.0657646805047988
probe,ar,single_submetric,avg_subordinate_chain_len,3.0,2,mse,0.0837446525692939
probe,ar,single_submetric,avg_verb_edges,3.0,2,mse,0.1513350307941436
probe,ar,single_submetric,lexical_density,3.0,2,mse,0.0614379532635211
probe,ar,single_submetric,n_tokens,3.0,2,mse,0.096978522837162
probe,ar,single_submetric,avg_links_len,,3,mse,0.058368232101202
probe,ar,single_submetric,avg_max_depth,,3,mse,0.035520065575838
probe,ar,single_submetric,avg_subordinate_chain_len,,3,mse,0.0795598626136779
probe,ar,single_submetric,avg_verb_edges,,3,mse,0.1182584762573242
probe,ar,single_submetric,lexical_density,,3,mse,0.0544430054724216
probe,ar,single_submetric,n_tokens,,3,mse,0.044227086007595
probe,ar,single_submetric,avg_links_len,1.0,3,mse,0.0709070935845375
probe,ar,single_submetric,avg_max_depth,1.0,3,mse,0.0621565468609333
probe,ar,single_submetric,avg_subordinate_chain_len,1.0,3,mse,0.0908965542912483
probe,ar,single_submetric,avg_verb_edges,1.0,3,mse,0.1773496568202972
probe,ar,single_submetric,lexical_density,1.0,3,mse,0.0591279566287994
probe,ar,single_submetric,n_tokens,1.0,3,mse,0.0893567502498626
probe,ar,single_submetric,avg_links_len,2.0,3,mse,0.0821133255958557
probe,ar,single_submetric,avg_max_depth,2.0,3,mse,0.0643256530165672
probe,ar,single_submetric,avg_subordinate_chain_len,2.0,3,mse,0.0958604738116264
probe,ar,single_submetric,avg_verb_edges,2.0,3,mse,0.1706425696611404
probe,ar,single_submetric,lexical_density,2.0,3,mse,0.0620820671319961
probe,ar,single_submetric,n_tokens,2.0,3,mse,0.0876324549317359
probe,ar,single_submetric,avg_links_len,3.0,3,mse,0.0895944386720657
probe,ar,single_submetric,avg_max_depth,3.0,3,mse,0.0588263235986232
probe,ar,single_submetric,avg_subordinate_chain_len,3.0,3,mse,0.0877288728952407
probe,ar,single_submetric,avg_verb_edges,3.0,3,mse,0.1448764353990554
probe,ar,single_submetric,lexical_density,3.0,3,mse,0.0608122274279594
probe,ar,single_submetric,n_tokens,3.0,3,mse,0.0876170545816421
probe,ar,single_submetric,avg_links_len,,4,mse,0.0556356646120548
probe,ar,single_submetric,avg_max_depth,,4,mse,0.0318708792328834
probe,ar,single_submetric,avg_subordinate_chain_len,,4,mse,0.0792729556560516
probe,ar,single_submetric,avg_verb_edges,,4,mse,0.1192727908492088
probe,ar,single_submetric,lexical_density,,4,mse,0.0602209530770778
probe,ar,single_submetric,n_tokens,,4,mse,0.0369752086699008
probe,ar,single_submetric,avg_links_len,1.0,4,mse,0.0733871310949325
probe,ar,single_submetric,avg_max_depth,1.0,4,mse,0.0617173053324222
probe,ar,single_submetric,avg_subordinate_chain_len,1.0,4,mse,0.0915888771414756
probe,ar,single_submetric,avg_verb_edges,1.0,4,mse,0.190032348036766
probe,ar,single_submetric,lexical_density,1.0,4,mse,0.0628078430891037
probe,ar,single_submetric,n_tokens,1.0,4,mse,0.0908752828836441
probe,ar,single_submetric,avg_links_len,2.0,4,mse,0.0816370695829391
probe,ar,single_submetric,avg_max_depth,2.0,4,mse,0.0642340332269668
probe,ar,single_submetric,avg_subordinate_chain_len,2.0,4,mse,0.0918438285589218
probe,ar,single_submetric,avg_verb_edges,2.0,4,mse,0.183138906955719
probe,ar,single_submetric,lexical_density,2.0,4,mse,0.064070425927639
probe,ar,single_submetric,n_tokens,2.0,4,mse,0.092911384999752
probe,ar,single_submetric,avg_links_len,3.0,4,mse,0.0805566683411598
probe,ar,single_submetric,avg_max_depth,3.0,4,mse,0.0605293549597263
probe,ar,single_submetric,avg_subordinate_chain_len,3.0,4,mse,0.088546521961689
probe,ar,single_submetric,avg_verb_edges,3.0,4,mse,0.1426043212413787
probe,ar,single_submetric,lexical_density,3.0,4,mse,0.0626056566834449
probe,ar,single_submetric,n_tokens,3.0,4,mse,0.0895877331495285
probe,ar,single_submetric,avg_links_len,,5,mse,0.0499861389398574
probe,ar,single_submetric,avg_max_depth,,5,mse,0.0314974449574947
probe,ar,single_submetric,avg_subordinate_chain_len,,5,mse,0.0715144947171211
probe,ar,single_submetric,avg_verb_edges,,5,mse,0.1048231497406959
probe,ar,single_submetric,lexical_density,,5,mse,0.0648190528154373
probe,ar,single_submetric,n_tokens,,5,mse,0.0388262346386909
probe,ar,single_submetric,avg_links_len,1.0,5,mse,0.0689113140106201
probe,ar,single_submetric,avg_max_depth,1.0,5,mse,0.055189911276102
probe,ar,single_submetric,avg_subordinate_chain_len,1.0,5,mse,0.0826488360762596
probe,ar,single_submetric,avg_verb_edges,1.0,5,mse,0.1544212698936462
probe,ar,single_submetric,lexical_density,1.0,5,mse,0.063254714012146
probe,ar,single_submetric,n_tokens,1.0,5,mse,0.0831127911806106
probe,ar,single_submetric,avg_links_len,2.0,5,mse,0.0863331109285354
probe,ar,single_submetric,avg_max_depth,2.0,5,mse,0.0570270419120788
probe,ar,single_submetric,avg_subordinate_chain_len,2.0,5,mse,0.086725153028965
probe,ar,single_submetric,avg_verb_edges,2.0,5,mse,0.1652336418628692
probe,ar,single_submetric,lexical_density,2.0,5,mse,0.0642383247613906
probe,ar,single_submetric,n_tokens,2.0,5,mse,0.0830890983343124
probe,ar,single_submetric,avg_links_len,3.0,5,mse,0.0754176899790763
probe,ar,single_submetric,avg_max_depth,3.0,5,mse,0.0557522289454937
probe,ar,single_submetric,avg_subordinate_chain_len,3.0,5,mse,0.0785181149840354
probe,ar,single_submetric,avg_verb_edges,3.0,5,mse,0.1323379725217819
probe,ar,single_submetric,lexical_density,3.0,5,mse,0.0630652382969856
probe,ar,single_submetric,n_tokens,3.0,5,mse,0.0821037143468856
probe,ar,single_submetric,avg_links_len,,6,mse,0.0451874695718288
probe,ar,single_submetric,avg_max_depth,,6,mse,0.027670407667756
probe,ar,single_submetric,avg_subordinate_chain_len,,6,mse,0.069061666727066
probe,ar,single_submetric,avg_verb_edges,,6,mse,0.108236014842987
probe,ar,single_submetric,lexical_density,,6,mse,0.0642499700188636
probe,ar,single_submetric,n_tokens,,6,mse,0.0402470976114273
probe,ar,single_submetric,avg_links_len,1.0,6,mse,0.0709168091416359
probe,ar,single_submetric,avg_max_depth,1.0,6,mse,0.0522865504026412
probe,ar,single_submetric,avg_subordinate_chain_len,1.0,6,mse,0.0802878141403198
probe,ar,single_submetric,avg_verb_edges,1.0,6,mse,0.1627749055624008
probe,ar,single_submetric,lexical_density,1.0,6,mse,0.0622084401547908
probe,ar,single_submetric,n_tokens,1.0,6,mse,0.0792363360524177
probe,ar,single_submetric,avg_links_len,2.0,6,mse,0.084895484149456
probe,ar,single_submetric,avg_max_depth,2.0,6,mse,0.0527478754520416
probe,ar,single_submetric,avg_subordinate_chain_len,2.0,6,mse,0.0792012363672256
probe,ar,single_submetric,avg_verb_edges,2.0,6,mse,0.1579452455043792
probe,ar,single_submetric,lexical_density,2.0,6,mse,0.0637664124369621
probe,ar,single_submetric,n_tokens,2.0,6,mse,0.0779338926076889
probe,ar,single_submetric,avg_links_len,3.0,6,mse,0.0767303258180618
probe,ar,single_submetric,avg_max_depth,3.0,6,mse,0.0547049641609191
probe,ar,single_submetric,avg_subordinate_chain_len,3.0,6,mse,0.0755221098661422
probe,ar,single_submetric,avg_verb_edges,3.0,6,mse,0.1327448636293411
probe,ar,single_submetric,lexical_density,3.0,6,mse,0.0631138607859611
probe,ar,single_submetric,n_tokens,3.0,6,mse,0.0825388878583908
probe,ar,single_submetric,avg_links_len,,7,mse,0.0497259311378002
probe,ar,single_submetric,avg_max_depth,,7,mse,0.034372866153717
probe,ar,single_submetric,avg_subordinate_chain_len,,7,mse,0.071516640484333
probe,ar,single_submetric,avg_verb_edges,,7,mse,0.140143021941185
probe,ar,single_submetric,lexical_density,,7,mse,0.0569449514150619
probe,ar,single_submetric,n_tokens,,7,mse,0.0479598566889762
probe,ar,single_submetric,avg_links_len,1.0,7,mse,0.071859672665596
probe,ar,single_submetric,avg_max_depth,1.0,7,mse,0.0527733713388443
probe,ar,single_submetric,avg_subordinate_chain_len,1.0,7,mse,0.079003244638443
probe,ar,single_submetric,avg_verb_edges,1.0,7,mse,0.1482687294483184
probe,ar,single_submetric,lexical_density,1.0,7,mse,0.0615094974637031
probe,ar,single_submetric,n_tokens,1.0,7,mse,0.0766089335083961
probe,ar,single_submetric,avg_links_len,2.0,7,mse,0.0731874406337738
probe,ar,single_submetric,avg_max_depth,2.0,7,mse,0.0550028271973133
probe,ar,single_submetric,avg_subordinate_chain_len,2.0,7,mse,0.0803714990615844
probe,ar,single_submetric,avg_verb_edges,2.0,7,mse,0.1470553427934646
probe,ar,single_submetric,lexical_density,2.0,7,mse,0.0601051189005374
probe,ar,single_submetric,n_tokens,2.0,7,mse,0.0789177566766738
probe,ar,single_submetric,avg_links_len,3.0,7,mse,0.0747314170002937
probe,ar,single_submetric,avg_max_depth,3.0,7,mse,0.0534023195505142
probe,ar,single_submetric,avg_subordinate_chain_len,3.0,7,mse,0.0745848417282104
probe,ar,single_submetric,avg_verb_edges,3.0,7,mse,0.1294136792421341
probe,ar,single_submetric,lexical_density,3.0,7,mse,0.0592479966580867
probe,ar,single_submetric,n_tokens,3.0,7,mse,0.0799048766493797
probe,ar,single_submetric,avg_links_len,,8,mse,0.0491503216326236
probe,ar,single_submetric,avg_max_depth,,8,mse,0.0326920375227928
probe,ar,single_submetric,avg_subordinate_chain_len,,8,mse,0.0733271539211273
probe,ar,single_submetric,avg_verb_edges,,8,mse,0.1071120426058769
probe,ar,single_submetric,lexical_density,,8,mse,0.0610712021589279
probe,ar,single_submetric,n_tokens,,8,mse,0.0420018248260021
probe,ar,single_submetric,avg_links_len,1.0,8,mse,0.068635456264019
probe,ar,single_submetric,avg_max_depth,1.0,8,mse,0.0661443471908569
probe,ar,single_submetric,avg_subordinate_chain_len,1.0,8,mse,0.0802409276366233
probe,ar,single_submetric,avg_verb_edges,1.0,8,mse,0.1726746410131454
probe,ar,single_submetric,lexical_density,1.0,8,mse,0.0603275410830974
probe,ar,single_submetric,n_tokens,1.0,8,mse,0.0773990303277969
probe,ar,single_submetric,avg_links_len,2.0,8,mse,0.0719664841890335
probe,ar,single_submetric,avg_max_depth,2.0,8,mse,0.055695965886116
probe,ar,single_submetric,avg_subordinate_chain_len,2.0,8,mse,0.0844248905777931
probe,ar,single_submetric,avg_verb_edges,2.0,8,mse,0.155815377831459
probe,ar,single_submetric,lexical_density,2.0,8,mse,0.0617585740983486
probe,ar,single_submetric,n_tokens,2.0,8,mse,0.0791971981525421
probe,ar,single_submetric,avg_links_len,3.0,8,mse,0.0751376450061798
probe,ar,single_submetric,avg_max_depth,3.0,8,mse,0.0529868192970752
probe,ar,single_submetric,avg_subordinate_chain_len,3.0,8,mse,0.0761752426624298
probe,ar,single_submetric,avg_verb_edges,3.0,8,mse,0.133184865117073
probe,ar,single_submetric,lexical_density,3.0,8,mse,0.0673765391111373
probe,ar,single_submetric,n_tokens,3.0,8,mse,0.0781236886978149
probe,ar,single_submetric,avg_links_len,,9,mse,0.0542670227587223
probe,ar,single_submetric,avg_max_depth,,9,mse,0.0390464551746845
probe,ar,single_submetric,avg_subordinate_chain_len,,9,mse,0.074073925614357
probe,ar,single_submetric,avg_verb_edges,,9,mse,0.1125178486108779
probe,ar,single_submetric,lexical_density,,9,mse,0.0569748431444168
probe,ar,single_submetric,n_tokens,,9,mse,0.049804713577032
probe,ar,single_submetric,avg_links_len,1.0,9,mse,0.0727153941988945
probe,ar,single_submetric,avg_max_depth,1.0,9,mse,0.0541795566678047
probe,ar,single_submetric,avg_subordinate_chain_len,1.0,9,mse,0.080799400806427
probe,ar,single_submetric,avg_verb_edges,1.0,9,mse,0.1719114929437637
probe,ar,single_submetric,lexical_density,1.0,9,mse,0.0570273958146572
probe,ar,single_submetric,n_tokens,1.0,9,mse,0.0796196907758712
probe,ar,single_submetric,avg_links_len,2.0,9,mse,0.0733371376991272
probe,ar,single_submetric,avg_max_depth,2.0,9,mse,0.0600262507796287
probe,ar,single_submetric,avg_subordinate_chain_len,2.0,9,mse,0.0899801105260849
probe,ar,single_submetric,avg_verb_edges,2.0,9,mse,0.1667427867650985
probe,ar,single_submetric,lexical_density,2.0,9,mse,0.0593048147857189
probe,ar,single_submetric,n_tokens,2.0,9,mse,0.0813768655061721
probe,ar,single_submetric,avg_links_len,3.0,9,mse,0.0777858719229698
probe,ar,single_submetric,avg_max_depth,3.0,9,mse,0.0546192824840545
probe,ar,single_submetric,avg_subordinate_chain_len,3.0,9,mse,0.0761525630950927
probe,ar,single_submetric,avg_verb_edges,3.0,9,mse,0.1348297297954559
probe,ar,single_submetric,lexical_density,3.0,9,mse,0.0609521195292472
probe,ar,single_submetric,n_tokens,3.0,9,mse,0.0808086618781089
probe,ar,single_submetric,avg_links_len,,10,mse,0.0550507940351963
probe,ar,single_submetric,avg_max_depth,,10,mse,0.0369412451982498
probe,ar,single_submetric,avg_subordinate_chain_len,,10,mse,0.0745473429560661
probe,ar,single_submetric,avg_verb_edges,,10,mse,0.1084993034601211
probe,ar,single_submetric,lexical_density,,10,mse,0.0602357313036918
probe,ar,single_submetric,n_tokens,,10,mse,0.0518261343240737
probe,ar,single_submetric,avg_links_len,1.0,10,mse,0.1125748008489608
probe,ar,single_submetric,avg_max_depth,1.0,10,mse,0.0578013099730014
probe,ar,single_submetric,avg_subordinate_chain_len,1.0,10,mse,0.0840248391032219
probe,ar,single_submetric,avg_verb_edges,1.0,10,mse,0.164986714720726
probe,ar,single_submetric,lexical_density,1.0,10,mse,0.0605167113244533
probe,ar,single_submetric,n_tokens,1.0,10,mse,0.0826702639460563
probe,ar,single_submetric,avg_links_len,2.0,10,mse,0.0960224866867065
probe,ar,single_submetric,avg_max_depth,2.0,10,mse,0.0587079860270023
probe,ar,single_submetric,avg_subordinate_chain_len,2.0,10,mse,0.0919146165251731
probe,ar,single_submetric,avg_verb_edges,2.0,10,mse,0.1584101915359497
probe,ar,single_submetric,lexical_density,2.0,10,mse,0.061324268579483
probe,ar,single_submetric,n_tokens,2.0,10,mse,0.0810566395521164
probe,ar,single_submetric,avg_links_len,3.0,10,mse,0.0799150839447975
probe,ar,single_submetric,avg_max_depth,3.0,10,mse,0.0570830926299095
probe,ar,single_submetric,avg_subordinate_chain_len,3.0,10,mse,0.0783716142177581
probe,ar,single_submetric,avg_verb_edges,3.0,10,mse,0.1380356848239898
probe,ar,single_submetric,lexical_density,3.0,10,mse,0.061917707324028
probe,ar,single_submetric,n_tokens,3.0,10,mse,0.0836542025208473
probe,ar,single_submetric,avg_links_len,,11,mse,0.0566312372684478
probe,ar,single_submetric,avg_max_depth,,11,mse,0.0391818471252918
probe,ar,single_submetric,avg_subordinate_chain_len,,11,mse,0.0799664482474327
probe,ar,single_submetric,avg_verb_edges,,11,mse,0.108644351363182
probe,ar,single_submetric,lexical_density,,11,mse,0.0598114505410194
probe,ar,single_submetric,n_tokens,,11,mse,0.0548338703811168
probe,ar,single_submetric,avg_links_len,1.0,11,mse,0.1056533306837081
probe,ar,single_submetric,avg_max_depth,1.0,11,mse,0.0577236264944076
probe,ar,single_submetric,avg_subordinate_chain_len,1.0,11,mse,0.0884693562984466
probe,ar,single_submetric,avg_verb_edges,1.0,11,mse,0.1600675731897354
probe,ar,single_submetric,lexical_density,1.0,11,mse,0.0608739033341407
probe,ar,single_submetric,n_tokens,1.0,11,mse,0.1058039218187332
probe,ar,single_submetric,avg_links_len,2.0,11,mse,0.0748134925961494
probe,ar,single_submetric,avg_max_depth,2.0,11,mse,0.0744951665401458
probe,ar,single_submetric,avg_subordinate_chain_len,2.0,11,mse,0.098535917699337
probe,ar,single_submetric,avg_verb_edges,2.0,11,mse,0.1577803045511245
probe,ar,single_submetric,lexical_density,2.0,11,mse,0.0617320500314235
probe,ar,single_submetric,n_tokens,2.0,11,mse,0.1027958542108535
probe,ar,single_submetric,avg_links_len,3.0,11,mse,0.083176665008068
probe,ar,single_submetric,avg_max_depth,3.0,11,mse,0.0579280219972133
probe,ar,single_submetric,avg_subordinate_chain_len,3.0,11,mse,0.082336701452732
probe,ar,single_submetric,avg_verb_edges,3.0,11,mse,0.1434658914804458
probe,ar,single_submetric,lexical_density,3.0,11,mse,0.061648666858673
probe,ar,single_submetric,n_tokens,3.0,11,mse,0.1061940118670463
probe,ar,single_submetric,avg_links_len,,12,mse,0.0725904628634452
probe,ar,single_submetric,avg_max_depth,,12,mse,0.0533448942005634
probe,ar,single_submetric,avg_subordinate_chain_len,,12,mse,0.0796591192483902
probe,ar,single_submetric,avg_verb_edges,,12,mse,0.1112304404377937
probe,ar,single_submetric,lexical_density,,12,mse,0.0570369139313697
probe,ar,single_submetric,n_tokens,,12,mse,0.0787296742200851
probe,ar,single_submetric,avg_links_len,1.0,12,mse,0.0662187412381172
probe,ar,single_submetric,avg_max_depth,1.0,12,mse,0.0570848956704139
probe,ar,single_submetric,avg_subordinate_chain_len,1.0,12,mse,0.0780240818858146
probe,ar,single_submetric,avg_verb_edges,1.0,12,mse,0.1173800677061081
probe,ar,single_submetric,lexical_density,1.0,12,mse,0.0609857030212879
probe,ar,single_submetric,n_tokens,1.0,12,mse,0.0784043595194816
probe,ar,single_submetric,avg_links_len,2.0,12,mse,0.0661800801753997
probe,ar,single_submetric,avg_max_depth,2.0,12,mse,0.0541459992527961
probe,ar,single_submetric,avg_subordinate_chain_len,2.0,12,mse,0.0812388360500335
probe,ar,single_submetric,avg_verb_edges,2.0,12,mse,0.1144650727510452
probe,ar,single_submetric,lexical_density,2.0,12,mse,0.059589460492134
probe,ar,single_submetric,n_tokens,2.0,12,mse,0.0810004323720932
probe,ar,single_submetric,avg_links_len,3.0,12,mse,0.0598529651761055
probe,ar,single_submetric,avg_max_depth,3.0,12,mse,0.0569984950125217
probe,ar,single_submetric,avg_subordinate_chain_len,3.0,12,mse,0.0710563138127327
probe,ar,single_submetric,avg_verb_edges,3.0,12,mse,0.1254734843969345
probe,ar,single_submetric,lexical_density,3.0,12,mse,0.0600000470876693
probe,ar,single_submetric,n_tokens,3.0,12,mse,0.0796723961830139
probe,en,complexity,,,1,mse,0.0165211483836174
probe,en,complexity,,1.0,1,mse,0.0482194758951664
probe,en,complexity,,2.0,1,mse,0.0454748645424842
probe,en,complexity,,3.0,1,mse,0.0506571047008037
probe,en,complexity,,,2,mse,0.0181737840175628
probe,en,complexity,,1.0,2,mse,0.0435684546828269
probe,en,complexity,,2.0,2,mse,0.0500831417739391
probe,en,complexity,,3.0,2,mse,0.0472507514059543
probe,en,complexity,,,3,mse,0.0223008263856172
probe,en,complexity,,1.0,3,mse,0.0492553636431694
probe,en,complexity,,2.0,3,mse,0.0514286532998085
probe,en,complexity,,3.0,3,mse,0.0477596931159496
probe,en,complexity,,,4,mse,0.0203608497977256
probe,en,complexity,,1.0,4,mse,0.047077938914299
