unique_id,text,language,avg_max_depth,avg_subordinate_chain_len,avg_verb_edges,lexical_density,n_tokens,question_type,complexity_score
en_content_132,Which do you prefer?,en,-2.199,0.0,0.333,0.25,1.792,0,0.176
en_polar_271,Is there anyone else in EGM that could participate?,en,-0.034,1.0,0.25,0.444,2.398,1,4.058
en_polar_582,Was the iPhone the first Smart Phone?,en,-1.034,0.0,0.0,0.571,2.197,1,1.734
en_polar_159,it's did you watch your girl on tv last night?,en,-1.034,0.0,0.833,0.455,2.565,1,2.819
en_polar_310,Anyone know a release date?,en,-1.034,0.0,0.333,0.6,1.946,1,1.845
en_polar_503,would You like going for *coffee* with him?,en,-0.034,1.0,0.333,0.375,2.485,1,4.159
en_polar_33,Could you run those additional post-id's?,en,-1.034,0.0,0.333,0.571,2.303,1,2.173
en_content_282,and why is the one a better pet?,en,-1.199,0.0,0.0,0.5,2.303,0,1.604
en_polar_389,my Tom cat will not eat meat just the juice in the can.?,en,-0.034,0.0,0.667,0.538,2.708,1,3.879
en_content_59,Which airlines should I look into and when should I buy my ticket?,en,-0.199,0.0,0.583,0.385,2.708,0,3.477
en_content_18,how much does it cost to join world resorts international?,en,-0.199,1.0,0.417,0.7,2.485,0,4.403
en_polar_80,you live in NZ and you eat McDonalds ice cream?,en,0.966,0.0,0.5,0.545,2.565,1,4.576
en_polar_560,PS- Were you having phone system problems this morning?,en,-0.034,0.0,0.667,0.667,2.485,1,3.785
en_polar_393,NOOK Color or NOOK Tablet?,en,-1.034,0.0,0.0,0.8,1.946,1,1.712
en_content_292,Does your budget limit you to how long you can stay in each place?,en,-0.199,1.0,0.583,0.429,2.773,0,4.586
en_polar_261,Are you selling burgers up and down the east coast?,en,0.966,0.0,0.5,0.4,2.485,1,4.351
en_polar_245,Can we have a meeting this week (maybe Thursday at 3:30) to discuss this?,en,1.966,1.0,0.333,0.429,2.89,1,6.618
en_content_273,"If they ask how much I'm willing to pay, what is a good price range?",en,1.801,3.0,0.417,0.5,2.944,0,8.662
en_polar_589,air asia flight attendant?,en,-1.034,0.0,0.0,1.0,1.792,1,1.758
en_polar_366,Travelers guide - For the young and unknowledgeable?,en,-0.034,0.0,0.0,0.5,2.398,1,2.864
en_content_176,"How can I say such an abomination, ask you?",en,-0.199,1.0,0.417,0.444,2.485,0,4.147
en_content_30,So does anyone know what the difference is?,en,-0.199,1.0,0.5,0.375,2.303,0,3.979
en_polar_612,Want a great burger?,en,-1.034,0.0,0.167,0.75,1.792,1,1.675
en_content_171,"Where is the ""simple"" explanation of the transportation piece?",en,-0.199,0.0,0.0,0.556,2.565,0,2.922
en_content_74,So why even credit their claims?,en,-1.199,0.0,0.667,0.833,2.079,0,2.38
en_polar_601,they will talk to me if i am mexican?,en,-1.034,1.0,0.5,0.222,2.398,1,3.086
en_polar_77,need help finding irish music?,en,0.966,1.0,0.167,1.0,1.946,1,5.079
en_polar_364,"Canadian student visa, can I used for other schools?",en,-0.034,0.0,0.333,0.667,2.485,1,3.451
en_polar_334,Would you recommend living in Limerick as a student?,en,-0.034,1.0,0.333,0.444,2.398,1,4.141
en_content_258,Where in the world is Iguazu?,en,-1.199,0.0,0.0,0.5,2.079,0,1.38
en_content_92,Who has the 2000 tax return file for 969?,en,-0.199,0.0,0.333,0.444,2.398,0,2.976
en_content_107,the deal number is 814014-why can't you see this?,en,-1.199,0.0,0.667,0.364,2.639,0,2.471
en_content_106,Are whole offices (eg Tokyo) unreachable or is it only those who have home offices?,en,0.801,1.0,0.333,0.6,2.944,0,5.678
en_polar_454,"a degu, a rat, a mouse, a hamster or a guinea pig?",en,-1.034,0.0,0.0,0.5,2.833,1,2.299
