unique_id,text,language,avg_links_len,avg_subordinate_chain_len,avg_verb_edges,lexical_density,n_tokens,question_type,complexity_score
english_polar_506,Does Sir Michael Thomas Somare have kids?,en,0.98,0.0,0.6,0.857,2.197,1,4.634
english_polar_620,Was Camminetz injured during World War I?,en,-0.353,0.0,0.6,0.571,2.197,1,3.015
english_polar_1066,Did François Lay ever sing the role of Figaro in the Marriage of Figaro?,en,0.134,0.0,0.8,0.571,2.773,1,4.278
english_content_3064,What was the brontosaurs' name in The Land Before Time?,en,0.552,0.0,0.0,0.364,2.565,0,3.481
english_content_8334,What is the most common form of respiratory disease in humans?,en,0.152,0.0,0.0,0.545,2.565,0,3.262
english_polar_582,Is education in China free?,en,0.48,0.0,0.0,0.6,1.946,1,3.026
english_content_7649,How many volcanoes are in Canada?,en,-0.548,0.0,0.0,0.667,2.079,0,2.198
english_content_3356,When was the Tokyo Dome built?,en,0.452,0.0,0.5,0.667,2.079,0,3.698
english_polar_519,Is Hungarian similar to Romanian?,en,-0.52,0.0,0.0,0.6,1.946,1,2.026
english_polar_250,Did more people died in ww1 or ww2?,en,-0.449,0.0,0.4,0.5,2.303,1,2.754
english_polar_325,Are there any upcoming action role-playing games?,en,1.837,0.0,0.4,0.75,2.398,1,5.385
english_polar_931,Was Operation Hush successful?,en,-0.353,0.0,0.0,0.75,1.792,1,2.189
english_polar_821,Do the aborigines have reservations?,en,-0.52,0.0,0.4,0.6,1.946,1,2.426
english_polar_139,Are PET scans dangerous?,en,-0.353,0.0,0.0,0.75,1.792,1,2.189
english_content_1191,What causes muscle spasms?,en,-0.815,0.0,0.333,0.75,1.792,0,2.06
english_content_596,How did Philip Melanchthon die?,en,0.352,0.0,0.333,0.8,1.946,0,3.431
english_content_6288,Who was the lead male character in American Pie?,en,0.102,0.0,0.0,0.556,2.398,0,3.056
english_polar_518,Did Jews build the pyramids?,en,-0.52,0.0,0.4,0.6,1.946,1,2.426
english_polar_76,Is Egyptian Arabic the most commonly spoken language in Egypt?,en,0.535,0.0,0.2,0.7,2.485,1,3.92
english_content_6682,How old is Amanda Billing?,en,-0.898,0.0,0.0,0.8,1.946,0,1.848
english_content_1142,How long is the nose of a sawfish?,en,-0.434,0.0,0.0,0.5,2.303,0,2.369
english_polar_333,Is everything an object in Ruby?,en,-0.22,0.0,0.0,0.333,2.079,1,2.192
english_polar_165,Is mumps a kind of measles?,en,-0.22,0.0,0.0,0.5,2.079,1,2.359
english_content_3339,How many races are in the Formula 1 season?,en,0.727,0.0,0.0,0.556,2.398,0,3.681
english_polar_259,Is Margaret Claire Hoover related to president Hoover?,en,-0.02,0.0,0.0,0.75,2.303,1,3.033
english_content_5206,Who owns the Atlantic Recording Corporation?,en,0.052,0.0,0.333,0.667,2.079,0,3.131
english_content_133,What are the top three spoken languages in India?,en,0.352,0.0,0.0,0.444,2.398,0,3.194
english_content_2358,How can Prince Henry become a King?,en,-0.148,0.0,0.5,0.714,2.197,0,3.263
english_polar_159,Does Stephen King have a degree?,en,-0.22,0.0,0.4,0.667,2.079,1,2.926
english_polar_747,Are there any living descendants of Napoleon Bonaparte?,en,-0.306,0.0,0.2,0.625,2.303,1,2.822
english_content_7454,In what episode of Home and Away did the character Ruby Buckton first appear?,en,0.467,0.0,0.5,0.571,2.773,0,4.311
english_polar_44,Is Master Chief in Halo Wars?,en,0.38,0.0,0.0,0.667,2.079,1,3.126
english_polar_705,Is Terror management theory accurate?,en,-0.27,0.0,0.0,0.8,1.946,1,2.476
english_polar_413,Are primary care visits covered by insurance?,en,-0.353,0.0,0.6,0.714,2.197,1,3.158
english_content_2090,What is Nick Adams doing now?,en,0.052,0.0,0.5,0.667,2.079,0,3.298
english_content_6330,What is the most studied major in college in the USA?,en,0.052,0.0,0.167,0.455,2.565,0,3.239
english_polar_847,Can you boat down the River Idle?,en,0.147,0.0,0.6,0.429,2.197,1,3.373
english_content_4746,How many games are played in the NFL finals?,en,-0.273,0.0,0.5,0.667,2.398,0,3.292
english_polar_455,Do eddie's only occur in fresh water?,en,0.123,0.0,0.6,0.625,2.303,1,3.651
english_polar_256,Can all Grasshoppers fly?,en,-0.353,0.0,0.2,0.5,1.792,1,2.139
english_polar_1086,Is Hungarian a romance language?,en,0.48,0.0,0.0,0.6,1.946,1,3.026
english_polar_749,Has anyone died in The Winter Palace?,en,0.147,0.0,0.4,0.429,2.197,1,3.173
english_content_7876,How sensitive are continuous particulate air monitors?,en,0.019,0.0,0.0,0.857,2.197,0,3.073
english_content_7176,How many manga chapters did Mobile Fighter G Gundam have?,en,0.074,0.0,0.333,0.9,2.485,0,3.792
english_polar_689,Are bananas a Genetically Modified Organism?,en,0.78,0.0,0.2,0.667,2.079,1,3.726
english_polar_708,Does Norfolk County in Ontario border the U.S.?,en,0.123,0.0,0.4,0.625,2.303,1,3.451
english_content_2220,Which is the oldest language in India?,en,-0.315,0.0,0.0,0.429,2.197,0,2.311
english_polar_566,Can you shoot a gun without a license in USA?,en,0.424,0.0,0.8,0.4,2.485,1,4.109
english_content_5767,What was the first storm in the 2006 Pacific typhoon season?,en,0.652,0.0,0.0,0.455,2.565,0,3.672
english_polar_768,Can cats control their purr?,en,-0.52,0.0,0.4,0.6,1.946,1,2.426
english_content_2929,Who was the last king of Babylon?,en,-0.315,0.0,0.0,0.429,2.197,0,2.311
english_content_7595,What is the oldest football club in Germany?,en,-0.005,0.0,0.0,0.5,2.303,0,2.798
english_content_8411,Who has claims on stolen art works?,en,-0.148,0.0,0.167,0.714,2.197,0,2.93
english_content_250,Who was the final boss of .hack//G.U.?,en,-0.148,0.0,0.0,0.5,2.303,0,2.655
english_polar_662,Do you need a doctorate to be a psychologist?,en,-0.02,1.0,0.4,0.333,2.398,1,4.111
english_polar_209,Does the size of the hook matter in crochet?,en,0.48,0.0,0.4,0.444,2.398,1,3.722
english_content_6119,How many hurricanes were there in the Pacific hurricane season of 2000?,en,-0.148,0.0,0.0,0.5,2.639,0,2.991
english_polar_505,Is match fixing illegal?,en,-0.353,0.0,0.0,0.75,1.792,1,2.189
english_content_1867,What was the first feature film using computer animation?,en,-0.148,1.0,0.167,0.667,2.398,0,4.084
english_polar_1075,Do zebra finches have stripes?,en,-0.52,0.0,0.4,0.8,1.946,1,2.626
english_polar_837,Are footballs really made of pig skin?,en,-0.02,0.0,0.8,0.714,2.197,1,3.691
english_content_7695,How long does a school year last in Germany?,en,-0.023,0.0,0.5,0.667,2.398,0,3.542
english_content_2865,Where did Alan L. Hart attend college?,en,1.185,0.0,0.5,0.857,2.303,0,4.845
english_polar_166,Can you cut a nerve fiber?,en,-0.22,0.0,0.4,0.5,2.079,1,2.759
english_content_2565,How did Mahlon Loomis die?,en,0.352,0.0,0.333,0.8,1.946,0,3.431
english_content_3223,When was the US Center for Disease Control founded?,en,1.352,0.0,0.5,0.667,2.398,0,4.917
english_content_2483,How much does Blizzard Entertainment make a year?,en,-0.291,0.0,0.5,0.75,2.303,0,3.262
english_content_2450,How many victims of human trafficking were reported in 2017 in Argentina?,en,-0.148,0.0,0.667,0.583,2.639,0,3.741
english_polar_223,Is percutaneous coronary intervention safe?,en,-0.02,0.0,0.0,0.8,1.946,1,2.726
english_content_5031,How many churches use the Byzantine Octoechos system?,en,-0.434,0.0,0.333,0.875,2.303,0,3.077
english_polar_474,Do Eurasian eagle-owl make good pets?,en,0.313,0.0,0.4,0.857,2.303,1,3.873
english_polar_1183,Did Thomas Müntzer know Martin Luther personally?,en,-0.187,0.0,0.6,0.857,2.197,1,3.467
english_content_3752,What can we do with tyrosine kinase?,en,-0.148,0.0,0.5,0.429,2.197,0,2.978
english_content_7925,How long is the Chevy El Camino?,en,-0.648,0.0,0.0,0.714,2.197,0,2.263
english_polar_54,Are blood clotting disorders hereditary?,en,-0.27,0.0,0.0,0.8,1.946,1,2.476
english_polar_924,Is a Bachelor's in English considered a degree in liberal arts?,en,0.08,0.0,0.6,0.545,2.565,1,3.79
english_content_2255,How long did the Scottish Reformation last?,en,0.185,0.0,0.333,0.714,2.197,0,3.429
english_content_1830,Who established the Jehovah's Witnesses?,en,-0.348,0.0,0.333,0.5,2.079,0,2.564
english_content_7215,When was Turner Field demolished?,en,0.102,0.0,0.5,0.8,1.946,0,3.348
english_content_5192,How important is Vitamin E?,en,-0.648,0.0,0.0,0.8,1.946,0,2.098
english_content_912,Who is head writer for the British soap opera Emmerdale?,en,0.296,0.0,0.0,0.6,2.485,0,3.381
english_polar_595,Is Legend of Zelda an RPG?,en,0.58,0.0,0.0,0.5,2.079,1,3.159
english_polar_552,Is Hepatitis contagious?,en,-0.52,0.0,0.0,0.667,1.609,1,1.756
english_content_7580,When was idiopathic hypersomnia first diagnosed?,en,0.452,0.0,0.667,0.833,2.079,0,4.031
english_content_2857,Who was King Louis-Phillipe's wife?,en,1.352,0.0,0.0,0.571,2.303,0,4.226
english_polar_145,Did Carthage really have elephants in their army?,en,-0.02,0.0,0.8,0.625,2.303,1,3.708
english_content_7579,Who used to own the British Virgin Islands?,en,-0.148,1.0,0.333,0.625,2.303,0,4.113
english_polar_575,Can a Puerto Rican run for president?,en,-0.187,0.0,0.4,0.571,2.197,1,2.981
english_polar_488,Is China going through a boom?,en,-0.22,0.0,0.4,0.5,2.079,1,2.759
english_polar_560,Are red wolves endangered?,en,-0.353,0.0,0.0,0.75,1.792,1,2.189
english_content_6968,Who identified force in physics?,en,-0.648,0.0,0.5,0.6,1.946,0,2.398
english_content_398,How old was King Victor Emmanuel II?,en,-0.648,0.0,0.0,0.714,2.197,0,2.263
english_polar_302,Was Sister Act a musical comedy?,en,0.38,0.0,0.0,0.667,2.079,1,3.126
english_content_6614,Who is head of the New York City Transit Authority?,en,0.741,0.0,0.0,0.6,2.485,0,3.826
english_polar_937,Do the Philippines have night markets?,en,-0.42,0.0,0.4,0.667,2.079,1,2.726
english_polar_312,Is sex work bad for the economy?,en,-0.187,0.0,0.0,0.571,2.197,1,2.581
english_polar_619,Is a phone music technology?,en,0.23,0.0,0.0,0.6,1.946,1,2.776
english_polar_579,Does driving involve muscle memory?,en,-0.52,0.0,0.4,0.8,1.946,1,2.626
english_content_2860,When was the last performance of Restoration spectacular?,en,-0.148,0.0,0.0,0.625,2.303,0,2.78
english_polar_672,Is Al Pratt married?,en,-0.02,0.0,0.0,0.75,1.792,1,2.522
english_content_6894,How many college students fail calculus?,en,-0.948,0.0,0.333,1.0,2.079,0,2.464
english_polar_2,Can you tour The Château de Brest?,en,0.147,0.0,0.4,0.571,2.197,1,3.315
english_content_8434,What chemical is in a fire extinguisher?,en,0.519,0.0,0.0,0.429,2.197,0,3.145
english_polar_231,Is Iran near any oceans?,en,0.48,0.0,0.0,0.4,1.946,1,2.826
english_content_4856,How fast is the fastest firing machine gun?,en,0.138,0.0,0.167,0.75,2.303,0,3.358
english_polar_858,Did Italy and Russia get along during World War 2?,en,0.091,0.0,0.6,0.6,2.485,1,3.776
english_content_8465,How much copper was used to make the Statue of Liberty?,en,-0.748,1.0,0.417,0.636,2.565,0,3.87
english_polar_774,Can you die from orientia tsutsugamushi?,en,-0.22,0.0,0.4,0.5,2.079,1,2.759
english_content_6927,What is the smallest island in Oceania?,en,-0.315,0.0,0.0,0.429,2.197,0,2.311
english_polar_339,Is a catapult a siege weapon?,en,0.38,0.0,0.0,0.5,2.079,1,2.959
english_polar_367,Is it a felony to SWAT someone's house?,en,-0.145,1.0,0.4,0.333,2.398,1,3.986
english_polar_84,Is Death in Discworld?,en,-0.02,0.0,0.0,0.5,1.792,1,2.272
english_polar_755,Can you eat a thresher?,en,-0.52,0.0,0.4,0.4,1.946,1,2.226
english_content_6270,What is the oldest structure in Istanbul?,en,-0.315,0.0,0.0,0.429,2.197,0,2.311
english_polar_462,Can Deadpool die?,en,-0.52,0.0,0.2,0.667,1.609,1,1.956
english_content_4274,When was Relic Entertainment established?,en,0.102,0.0,0.5,0.8,1.946,0,3.348
english_polar_725,Has there ever been a woman general?,en,-0.187,0.0,0.6,0.571,2.197,1,3.181
english_polar_203,Do all cigarette companies have the Surgeon General warning?,en,0.105,0.0,0.4,0.667,2.398,1,3.57
english_polar_1186,Has London even been under attack?,en,0.98,0.0,0.0,0.5,2.079,1,3.559
english_polar_217,Is there a Resonance of Fate 2?,en,-0.52,0.0,0.4,0.429,2.197,1,2.506
english_polar_730,Is there a Ekiden championship?,en,-0.02,0.0,0.4,0.6,1.946,1,2.926
english_polar_1048,Did King Zhaoxiang of Qin have any sons?,en,0.408,0.0,0.4,0.625,2.303,1,3.736
english_polar_888,Is there a Catholic Bible?,en,-0.02,0.0,0.4,0.6,1.946,1,2.926
english_content_4852,What is the mascot of the Georgetown Hoyas?,en,-0.005,0.0,0.0,0.375,2.303,0,2.673
english_polar_371,Can an American hold a British title?,en,-0.187,0.0,0.4,0.571,2.197,1,2.981
english_polar_104,Is there any cancer treatments?,en,-0.02,0.0,0.4,0.6,1.946,1,2.926
english_polar_592,Do all males have to enlist in the Korean Aarmy?,en,-0.02,1.0,0.4,0.5,2.485,1,4.365
english_content_2759,Which Egyptian god has a cat head?,en,-0.481,0.0,0.333,0.714,2.197,0,2.763
english_polar_968,Does Buffy end up with Angel?,en,-0.42,0.0,0.6,0.5,2.079,1,2.759
english_polar_103,Can you get hurt by an airsoft gun?,en,0.266,0.0,0.6,0.375,2.303,1,3.544
english_polar_363,Is seaweed a form of algae?,en,-0.22,0.0,0.0,0.5,2.079,1,2.359
english_polar_1138,Is Cargo an Australian movie?,en,0.48,0.0,0.0,0.6,1.946,1,3.026
english_polar_18,Did the Stackhouse books get made into a show?,en,0.105,0.0,0.6,0.444,2.398,1,3.547
english_polar_59,Do chimps shun members who cheat?,en,-0.62,1.0,0.3,0.667,2.079,1,3.426
english_polar_353,Can you adopt a baby for free?,en,-0.187,0.0,0.6,0.429,2.197,1,3.039
english_polar_319,Does the protagonist of The Kingkiller Chronicle have any powers?,en,0.869,0.0,0.4,0.5,2.485,1,4.254
english_content_3783,When was the first synod of Catholic bishops?,en,-0.148,0.0,0.0,0.625,2.303,0,2.78
english_polar_320,Can we edit genes before a baby is born?,en,0.23,1.0,0.6,0.444,2.398,1,4.672
english_polar_617,Is Samus in the Super Smash Bros.,en,0.647,0.0,0.0,0.571,2.197,1,3.415
english_polar_769,Has there ever been a break in production of Scooby-Doo?,en,0.08,0.0,0.6,0.545,2.639,1,3.864
english_polar_889,Is accutane Vitamin A?,en,-0.02,0.0,0.0,0.75,1.792,1,2.522
english_polar_369,Does Nights at the Circus have a movie adaption?,en,0.605,0.0,0.4,0.556,2.398,1,3.959
english_polar_310,Can someone be groggy after general anesthesia?,en,-0.02,0.0,0.0,0.429,2.197,1,2.606
english_content_2354,Who was the first president of Serbia?,en,-0.315,0.0,0.0,0.429,2.197,0,2.311
english_polar_347,Does Comoros have a mayor?,en,-0.52,0.0,0.4,0.6,1.946,1,2.426
english_polar_382,Was William O'Brien married?,en,-0.02,0.0,0.2,0.75,1.792,1,2.722
english_polar_476,Is there any proof of RNA?,en,-0.42,0.0,0.4,0.5,2.079,1,2.559
english_content_8845,Who started the Irish Confederate Wars?,en,0.052,0.0,0.333,0.667,2.079,0,3.131
english_polar_844,Are IP addresses based on location?,en,-0.42,0.0,0.6,0.667,2.079,1,2.926
english_content_7850,What was the gross of The World Ends with You?,en,0.852,0.0,0.667,0.3,2.485,0,4.304
english_content_4364,What is a jurist?,en,-0.481,0.0,0.0,0.25,1.792,0,1.561
english_content_1270,Which is the oldest religion?,en,-0.148,0.0,0.0,0.4,1.946,0,2.198
