unique_id,text,language,avg_max_depth,avg_subordinate_chain_len,avg_verb_edges,lexical_density,n_tokens,question_type,complexity_score
ru_content_579,Женщинам ? а тетки от 49 сидят как думаете? на них высок спрос....,ru,1.045,0.0,0.5,0.583,2.773,0,4.901
ru_polar_61,Хватит ли мне 250 тысеч тенге переехать в вам?,ru,-0.603,1.0,0.5,0.444,2.398,1,3.739
ru_content_178,Солнце и море - что ещё надо для хорошего настроения?,ru,0.045,0.0,0.5,0.667,2.485,0,3.697
ru_content_137,"Щемит сердце,частичное онемение левого мизинца,потоотделение при еде или движении,если лежу то сердце как бы стучит в голове -мне 49лет -куда обратиться и что это может быть?",ru,1.045,1.0,0.472,0.633,3.611,0,6.761
ru_polar_113,Законно ли то что они мне прислали?,ru,-0.603,1.0,0.6,0.286,2.197,1,3.48
ru_polar_144,Будет ли это работать?,ru,-2.603,0.0,0.4,0.25,1.792,1,-0.161
ru_polar_44,Летал ли кто-то с такой температурой недавно?,ru,-0.603,0.0,0.6,0.429,2.197,1,2.623
ru_polar_94,"Если азиат плохо видеть, может ли он щурится чтобы лучше видеть?",ru,-0.603,1.5,0.5,0.636,2.639,1,4.672
ru_content_388,У кого остались скрины этих видео или сами видео?,ru,0.045,0.0,0.333,0.444,2.398,0,3.22
ru_content_505,Что может быть причиной этого и как исправить?,ru,-0.955,1.0,0.417,0.5,2.303,0,3.265
ru_content_544,Что привлекает в Ученом как в человеке каждую из них?,ru,0.045,0.0,0.667,0.3,2.485,0,3.497
ru_content_432,Как мне с ней себя вести?,ru,-0.955,0.0,0.667,0.333,2.079,0,2.124
ru_content_132,"Почему считаете, что молока стало меньше и малыш не наедается?",ru,0.045,1.0,0.5,0.6,2.565,0,4.71
ru_polar_18,Используете ли пустышку?,ru,-2.603,0.0,0.4,0.667,1.609,1,0.073
ru_polar_75,"Хочу поменять его на что-то чёрное, стоит ли?",ru,-0.603,1.0,0.333,0.5,2.398,1,3.628
ru_content_86,Но почему он не слышал ее раньше?,ru,-1.955,0.0,1.0,0.429,2.197,0,1.671
ru_polar_64,Аоезда скорые или автобусы идут ли?,ru,-0.603,0.0,0.4,0.667,2.079,1,2.543
ru_polar_114,И могу ли я подать заявление в прокуратуру ?,ru,0.397,1.0,0.5,0.5,2.303,1,4.7
ru_content_361,А сам ботинок из другого материала кто подскажет?,ru,0.045,0.0,0.167,0.375,2.303,0,2.89
ru_polar_106,Можно ли копать чермет с металлоискателем не нарушая закон?,ru,0.397,2.0,0.4,0.667,2.398,1,5.862
ru_polar_92,Можно ли как-то сделать её чёрной?,ru,-1.603,1.0,0.5,0.667,2.079,1,2.643
ru_polar_165,Нужно ли сохранять такие цветы на зиму или выбрасывать?,ru,-0.603,1.0,0.4,0.556,2.398,1,3.751
ru_polar_76,Пальто предназначено на осеннюю погоду до -10 Выглядит ли оно красиво?,ru,-0.603,0.0,0.6,0.5,2.639,1,3.136
ru_polar_131,Готов ли организм девочки к сексу в таком возрасте?,ru,-0.603,0.0,0.0,0.556,2.398,1,2.351
ru_polar_39,Посадят ли его на самолёт? и что его ждёт по прилёту?,ru,-0.603,0.0,0.8,0.364,2.639,1,3.2
ru_polar_142,"И правилен ли перевод предложения ""Я бегу на помощь подруге""?",ru,-0.603,0.0,0.6,0.6,2.639,1,3.236
ru_content_52,Куда можно пойти в Сочи?,ru,-0.955,1.0,0.25,0.8,1.946,0,3.041
ru_content_274,Или какая прическа мне подойдет?,ru,-0.955,0.0,0.5,0.4,1.946,0,1.891
ru_polar_5,Есть ли крыша над головой?,ru,-0.603,0.0,0.4,0.6,1.946,1,2.343
ru_content_464,"В общем как вы считаете, это нормально?",ru,-0.955,0.0,0.667,0.571,2.303,0,2.586
ru_content_529,Что мне сделать если даже запахи и остались?,ru,0.045,1.0,0.5,0.375,2.303,0,4.223
ru_polar_34,"Скажите пожалуйста, стоит ли мне идти к врачу, и чем нужно это лечить?",ru,0.397,1.5,0.45,0.462,2.833,1,5.642
ru_polar_12,Подскажите нужно ли обращаться за помощью?,ru,0.397,1.0,0.2,0.667,2.079,1,4.343
ru_polar_105,Могу ли я выходить на работу если результаты еще не пришли?,ru,-0.603,1.0,0.6,0.545,2.565,1,4.107
ru_content_635,"Если польский, украинский и русский можно сказать, что славянские языки, а японский, китайский и корейский - восточные, то как можно обьяденить французский, немецкий и английский языки?",ru,4.045,1.5,0.333,0.72,3.526,0,10.124
ru_content_96,"- Значит, что же -- они нас даже и не заметили?",ru,-0.955,0.0,0.5,0.222,2.639,0,2.406
ru_polar_182,Будет ли счастье в семье разлучницы или разлучника?,ru,-0.603,0.0,0.0,0.5,2.303,1,2.2
ru_content_623,Прислужником кого был Саурон?,ru,-1.955,0.0,0.0,0.5,1.792,0,0.337
ru_content_85,"""Что с тобой случится?— сказали ему.",ru,-0.955,0.0,0.333,0.333,2.398,0,2.109
ru_content_605,Что это значит и почему это так?,ru,-0.955,0.0,0.5,0.429,2.197,0,2.171
ru_polar_167,Можно ли прийти в турагентство и спросить набирают ли они группу для такого полета?,ru,1.397,1.0,0.5,0.5,2.773,1,6.17
ru_content_392,Кто на алиэкспрессе продаёт алмазную мозаику на подрамнике?,ru,-0.955,0.0,0.667,0.625,2.303,0,2.64
ru_content_652,"Знаете, где можно научиться мнемотехнике?",ru,0.045,2.0,0.222,1.0,2.079,0,5.346
ru_polar_103,"Есть ли в сети полноценная статья, где указывается, что можно?",ru,0.397,2.0,0.4,0.7,2.639,1,6.136
ru_polar_2,"Ты помнишь ли, что я Еще живу в сем мире?",ru,-0.603,1.0,0.7,0.4,2.565,1,4.062
ru_polar_50,Нормально ли будет в нём спать без палатки?,ru,-0.603,1.0,0.4,0.375,2.303,1,3.475
ru_polar_140,Вопрос такой: можно ли с ней не гулять?,ru,0.397,1.0,0.4,0.375,2.398,1,4.57
ru_content_516,Подскажите как называется эта модель кроссовок adidas?,ru,1.045,0.0,0.25,0.714,2.197,0,4.206
ru_content_51,А что для вас настоящее счастье?,ru,-0.955,0.0,0.0,0.333,2.079,0,1.457
ru_polar_54,Обязаны ли меня поселить по ксероксу?,ru,-0.603,1.0,0.4,0.5,2.079,1,3.376
ru_content_339,"И да, почему длина стельки почти больше на 1 см чем длина стопы?",ru,-0.955,0.0,0.0,0.615,2.773,0,2.433
ru_content_340,"Я ничего не понял, как понять, обучили меня смешарики чему-то?",ru,-0.955,0.0,0.5,0.5,2.639,0,2.684
ru_content_359,Что это за фигня?,ru,-1.955,0.0,0.0,0.25,1.792,0,0.087
ru_polar_22,Можно ли лечить пищевую аллергию?,ru,-0.603,1.0,0.3,0.8,1.946,1,3.443
ru_polar_117,Сюда же вопрос: часто ли машинисты переходят с работы на пассажирском поезде к работе на грузовом и наоборот?,ru,2.397,0.0,0.8,0.611,3.045,1,6.853
ru_polar_91,Есть ли еще грибы в лесу?,ru,-0.603,0.0,0.4,0.667,2.079,1,2.543
ru_polar_24,Так можно ли это все назвать аллергией?,ru,-0.603,1.0,0.5,0.571,2.197,1,3.665
ru_polar_83,"Рост 168 см, какой размер свитшота будет выбрать правильнее, и подойдёт ли размер 44/46 RUS?",ru,1.397,2.0,0.4,0.533,2.944,1,7.274
ru_polar_164,"Если мне будет мастурбировать чувак, пока я буду смотреть на нюдесы его девушки, будет ли он считаться куколдом?",ru,-0.603,1.0,0.8,0.389,3.091,1,4.677
ru_content_612,"Кто придумал, как создали и кто поет в песне гобафон?",ru,0.045,0.0,0.389,0.6,2.565,0,3.599
ru_content_458,Есть идеи как поймать ее?,ru,0.045,1.0,0.25,0.8,1.946,0,4.041
ru_content_282,Кто собирается лететь за рубеж?,ru,0.045,1.0,0.25,0.6,1.946,0,3.841
ru_content_555,Как можно узнать еще больше информации?,ru,1.045,1.0,0.25,0.833,2.079,0,5.207
ru_content_258,"Везде одна синтетика и понты, почему люди забывают классическую одежду?",ru,0.045,0.0,0.5,0.8,2.565,0,3.91
ru_content_486,Что вы думаете на счет моего мышления?,ru,0.045,0.0,0.5,0.429,2.197,0,3.171
ru_polar_63,Будут ли трудности поездкой?,ru,-2.603,0.0,0.0,0.5,1.792,1,-0.311
ru_content_25,и самое главное для кого?,ru,-0.955,0.0,0.0,0.2,1.946,0,1.191
ru_polar_130,Есть ли польза от секса в 13 лет?,ru,0.397,0.0,0.2,0.5,2.303,1,3.4
ru_polar_93,"Можно ли в The division начать дополнение ""выживание"" без прохождения компании?",ru,-0.603,1.0,0.5,0.545,2.708,1,4.15
ru_content_270,Где близлежайший христианский православный храм?,ru,-0.955,0.0,0.0,1.0,1.946,0,1.991
ru_content_144,"Может быть есть какие-нибудь чаи или таблетки, которые вызывают аппетит?",ru,0.045,1.0,0.208,0.7,2.565,0,4.518
ru_content_591,И что со всем этим делать?,ru,-0.955,0.0,0.5,0.167,2.079,0,1.791
ru_polar_155,Не нужно ли мне будет сидеть потом 2х недельный карантин дома?,ru,-0.603,1.0,0.6,0.545,2.565,1,4.107
ru_content_409,А как мне помириться то с ней после этого?,ru,-0.955,0.0,1.0,0.222,2.398,0,2.665
ru_content_79,— Что?— Петино лицо показалось из-за журнала.,ru,0.045,0.0,0.333,0.667,2.398,0,3.443
ru_polar_124,Можно ли писать знак корня над интегралом?,ru,-0.603,1.0,0.4,0.714,2.197,1,3.708
ru_content_507,Может кто знает что это за грибы?,ru,0.045,0.0,0.25,0.429,2.197,0,2.921
ru_content_492,Кто-нибудь знает что случилось с Paper Manufacturing?,ru,0.045,1.0,0.417,0.286,2.197,0,3.945
ru_polar_20,Опасно ли если ребёнок откусил яблочного червя с яблоком?,ru,-0.603,1.0,0.8,0.667,2.398,1,4.262
ru_polar_184,Имел ли кто-нибудь такое оружие (пусть даже травматическое)?,ru,-1.603,0.0,0.8,0.375,2.485,1,2.057
ru_content_311,Чем опасны волны на море в Австралии?,ru,0.045,0.0,0.0,0.571,2.197,0,2.813
ru_polar_187,Выпарится ли влага из всего этого при включении кабеля?,ru,-1.603,0.0,0.8,0.444,2.398,1,2.039
ru_polar_157,Пустят ли меня если мне нет данного возраста?,ru,-0.603,1.0,0.6,0.5,2.303,1,3.8
ru_content_562,В чем причина может быть?,ru,-0.955,1.0,0.25,0.6,1.946,0,2.841
ru_content_64,— Что?— глухо в подушку отозвался он.,ru,0.045,0.0,0.5,0.5,2.398,0,3.443
ru_content_32,А сейчас что?,ru,-1.955,0.0,0.0,0.333,1.609,0,-0.013
ru_content_332,Вот сыллка на фрагмент этот: vm.tiktok.com/ZSxje1xw/ Какая это серия?,ru,0.045,0.0,0.0,0.333,2.485,0,2.863
ru_polar_49,Легко ли найти жилье и работу?,ru,0.397,1.0,0.2,0.667,2.079,1,4.343
ru_polar_191,Будем ли мы вместе несмотря на запрет?,ru,-0.603,0.0,0.0,0.429,2.197,1,2.023
ru_polar_173,"Правда ли то, что если мужчина не готов бесцельно тратить свои жизненные силы и ресурсы на паразитов, женщинам для отношений он будет не интересен?",ru,3.397,1.0,0.6,0.5,3.332,1,8.829
ru_polar_7,"""От волка, что ли?""— Ирина округлила глаза.",ru,-1.603,0.0,0.4,0.571,2.639,1,2.007
ru_content_349,Что значит ДЕЛАТЬ ЭТО?,ru,-0.955,1.0,0.25,0.5,1.792,0,2.587
