Filename	n_sentences	n_tokens	tokens_per_sent	char_per_tok	upos_dist_ADJ	upos_dist_ADP	upos_dist_ADV	upos_dist_AUX	upos_dist_CCONJ	upos_dist_DET	upos_dist_INTJ	upos_dist_NOUN	upos_dist_NUM	upos_dist_PART	upos_dist_PRON	upos_dist_PROPN	upos_dist_PUNCT	upos_dist_SCONJ	upos_dist_SYM	upos_dist_VERB	upos_dist_X	lexical_density	verbs_tense_dist_Past	verbs_tense_dist_Pres	verbs_mood_dist_Imp	verbs_mood_dist_Ind	verbs_form_dist_Fin	verbs_form_dist_Ger	verbs_form_dist_Inf	verbs_form_dist_Part	verbs_num_pers_dist_+	verbs_num_pers_dist_Sing+3	aux_tense_dist_Past	aux_tense_dist_Pres	aux_mood_dist_Ind	aux_form_dist_Fin	aux_form_dist_Inf	aux_num_pers_dist_+	aux_num_pers_dist_Sing+1	aux_num_pers_dist_Sing+3	verbal_head_per_sent	verbal_root_perc	avg_verb_edges	verb_edges_dist_0	verb_edges_dist_1	verb_edges_dist_2	verb_edges_dist_3	verb_edges_dist_4	verb_edges_dist_5	verb_edges_dist_6	avg_max_depth	avg_token_per_clause	avg_max_links_len	avg_links_len	max_links_len	avg_prepositional_chain_len	n_prepositional_chains	prep_dist_1	prep_dist_2	obj_pre	obj_post	subj_pre	subj_post	dep_dist_acl	dep_dist_acl:relcl	dep_dist_advcl	dep_dist_advmod	dep_dist_amod	dep_dist_appos	dep_dist_aux	dep_dist_aux:pass	dep_dist_case	dep_dist_cc	dep_dist_ccomp	dep_dist_compound	dep_dist_compound:prt	dep_dist_conj	dep_dist_cop	dep_dist_csubj	dep_dist_det	dep_dist_det:predet	dep_dist_discourse	dep_dist_fixed	dep_dist_flat	dep_dist_iobj	dep_dist_mark	dep_dist_nmod	dep_dist_nmod:npmod	dep_dist_nmod:poss	dep_dist_nsubj	dep_dist_nsubj:pass	dep_dist_nummod	dep_dist_obj	dep_dist_obl	dep_dist_obl:npmod	dep_dist_obl:tmod	dep_dist_parataxis	dep_dist_punct	dep_dist_root	dep_dist_xcomp	principal_proposition_dist	subordinate_proposition_dist	subordinate_post	subordinate_pre	avg_subordinate_chain_len	subordinate_dist_1	subordinate_dist_2	subordinate_dist_3
123_1.conllu	1	10	10.0	3.6666666666666665	10.0	20.0	0	0	0	20.0	0	10.0	10.0	0	10.0	0	10.0	0	0	10.0	0	0.3333333333333333	0	100.0	0	100.0	100.0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	1.0	100.0	2.0	0	0	100.0	0	0	0	0	3.0	10.0	4.0	2.125	4	1.0	1	100.0	0	0.0	100.0	100.0	0.0	0	0	0	0	10.0	0	0	0	20.0	0	0	0	0	0	0	0	20.0	0	0	0	0	0	0	10.0	0	0	10.0	0	0	10.0	0	0	0	0	10.0	10.0	0	100.0	0.0	0	0	0	0	0	0
126_1.conllu	1	9	9.0	4.125	11.11111111111111	11.11111111111111	0	11.11111111111111	0	22.22222222222222	0	11.11111111111111	0	11.11111111111111	0	0	11.11111111111111	0	0	11.11111111111111	0	0.375	0	0	0	0	0	0	100.0	0	0	0	0	100.0	100.0	100.0	0	100.0	0	0	2.0	100.0	2.0	0	0	100.0	0	0	0	0	2.0	4.5	3.0	1.5714285714285714	3	0	0	0	0	0	0	100.0	0.0	0	0	0	0	0	0	0	0	0	0	11.11111111111111	0	0	0	11.11111111111111	0	22.22222222222222	0	0	0	0	0	11.11111111111111	0	0	0	11.11111111111111	0	0	0	11.11111111111111	0	0	0	11.11111111111111	11.11111111111111	0	50.0	50.0	100.0	0.0	1.0	100.0	0	0
20_1.conllu	1	8	8.0	3.5714285714285716	0	12.5	12.5	12.5	0	0	0	12.5	0	0	12.5	25.0	12.5	0	0	0	0	0.5714285714285714	0	0	0	0	0	0	0	0	0	0	100.0	0	100.0	100.0	0	0	0	100.0	1.0	100.0	0	0	0	0	0	0	0	0	3.0	8.0	3.0	1.8333333333333333	3	1.0	1	100.0	0	0	0	0.0	100.0	0	0	0	0	0	0	0	0	12.5	0	0	12.5	0	0	12.5	0	0	0	0	0	0	0	0	12.5	0	12.5	12.5	0	0	0	0	0	0	0	12.5	12.5	0	100.0	0.0	0	0	0	0	0	0
7_1.conllu	1	23	23.0	4.318181818181818	4.3478260869565215	13.043478260869565	0	8.695652173913043	0	17.391304347826086	0	30.434782608695652	0	4.3478260869565215	4.3478260869565215	0	4.3478260869565215	0	0	13.043478260869565	0	0.5	100.0	0	0	0	0	33.333333333333336	33.333333333333336	33.333333333333336	0	0	0	0	0	50.0	50.0	100.0	0	0	3.0	100.0	2.0	0	33.333333333333336	33.333333333333336	33.333333333333336	0	0	0	7.0	7.666666666666667	5.0	2.238095238095238	5	2.0	1	0	100.0	0.0	100.0	100.0	0.0	4.3478260869565215	0	4.3478260869565215	0	4.3478260869565215	0	4.3478260869565215	4.3478260869565215	13.043478260869565	0	0	13.043478260869565	0	0	0	0	17.391304347826086	0	0	0	0	0	4.3478260869565215	8.695652173913043	0	0	4.3478260869565215	0	0	4.3478260869565215	4.3478260869565215	0	0	0	4.3478260869565215	4.3478260869565215	0	33.333333333333336	66.66666666666667	100.0	0.0	2.0	0	100.0	0
193_1.conllu	1	7	7.0	5.333333333333333	0	0	14.285714285714286	14.285714285714286	14.285714285714286	0	14.285714285714286	0	0	0	0	28.571428571428573	14.285714285714286	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	100.0	100.0	100.0	0	100.0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	2.0	0	3.0	1.8	3	0	0	0	0	0	0	0	0	0	0	0	14.285714285714286	0	0	0	0	0	14.285714285714286	0	0	0	14.285714285714286	14.285714285714286	0	0	0	14.285714285714286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.285714285714286	14.285714285714286	0	0	0	0	0	0	0	0	0
147_1.conllu	1	8	8.0	3.857142857142857	12.5	12.5	0	12.5	0	12.5	0	25.0	0	0	12.5	0	12.5	0	0	0	0	0.42857142857142855	0	0	0	0	0	0	0	0	0	0	0	100.0	100.0	100.0	0	0	0	100.0	1.0	100.0	0	0	0	0	0	0	0	0	2.0	8.0	5.0	2.6666666666666665	5	1.0	1	100.0	0	0	0	0.0	100.0	0	0	0	0	12.5	0	0	0	12.5	0	0	0	0	0	12.5	0	12.5	0	0	0	0	0	0	12.5	0	0	12.5	0	0	0	0	0	0	0	12.5	12.5	0	100.0	0.0	0	0	0	0	0	0
198_1.conllu	1	7	7.0	5.166666666666667	0	0	0	0	0	0	0	0	0	0	14.285714285714286	57.142857142857146	14.285714285714286	14.285714285714286	0	0	0	0.6666666666666666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	2.0	0	3.0	1.8	3	0	0	0	0	0	0	0.0	100.0	0	0	0	0	0	0	0	0	0	0	0	14.285714285714286	0	0	0	0	0	0	0	0	28.571428571428573	0	14.285714285714286	0	0	0	14.285714285714286	0	0	0	0	0	0	0	14.285714285714286	14.285714285714286	0	0	0	0	0	0	0	0	0
236_1.conllu	1	14	14.0	4.076923076923077	0	7.142857142857143	7.142857142857143	14.285714285714286	7.142857142857143	0	0	7.142857142857143	0	0	35.714285714285715	0	7.142857142857143	0	0	14.285714285714286	0	0.3076923076923077	0	100.0	0	100.0	50.0	0	50.0	0	100.0	0	0	0	0	100.0	0	100.0	0	0	2.0	100.0	4.5	0	0	0	0	50.0	50.0	0	3.0	7.0	6.0	2.5	6	0	0	0	0	0.0	100.0	100.0	0.0	0	0	0	7.142857142857143	0	0	14.285714285714286	0	7.142857142857143	7.142857142857143	0	0	0	7.142857142857143	0	0	0	0	0	0	0	0	0	0	0	7.142857142857143	21.428571428571427	0	0	7.142857142857143	7.142857142857143	0	0	0	7.142857142857143	7.142857142857143	0	100.0	0.0	0	0	0	0	0	0
38_1.conllu	1	5	5.0	4.0	0	0	0	20.0	0	0	0	0	0	0	40.0	0	20.0	0	0	20.0	0	0.25	0	0	0	0	0	0	100.0	0	0	0	0	100.0	100.0	100.0	0	100.0	0	0	1.0	100.0	2.0	0	0	100.0	0	0	0	0	1.0	5.0	3.0	2.0	3	0	0	0	0	100.0	0.0	100.0	0.0	0	0	0	0	0	0	20.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.0	0	0	20.0	0	0	0	0	20.0	20.0	0	100.0	0.0	0	0	0	0	0	0
40_1.conllu	1	18	18.0	4.666666666666667	5.555555555555555	11.11111111111111	5.555555555555555	11.11111111111111	0	0	0	16.666666666666668	0	0	22.22222222222222	5.555555555555555	16.666666666666668	0	0	5.555555555555555	0	0.4666666666666667	0	0	0	0	0	0	100.0	0	0	0	50.0	50.0	100.0	100.0	0	50.0	0	50.0	2.0	100.0	4.0	0	0	0	0	100.0	0	0	3.0	9.0	12.0	2.7142857142857144	12	1.0	1	100.0	0	100.0	0.0	100.0	0.0	0	0	0	5.555555555555555	0	0	5.555555555555555	0	11.11111111111111	0	0	5.555555555555555	0	0	5.555555555555555	0	0	0	0	0	5.555555555555555	0	0	5.555555555555555	0	5.555555555555555	11.11111111111111	0	0	5.555555555555555	5.555555555555555	0	0	5.555555555555555	16.666666666666668	5.555555555555555	0	50.0	50.0	100.0	0.0	1.0	100.0	0	0
184_1.conllu	1	16	16.0	4.2	6.25	12.5	0	6.25	0	6.25	0	12.5	0	0	12.5	18.75	6.25	6.25	0	12.5	0	0.5333333333333333	0	100.0	0	100.0	50.0	0	50.0	0	100.0	0	0	0	0	100.0	0	100.0	0	0	2.0	100.0	3.0	0	0	50.0	0	50.0	0	0	4.0	8.0	9.0	2.2142857142857144	9	1.0	1	100.0	0	0.0	100.0	100.0	0.0	0	0	6.25	0	6.25	0	6.25	0	12.5	0	0	12.5	0	0	0	0	6.25	0	0	0	0	0	6.25	12.5	0	0	12.5	0	0	6.25	0	0	0	0	6.25	6.25	0	50.0	50.0	100.0	0.0	1.0	100.0	0	0
175_1.conllu	1	8	8.0	3.0	0	12.5	0	0	0	0	0	0	0	12.5	12.5	37.5	12.5	0	0	12.5	0	0.5714285714285714	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	1.0	100.0	3.0	0	0	0	100.0	0	0	0	2.0	8.0	2.0	1.5	2	0	0	0	0	0	0	100.0	0.0	0	0	0	0	0	0	0	0	12.5	0	0	0	0	0	0	0	0	0	0	0	25.0	0	12.5	0	0	0	12.5	0	0	0	12.5	0	0	0	12.5	12.5	0	100.0	0.0	0	0	0	0	0	0
39_1.conllu	1	9	9.0	4.125	0	0	11.11111111111111	11.11111111111111	0	0	0	22.22222222222222	0	11.11111111111111	11.11111111111111	11.11111111111111	11.11111111111111	0	0	11.11111111111111	0	0.625	0	0	0	0	0	0	100.0	0	0	0	100.0	0	100.0	100.0	0	100.0	0	0	1.0	100.0	5.0	0	0	0	0	0	100.0	0	2.0	9.0	4.0	2.142857142857143	4	0	0	0	0	0.0	100.0	100.0	0.0	0	0	0	22.22222222222222	0	0	11.11111111111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.11111111111111	0	0	0	11.11111111111111	11.11111111111111	0	0	11.11111111111111	0	0	0	0	11.11111111111111	11.11111111111111	0	100.0	0.0	0	0	0	0	0	0
35_1.conllu	1	10	10.0	3.2222222222222223	10.0	10.0	10.0	10.0	0	0	0	20.0	0	10.0	10.0	0	10.0	0	0	10.0	0	0.5555555555555556	0	0	0	0	0	0	100.0	0	0	0	0	100.0	100.0	100.0	0	100.0	0	0	1.0	100.0	2.0	0	0	100.0	0	0	0	0	4.0	10.0	7.0	2.625	7	1.0	1	100.0	0	100.0	0.0	100.0	0.0	0	0	0	10.0	0	0	10.0	0	20.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.0	0	10.0	10.0	0	0	10.0	0	0	0	0	10.0	10.0	0	100.0	0.0	0	0	0	0	0	0
57_1.conllu	1	20	20.0	5.0	10.0	0	5.0	5.0	0	10.0	0	25.0	0	5.0	5.0	10.0	5.0	5.0	0	15.0	0	0.6842105263157895	0	0	0	0	0	33.333333333333336	66.66666666666667	0	0	0	0	0	0	100.0	0	100.0	0	0	3.0	100.0	2.3333333333333335	0	0	66.66666666666667	33.333333333333336	0	0	0	5.0	6.666666666666667	6.0	2.2222222222222223	6	0	0	0	0	33.333333333333336	66.66666666666667	100.0	0.0	0	0	5.0	5.0	10.0	0	5.0	0	0	0	0	20.0	0	0	0	0	10.0	0	0	0	0	5.0	10.0	0	0	0	5.0	0	0	10.0	0	0	0	0	5.0	5.0	5.0	33.333333333333336	66.66666666666667	100.0	0.0	2.0	0	100.0	0
111_1.conllu	1	14	14.0	3.8461538461538463	0	0	7.142857142857143	21.428571428571427	7.142857142857143	14.285714285714286	0	21.428571428571427	0	0	14.285714285714286	0	7.142857142857143	0	0	7.142857142857143	0	0.38461538461538464	0	0	0	0	0	0	100.0	0	0	0	0	0	0	66.66666666666667	33.333333333333336	100.0	0	0	2.0	100.0	4.0	0	0	0	0	100.0	0	0	3.0	7.0	4.0	2.5	4	0	0	0	0	0.0	100.0	100.0	0.0	0	0	0	7.142857142857143	0	0	14.285714285714286	0	0	7.142857142857143	0	7.142857142857143	0	7.142857142857143	7.142857142857143	0	14.285714285714286	0	0	0	0	0	0	0	0	0	14.285714285714286	0	0	7.142857142857143	0	0	0	0	7.142857142857143	7.142857142857143	0	100.0	0.0	0	0	0	0	0	0
144_1.conllu	1	6	6.0	3.8	16.666666666666668	0	0	16.666666666666668	0	16.666666666666668	0	16.666666666666668	0	0	16.666666666666668	0	16.666666666666668	0	0	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0	100.0	100.0	100.0	0	0	0	100.0	1.0	100.0	0	0	0	0	0	0	0	0	2.0	6.0	4.0	2.0	4	0	0	0	0	0	0	0.0	100.0	0	0	0	0	16.666666666666668	0	0	0	0	0	0	0	0	0	16.666666666666668	0	16.666666666666668	0	0	0	0	0	0	0	0	0	16.666666666666668	0	0	0	0	0	0	0	16.666666666666668	16.666666666666668	0	100.0	0.0	0	0	0	0	0	0
15_1.conllu	1	10	10.0	4.333333333333333	0	10.0	10.0	10.0	0	10.0	0	10.0	0	0	10.0	0	10.0	10.0	0	20.0	0	0.4444444444444444	0	0	0	0	0	50.0	50.0	0	0	0	0	100.0	100.0	100.0	0	100.0	0	0	2.0	100.0	3.0	0	0	0	100.0	0	0	0	3.0	5.0	3.0	1.75	3	0	0	0	0	0.0	100.0	100.0	0.0	0	0	10.0	10.0	0	0	10.0	0	0	0	0	0	10.0	0	0	0	10.0	0	0	0	0	0	10.0	0	0	0	10.0	0	0	10.0	0	0	0	0	10.0	10.0	0	50.0	50.0	100.0	0.0	1.0	100.0	0	0
131_1.conllu	1	12	12.0	3.272727272727273	8.333333333333334	8.333333333333334	8.333333333333334	8.333333333333334	0	8.333333333333334	0	16.666666666666668	0	0	16.666666666666668	0	8.333333333333334	0	0	16.666666666666668	0	0.5454545454545454	0	0	0	0	0	0	100.0	0	0	0	0	100.0	100.0	100.0	0	100.0	0	0	2.0	100.0	2.5	0	50.0	0	0	50.0	0	0	3.0	6.0	4.0	2.2	4	0	0	0	0	0.0	100.0	100.0	0.0	0	0	0	8.333333333333334	8.333333333333334	0	8.333333333333334	0	8.333333333333334	0	0	0	0	0	0	0	8.333333333333334	0	0	0	0	0	0	0	0	8.333333333333334	8.333333333333334	0	0	8.333333333333334	8.333333333333334	0	0	0	8.333333333333334	8.333333333333334	8.333333333333334	50.0	50.0	100.0	0.0	1.0	100.0	0	0
166_1.conllu	1	10	10.0	3.2222222222222223	20.0	10.0	10.0	10.0	0	10.0	0	20.0	0	0	10.0	0	10.0	0	0	0	0	0.5555555555555556	0	0	0	0	0	0	0	0	0	0	0	100.0	100.0	100.0	0	0	0	100.0	1.0	100.0	0	0	0	0	0	0	0	0	2.0	10.0	4.0	2.125	4	1.0	1	100.0	0	0	0	100.0	0.0	0	0	0	10.0	10.0	0	0	0	10.0	0	0	0	0	0	10.0	0	10.0	0	0	0	0	0	0	10.0	0	10.0	10.0	0	0	0	0	0	0	0	10.0	10.0	0	100.0	0.0	0	0	0	0	0	0
9_1.conllu	1	7	7.0	4.833333333333333	0	14.285714285714286	0	14.285714285714286	0	14.285714285714286	0	28.571428571428573	0	0	14.285714285714286	0	14.285714285714286	0	0	0	0	0.3333333333333333	0	0	0	0	0	0	0	0	0	0	0	100.0	100.0	100.0	0	0	0	100.0	1.0	100.0	0	0	0	0	0	0	0	0	1.0	7.0	5.0	3.0	5	0	0	0	0	0	0	100.0	0.0	0	0	0	0	0	0	0	0	14.285714285714286	0	0	14.285714285714286	0	0	14.285714285714286	0	14.285714285714286	0	0	0	0	0	0	0	0	0	14.285714285714286	0	0	0	0	0	0	0	14.285714285714286	14.285714285714286	0	100.0	0.0	0	0	0	0	0	0
99_1.conllu	1	8	8.0	3.857142857142857	0	0	12.5	0	0	12.5	0	37.5	0	12.5	0	0	12.5	0	0	12.5	0	0.7142857142857143	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	1.0	100.0	3.0	0	0	0	100.0	0	0	0	3.0	8.0	4.0	2.0	4	0	0	0	0	0.0	100.0	0	0	0	0	0	12.5	0	0	0	0	0	0	0	25.0	0	0	0	0	12.5	0	0	0	0	0	12.5	0	0	0	0	0	0	12.5	0	0	0	0	12.5	12.5	0	100.0	0.0	0	0	0	0	0	0
16_1.conllu	1	10	10.0	4.333333333333333	0	10.0	10.0	10.0	0	10.0	0	10.0	0	0	10.0	0	10.0	10.0	0	20.0	0	0.4444444444444444	0	0	0	0	0	50.0	50.0	0	0	0	0	100.0	100.0	100.0	0	100.0	0	0	2.0	100.0	3.0	0	0	0	100.0	0	0	0	3.0	5.0	3.0	1.75	3	0	0	0	0	0.0	100.0	100.0	0.0	0	0	10.0	10.0	0	0	10.0	0	0	0	0	0	10.0	0	0	0	10.0	0	0	0	0	0	10.0	0	0	0	10.0	0	0	10.0	0	0	0	0	10.0	10.0	0	50.0	50.0	100.0	0.0	1.0	100.0	0	0
