Filename	n_sentences	n_tokens	tokens_per_sent	char_per_tok	upos_dist_ADJ	upos_dist_ADP	upos_dist_ADV	upos_dist_AUX	upos_dist_CCONJ	upos_dist_INTJ	upos_dist_NOUN	upos_dist_NUM	upos_dist_PRON	upos_dist_PROPN	upos_dist_PUNCT	upos_dist_SCONJ	upos_dist_SYM	upos_dist_VERB	lexical_density	verbs_tense_dist_Past	verbs_tense_dist_Pres	verbs_mood_dist_Cnd	verbs_mood_dist_Imp	verbs_mood_dist_Ind	verbs_form_dist_Fin	verbs_form_dist_Inf	verbs_form_dist_Part	verbs_num_pers_dist_+	verbs_num_pers_dist_Plur+1	verbs_num_pers_dist_Plur+2	verbs_num_pers_dist_Plur+3	verbs_num_pers_dist_Sing+	verbs_num_pers_dist_Sing+1	verbs_num_pers_dist_Sing+2	verbs_num_pers_dist_Sing+3	aux_tense_dist_Past	aux_tense_dist_Pres	aux_mood_dist_Cnd	aux_mood_dist_Ind	aux_mood_dist_Pot	aux_form_dist_Fin	aux_form_dist_Inf	aux_form_dist_Part	aux_num_pers_dist_+	aux_num_pers_dist_Plur+1	aux_num_pers_dist_Plur+2	aux_num_pers_dist_Plur+3	aux_num_pers_dist_Sing+	aux_num_pers_dist_Sing+1	aux_num_pers_dist_Sing+2	aux_num_pers_dist_Sing+3	verbal_head_per_sent	verbal_root_perc	avg_verb_edges	verb_edges_dist_0	verb_edges_dist_1	verb_edges_dist_2	verb_edges_dist_3	verb_edges_dist_4	verb_edges_dist_5	verb_edges_dist_6	avg_max_depth	avg_token_per_clause	avg_max_links_len	avg_links_len	max_links_len	avg_prepositional_chain_len	n_prepositional_chains	prep_dist_1	obj_pre	obj_post	subj_pre	subj_post	dep_dist_acl	dep_dist_acl:relcl	dep_dist_advcl	dep_dist_advmod	dep_dist_amod	dep_dist_appos	dep_dist_aux	dep_dist_aux:pass	dep_dist_case	dep_dist_cc	dep_dist_ccomp	dep_dist_compound:nn	dep_dist_compound:prt	dep_dist_conj	dep_dist_cop	dep_dist_cop:own	dep_dist_csubj:cop	dep_dist_det	dep_dist_discourse	dep_dist_fixed	dep_dist_flat:name	dep_dist_mark	dep_dist_nmod	dep_dist_nmod:gobj	dep_dist_nmod:poss	dep_dist_nsubj	dep_dist_nsubj:cop	dep_dist_nummod	dep_dist_obj	dep_dist_obl	dep_dist_parataxis	dep_dist_punct	dep_dist_root	dep_dist_vocative	dep_dist_xcomp	dep_dist_xcomp:ds	principal_proposition_dist	subordinate_proposition_dist	subordinate_post	subordinate_pre	avg_subordinate_chain_len	subordinate_dist_1	subordinate_dist_2	subordinate_dist_3
51_1.conllu	1	13	13.0	5.4	0	0	0	7.6923076923076925	7.6923076923076925	0	7.6923076923076925	0	30.76923076923077	0	23.076923076923077	0	0	23.076923076923077	0.4	0	100.0	0	0	100.0	66.66666666666667	33.333333333333336	0	0	0	0	0	0	0	0	100.0	0	0	100.0	0	0	100.0	0	0	0	0	0	0	0	0	0	100.0	3.0	100.0	2.6666666666666665	0	0	33.333333333333336	66.66666666666667	0	0	0	3.0	4.333333333333333	4.0	2.111111111111111	4	0	0	0	100.0	0.0	100.0	0.0	0	0	0	0	0	0	7.6923076923076925	0	0	7.6923076923076925	7.6923076923076925	0	0	7.6923076923076925	0	0	0	0	0	0	0	0	0	0	0	23.076923076923077	0	0	15.384615384615385	0	0	23.076923076923077	7.6923076923076925	0	0	0	50.0	50.0	100.0	0.0	1.0	100.0	0	0
136_1.conllu	1	12	12.0	6.333333333333333	16.666666666666668	0	0	33.333333333333336	0	0	8.333333333333334	0	8.333333333333334	0	25.0	8.333333333333334	0	0	0.3333333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.0	0	100.0	0	75.0	25.0	0	33.333333333333336	0	0	0	0	0	0	66.66666666666667	2.0	100.0	0	0	0	0	0	0	0	0	3.0	6.0	9.0	3.375	9	0	0	0	0	0	100.0	0.0	0	0	0	0	0	0	16.666666666666668	0	0	0	8.333333333333334	0	0	0	16.666666666666668	0	0	0	0	0	0	8.333333333333334	0	0	0	0	16.666666666666668	0	0	0	0	25.0	8.333333333333334	0	0	0	50.0	50.0	0.0	100.0	1.0	100.0	0	0
64_1.conllu	1	5	5.0	6.0	20.0	0	0	0	0	0	20.0	0	20.0	0	20.0	0	0	20.0	0.75	0	100.0	0	0	100.0	100.0	0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	100.0	3.0	0	0	0	100.0	0	0	0	1.0	5.0	3.0	2.0	3	0	0	0	0.0	100.0	0.0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.0	0	0	20.0	20.0	0	20.0	20.0	0	0	0	100.0	0.0	0	0	0	0	0	0
19_1.conllu	1	14	14.0	6.916666666666667	28.571428571428573	14.285714285714286	0	7.142857142857143	7.142857142857143	0	28.571428571428573	0	0	0	14.285714285714286	0	0	0	0.6666666666666666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.0	0	100.0	0	100.0	0	0	0	0	0	0	0	0	0	100.0	1.0	100.0	0	0	0	0	0	0	0	0	3.0	14.0	5.0	2.1818181818181817	5	1.0	1	100.0	0	0	100.0	0.0	0	0	0	0	28.571428571428573	0	0	0	14.285714285714286	7.142857142857143	0	0	0	7.142857142857143	7.142857142857143	0	0	0	0	0	0	0	7.142857142857143	0	0	0	7.142857142857143	0	0	0	0	14.285714285714286	7.142857142857143	0	0	0	100.0	0.0	0	0	0	0	0	0
67_1.conllu	1	12	12.0	6.111111111111111	0	0	16.666666666666668	0	0	0	16.666666666666668	0	16.666666666666668	0	25.0	8.333333333333334	0	16.666666666666668	0.6666666666666666	0	100.0	0	0	100.0	100.0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	0.0	3.5	0	0	0	50.0	50.0	0	0	3.0	6.0	8.0	2.5	8	0	0	0	0.0	100.0	100.0	0.0	0	0	8.333333333333334	16.666666666666668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.333333333333334	0	0	0	8.333333333333334	0	0	16.666666666666668	0	8.333333333333334	25.0	8.333333333333334	0	0	0	0.0	100.0	100.0	0.0	1.0	100.0	0	0
37_1.conllu	1	6	6.0	7.6	0	0	16.666666666666668	0	0	0	16.666666666666668	0	0	16.666666666666668	16.666666666666668	0	0	33.333333333333336	1.0	0	100.0	0	0	100.0	50.0	50.0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	100.0	2.0	0	0	100.0	0	0	0	0	2.0	3.0	2.0	1.5	2	0	0	0	0.0	100.0	0	0	0	0	0	16.666666666666668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.666666666666668	16.666666666666668	0	16.666666666666668	16.666666666666668	0	16.666666666666668	0	50.0	50.0	100.0	0.0	1.0	100.0	0	0
145_1.conllu	1	4	4.0	5.0	0	0	50.0	25.0	0	0	0	0	0	0	25.0	0	0	0	0.6666666666666666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.0	0	100.0	0	100.0	0	0	0	0	0	0	100.0	0	0	0	1.0	100.0	0	0	0	0	0	0	0	0	1.0	4.0	2.0	1.5	2	0	0	0	0	0	0	0	0	0	0	25.0	0	0	0	0	0	0	0	0	0	0	25.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.0	25.0	0	0	0	100.0	0.0	0	0	0	0	0	0
88_1.conllu	1	5	5.0	5.5	0	0	0	20.0	20.0	0	20.0	0	20.0	0	20.0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.0	0	0	100.0	0	100.0	0	0	0	0	0	0	0	0	0	100.0	1.0	100.0	0	0	0	0	0	0	0	0	1.0	5.0	3.0	2.0	3	0	0	0	0	0	100.0	0.0	0	0	0	0	0	0	0	0	0	20.0	0	0	0	0	20.0	0	0	0	0	0	0	0	0	0	0	0	20.0	0	0	0	0	20.0	20.0	0	0	0	100.0	0.0	0	0	0	0	0	0
91_1.conllu	1	19	19.0	5.117647058823529	5.2631578947368425	5.2631578947368425	5.2631578947368425	5.2631578947368425	0	0	21.05263157894737	0	15.789473684210526	0	10.526315789473685	10.526315789473685	0	21.05263157894737	0.5882352941176471	0	100.0	0	0	100.0	75.0	25.0	0	0	0	0	0	33.333333333333336	66.66666666666667	0	0	0	0	100.0	0	0	100.0	0	0	0	0	0	0	0	0	0	100.0	5.0	100.0	2.5	0	25.0	25.0	25.0	25.0	0	0	5.0	3.8	11.0	2.1875	11	0	0	0	33.333333333333336	66.66666666666667	50.0	50.0	5.2631578947368425	0	10.526315789473685	0	5.2631578947368425	0	0	0	5.2631578947368425	0	0	0	5.2631578947368425	0	5.2631578947368425	0	0	0	0	0	0	10.526315789473685	0	0	0	5.2631578947368425	5.2631578947368425	0	15.789473684210526	5.2631578947368425	5.2631578947368425	10.526315789473685	5.2631578947368425	0	0	0	25.0	75.0	100.0	0.0	1.0	100.0	0	0
82_1.conllu	1	33	33.0	6.821428571428571	3.0303030303030303	6.0606060606060606	6.0606060606060606	6.0606060606060606	9.090909090909092	0	30.303030303030305	0	6.0606060606060606	0	15.151515151515152	3.0303030303030303	0	15.151515151515152	0.6428571428571429	0	100.0	0	0	100.0	20.0	60.0	20.0	0	0	0	0	0	100.0	0	0	0	100.0	0	100.0	0	100.0	0	0	0	0	0	0	0	0	0	100.0	6.0	100.0	2.6	0	20.0	20.0	40.0	20.0	0	0	7.0	5.5	28.0	5.037037037037037	28	0	0	0	0.0	100.0	100.0	0.0	3.0303030303030303	3.0303030303030303	0	3.0303030303030303	3.0303030303030303	0	3.0303030303030303	0	6.0606060606060606	9.090909090909092	3.0303030303030303	0	0	9.090909090909092	3.0303030303030303	0	0	0	0	0	0	3.0303030303030303	0	0	3.0303030303030303	0	3.0303030303030303	0	9.090909090909092	15.151515151515152	0	15.151515151515152	3.0303030303030303	0	3.0303030303030303	0	20.0	80.0	100.0	0.0	2.0	0	100.0	0
73_1.conllu	1	7	7.0	7.5	0	0	14.285714285714286	14.285714285714286	0	0	14.285714285714286	0	0	14.285714285714286	14.285714285714286	0	0	28.571428571428573	0.8333333333333334	0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	100.0	0	0	100.0	0	100.0	0	0	0	0	0	0	0	0	0	100.0	2.0	100.0	2.0	0	50.0	0	50.0	0	0	0	3.0	3.5	5.0	2.0	5	0	0	0	0	0	100.0	0.0	14.285714285714286	0	0	14.285714285714286	0	0	0	0	0	0	0	0	0	0	14.285714285714286	0	0	0	0	0	0	0	0	0	0	0	14.285714285714286	0	0	14.285714285714286	0	14.285714285714286	14.285714285714286	0	0	0	50.0	50.0	0.0	100.0	1.0	100.0	0	0
11_1.conllu	1	10	10.0	6.5	0	0	0	0	0	0	30.0	10.0	0	10.0	20.0	10.0	0	20.0	0.75	50.0	50.0	0	0	100.0	100.0	0	0	0	0	0	0	0	0	50.0	50.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	100.0	2.5	0	50.0	0	0	50.0	0	0	3.0	5.0	5.0	2.2857142857142856	5	0	0	0	0.0	100.0	100.0	0.0	0	0	10.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.0	10.0	0	0	10.0	0	10.0	10.0	10.0	0	20.0	10.0	0	0	0	50.0	50.0	100.0	0.0	1.0	100.0	0	0
49_1.conllu	1	15	15.0	6.333333333333333	0	0	13.333333333333334	13.333333333333334	0	0	13.333333333333334	0	20.0	0	20.0	0	0	20.0	0.5833333333333334	0	0	0	0	0	0	66.66666666666667	33.333333333333336	0	0	0	0	0	0	0	0	0	100.0	50.0	50.0	0	100.0	0	0	0	0	0	0	0	0	0	100.0	3.0	100.0	3.0	0	0	33.333333333333336	33.333333333333336	33.333333333333336	0	0	3.0	5.0	6.0	2.090909090909091	6	0	0	0	0.0	100.0	100.0	0.0	0	0	0	13.333333333333334	0	0	13.333333333333334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.666666666666667	0	0	6.666666666666667	20.0	6.666666666666667	20.0	6.666666666666667	0	6.666666666666667	0	50.0	50.0	100.0	0.0	1.0	100.0	0	0
92_1.conllu	1	7	7.0	5.5	14.285714285714286	0	14.285714285714286	14.285714285714286	0	0	0	0	28.571428571428573	0	14.285714285714286	0	0	14.285714285714286	0.5	100.0	0	0	0	100.0	100.0	0	0	0	0	0	0	0	0	0	100.0	100.0	0	0	100.0	0	100.0	0	0	0	0	0	0	0	0	0	100.0	2.0	100.0	1.0	0	100.0	0	0	0	0	0	2.0	3.5	3.0	1.8	3	0	0	0	100.0	0.0	100.0	0.0	0	0	0	14.285714285714286	0	0	0	0	0	0	14.285714285714286	0	0	0	14.285714285714286	0	0	0	0	0	0	0	0	0	0	0	14.285714285714286	0	14.285714285714286	0	0	14.285714285714286	14.285714285714286	0	0	0	50.0	50.0	100.0	0.0	1.0	100.0	0	0
1_1.conllu	1	9	9.0	5.75	11.11111111111111	0	33.333333333333336	11.11111111111111	11.11111111111111	0	11.11111111111111	0	0	0	11.11111111111111	0	11.11111111111111	0	0.625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.0	0	0	100.0	0	100.0	0	0	0	0	0	0	0	0	0	100.0	1.0	100.0	0	0	0	0	0	0	0	0	2.0	9.0	4.0	2.4285714285714284	4	0	0	0	0	0	0	0	0	0	0	33.333333333333336	0	0	0	0	0	11.11111111111111	0	0	0	11.11111111111111	11.11111111111111	0	0	0	11.11111111111111	0	0	0	0	0	0	0	0	0	0	0	0	11.11111111111111	11.11111111111111	0	0	0	100.0	0.0	0	0	0	0	0	0
33_1.conllu	1	11	11.0	5.777777777777778	0	0	9.090909090909092	27.272727272727273	0	0	18.181818181818183	0	9.090909090909092	0	18.181818181818183	9.090909090909092	0	9.090909090909092	0.4444444444444444	0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	100.0	50.0	50.0	0	100.0	0	0	0	0	0	0	0	0	0	100.0	1.0	100.0	3.0	0	0	0	100.0	0	0	0	3.0	11.0	5.0	2.25	5	0	0	0	0	0	50.0	50.0	0	0	0	9.090909090909092	0	0	18.181818181818183	0	0	0	9.090909090909092	0	0	0	0	0	0	0	0	0	0	9.090909090909092	0	0	0	9.090909090909092	9.090909090909092	0	0	9.090909090909092	0	18.181818181818183	9.090909090909092	0	0	0	100.0	0.0	0	0	0	0	0	0
132_1.conllu	1	5	5.0	7.0	0	0	20.0	0	0	0	0	0	0	0	20.0	0	0	60.0	1.0	0	100.0	0	0	100.0	66.66666666666667	33.333333333333336	0	0	0	0	0	0	50.0	50.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	100.0	1.0	33.333333333333336	33.333333333333336	33.333333333333336	0	0	0	0	2.0	1.6666666666666667	2.0	1.3333333333333333	2	0	0	0	0	0	0	0	0	0	0	20.0	0	0	0	0	0	0	20.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.0	20.0	0	20.0	0	33.333333333333336	66.66666666666667	100.0	0.0	2.0	0	100.0	0
34_1.conllu	1	12	12.0	6.6	16.666666666666668	0	0	16.666666666666668	8.333333333333334	0	25.0	0	8.333333333333334	0	16.666666666666668	0	0	8.333333333333334	0.6	0	0	100.0	0	0	100.0	0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	0	50.0	50.0	0	0	0	0	0	0	0	0	100.0	2.0	100.0	2.0	0	0	100.0	0	0	0	0	4.0	6.0	7.0	2.4444444444444446	7	0	0	0	0	0	100.0	0.0	0	0	0	0	8.333333333333334	0	8.333333333333334	0	0	8.333333333333334	0	0	0	8.333333333333334	8.333333333333334	0	0	8.333333333333334	0	0	0	0	0	0	0	8.333333333333334	0	0	0	8.333333333333334	0	16.666666666666668	8.333333333333334	0	8.333333333333334	0	50.0	50.0	100.0	0.0	1.0	100.0	0	0
47_1.conllu	1	4	4.0	5.0	25.0	0	0	50.0	0	0	0	0	0	0	25.0	0	0	0	0.3333333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.0	0	100.0	0	100.0	0	0	50.0	0	0	0	0	0	0	50.0	1.0	100.0	0	0	0	0	0	0	0	0	1.0	4.0	2.0	1.5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	25.0	0	0	0	0	0	0	0	25.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.0	25.0	0	0	0	100.0	0.0	0	0	0	0	0	0
78_1.conllu	1	4	4.0	7.0	0	0	0	0	0	0	0	0	50.0	0	25.0	0	0	25.0	0.3333333333333333	0	100.0	0	0	100.0	100.0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	100.0	2.0	0	0	100.0	0	0	0	0	1.0	4.0	2.0	1.5	2	0	0	0	0.0	100.0	0.0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.0	0	0	25.0	0	0	25.0	25.0	0	0	0	100.0	0.0	0	0	0	0	0	0
26_1.conllu	1	9	9.0	7.166666666666667	0	0	22.22222222222222	11.11111111111111	0	0	0	0	11.11111111111111	0	33.333333333333336	11.11111111111111	0	11.11111111111111	0.5	0	0	100.0	0	0	100.0	0	0	0	0	0	0	0	0	0	100.0	0	0	100.0	0	0	100.0	0	0	0	0	0	0	0	0	100.0	0	1.0	0.0	2.0	0	0	100.0	0	0	0	0	2.0	9.0	4.0	2.0	4	0	0	0	0	0	100.0	0.0	0	0	11.11111111111111	11.11111111111111	0	0	11.11111111111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.11111111111111	0	0	0	11.11111111111111	0	0	0	0	0	33.333333333333336	11.11111111111111	0	0	0	0.0	100.0	100.0	0.0	1.0	100.0	0	0
148_1.conllu	1	12	12.0	9.0	8.333333333333334	0	0	16.666666666666668	0	0	33.333333333333336	0	8.333333333333334	0	25.0	0	0	8.333333333333334	0.6666666666666666	0	100.0	0	0	100.0	100.0	0	0	0	0	0	0	0	0	100.0	0	0	100.0	0	100.0	0	100.0	0	0	50.0	0	0	0	0	0	0	50.0	2.0	100.0	2.0	0	0	100.0	0	0	0	0	3.0	6.0	4.0	2.0	4	0	0	0	50.0	50.0	100.0	0.0	0	0	0	0	8.333333333333334	0	8.333333333333334	0	0	0	0	0	0	0	8.333333333333334	0	0	8.333333333333334	0	0	0	0	0	8.333333333333334	0	0	8.333333333333334	0	8.333333333333334	8.333333333333334	0	25.0	8.333333333333334	0	0	0	50.0	50.0	0.0	100.0	1.0	100.0	0	0
120_1.conllu	1	4	4.0	6.333333333333333	0	0	25.0	0	0	0	25.0	0	0	0	25.0	0	0	25.0	1.0	0	100.0	0	0	100.0	100.0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	100.0	2.0	0	0	100.0	0	0	0	0	1.0	4.0	2.0	1.5	2	0	0	0	0.0	100.0	0	0	0	0	0	25.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.0	0	0	25.0	25.0	0	0	0	100.0	0.0	0	0	0	0	0	0
152_1.conllu	1	5	5.0	8.5	0	0	0	0	0	0	40.0	0	20.0	0	20.0	0	0	20.0	0.75	100.0	0	0	0	100.0	100.0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	100.0	2.0	0	0	100.0	0	0	0	0	2.0	5.0	3.0	1.6666666666666667	3	0	0	0	0.0	100.0	0.0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.0	0	0	0	0	0	0	0	20.0	0	0	20.0	0	0	20.0	20.0	0	0	0	100.0	0.0	0	0	0	0	0	0
119_1.conllu	1	5	5.0	5.25	0	0	20.0	20.0	20.0	0	20.0	0	0	0	20.0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.0	100.0	0	0	0	0	0	0	100.0	0	0	0	1.0	100.0	0	0	0	0	0	0	0	0	2.0	5.0	3.0	1.6666666666666667	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.0	0	0	0	20.0	20.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.0	20.0	0	0	0	100.0	0.0	0	0	0	0	0	0
107_1.conllu	1	4	4.0	5.333333333333333	0	0	0	25.0	0	0	25.0	0	25.0	0	25.0	0	0	0	0.3333333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.0	0	100.0	0	100.0	0	0	0	0	0	0	0	0	0	100.0	0.0	0.0	0	0	0	0	0	0	0	0	1.0	0	1.0	1.0	1	0	0	0	0	0	0.0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.0	0	0	0	0	0	0	0	0	0	0	25.0	0	0	0	0	25.0	25.0	0	0	0	0	0	0	0	0	0	0	0
29_1.conllu	1	5	5.0	9.25	0	0	0	0	0	0	40.0	0	20.0	0	20.0	0	0	20.0	0.75	0	100.0	0	0	100.0	100.0	0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	100.0	2.0	0	0	100.0	0	0	0	0	2.0	5.0	3.0	1.6666666666666667	3	0	0	0	0.0	100.0	0.0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.0	0	0	0	0	0	0	0	20.0	0	0	20.0	0	0	20.0	20.0	0	0	0	100.0	0.0	0	0	0	0	0	0
129_1.conllu	1	9	9.0	5.125	0	0	22.22222222222222	22.22222222222222	0	0	22.22222222222222	0	11.11111111111111	0	11.11111111111111	0	0	11.11111111111111	0.625	0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	100.0	0	100.0	0	50.0	50.0	0	0	0	0	0	0	0	0	100.0	1.0	100.0	4.0	0	0	0	0	100.0	0	0	2.0	9.0	5.0	2.5714285714285716	5	0	0	0	0.0	100.0	100.0	0.0	0	0	0	11.11111111111111	0	0	22.22222222222222	0	0	0	0	0	0	0	0	0	0	0	0	11.11111111111111	0	0	0	0	0	11.11111111111111	0	0	11.11111111111111	11.11111111111111	0	11.11111111111111	11.11111111111111	0	0	0	100.0	0.0	0	0	0	0	0	0
66_1.conllu	1	12	12.0	7.818181818181818	0	0	8.333333333333334	0	8.333333333333334	0	25.0	0	16.666666666666668	0	8.333333333333334	0	0	33.333333333333336	0.7272727272727273	0	100.0	0	0	100.0	25.0	50.0	25.0	0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0	100.0	2.0	0	50.0	0	50.0	0	0	0	5.0	3.0	4.0	1.8	4	0	0	0	0.0	100.0	0.0	100.0	8.333333333333334	0	0	8.333333333333334	0	0	0	0	0	8.333333333333334	0	0	0	0	0	0	0	8.333333333333334	0	0	0	0	0	0	0	8.333333333333334	0	0	8.333333333333334	16.666666666666668	0	8.333333333333334	8.333333333333334	0	16.666666666666668	0	25.0	75.0	100.0	0.0	1.5	50.0	50.0	0
124_1.conllu	1	4	4.0	6.0	0	0	25.0	0	0	0	0	0	25.0	0	25.0	0	0	25.0	0.6666666666666666	0	100.0	0	0	100.0	100.0	0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	100.0	2.0	0	0	100.0	0	0	0	0	1.0	4.0	2.0	1.5	2	0	0	0	0	0	0.0	100.0	0	0	0	25.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.0	0	0	0	0	0	25.0	25.0	0	0	0	100.0	0.0	0	0	0	0	0	0
45_1.conllu	1	8	8.0	5.8	0	0	0	25.0	0	0	25.0	0	12.5	0	37.5	0	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.0	0	100.0	0	50.0	50.0	0	0	0	0	0	0	0	0	100.0	0.0	0.0	0	0	0	0	0	0	0	0	1.0	0	3.0	1.75	3	0	0	0	0	0	50.0	50.0	0	0	0	0	0	0	12.5	0	0	0	0	0	0	0	0	12.5	0	0	0	0	0	0	0	0	0	0	25.0	0	0	0	0	37.5	12.5	0	0	0	0	0	0	0	0	0	0	0
36_1.conllu	1	7	7.0	8.833333333333334	0	0	0	14.285714285714286	14.285714285714286	0	57.142857142857146	0	0	0	14.285714285714286	0	0	0	0.6666666666666666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.0	0	0	100.0	0	0	0	0	0	0	0	0	0	100.0	1.0	100.0	0	0	0	0	0	0	0	0	2.0	7.0	3.0	1.8	3	0	0	0	0	0	100.0	0.0	0	0	0	0	0	0	0	0	0	14.285714285714286	0	0	0	14.285714285714286	14.285714285714286	0	0	0	0	0	0	0	14.285714285714286	0	0	0	14.285714285714286	0	0	0	0	14.285714285714286	14.285714285714286	0	0	0	100.0	0.0	0	0	0	0	0	0
134_1.conllu	1	6	6.0	5.5	0	0	16.666666666666668	0	0	0	16.666666666666668	0	16.666666666666668	0	33.333333333333336	0	0	16.666666666666668	0.75	0	100.0	0	0	100.0	100.0	0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	100.0	3.0	0	0	0	100.0	0	0	0	1.0	6.0	2.0	1.6666666666666667	2	0	0	0	0	0	100.0	0.0	0	0	0	16.666666666666668	0	16.666666666666668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.666666666666668	0	0	0	0	0	33.333333333333336	16.666666666666668	0	0	0	100.0	0.0	0	0	0	0	0	0
0_1.conllu	1	4	4.0	6.0	0	0	0	50.0	0	0	0	0	0	0	25.0	0	0	25.0	0.3333333333333333	100.0	0	0	0	100.0	100.0	0	0	0	0	0	100.0	0	0	0	0	0	100.0	0	100.0	0	100.0	0	0	50.0	0	0	50.0	0	0	0	0	1.0	100.0	0.0	100.0	0	0	0	0	0	0	1.0	4.0	2.0	1.5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	50.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.0	25.0	0	0	0	100.0	0.0	0	0	0	0	0	0
151_1.conllu	1	6	6.0	5.8	0	0	0	0	0	0	33.333333333333336	0	16.666666666666668	0	16.666666666666668	16.666666666666668	0	16.666666666666668	0.6	100.0	0	0	0	100.0	100.0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	100.0	2.0	0	0	100.0	0	0	0	0	3.0	6.0	2.0	1.5	2	0	0	0	0.0	100.0	0.0	100.0	0	0	16.666666666666668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.666666666666668	0	0	0	16.666666666666668	0	0	16.666666666666668	0	0	16.666666666666668	16.666666666666668	0	0	0	100.0	0.0	0	0	0	0	0	0
