Filename	n_sentences	n_tokens	tokens_per_sent	char_per_tok	upos_dist_ADJ	upos_dist_ADP	upos_dist_ADV	upos_dist_AUX	upos_dist_CCONJ	upos_dist_DET	upos_dist_INTJ	upos_dist_NOUN	upos_dist_NUM	upos_dist_PART	upos_dist_PRON	upos_dist_PROPN	upos_dist_PUNCT	upos_dist_SCONJ	upos_dist_SYM	upos_dist_VERB	upos_dist_X	lexical_density	verbs_tense_dist_Past	verbs_tense_dist_Pres	verbs_mood_dist_Imp	verbs_mood_dist_Ind	verbs_form_dist_Fin	verbs_form_dist_Ger	verbs_form_dist_Inf	verbs_form_dist_Part	verbs_num_pers_dist_+	verbs_num_pers_dist_Sing+3	aux_tense_dist_Past	aux_tense_dist_Pres	aux_mood_dist_Ind	aux_form_dist_Fin	aux_form_dist_Inf	aux_form_dist_Part	aux_num_pers_dist_+	aux_num_pers_dist_Sing+3	verbal_head_per_sent	verbal_root_perc	avg_verb_edges	verb_edges_dist_0	verb_edges_dist_1	verb_edges_dist_2	verb_edges_dist_3	verb_edges_dist_4	verb_edges_dist_5	verb_edges_dist_6	avg_max_depth	avg_token_per_clause	avg_max_links_len	avg_links_len	max_links_len	avg_prepositional_chain_len	n_prepositional_chains	prep_dist_1	prep_dist_2	obj_pre	obj_post	subj_pre	subj_post	dep_dist_acl	dep_dist_acl:relcl	dep_dist_advcl	dep_dist_advmod	dep_dist_amod	dep_dist_appos	dep_dist_aux	dep_dist_aux:pass	dep_dist_case	dep_dist_cc	dep_dist_cc:preconj	dep_dist_ccomp	dep_dist_compound	dep_dist_compound:prt	dep_dist_conj	dep_dist_cop	dep_dist_csubj	dep_dist_det	dep_dist_det:predet	dep_dist_discourse	dep_dist_expl	dep_dist_fixed	dep_dist_flat	dep_dist_goeswith	dep_dist_iobj	dep_dist_mark	dep_dist_nmod	dep_dist_nmod:npmod	dep_dist_nmod:poss	dep_dist_nsubj	dep_dist_nsubj:pass	dep_dist_nummod	dep_dist_obj	dep_dist_obl	dep_dist_obl:npmod	dep_dist_obl:tmod	dep_dist_parataxis	dep_dist_punct	dep_dist_root	dep_dist_xcomp	principal_proposition_dist	subordinate_proposition_dist	subordinate_post	subordinate_pre	avg_subordinate_chain_len	subordinate_dist_1	subordinate_dist_2	subordinate_dist_3
115_1.conllu	1	7	7.0	3.5	0	14.285714285714286	0	14.285714285714286	0	0	0	14.285714285714286	0	0	28.571428571428573	0	14.285714285714286	0	0	14.285714285714286	0	0.3333333333333333	0	0	0	0	0	0	100.0	0	0	0	0	0	0	100.0	0	0	100.0	0	1.0	100.0	3.0	0	0	0	100.0	0	0	0	2.0	7.0	3.0	1.8	3	0	0	0	0	0	0	100.0	0.0	0	0	0	0	0	0	14.285714285714286	0	14.285714285714286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.285714285714286	0	0	0	14.285714285714286	0	14.285714285714286	0	14.285714285714286	14.285714285714286	0	100.0	0.0	0	0	0	0	0	0
121_1.conllu	1	15	15.0	4.538461538461538	0	6.666666666666667	6.666666666666667	20.0	0	6.666666666666667	0	13.333333333333334	6.666666666666667	0	13.333333333333334	0	13.333333333333334	0	0	13.333333333333334	0	0.38461538461538464	50.0	50.0	0	0	0	0	0	100.0	0	0	0	100.0	100.0	66.66666666666667	33.333333333333336	0	100.0	0	2.0	100.0	2.5	0	0	50.0	50.0	0	0	0	3.0	7.5	7.0	2.5833333333333335	7	0	0	0	0	0	0	100.0	0.0	0	0	0	6.666666666666667	0	0	20.0	0	6.666666666666667	0	0	6.666666666666667	0	0	0	0	0	6.666666666666667	0	0	0	0	0	0	0	0	0	0	0	13.333333333333334	0	6.666666666666667	0	6.666666666666667	6.666666666666667	0	0	13.333333333333334	6.666666666666667	0	50.0	50.0	100.0	0.0	1.0	100.0	0	0
123_1.conllu	1	11	11.0	4.1	9.090909090909092	18.181818181818183	0	9.090909090909092	9.090909090909092	9.090909090909092	0	18.181818181818183	0	0	9.090909090909092	0	9.090909090909092	0	0	9.090909090909092	0	0.4	0	100.0	0	0	0	0	0	100.0	0	0	0	100.0	100.0	100.0	0	0	100.0	0	1.0	100.0	3.0	0	0	0	100.0	0	0	0	4.0	11.0	7.0	2.4444444444444446	7	0	0	0	0	0.0	100.0	100.0	0.0	0	0	0	0	9.090909090909092	0	9.090909090909092	0	9.090909090909092	9.090909090909092	0	0	0	0	9.090909090909092	0	0	9.090909090909092	0	0	0	0	0	0	0	0	0	0	0	9.090909090909092	0	0	9.090909090909092	9.090909090909092	0	0	0	9.090909090909092	9.090909090909092	0	100.0	0.0	0	0	0	0	0	0
126_1.conllu	1	7	7.0	3.0	0	0	0	14.285714285714286	0	14.285714285714286	0	14.285714285714286	0	0	28.571428571428573	0	14.285714285714286	0	0	14.285714285714286	0	0.3333333333333333	0	0	0	0	0	0	100.0	0	0	0	0	0	0	100.0	0	0	100.0	0	1.0	100.0	3.0	0	0	0	100.0	0	0	0	2.0	7.0	3.0	1.6	3	0	0	0	0	0.0	100.0	100.0	0.0	0	0	0	0	0	0	14.285714285714286	0	0	0	0	0	0	0	0	0	0	14.285714285714286	0	0	0	0	0	0	14.285714285714286	0	0	0	0	14.285714285714286	0	0	14.285714285714286	0	0	0	0	14.285714285714286	14.285714285714286	0	100.0	0.0	0	0	0	0	0	0
246_1.conllu	1	12	12.0	3.909090909090909	0	8.333333333333334	25.0	8.333333333333334	8.333333333333334	8.333333333333334	0	16.666666666666668	0	0	8.333333333333334	0	8.333333333333334	0	0	8.333333333333334	0	0.5454545454545454	0	0	0	0	0	0	100.0	0	0	0	0	100.0	100.0	100.0	0	0	0	100.0	1.0	100.0	4.0	0	0	0	0	100.0	0	0	3.0	12.0	5.0	2.0	5	0	0	0	0	0	0	100.0	0.0	0	0	0	25.0	0	0	8.333333333333334	0	8.333333333333334	8.333333333333334	0	0	0	0	8.333333333333334	0	0	8.333333333333334	0	0	0	0	0	0	0	0	0	0	0	8.333333333333334	0	0	0	8.333333333333334	0	0	0	8.333333333333334	8.333333333333334	0	100.0	0.0	0	0	0	0	0	0
20_1.conllu	1	17	17.0	5.125	5.882352941176471	5.882352941176471	0	5.882352941176471	0	11.764705882352942	0	29.41176470588235	0	5.882352941176471	11.764705882352942	0	5.882352941176471	0	0	17.647058823529413	0	0.5625	0	100.0	0	100.0	33.333333333333336	0	66.66666666666667	0	100.0	0	0	100.0	100.0	100.0	0	0	100.0	0	3.0	100.0	3.0	0	0	33.333333333333336	33.333333333333336	33.333333333333336	0	0	4.0	5.666666666666667	8.0	2.2666666666666666	8	0	0	0	0	0.0	100.0	100.0	0.0	0	0	5.882352941176471	0	5.882352941176471	0	5.882352941176471	0	0	0	0	0	5.882352941176471	0	0	0	0	11.764705882352942	0	0	0	0	0	0	0	11.764705882352942	0	0	5.882352941176471	11.764705882352942	0	0	17.647058823529413	0	0	0	0	5.882352941176471	5.882352941176471	5.882352941176471	33.333333333333336	66.66666666666667	100.0	0.0	2.0	0	100.0	0
7_1.conllu	1	12	12.0	5.090909090909091	8.333333333333334	16.666666666666668	0	8.333333333333334	8.333333333333334	16.666666666666668	0	16.666666666666668	0	0	0	0	8.333333333333334	0	0	16.666666666666668	0	0.45454545454545453	0	0	0	0	0	0	100.0	0	0	0	0	100.0	100.0	100.0	0	0	0	100.0	2.0	100.0	2.5	0	0	50.0	50.0	0	0	0	3.0	6.0	4.0	2.0	4	0	0	0	0	0	0	100.0	0.0	0	0	0	0	8.333333333333334	0	8.333333333333334	0	8.333333333333334	8.333333333333334	0	0	0	0	8.333333333333334	0	0	16.666666666666668	0	0	0	0	0	0	0	0	0	0	0	8.333333333333334	0	0	0	16.666666666666668	0	0	0	8.333333333333334	8.333333333333334	0	100.0	0.0	0	0	0	0	0	0
284_1.conllu	1	5	5.0	3.25	0	20.0	0	20.0	0	0	0	20.0	0	0	20.0	0	20.0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	100.0	100.0	100.0	0	0	0	100.0	1.0	100.0	0	0	0	0	0	0	0	0	2.0	5.0	2.0	1.3333333333333333	2	1.0	1	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.0	0	0	0	0	0	0	20.0	0	0	0	0	0	0	0	0	0	0	20.0	0	0	0	0	0	0	0	0	0	0	20.0	20.0	0	100.0	0.0	0	0	0	0	0	0
193_1.conllu	1	11	11.0	3.8	9.090909090909092	18.181818181818183	0	9.090909090909092	0	0	0	18.181818181818183	0	9.090909090909092	18.181818181818183	0	9.090909090909092	0	0	9.090909090909092	0	0.4	0	0	0	0	0	0	100.0	0	0	0	0	100.0	100.0	100.0	0	0	0	100.0	2.0	100.0	3.0	0	0	0	100.0	0	0	0	3.0	5.5	5.0	2.0	5	0	0	0	0	0.0	100.0	0.0	100.0	0	0	0	0	0	0	0	0	18.181818181818183	0	0	0	0	0	0	9.090909090909092	9.090909090909092	0	0	0	9.090909090909092	0	0	0	0	9.090909090909092	0	0	9.090909090909092	0	0	0	9.090909090909092	9.090909090909092	0	0	0	9.090909090909092	9.090909090909092	0	50.0	50.0	100.0	0.0	1.0	100.0	0	0
147_1.conllu	1	8	8.0	5.857142857142857	0	0	0	12.5	0	12.5	0	12.5	0	0	12.5	0	12.5	12.5	0	25.0	0	0.42857142857142855	100.0	0	0	0	0	50.0	0	50.0	0	0	0	100.0	100.0	100.0	0	0	100.0	0	2.0	100.0	1.5	0	50.0	50.0	0	0	0	0	3.0	4.0	2.0	1.5	2	0	0	0	0	0.0	100.0	100.0	0.0	12.5	0	0	0	0	0	12.5	0	0	0	0	0	0	0	0	0	0	12.5	0	0	0	0	0	0	0	12.5	0	0	0	12.5	0	0	12.5	0	0	0	0	12.5	12.5	0	50.0	50.0	100.0	0.0	1.0	100.0	0	0
198_1.conllu	1	32	32.0	3.7096774193548385	6.25	15.625	6.25	18.75	3.125	9.375	0	9.375	3.125	0	12.5	0	3.125	6.25	0	6.25	0	0.2903225806451613	50.0	50.0	0	0	0	0	0	100.0	0	0	25.0	75.0	100.0	66.66666666666667	16.666666666666668	16.666666666666668	25.0	75.0	5.0	100.0	2.5	0	0	50.0	50.0	0	0	0	6.0	6.4	9.0	2.6666666666666665	9	1.0	1	100.0	0	0	0	66.66666666666667	33.333333333333336	0	3.125	3.125	3.125	3.125	0	6.25	3.125	12.5	3.125	0	0	0	0	3.125	9.375	3.125	6.25	0	0	3.125	0	0	0	0	6.25	3.125	0	3.125	6.25	0	3.125	0	9.375	0	0	0	3.125	3.125	0	25.0	75.0	100.0	0.0	1.5	50.0	50.0	0
236_1.conllu	1	17	17.0	4.0625	5.882352941176471	5.882352941176471	0	5.882352941176471	5.882352941176471	11.764705882352942	0	17.647058823529413	0	0	17.647058823529413	0	5.882352941176471	5.882352941176471	0	17.647058823529413	0	0.4375	0	0	0	0	0	66.66666666666667	33.333333333333336	0	0	0	0	0	0	100.0	0	0	100.0	0	3.0	100.0	3.0	0	0	0	100.0	0	0	0	5.0	5.666666666666667	4.0	1.8	4	0	0	0	0	0.0	100.0	100.0	0.0	5.882352941176471	0	0	0	5.882352941176471	0	5.882352941176471	0	5.882352941176471	5.882352941176471	0	0	0	0	5.882352941176471	0	0	11.764705882352942	0	0	0	0	0	0	5.882352941176471	5.882352941176471	0	0	0	5.882352941176471	0	0	17.647058823529413	5.882352941176471	0	0	0	5.882352941176471	5.882352941176471	0	50.0	50.0	100.0	0.0	1.0	100.0	0	0
38_1.conllu	1	31	31.0	4.344827586206897	6.451612903225806	9.67741935483871	3.225806451612903	6.451612903225806	3.225806451612903	16.129032258064516	0	19.35483870967742	0	3.225806451612903	6.451612903225806	0	6.451612903225806	6.451612903225806	0	12.903225806451612	0	0.4482758620689655	0	0	0	0	0	25.0	75.0	0	0	0	0	100.0	100.0	100.0	0	0	50.0	50.0	5.0	100.0	2.5	0	0	50.0	50.0	0	0	0	7.0	6.2	9.0	2.5357142857142856	9	1.0	1	100.0	0	0.0	100.0	100.0	0.0	0	0	6.451612903225806	3.225806451612903	6.451612903225806	0	3.225806451612903	0	9.67741935483871	3.225806451612903	0	0	3.225806451612903	0	3.225806451612903	3.225806451612903	0	16.129032258064516	0	0	0	0	0	0	0	9.67741935483871	3.225806451612903	0	0	6.451612903225806	0	0	6.451612903225806	3.225806451612903	0	0	0	6.451612903225806	3.225806451612903	3.225806451612903	25.0	75.0	100.0	0.0	1.0	100.0	0	0
40_1.conllu	1	16	16.0	4.928571428571429	12.5	0	6.25	18.75	6.25	6.25	0	6.25	0	6.25	12.5	0	12.5	0	0	12.5	0	0.42857142857142855	0	0	0	0	0	0	100.0	0	0	0	0	100.0	100.0	66.66666666666667	33.333333333333336	0	100.0	0	3.0	100.0	2.5	0	0	50.0	50.0	0	0	0	3.0	5.333333333333333	12.0	3.0	12	0	0	0	0	0.0	100.0	100.0	0.0	0	0	0	6.25	6.25	0	12.5	0	0	6.25	0	0	0	0	6.25	6.25	0	6.25	0	0	0	0	0	0	0	6.25	0	0	0	12.5	0	0	6.25	0	0	0	0	12.5	6.25	6.25	50.0	50.0	100.0	0.0	1.0	100.0	0	0
184_1.conllu	1	11	11.0	4.666666666666667	18.181818181818183	9.090909090909092	0	9.090909090909092	0	0	0	27.272727272727273	0	0	9.090909090909092	0	18.181818181818183	0	0	9.090909090909092	0	0.6666666666666666	0	0	0	0	0	0	100.0	0	0	0	0	0	0	100.0	0	0	100.0	0	1.0	100.0	3.0	0	0	0	100.0	0	0	0	2.0	11.0	4.0	2.0	4	0	0	0	0	0	0	100.0	0.0	0	0	0	0	18.181818181818183	0	9.090909090909092	0	9.090909090909092	0	0	0	9.090909090909092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.181818181818183	0	0	0	9.090909090909092	0	0	0	18.181818181818183	9.090909090909092	0	100.0	0.0	0	0	0	0	0	0
301_1.conllu	1	10	10.0	3.888888888888889	10.0	20.0	0	10.0	0	10.0	0	10.0	0	0	20.0	0	10.0	0	0	10.0	0	0.3333333333333333	0	0	0	0	0	0	100.0	0	0	0	0	100.0	100.0	100.0	0	0	0	100.0	1.0	100.0	2.0	0	0	100.0	0	0	0	0	3.0	10.0	4.0	2.0	4	1.0	1	100.0	0	0	0	100.0	0.0	0	0	0	0	10.0	0	10.0	0	20.0	0	0	0	0	0	0	0	0	10.0	0	0	0	0	0	0	0	0	10.0	0	0	10.0	0	0	0	10.0	0	0	0	10.0	10.0	0	100.0	0.0	0	0	0	0	0	0
175_1.conllu	1	11	11.0	3.2	9.090909090909092	9.090909090909092	0	18.181818181818183	0	9.090909090909092	0	18.181818181818183	0	9.090909090909092	18.181818181818183	0	9.090909090909092	0	0	0	0	0.3	0	0	0	0	0	0	0	0	0	0	0	100.0	100.0	100.0	0	0	50.0	50.0	2.0	100.0	0	0	0	0	0	0	0	0	3.0	5.5	4.0	2.111111111111111	4	1.0	1	100.0	0	0	0	100.0	0.0	0	0	0	9.090909090909092	0	0	0	0	9.090909090909092	0	0	9.090909090909092	0	0	0	18.181818181818183	0	9.090909090909092	0	0	0	0	0	0	0	0	9.090909090909092	0	0	18.181818181818183	0	0	0	0	0	0	0	9.090909090909092	9.090909090909092	0	50.0	50.0	100.0	0.0	1.0	100.0	0	0
241_1.conllu	1	8	8.0	3.7142857142857144	0	25.0	0	25.0	0	0	0	0	0	0	37.5	0	12.5	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	100.0	100.0	100.0	0	0	50.0	50.0	1.0	100.0	0	0	0	0	0	0	0	0	2.0	8.0	3.0	1.6666666666666667	3	0	0	0	0	0	0	100.0	0.0	0	12.5	0	0	0	0	0	0	0	0	0	0	0	0	0	25.0	0	0	0	0	0	12.5	0	0	0	0	0	0	0	25.0	0	0	0	0	0	0	0	12.5	12.5	0	100.0	0.0	0	0	0	0	0	0
39_1.conllu	1	12	12.0	3.9	8.333333333333334	0	0	8.333333333333334	8.333333333333334	0	0	16.666666666666668	8.333333333333334	8.333333333333334	8.333333333333334	0	16.666666666666668	0	0	16.666666666666668	0	0.5	0	0	0	0	0	0	100.0	0	0	0	0	100.0	100.0	100.0	0	0	100.0	0	2.0	100.0	2.0	0	0	100.0	0	0	0	0	4.0	6.0	3.0	1.7777777777777777	3	0	0	0	0	0.0	100.0	100.0	0.0	0	0	0	0	0	0	8.333333333333334	0	0	8.333333333333334	0	0	8.333333333333334	0	8.333333333333334	0	0	0	0	0	0	0	0	0	0	8.333333333333334	0	0	0	8.333333333333334	0	8.333333333333334	8.333333333333334	0	0	0	0	16.666666666666668	8.333333333333334	8.333333333333334	50.0	50.0	100.0	0.0	1.0	100.0	0	0
35_1.conllu	1	13	13.0	5.416666666666667	7.6923076923076925	7.6923076923076925	7.6923076923076925	7.6923076923076925	0	23.076923076923077	0	15.384615384615385	0	0	7.6923076923076925	0	7.6923076923076925	0	0	15.384615384615385	0	0.5	0	100.0	0	100.0	50.0	0	50.0	0	100.0	0	0	0	0	100.0	0	0	100.0	0	2.0	100.0	3.0	0	0	50.0	0	50.0	0	0	3.0	6.5	5.0	2.3636363636363638	5	0	0	0	0	0	0	100.0	0.0	0	0	7.6923076923076925	7.6923076923076925	7.6923076923076925	0	7.6923076923076925	0	7.6923076923076925	0	0	0	0	0	0	0	0	15.384615384615385	0	0	0	0	0	0	0	7.6923076923076925	0	0	0	15.384615384615385	0	0	0	7.6923076923076925	0	0	0	7.6923076923076925	7.6923076923076925	0	50.0	50.0	100.0	0.0	1.0	100.0	0	0
